t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,i_roll_erpm,i_pitch_erpm,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,-1.4058,2.4477,-1.2845,6.9205,0.739,1.141,-0.627,-8.057,-0.0,0.0,7.4,11.4,0.0,-290.1,836.1,455.7,0,0,0.000,0.000,0.01,
0.0050,-1.4058,2.4477,-1.2845,6.9205,1.249,2.313,-1.003,-12.892,-0.2,0.2,12.5,23.1,0.0,-638.1,831.1,119.5,0,0,0.000,0.000,41.78,
0.0100,-1.4058,2.4477,-1.2845,6.9205,1.683,3.309,-1.228,-15.792,-0.2,0.2,16.8,33.1,0.0,-951.4,826.8,-183.7,107,85,1.630,1.150,7.04,
0.0150,-1.1965,2.7607,-1.2845,6.9205,2.051,4.156,-1.364,-17.533,-0.2,0.3,20.5,41.6,0.0,-1202.0,697.6,-332.0,506,199,2.100,0.370,5.07,
0.0200,-1.1965,2.7607,-1.2845,6.9205,2.365,4.875,-1.445,-18.577,-0.2,0.3,23.6,48.8,0.0,-1390.0,694.5,-512.7,689,-66,0.370,0.170,6.67,
0.0250,-1.1965,2.7607,-1.2845,6.9205,2.631,4.882,-1.494,-19.203,-0.3,0.3,26.3,48.8,0.0,-1525.3,691.8,-647.9,495,-217,0.570,0.180,5.07,
0.0300,-1.1965,2.7607,-0.9919,7.1529,2.857,4.889,-1.523,-19.579,-0.3,0.4,28.6,48.9,0.0,-1620.0,689.6,-742.6,350,-324,1.490,0.030,5.86,
0.0350,-1.1965,2.7607,-0.9919,7.1529,3.050,4.894,1.324,-10.673,-0.3,0.4,30.5,48.9,0.0,-1356.3,687.7,-478.7,455,-477,1.340,0.220,7.60,
0.0400,-1.1965,2.7607,-0.9919,7.1529,3.214,4.898,3.033,-5.330,-0.3,0.5,32.1,49.0,0.0,-1005.6,686.1,-128.0,441,-565,1.350,0.410,8.79,
0.0450,-1.1965,2.7607,-0.9919,7.1529,3.353,4.902,4.058,-2.123,-0.4,0.5,33.5,49.0,156.8,-679.8,528.0,197.9,455,-574,1.360,0.040,5.07,
0.0500,-1.1965,2.7607,-0.9919,7.1529,3.471,4.905,4.673,-0.200,-0.4,0.5,34.7,49.1,224.9,-415.1,458.7,462.7,484,-349,1.340,0.380,5.80,
0.0550,-0.9466,2.9379,-0.9919,7.1529,3.571,4.908,5.042,0.954,-0.4,0.5,35.7,49.1,276.1,-214.7,256.6,716.3,460,-125,0.820,0.250,5.07,
0.0600,-0.9466,2.9379,-0.9919,7.1529,3.657,4.911,5.263,1.647,-0.4,0.6,36.6,49.1,313.0,0.0,218.8,931.1,310,226,1.290,0.380,6.28,
0.0650,-0.9466,2.9379,-0.9919,7.1529,4.266,5.131,5.396,2.062,-0.4,0.6,42.7,51.3,338.9,0.0,186.8,933.3,330,270,0.800,0.580,5.08,
0.0700,-0.9466,2.9379,-0.7403,7.1669,4.785,5.318,5.476,2.312,-0.5,0.6,47.8,53.2,356.7,0.0,163.9,935.2,173,587,0.680,1.360,6.46,
0.0750,-0.9466,2.9379,-0.7403,7.1669,5.225,5.477,4.718,0.537,-0.5,0.7,52.3,54.8,346.1,0.0,170.1,936.8,207,655,0.840,0.690,7.61,
0.0800,-0.9466,2.9379,-0.7403,7.1669,5.600,5.612,4.263,-0.529,-0.5,0.7,56.0,56.1,327.0,0.0,185.4,938.2,207,647,0.500,1.340,8.66,
0.0850,-0.9466,2.9379,-0.7403,7.1669,5.918,5.727,3.990,-1.168,-0.5,0.8,59.2,57.3,307.9,0.0,201.4,939.4,212,700,0.510,1.330,5.07,
0.0900,-0.9466,2.9379,-0.7403,7.1669,6.188,5.825,3.827,-1.551,-0.5,0.8,61.9,58.2,291.9,0.0,214.7,940.4,232,706,0.470,1.330,5.60,
0.0950,-0.5188,3.0560,-0.7403,7.1669,6.418,5.908,3.728,-1.781,-0.5,0.8,64.2,59.1,279.5,0.0,-31.9,976.7,245,725,0.450,1.440,5.08,
0.1000,-0.5188,3.0560,-0.7403,7.1669,6.614,5.979,3.669,-1.919,-0.5,0.9,66.1,59.8,270.5,0.0,-24.8,977.5,286,756,0.350,1.130,6.32,
0.1050,-0.5188,3.0560,-0.7403,7.1669,7.049,3.773,3.634,-2.002,-0.6,0.9,70.5,37.7,264.0,-151.8,-22.7,803.6,283,769,0.010,1.230,5.07,
0.1100,-0.5188,3.0560,-0.5681,6.9206,7.418,1.897,3.613,-2.052,-0.6,0.9,74.2,19.0,259.6,-165.0,-21.9,771.8,138,838,0.030,0.790,6.20,
0.1150,-0.5188,3.0560,-0.5681,6.9206,7.732,0.303,3.108,-4.185,-0.6,1.0,77.3,3.0,242.8,-249.6,-8.2,671.2,111,710,0.170,0.340,9.54,
0.1200,-0.5188,3.0560,-0.5681,6.9206,7.999,-1.051,2.805,-5.466,-0.6,1.1,80.0,-10.5,224.2,-346.5,7.7,560.8,116,702,0.120,0.730,7.83,
0.1250,-0.5188,3.0560,-0.5681,6.9206,8.226,-2.203,2.623,-6.234,-0.6,1.1,82.3,-22.0,208.0,-432.3,21.7,463.5,110,709,0.130,0.470,5.06,
0.1300,-0.5188,3.0560,-0.5681,6.9206,8.419,-3.182,2.514,-6.694,-0.6,1.1,84.2,-31.8,195.2,-500.4,32.6,385.7,102,575,0.190,0.430,5.07,
0.1350,-0.0963,2.2265,-0.5681,6.9206,8.583,-4.014,2.448,-6.971,-0.6,1.1,85.8,-40.1,185.6,-551.2,-270.9,77.7,99,500,0.220,0.710,5.07,
0.1400,-0.0963,2.2265,-0.5681,6.9206,8.722,-4.721,2.409,-7.137,-0.6,1.2,87.2,-47.2,178.8,-587.6,-265.5,34.3,97,416,0.260,0.820,6.29,
0.1450,-0.0963,2.2265,-0.5681,6.9206,8.119,-8.310,2.385,-7.236,-0.6,1.2,81.2,-83.1,174.1,-613.1,-254.7,-27.1,82,401,0.150,0.620,5.07,
0.1500,-0.0963,2.2265,-0.4662,6.4310,7.606,-11.361,2.371,-7.296,-0.6,1.2,76.1,-113.6,170.8,-630.5,-246.3,-75.0,-100,191,0.200,0.410,6.18,
0.1550,-0.0963,2.2265,-0.4662,6.4310,7.170,-13.954,1.691,-9.391,-0.6,1.3,71.7,-139.5,149.9,-716.4,-221.0,-186.7,-90,96,0.000,0.690,9.45,
0.1600,-0.0963,2.2265,-0.4662,6.4310,6.800,-16.158,1.283,-10.648,-0.6,1.3,68.0,-161.6,125.9,-813.2,-193.2,-305.5,-74,86,0.350,0.580,9.04,
0.1650,-0.0963,2.2265,-0.4662,6.4310,6.485,-18.031,1.039,-11.402,-0.6,1.3,64.8,-180.3,0.0,-898.4,-64.2,-409.4,-89,59,0.370,0.280,5.08,
0.1700,-0.0963,2.2265,-0.4662,6.4310,6.217,-19.624,0.892,-11.855,-0.6,1.3,62.2,-196.2,0.0,-965.8,-61.6,-492.7,-93,-23,0.340,0.110,5.39,
0.1750,0.0595,0.7578,-0.4662,6.4310,5.989,-20.977,0.804,-12.126,-0.6,1.4,59.9,-209.8,0.0,-1016.0,-59.3,-997.1,-69,-92,0.120,0.010,5.08,
0.1800,0.0595,0.7578,-0.4662,6.4310,4.856,-20.953,0.751,-12.289,-0.6,1.4,48.6,-209.5,0.0,-1052.0,-48.0,-1032.8,2,-206,0.090,0.100,6.33,
0.1850,0.0595,0.7578,-0.4662,6.4310,3.893,-20.932,0.719,-12.387,-0.6,1.4,38.9,-209.3,0.0,-1077.1,-38.3,-1057.7,-13,-328,0.350,1.190,5.19,
0.1900,0.0595,0.7578,-0.4569,5.6998,3.074,-20.915,0.700,-12.445,-0.6,1.4,30.7,-209.1,0.0,-1094.3,-30.1,-1074.7,-21,-573,0.300,1.220,5.06,
0.1950,0.0595,0.7578,-0.4569,5.6998,2.378,-20.900,-0.072,-13.555,-0.6,1.4,23.8,-209.0,0.0,-1144.6,-23.2,-1124.8,-10,-825,0.320,0.440,8.94,
0.2000,0.0595,0.7578,-0.4569,5.6998,1.786,-20.887,-0.536,-14.221,-0.6,1.4,17.9,-208.9,0.0,-1198.7,-17.3,-1178.8,-45,-778,0.230,0.740,9.59,
0.2050,0.0595,0.7578,-0.4569,5.6998,1.283,-20.876,-0.814,-14.620,-0.6,1.4,12.8,-208.8,0.0,-1245.5,-12.2,-1225.5,-53,-806,0.120,0.920,5.08,
