t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,i_roll_erpm,i_pitch_erpm,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,0.1748,0.0701,-0.6511,-1.7341,0.000,0.000,0.045,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.000,0.000,0.01,
0.0050,0.1748,0.0701,-0.6511,-1.7341,0.000,0.000,0.072,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.000,0.000,45.84,
0.0100,0.1748,0.0701,-0.6511,-1.7341,0.000,0.000,0.088,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1,0,0.350,0.150,6.33,
0.0150,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.097,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.350,0.180,5.07,
0.0200,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.103,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.350,0.180,8.94,
0.0250,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.107,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.350,0.170,5.40,
0.0300,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.064,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1,0,0.080,0.170,8.29,
0.0350,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.038,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.390,0.180,8.48,
0.0400,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.023,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.380,0.180,5.06,
0.0450,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.014,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1,0,0.370,0.170,5.07,
0.0500,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.008,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.380,0.180,5.07,
0.0550,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.005,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.380,0.170,5.07,
0.0600,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.003,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.390,0.180,5.00,
0.0650,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.002,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.390,0.180,5.06,
0.0700,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.001,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.380,0.170,11.64,
0.0750,0.1740,0.0770,-0.6511,-1.7341,0.000,0.000,0.001,0.000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0,0,0.410,0.170,9.11,
