t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,dt_ms
10.320,3.3605,-1680.3,0.3676,0.0,2.2160,2.5215,-1699,-28,22.86,-108.57,20.07
10.340,3.0684,-1534.2,0.8353,334.1,2.4047,2.9301,-1654,-24,17.14,-108.57,20.07
10.360,3.0684,-1534.2,0.8353,334.1,2.4047,2.9301,-1661,-15,5.71,-108.57,20.07
10.380,3.0684,-1534.2,0.8353,334.1,2.4047,2.9301,-1522,181,0.00,-108.57,20.08
10.400,2.5613,-1280.7,1.3060,522.4,2.4268,3.2808,-1538,223,-8.57,-105.71,20.07
10.420,2.5613,-1280.7,1.3060,522.4,2.4268,3.2808,-1528,251,-22.86,-105.71,20.07
10.440,1.8733,-936.7,1.6773,670.9,2.3100,3.5794,-1270,438,-25.71,-102.86,20.07
10.460,1.8733,-936.7,1.6773,670.9,2.3100,3.5794,-1303,478,-37.14,-100.00,20.08
10.480,1.8733,-936.7,1.6773,670.9,2.3100,3.5794,-976,597,-40.00,-97.14,20.07
10.500,1.0282,-514.1,1.9339,773.6,2.1005,3.7779,-1021,592,-45.71,-94.29,20.07
10.520,1.0282,-514.1,1.9339,773.6,2.1005,3.7779,-1005,650,-54.29,-88.57,20.08
10.540,0.1948,-0.0,2.0139,805.6,1.8241,3.9545,-601,769,-57.14,-85.71,20.07
10.560,0.1948,-0.0,2.0139,805.6,1.8241,3.9545,-590,760,-60.00,-80.00,20.07
10.580,0.1948,-0.0,2.0139,805.6,1.8241,3.9545,-158,793,-60.00,-77.14,20.07
10.600,-0.4817,-0.0,1.9025,761.0,1.4801,4.0799,-119,770,-62.86,-74.29,20.07
10.620,-0.4817,-0.0,1.9025,761.0,1.4801,4.0799,-64,792,-62.86,-65.71,20.08
10.640,-0.9471,473.6,1.5740,629.6,1.0593,4.2309,-27,751,-62.86,-65.71,20.07
10.660,-0.9471,473.6,1.5740,629.6,1.0593,4.2309,5,765,-62.86,-57.14,20.07
10.680,-0.9471,473.6,1.5740,629.6,1.0593,4.2309,335,660,-62.86,-57.14,20.08
10.700,-1.2744,637.2,1.1934,477.3,0.5333,4.3439,321,661,-60.00,-51.43,20.07
10.720,-1.2744,637.2,1.1934,477.3,0.5333,4.3439,355,628,-57.14,-48.57,20.07
10.740,-1.5423,771.1,0.8733,349.3,0.0173,4.3516,526,524,-54.29,-45.71,20.08
10.760,-1.5423,771.1,0.8733,349.3,0.0173,4.3516,590,458,-51.43,-42.86,20.07
10.780,-1.5423,771.1,0.8733,349.3,0.0173,4.3516,684,380,-48.57,-40.00,20.08
10.800,-1.7216,860.8,0.5777,231.1,-0.4776,4.1641,701,348,-42.86,-37.14,20.07
10.820,-1.7216,860.8,0.5777,231.1,-0.4776,4.1641,703,340,-37.14,-34.29,20.09
10.840,-1.8290,914.5,0.1601,0.0,-0.9004,3.8133,801,249,-34.29,-34.29,20.09
10.860,-1.8290,914.5,0.1601,0.0,-0.9004,3.8133,799,216,-28.57,-31.43,20.08
10.880,-1.8290,914.5,0.1601,0.0,-0.9004,3.8133,838,51,-25.71,-31.43,20.07
10.900,-1.8344,917.2,-0.3886,0.0,-1.2166,3.3359,843,41,-20.00,-31.43,20.07
10.920,-1.8344,917.2,-0.3886,0.0,-1.2166,3.3359,895,35,-14.29,-31.43,20.07
10.940,-1.7363,868.1,-0.9603,-384.1,-1.4078,2.8073,888,28,-11.43,-31.43,20.07
10.960,-1.7363,868.1,-0.9603,-384.1,-1.4078,2.8073,889,17,-2.86,-31.43,20.07
10.980,-1.7363,868.1,-0.9603,-384.1,-1.4078,2.8073,844,-216,0.00,-31.43,20.08
11.000,-1.5346,767.3,-1.4773,-590.9,-1.4868,2.2893,832,-226,2.86,-34.29,20.08
11.020,-1.5346,767.3,-1.4773,-590.9,-1.4868,2.2893,855,-306,11.43,-37.14,20.07
11.040,-1.2243,612.2,-1.8534,-741.3,-1.4999,1.8286,736,-459,14.29,-37.14,20.08
11.060,-1.2243,612.2,-1.8534,-741.3,-1.4999,1.8286,757,-527,20.00,-42.86,20.08
11.080,-1.2243,612.2,-1.8534,-741.3,-1.4999,1.8286,607,-692,22.86,-45.71,20.08
11.100,-0.8172,408.6,-2.0983,-839.3,-1.4647,1.4073,642,-668,25.71,-48.57,20.08
11.120,-0.8172,408.6,-2.0983,-839.3,-1.4647,1.4073,648,-718,31.43,-54.29,20.08
11.140,-0.3678,-0.0,-2.2645,-905.8,-1.3878,1.0238,473,-825,31.43,-57.14,20.08
11.160,-0.3678,-0.0,-2.2645,-905.8,-1.3878,1.0238,468,-790,37.14,-62.86,20.08
11.180,-0.3678,-0.0,-2.2645,-905.8,-1.3878,1.0238,128,-883,37.14,-65.71,20.08
11.200,0.0196,-0.0,-2.3286,-931.4,-1.2809,0.6969,83,-856,37.14,-71.43,20.08
11.220,0.0196,-0.0,-2.3286,-931.4,-1.2809,0.6969,44,-897,37.14,-77.14,20.08
11.240,0.2869,-0.0,-2.2797,-911.9,-1.1400,0.3771,52,-891,37.14,-82.86,20.08
11.260,0.2869,-0.0,-2.2797,-911.9,-1.1400,0.3771,19,-889,37.14,-88.57,20.08
11.280,0.2869,-0.0,-2.2797,-911.9,-1.1400,0.3771,4,-891,37.14,-91.43,20.08
11.300,0.4081,-0.0,-2.1297,-851.9,-0.9810,0.1040,-5,-894,37.14,-97.14,20.08
11.320,0.4081,-0.0,-2.1297,-851.9,-0.9810,0.1040,0,-915,37.14,-102.86,20.08
11.340,0.4286,-0.0,-1.8914,-756.6,-0.8123,-0.1816,0,-848,37.14,-108.57,20.07
11.360,0.4286,-0.0,-1.8914,-756.6,-0.8123,-0.1816,0,-861,37.14,-114.29,20.08
11.380,0.4286,-0.0,-1.8914,-756.6,-0.8123,-0.1816,-7,-770,37.14,-117.14,20.09
11.400,0.4243,-0.0,-1.5935,-637.4,-0.9971,0.0789,-15,-772,37.14,-122.86,20.08
11.420,0.4243,-0.0,-1.5935,-637.4,-0.9971,0.0789,-15,-788,37.14,-128.57,20.08
11.440,0.4788,-0.0,-1.2636,-505.4,-0.8817,-0.0254,-8,-660,37.14,-128.57,20.07
11.460,0.4788,-0.0,-1.2636,-505.4,-0.8817,-0.0254,-1,-662,37.14,-134.29,20.07
11.480,0.4788,-0.0,-1.2636,-505.4,-0.8817,-0.0254,0,-556,37.14,-137.14,20.08
11.500,0.6721,-336.1,-0.9152,-366.1,-0.9456,0.2665,9,-526,37.14,-140.00,20.08
11.520,0.6721,-336.1,-0.9152,-366.1,-0.9456,0.2665,17,-560,37.14,-142.86,20.08
11.540,0.9140,-457.0,-0.4867,0.0,-0.7656,0.3741,-216,-405,37.14,-145.71,20.08
11.560,0.9140,-457.0,-0.4867,0.0,-0.7656,0.3741,-217,-338,34.29,-148.57,20.08
11.580,0.9140,-457.0,-0.4867,0.0,-0.7656,0.3741,-323,-90,34.29,-148.57,20.07
11.600,1.1060,-553.0,0.0185,0.0,-0.6181,0.9090,-310,-60,31.43,-148.57,20.08
11.620,1.1060,-553.0,0.0185,0.0,-0.6181,0.9090,-345,-28,28.57,-148.57,20.08
11.640,1.1191,-559.5,0.6044,241.7,-0.4839,1.5423,-465,-18,28.57,-148.57,20.08
11.660,1.1191,-559.5,0.6044,241.7,-0.4839,1.5423,-511,-13,22.86,-148.57,20.07
11.680,1.1191,-559.5,0.6044,241.7,-0.4839,1.5423,-520,135,22.86,-148.57,20.08
11.700,0.8874,-443.7,1.2445,497.8,-0.3492,2.2777,-542,122,20.00,-148.57,20.08
11.720,0.8874,-443.7,1.2445,497.8,-0.3492,2.2777,-589,186,14.29,-145.71,20.08
11.740,0.5425,-271.3,1.9271,770.8,-0.2486,2.8509,-502,383,11.43,-145.71,20.08
11.760,0.5425,-271.3,1.9271,770.8,-0.2486,2.8509,-484,394,8.57,-142.86,20.08
11.780,0.5425,-271.3,1.9271,770.8,-0.2486,2.8509,-396,744,5.71,-140.00,20.08
11.800,0.2367,-0.0,2.5891,1035.6,-0.2250,3.3881,-319,677,5.71,-134.29,20.08
11.820,0.2367,-0.0,2.5891,1035.6,-0.2250,3.3881,-314,730,2.86,-131.43,20.08
11.840,0.0656,-0.0,3.0983,1239.3,-0.2801,3.7939,-46,993,2.86,-125.71,20.08
11.860,0.0656,-0.0,3.0983,1239.3,-0.2801,3.7939,-35,989,2.86,-120.00,20.08
11.880,0.0656,-0.0,3.0983,1239.3,-0.2801,3.7939,-25,1196,2.86,-114.29,20.07
11.900,0.0342,-0.0,3.3485,1339.4,-0.3932,4.0675,10,1163,2.86,-108.57,20.08
11.920,0.0342,-0.0,3.3485,1339.4,-0.3932,4.0675,28,1191,2.86,-97.14,20.08
11.940,0.0647,-0.0,3.1765,1270.6,-0.5108,4.2019,30,1302,2.86,-94.29,20.08
11.960,0.0647,-0.0,3.1765,1270.6,-0.5108,4.2019,18,1308,2.86,-82.86,20.08
11.980,0.0647,-0.0,3.1765,1270.6,-0.5108,4.2019,11,1289,2.86,-77.14,20.07
12.000,0.0139,-0.0,2.4418,976.7,-0.5998,4.3368,0,1277,2.86,-71.43,20.08
12.020,0.0139,-0.0,2.4418,976.7,-0.5998,4.3368,-13,1282,2.86,-62.86,20.08
12.040,-0.1403,-0.0,1.5743,629.7,-0.6529,4.5475,-22,1006,2.86,-57.14,20.08
12.060,-0.1403,-0.0,1.5743,629.7,-0.6529,4.5475,-25,1010,2.86,-48.57,20.08
12.080,-0.1403,-0.0,1.5743,629.7,-0.6529,4.5475,-20,683,2.86,-45.71,20.09
12.100,-0.2620,-0.0,0.8052,322.1,0.2035,4.2206,-4,695,2.86,-42.86,20.08
12.120,-0.2620,-0.0,0.8052,322.1,0.2035,4.2206,3,651,2.86,-37.14,20.08
12.140,-0.3113,-0.0,0.1845,0.0,0.1710,4.4879,7,419,2.86,-37.14,20.08
12.160,-0.3113,-0.0,0.1845,0.0,0.1710,4.4879,12,364,2.86,-34.29,20.08
12.180,-0.3113,-0.0,0.1845,0.0,0.1710,4.4879,16,63,2.86,-34.29,20.07
12.200,-0.3453,-0.0,-0.2486,0.0,0.0625,4.6394,17,50,2.86,-34.29,20.07
12.220,-0.3453,-0.0,-0.2486,0.0,0.0625,4.6394,9,20,2.86,-34.29,20.08
12.240,-0.4466,-0.0,-0.5091,-203.6,-0.0715,4.5728,5,12,2.86,-34.29,20.08
12.260,-0.4466,-0.0,-0.5091,-203.6,-0.0715,4.5728,0,5,2.86,-34.29,20.08
12.280,-0.4466,-0.0,-0.5091,-203.6,-0.0715,4.5728,-2,-94,2.86,-34.29,20.07
12.300,-0.6266,313.3,-0.6133,-245.3,-0.2118,4.2715,-7,-90,2.86,-34.29,20.07
12.320,-0.6266,313.3,-0.6133,-245.3,-0.2118,4.2715,-15,-117,2.86,-34.29,20.08
12.340,-0.8477,423.8,-0.6111,-244.4,-0.3655,3.7848,172,-197,2.86,-34.29,20.07
12.360,-0.8477,423.8,-0.6111,-244.4,-0.3655,3.7848,187,-176,2.86,-37.14,20.08
12.380,-0.8477,423.8,-0.6111,-244.4,-0.3655,3.7848,319,-194,5.71,-37.14,20.07
12.400,-0.9867,493.4,-0.5512,-220.5,-0.5193,3.1964,342,-257,8.57,-40.00,20.07
12.420,-0.9867,493.4,-0.5512,-220.5,-0.5193,3.1964,382,-227,11.43,-40.00,20.08
12.440,-1.0343,517.2,-0.5244,-209.8,-0.6555,2.5694,389,-240,11.43,-42.86,20.08
12.460,-1.0343,517.2,-0.5244,-209.8,-0.6555,2.5694,415,-229,14.29,-42.86,20.08
12.480,-1.0343,517.2,-0.5244,-209.8,-0.6555,2.5694,480,-194,17.14,-45.71,20.07
12.500,-0.9446,472.3,-0.6644,-265.7,-0.7822,2.0109,507,-223,20.00,-45.71,20.08
12.520,-0.9446,472.3,-0.6644,-265.7,-0.7822,2.0109,526,-187,22.86,-45.71,20.08
12.540,-0.7253,362.6,-1.0438,-417.5,-0.8845,1.4954,471,-250,25.71,-48.57,20.08
12.560,-0.7253,362.6,-1.0438,-417.5,-0.8845,1.4954,470,-249,28.57,-48.57,20.08
12.580,-0.7253,362.6,-1.0438,-417.5,-0.8845,1.4954,415,-380,31.43,-51.43,20.07
12.600,-0.4665,-0.0,-1.5582,-623.3,-0.9271,1.0257,422,-386,34.29,-54.29,20.08
12.620,-0.4665,-0.0,-1.5582,-623.3,-0.9271,1.0257,390,-429,34.29,-57.14,20.08
12.640,-0.2579,-0.0,-2.0321,-812.8,-0.9137,0.6153,77,-606,37.14,-60.00,20.07
12.660,-0.2579,-0.0,-2.0321,-812.8,-0.9137,0.6153,45,-573,37.14,-62.86,20.08
12.680,-0.2579,-0.0,-2.0321,-812.8,-0.9137,0.6153,30,-793,37.14,-65.71,20.07
12.700,-0.1099,-0.0,-2.4102,-964.1,-0.8472,0.2489,16,-746,37.14,-71.43,20.08
12.720,-0.1099,-0.0,-2.4102,-964.1,-0.8472,0.2489,7,-813,37.14,-77.14,20.08
12.740,-0.0469,-0.0,-2.6760,-1070.4,-0.7287,-0.0955,4,-928,37.14,-80.00,20.08
12.760,-0.0469,-0.0,-2.6760,-1070.4,-0.7287,-0.0955,2,-941,37.14,-88.57,20.08
12.780,-0.0469,-0.0,-2.6760,-1070.4,-0.7287,-0.0955,-3,-1039,37.14,-91.43,20.07
12.800,-0.0415,-0.0,-2.8242,-1129.7,-0.6939,-0.2455,-11,-1025,37.14,-97.14,20.07
12.820,-0.0415,-0.0,-2.8242,-1129.7,-0.6939,-0.2455,-13,-1054,37.14,-105.71,20.07
12.840,-0.0010,-0.0,-2.8523,-1140.9,-0.7920,-0.0769,-7,-1123,37.14,-111.43,20.08
12.860,-0.0010,-0.0,-2.8523,-1140.9,-0.7920,-0.0769,0,-1122,37.14,-117.14,20.08
12.880,-0.0010,-0.0,-2.8523,-1140.9,-0.7920,-0.0769,11,-1117,37.14,-122.86,20.07
12.900,0.1346,-0.0,-2.7775,-1111.0,-0.7725,-0.2240,18,-1136,37.14,-128.57,20.08
12.920,0.1346,-0.0,-2.7775,-1111.0,-0.7725,-0.2240,4,-1154,37.14,-137.14,20.08
12.940,0.2796,-0.0,-2.5944,-1037.8,-0.7555,-0.2847,3,-1092,37.14,-142.86,20.07
12.960,0.2796,-0.0,-2.5944,-1037.8,-0.7555,-0.2847,0,-1094,37.14,-151.43,20.08
12.980,0.2796,-0.0,-2.5944,-1037.8,-0.7555,-0.2847,0,-1062,37.14,-154.29,20.07
13.000,0.3669,-0.0,-2.2937,-917.5,-0.7337,-0.1552,0,-1042,37.14,-160.00,20.07
13.020,0.3669,-0.0,-2.2937,-917.5,-0.7337,-0.1552,1,-1032,37.14,-168.57,20.07
13.040,0.3884,-0.0,-1.8701,-748.0,-0.7201,0.3134,0,-931,37.14,-171.43,20.07
13.060,0.3884,-0.0,-1.8701,-748.0,-0.7201,0.3134,0,-942,37.14,-180.00,20.08
13.080,0.3884,-0.0,-1.8701,-748.0,-0.7201,0.3134,0,-750,37.14,-182.86,20.08
13.100,0.3403,-0.0,-1.3027,-521.1,-0.9729,1.0192,0,-779,37.14,-185.71,20.07
13.120,0.3403,-0.0,-1.3027,-521.1,-0.9729,1.0192,0,-731,37.14,-191.43,20.08
13.140,0.2420,-0.0,-0.6167,-246.7,-0.9855,1.7891,0,-569,37.14,-194.29,20.07
13.160,0.2420,-0.0,-0.6167,-246.7,-0.9855,1.7891,0,-521,37.14,-200.00,20.08
13.180,0.2420,-0.0,-0.6167,-246.7,-0.9855,1.7891,-3,-268,37.14,-200.00,20.08
13.200,0.1351,-0.0,0.2312,0.0,-0.9929,2.5678,-2,-257,37.14,-200.00,20.08
13.220,0.1351,-0.0,0.2312,0.0,-0.9929,2.5678,-1,-307,37.14,-202.86,20.08
13.240,0.0383,-0.0,1.1806,472.2,-1.0839,3.1949,0,-68,37.14,-202.86,20.08
13.260,0.0383,-0.0,1.1806,472.2,-1.0839,3.1949,0,-46,37.14,-205.71,20.08
13.280,0.0383,-0.0,1.1806,472.2,-1.0839,3.1949,1,280,37.14,-202.86,20.07
13.300,-0.0230,-0.0,2.1295,851.8,-1.2317,3.7061,0,310,37.14,-202.86,20.07
13.320,-0.0230,-0.0,2.1295,851.8,-1.2317,3.7061,0,372,37.14,-200.00,20.07
13.340,-0.0694,-0.0,3.0386,1215.4,-1.2725,4.0570,0,793,37.14,-194.29,20.07
13.360,-0.0694,-0.0,3.0386,1215.4,-1.2725,4.0570,-3,773,37.14,-191.43,20.08
13.380,-0.0694,-0.0,3.0386,1215.4,-1.2725,4.0570,-4,1166,37.14,-185.71,20.07
13.400,-0.0985,-0.0,3.8872,1554.9,-1.2874,4.3642,-4,1125,37.14,-180.00,20.08
13.420,-0.0985,-0.0,3.8872,1554.9,-1.2874,4.3642,0,1156,37.14,-171.43,20.08
13.440,-0.0707,-0.0,4.6323,1852.9,-1.2678,4.5934,2,1532,37.14,-162.86,20.07
13.460,-0.0707,-0.0,4.6323,1852.9,-1.2678,4.5934,0,1504,37.14,-154.29,20.08
13.480,-0.0707,-0.0,4.6323,1852.9,-1.2678,4.5934,1,1812,37.14,-145.71,20.08
13.500,-0.0110,-0.0,5.1557,2062.3,-1.1832,4.7962,2,1773,37.14,-137.14,20.08
13.520,-0.0110,-0.0,5.1557,2062.3,-1.1832,4.7962,6,1782,37.14,-122.86,20.07
13.540,0.0463,-0.0,5.0877,2035.1,-1.1512,4.9782,2,1993,37.14,-114.29,20.08
13.560,0.0463,-0.0,5.0877,2035.1,-1.1512,4.9782,0,1988,37.14,-100.00,20.08
13.580,0.0463,-0.0,5.0877,2035.1,-1.1512,4.9782,0,2022,37.14,-91.43,20.07
13.600,0.0780,-0.0,3.7981,1519.2,-1.1839,5.1650,0,2059,37.14,-80.00,20.07
13.620,0.0780,-0.0,3.7981,1519.2,-1.1839,5.1650,19,2062,37.14,-65.71,20.08
13.640,0.0273,-0.0,2.0245,809.8,-1.3527,5.2152,41,1578,37.14,-57.14,20.08
13.660,0.0273,-0.0,2.0245,809.8,-1.3527,5.2152,53,1562,37.14,-45.71,20.08
13.680,-0.2010,-0.0,0.2833,0.0,-1.3527,5.2152,46,898,37.14,-42.86,20.08
13.700,-0.2010,-0.0,0.2833,0.0,-1.6760,5.2550,41,925,37.14,-37.14,20.08
13.720,-0.2010,-0.0,0.2833,0.0,-1.6760,5.2550,5,173,37.14,-34.29,20.08
13.740,-0.6905,345.3,-1.2907,-516.3,-2.1216,5.2712,-4,123,37.14,-34.29,20.08
13.760,-0.6905,345.3,-1.2907,-516.3,-2.1216,5.2712,-29,84,37.14,-34.29,20.08
13.780,-1.3470,673.5,-2.6364,-1054.6,-2.1216,5.2712,261,-326,40.00,-34.29,20.07
13.800,-1.3470,673.5,-2.6364,-1054.6,-2.6656,5.1915,259,-285,40.00,-37.14,20.08
13.820,-1.3470,673.5,-2.6364,-1054.6,-2.6656,5.1915,429,-878,42.86,-42.86,20.08
13.840,-2.0264,1013.2,-3.6357,-1454.3,-3.2529,5.0219,487,-884,45.71,-48.57,20.08
13.860,-2.0264,1013.2,-3.6357,-1454.3,-3.2529,5.0219,579,-959,51.43,-54.29,20.08
13.880,-2.4870,1243.5,-4.1059,-1642.4,-3.2529,5.0219,910,-1433,54.29,-60.00,20.08
13.900,-2.4870,1243.5,-4.1059,-1642.4,-3.8129,4.7942,878,-1349,60.00,-68.57,20.08
13.920,-2.4870,1243.5,-4.1059,-1642.4,-3.8129,4.7942,1131,-1544,65.71,-77.14,20.07
13.940,-2.6220,1311.0,-3.8179,-1527.2,-4.2583,4.5588,1168,-1586,71.43,-85.71,20.07
13.960,-2.6220,1311.0,-3.8179,-1527.2,-4.2583,4.5588,1190,-1608,82.86,-100.00,20.07
13.980,-2.4260,1213.0,-2.7410,-1096.4,-4.2583,4.5588,1277,-1505,85.71,-102.86,20.07
14.000,-2.4260,1213.0,-2.7410,-1096.4,-4.5813,4.3753,1269,-1534,94.29,-111.43,20.07
14.020,-2.4260,1213.0,-2.7410,-1096.4,-4.5813,4.3753,1216,-1145,100.00,-120.00,20.07
14.040,-1.9288,964.4,-1.3330,-533.2,-4.7559,4.2862,1221,-1133,105.71,-125.71,20.07
14.060,-1.9288,964.4,-1.3330,-533.2,-4.7559,4.2862,1218,-1114,117.14,-134.29,20.07
14.080,-1.2483,624.1,0.2230,0.0,-4.7393,4.2172,1004,-680,120.00,-137.14,20.07
14.100,-1.2483,624.1,0.2230,0.0,-4.7393,4.2172,994,-580,128.57,-142.86,20.07
14.120,-1.2483,624.1,0.2230,0.0,-4.7393,4.2172,692,-178,131.43,-142.86,20.07
14.140,-0.4894,-0.0,1.8449,737.9,-4.5096,4.1669,690,-149,134.29,-142.86,20.07
14.160,-0.4894,-0.0,1.8449,737.9,-4.5096,4.1669,648,-66,140.00,-142.86,20.07
14.180,0.2324,-0.0,3.4039,1361.6,-4.0249,4.1097,103,454,140.00,-142.86,20.08
14.200,0.2324,-0.0,3.4039,1361.6,-4.0249,4.1097,87,549,140.00,-137.14,20.07
14.220,0.2324,-0.0,3.4039,1361.6,-4.0249,4.1097,73,1171,140.00,-134.29,20.09
14.240,0.8751,-437.5,4.6772,1870.9,-3.3065,4.0469,20,1071,142.86,-128.57,20.07
14.260,0.8751,-437.5,4.6772,1870.9,-3.3065,4.0469,-3,1184,142.86,-117.14,20.07
14.280,1.5087,-754.3,4.4190,1767.6,-2.3996,3.9815,-361,1763,140.00,-111.43,20.07
14.300,1.5087,-754.3,4.4190,1767.6,-2.3996,3.9815,-343,1763,137.14,-100.00,20.08
14.320,1.5087,-754.3,4.4190,1767.6,-2.3996,3.9815,-665,1735,134.29,-91.43,20.07
14.340,2.3290,-1164.5,2.1211,848.5,-1.3942,3.9263,-637,1778,131.43,-82.86,20.07
14.360,2.3290,-1164.5,2.1211,848.5,-1.3942,3.9263,-649,1787,125.71,-65.71,20.07
14.380,3.1452,-1572.6,-0.3374,0.0,-1.3942,3.9263,-913,1136,122.86,-62.86,20.07
14.400,3.1452,-1572.6,-0.3374,0.0,-0.2906,3.8234,-895,1004,117.14,-57.14,20.07
14.420,3.1452,-1572.6,-0.3374,0.0,-0.2906,3.8234,-1269,199,108.57,-57.14,20.08
14.440,3.8215,-1910.7,-2.6603,-1064.1,0.6888,3.7532,-1360,123,102.86,-57.14,20.08
14.460,3.8215,-1910.7,-2.6603,-1064.1,0.6888,3.7532,-1438,80,91.43,-54.29,20.08
14.480,4.1926,-2096.3,-4.6514,-1860.6,1.6260,3.6790,-1836,-699,85.71,-57.14,20.07
14.500,4.1926,-2096.3,-4.6514,-1860.6,1.6260,3.6790,-1802,-788,71.43,-62.86,20.07
14.520,4.1926,-2096.3,-4.6514,-1860.6,1.6260,3.6790,-1998,-1613,62.86,-68.57,20.07
14.540,4.2817,-2140.8,-5.8595,-2343.8,2.3393,3.6570,-2009,-1580,51.43,-77.14,20.07
14.560,4.2817,-2140.8,-5.8595,-2343.8,2.3393,3.6570,-2030,-1686,37.14,-91.43,20.07
14.580,3.9882,-1994.1,-4.2021,-1680.8,2.8262,3.7299,-2088,-2313,28.57,-100.00,20.08
14.600,3.9882,-1994.1,-4.2021,-1680.8,2.8262,3.7299,-2121,-2311,11.43,-117.14,20.08
14.620,3.9882,-1994.1,-4.2021,-1680.8,2.8262,3.7299,-1965,-1755,5.71,-122.86,20.07
14.640,3.3980,-1699.0,-1.0862,-434.5,3.0070,3.9569,-2021,-1738,-5.71,-134.29,20.07
14.660,3.3980,-1699.0,-1.0862,-434.5,3.0070,3.9569,-1983,-1714,-22.86,-145.71,20.07
14.680,2.5474,-1273.7,2.1538,861.5,2.8933,4.1459,-1686,-614,-28.57,-148.57,20.08
14.700,2.5474,-1273.7,2.1538,861.5,2.8933,4.1459,-1735,-619,-40.00,-154.29,20.08
14.720,2.5474,-1273.7,2.1538,861.5,2.8933,4.1459,-1356,594,-45.71,-151.43,20.08
14.740,1.4558,-727.9,5.2218,2088.7,2.5493,4.4431,-1356,455,-54.29,-148.57,20.08
14.760,1.4558,-727.9,5.2218,2088.7,2.5493,4.4431,-1302,539,-65.71,-145.71,20.08
14.780,0.2089,-0.0,7.0300,2812.0,2.0750,4.6496,-817,1737,-65.71,-140.00,20.08
14.800,0.2089,-0.0,7.0300,2812.0,2.0750,4.6496,-854,1815,-74.29,-125.71,20.08
14.820,0.2089,-0.0,7.0300,2812.0,2.0750,4.6496,-293,2673,-74.29,-114.29,20.08
14.840,-0.9063,453.1,4.6141,1845.6,1.4401,4.8010,-160,2686,-77.14,-100.00,20.08
14.860,-0.9063,453.1,4.6141,1845.6,1.4401,4.8010,-93,2789,-77.14,-77.14,20.08
14.880,-1.7593,879.6,0.9356,374.2,0.7556,4.8304,190,2016,-77.14,-71.43,20.08
14.900,-1.7593,879.6,0.9356,374.2,0.7556,4.8304,245,1926,-74.29,-57.14,20.08
14.920,-1.7593,879.6,0.9356,374.2,0.7556,4.8304,683,647,-71.43,-54.29,20.09
14.940,-2.3861,1193.0,-2.6251,-1050.0,-0.0065,4.9616,690,662,-68.57,-51.43,20.08
14.960,-2.3861,1193.0,-2.6251,-1050.0,-0.0065,4.9616,765,549,-62.86,-45.71,20.07
14.980,-2.7177,1358.8,-5.5012,-2200.5,-0.7561,5.1526,1097,-403,-57.14,-45.71,20.10
15.000,-2.7177,1358.8,-5.5012,-2200.5,-0.7561,5.1526,1133,-615,-48.57,-51.43,20.08
15.020,-2.7177,1358.8,-5.5012,-2200.5,-0.7561,5.1526,1266,-1853,-45.71,-57.14,20.10
15.040,-2.7530,1376.5,-4.4745,-1789.8,-1.4637,5.3167,1282,-1997,-37.14,-68.57,20.07
15.060,-2.7530,1376.5,-4.4745,-1789.8,-1.4637,5.3167,1312,-2142,-25.71,-85.71,20.07
15.080,-2.6238,1311.9,-0.5446,-217.8,-2.0824,5.5900,1333,-1744,-22.86,-91.43,20.07
15.100,-2.6238,1311.9,-0.5446,-217.8,-2.0824,5.5900,1309,-1781,-11.43,-105.71,20.08
15.120,-2.6238,1311.9,-0.5446,-217.8,-2.0824,5.5900,1225,-887,-8.57,-108.57,20.09
15.140,-2.3437,1171.8,3.6342,1453.7,-2.2422,5.6135,1248,-494,0.00,-111.43,20.09
15.160,-2.3437,1171.8,3.6342,1453.7,-2.2422,5.6135,1270,-400,11.43,-114.29,20.09
15.180,-1.7905,895.2,7.1926,2877.0,-2.0577,5.5458,1155,650,14.29,-111.43,20.08
15.200,-1.7905,895.2,7.1926,2877.0,-2.0577,5.5458,1153,952,22.86,-105.71,20.08
15.220,-1.7905,895.2,7.1926,2877.0,-2.0577,5.5458,879,2281,25.71,-97.14,20.08
15.240,-0.7699,385.0,6.1136,2445.4,-1.5285,5.4447,868,2601,31.43,-82.86,20.07
15.260,-0.7699,385.0,6.1136,2445.4,-1.5285,5.4447,853,2829,40.00,-60.00,20.08
15.280,0.0558,-0.0,1.2100,484.0,-0.7758,5.4590,430,2522,40.00,-51.43,20.09
15.300,0.0558,-0.0,1.2100,484.0,-0.7758,5.4590,503,2459,45.71,-31.43,20.07
15.320,0.0558,-0.0,1.2100,484.0,-0.7758,5.4590,280,1401,45.71,-25.71,20.08
15.340,0.8511,-425.5,-4.0044,-1601.7,-0.0328,5.5864,213,829,45.71,-22.86,20.08
15.360,0.8511,-425.5,-4.0044,-1601.7,-0.0328,5.5864,225,875,48.57,-17.14,20.07
15.380,1.5905,-795.2,-7.3009,-2920.4,0.5067,5.4943,-155,-639,48.57,-20.00,20.08
15.400,1.5905,-795.2,-7.3009,-2920.4,0.5067,5.4943,-202,-1134,45.71,-28.57,20.07
