t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,dt_ms
5.220,1.5932,-796.6,0.0429,0.0,-3.7273,1.8838,-163,56,328.57,-71.43,20.08
5.240,1.5932,-796.6,0.0429,0.0,-3.7273,1.8838,-600,48,325.71,-71.43,20.08
5.260,2.2552,-1127.6,-0.2265,0.0,-2.8313,1.7805,-615,47,322.86,-71.43,20.07
5.280,2.2552,-1127.6,-0.2265,0.0,-2.8313,1.7805,-727,25,317.14,-71.43,20.08
5.300,2.6341,-1317.1,-0.3935,0.0,-1.8865,1.7150,-1038,19,311.43,-71.43,20.07
5.320,2.6341,-1317.1,-0.3935,0.0,-1.8865,1.7150,-1020,11,305.71,-71.43,20.07
5.340,2.6341,-1317.1,-0.3935,0.0,-1.8865,1.7150,-1203,3,300.00,-71.43,20.07
5.360,2.8175,-1408.8,-0.4712,0.0,-1.0776,1.6839,-1266,0,294.29,-71.43,20.07
5.380,2.8175,-1408.8,-0.4712,0.0,-1.0776,1.6839,-1276,0,282.86,-71.43,20.07
5.400,2.8282,-1414.1,-0.4575,0.0,-0.4336,1.6888,-1356,0,277.14,-71.43,20.07
5.420,2.8282,-1414.1,-0.4575,0.0,-0.4336,1.6888,-1374,0,268.57,-71.43,20.07
5.440,2.8282,-1414.1,-0.4575,0.0,-0.4336,1.6888,-1400,0,262.86,-71.43,20.07
5.460,2.7517,-1375.9,-0.4306,0.0,0.0937,1.6328,-1394,0,254.29,-71.43,20.07
5.480,2.7517,-1375.9,-0.4306,0.0,0.0937,1.6328,-1405,0,242.86,-71.43,20.07
5.500,2.6448,-1322.4,-0.4735,0.0,0.2129,1.4714,-1372,0,237.14,-71.43,20.07
5.520,2.6448,-1322.4,-0.4735,0.0,0.2129,1.4714,-1359,0,228.57,-71.43,20.09
5.540,2.6448,-1322.4,-0.4735,0.0,0.2129,1.4714,-1308,0,222.86,-71.43,20.07
5.560,2.5359,-1268.0,-0.6564,-262.6,0.5772,1.2605,-1299,0,214.29,-71.43,20.08
5.580,2.5359,-1268.0,-0.6564,-262.6,0.5772,1.2605,-1313,0,205.71,-71.43,20.09
5.600,2.4526,-1226.3,-0.9318,-372.7,0.8888,1.0254,-1253,-143,200.00,-71.43,20.07
5.620,2.4526,-1226.3,-0.9318,-372.7,0.8888,1.0254,-1266,-178,191.43,-71.43,20.09
5.640,2.4526,-1226.3,-0.9318,-372.7,0.8888,1.0254,-1211,-311,185.71,-74.29,20.06
5.660,2.4163,-1208.2,-1.1484,-459.3,1.2020,0.7491,-1229,-312,180.00,-74.29,20.09
5.680,2.4163,-1208.2,-1.1484,-459.3,1.2020,0.7491,-1219,-308,168.57,-77.14,20.08
5.700,2.4372,-1218.6,-1.2828,-513.1,-0.5690,1.5529,-1207,-404,165.71,-80.00,20.09
5.720,2.4372,-1218.6,-1.2828,-513.1,-0.5690,1.5529,-1199,-442,154.29,-82.86,20.08
5.740,2.4372,-1218.6,-1.2828,-513.1,-0.5690,1.5529,-1199,-504,151.43,-85.71,20.07
5.760,2.5120,-1256.0,-1.3561,-542.4,-0.2297,1.3526,-1221,-504,145.71,-88.57,20.07
5.780,2.5120,-1256.0,-1.3561,-542.4,-0.2297,1.3526,-1200,-500,134.29,-91.43,20.07
5.800,2.6668,-1333.4,-1.4002,-560.1,0.1361,1.1666,-1246,-525,131.43,-94.29,20.07
5.820,2.6668,-1333.4,-1.4002,-560.1,0.1361,1.1666,-1252,-521,120.00,-97.14,20.08
5.840,2.6668,-1333.4,-1.4002,-560.1,0.1361,1.1666,-1317,-502,117.14,-100.00,20.08
5.860,2.8978,-1448.9,-1.3577,-543.1,0.5568,0.9650,-1319,-543,108.57,-102.86,20.08
5.880,2.8978,-1448.9,-1.3577,-543.1,0.5568,0.9650,-1303,-551,97.14,-105.71,20.09
5.900,3.2128,-1606.4,-1.2440,-497.6,0.9115,0.9077,-1405,-535,94.29,-108.57,20.08
5.920,3.2128,-1606.4,-1.2440,-497.6,0.9115,0.9077,-1380,-540,82.86,-111.43,20.08
5.940,3.2128,-1606.4,-1.2440,-497.6,0.9115,0.9077,-1538,-497,77.14,-114.29,20.08
5.960,3.5153,-1757.7,-1.0328,-413.1,1.1884,0.9482,-1517,-516,68.57,-117.14,20.08
5.980,3.5153,-1757.7,-1.0328,-413.1,1.1884,0.9482,-1519,-479,57.14,-120.00,20.08
6.000,3.6417,-1820.9,-0.7643,-305.7,1.3166,1.1130,-1680,-419,51.43,-122.86,20.08
6.020,3.6417,-1820.9,-0.7643,-305.7,1.3166,1.1130,-1687,-448,37.14,-125.71,20.07
6.040,3.6417,-1820.9,-0.7643,-305.7,1.3166,1.1130,-1757,-334,31.43,-128.57,20.08
6.060,3.4359,-1718.0,-0.4410,0.0,1.2691,1.2960,-1768,-342,20.00,-128.57,20.08
6.080,3.4359,-1718.0,-0.4410,0.0,1.2691,1.2960,-1777,-284,5.71,-131.43,20.07
6.100,2.8255,-1412.8,-0.0918,0.0,1.0365,1.5740,-1700,-78,0.00,-131.43,20.08
6.120,2.8255,-1412.8,-0.0918,0.0,1.0365,1.5740,-1706,-44,-14.29,-131.43,20.07
6.140,2.8255,-1412.8,-0.0918,0.0,1.0365,1.5740,-1414,-41,-17.14,-131.43,20.08
6.160,1.8303,-915.1,0.2979,0.0,0.6703,1.8438,-1439,-40,-25.71,-131.43,20.08
6.180,1.8303,-915.1,0.2979,0.0,0.6703,1.8438,-1440,-25,-37.14,-131.43,20.08
6.200,0.5407,-270.4,0.6672,266.9,0.1526,2.0880,-964,-22,-40.00,-134.29,20.08
6.220,0.5407,-270.4,0.6672,266.9,0.1526,2.0880,-1012,-16,-48.57,-134.29,20.08
6.240,0.5407,-270.4,0.6672,266.9,0.1526,2.0880,-370,146,-51.43,-131.43,20.08
6.260,-0.8295,414.7,1.0156,406.2,-0.4827,2.3144,-409,165,-54.29,-131.43,20.08
6.280,-0.8295,414.7,1.0156,406.2,-0.4827,2.3144,-372,222,-57.14,-128.57,20.07
6.300,-2.1102,1055.1,1.2681,507.2,-1.1982,2.5457,136,306,-57.14,-128.57,20.08
6.320,-2.1102,1055.1,1.2681,507.2,-1.1982,2.5457,202,337,-54.29,-125.71,20.08
6.340,-2.1102,1055.1,1.2681,507.2,-1.1982,2.5457,809,437,-51.43,-125.71,20.08
6.360,-3.1764,1588.2,1.4766,590.6,-1.9681,2.7295,752,464,-45.71,-122.86,20.08
6.380,-3.1764,1588.2,1.4766,590.6,-1.9681,2.7295,849,455,-40.00,-117.14,20.08
6.400,-3.9170,1958.5,1.6184,647.4,-2.6970,2.9870,1447,570,-34.29,-117.14,20.08
6.420,-3.9170,1958.5,1.6184,647.4,-2.6970,2.9870,1387,552,-25.71,-111.43,20.08
6.440,-3.9170,1958.5,1.6184,647.4,-2.6970,2.9870,1825,624,-17.14,-108.57,20.08
6.460,-4.1366,2068.3,1.6921,676.8,-3.3932,3.2869,1823,621,-8.57,-105.71,20.08
6.480,-4.1366,2068.3,1.6921,676.8,-3.3932,3.2869,1865,620,5.71,-100.00,20.08
6.500,-3.8127,1906.4,1.6761,670.4,-4.0385,3.5199,1993,660,14.29,-97.14,20.08
6.520,-3.8127,1906.4,1.6761,670.4,-4.0385,3.5199,2032,646,28.57,-94.29,20.07
6.540,-3.8127,1906.4,1.6761,670.4,-4.0385,3.5199,1921,663,37.14,-91.43,20.08
6.560,-3.0713,1535.7,1.5610,624.4,-4.5945,3.6448,1958,689,48.57,-85.71,20.07
6.580,-3.0713,1535.7,1.5610,624.4,-4.5945,3.6448,1966,659,62.86,-82.86,20.07
6.600,-2.2495,1124.7,1.2921,516.8,-4.9760,3.5093,1679,655,68.57,-80.00,20.07
6.620,-2.2495,1124.7,1.2921,516.8,-4.9760,3.5093,1603,599,82.86,-74.29,20.08
6.640,-2.2495,1124.7,1.2921,516.8,-4.9760,3.5093,1284,514,85.71,-71.43,20.07
6.660,-1.5933,796.6,0.8148,325.9,-4.9773,2.9753,1202,560,94.29,-68.57,20.08
6.680,-1.5933,796.6,0.8148,325.9,-4.9773,2.9753,1182,513,102.86,-65.71,20.08
6.700,-1.1949,597.5,0.1098,0.0,-4.6768,2.2788,844,366,105.71,-62.86,20.08
6.720,-1.1949,597.5,0.1098,0.0,-4.6768,2.2788,742,382,111.43,-60.00,20.08
6.740,-1.1949,597.5,0.1098,0.0,-4.6768,2.2788,542,93,114.29,-60.00,20.07
6.760,-0.9464,473.2,-0.6516,-260.6,-4.4818,1.8070,556,91,117.14,-60.00,20.07
6.780,-0.9464,473.2,-0.6516,-260.6,-4.4818,1.8070,594,37,122.86,-60.00,20.08
6.800,-0.6088,304.4,-1.3049,-522.0,-4.1660,1.3486,438,-126,122.86,-60.00,20.08
6.820,-0.6088,304.4,-1.3049,-522.0,-4.1660,1.3486,458,-155,125.71,-62.86,20.08
6.840,-0.6088,304.4,-1.3049,-522.0,-4.1660,1.3486,301,-394,128.57,-62.86,20.07
6.860,-0.1407,-0.0,-1.7945,-717.8,-3.7214,1.0053,336,-421,131.43,-65.71,20.07
6.880,-0.1407,-0.0,-1.7945,-717.8,-3.7214,1.0053,320,-466,131.43,-68.57,20.08
6.900,0.4906,-0.0,-2.0940,-837.6,-3.1930,0.7476,90,-642,131.43,-71.43,20.08
6.920,0.4906,-0.0,-2.0940,-837.6,-3.1930,0.7476,68,-699,134.29,-77.14,20.08
6.940,0.4906,-0.0,-2.0940,-837.6,-3.1930,0.7476,61,-775,134.29,-80.00,20.08
6.960,1.1715,-585.8,-2.2307,-892.3,-2.6258,0.5797,38,-805,134.29,-82.86,20.07
6.980,1.1715,-585.8,-2.2307,-892.3,-2.6258,0.5797,10,-794,134.29,-91.43,20.08
7.000,1.7861,-893.1,-2.1812,-872.5,-2.0050,0.4559,-401,-874,131.43,-94.29,20.07
7.020,1.7861,-893.1,-2.1812,-872.5,-2.0050,0.4559,-395,-859,128.57,-100.00,20.08
7.040,1.7861,-893.1,-2.1812,-872.5,-2.0050,0.4559,-674,-869,125.71,-102.86,20.08
7.060,2.3287,-1164.4,-1.9944,-797.8,-1.2243,0.4493,-717,-859,122.86,-108.57,20.08
7.080,2.3287,-1164.4,-1.9944,-797.8,-1.2243,0.4493,-756,-864,117.14,-114.29,20.08
7.100,2.7160,-1358.0,-1.6844,-673.8,-0.4030,0.4508,-1093,-792,114.29,-117.14,20.07
7.120,2.7160,-1358.0,-1.6844,-673.8,-0.4030,0.4508,-1087,-803,105.71,-125.71,20.07
7.140,2.7160,-1358.0,-1.6844,-673.8,-0.4030,0.4508,-1275,-717,100.00,-128.57,20.07
7.160,2.9713,-1485.6,-1.2685,-507.4,0.3839,0.5468,-1232,-674,91.43,-131.43,20.08
7.180,2.9713,-1485.6,-1.2685,-507.4,0.3839,0.5468,-1284,-698,82.86,-137.14,20.08
7.200,3.0900,-1545.0,-0.7591,-303.7,1.1004,0.7377,-1423,-525,77.14,-137.14,20.07
7.220,3.0900,-1545.0,-0.7591,-303.7,1.1004,0.7377,-1414,-527,68.57,-142.86,20.08
7.240,3.0900,-1545.0,-0.7591,-303.7,1.1004,0.7377,-1483,-376,60.00,-142.86,20.08
7.260,3.0832,-1541.6,-0.1964,0.0,1.6197,1.0458,-1506,-361,51.43,-145.71,20.08
7.280,3.0832,-1541.6,-0.1964,0.0,1.6197,1.0458,-1485,-269,40.00,-148.57,20.08
7.300,2.9277,-1463.9,0.3973,0.0,1.9260,1.4090,-1492,-70,34.29,-148.57,20.08
7.320,2.9277,-1463.9,0.3973,0.0,1.9260,1.4090,-1513,-51,22.86,-148.57,20.07
7.340,2.9277,-1463.9,0.3973,0.0,1.9260,1.4090,-1445,-32,17.14,-148.57,20.07
7.360,2.5582,-1279.1,0.9880,395.2,1.9700,1.7581,-1453,-19,11.43,-148.57,20.07
7.380,2.5582,-1279.1,0.9880,395.2,1.9700,1.7581,-1449,-17,0.00,-148.57,20.08
7.400,1.9605,-980.2,1.5363,614.5,1.7847,2.0708,-1302,249,-5.71,-148.57,20.07
7.420,1.9605,-980.2,1.5363,614.5,1.7847,2.0708,-1284,270,-14.29,-145.71,20.09
7.440,1.9605,-980.2,1.5363,614.5,1.7847,2.0708,-1010,472,-20.00,-142.86,20.08
7.460,1.1538,-576.9,1.9383,775.3,1.3625,2.3518,-1009,492,-25.71,-140.00,20.08
7.480,1.1538,-576.9,1.9383,775.3,1.3625,2.3518,-984,567,-31.43,-137.14,20.08
7.500,0.1385,-0.0,2.1874,875.0,0.7568,2.5839,-614,691,-34.29,-134.29,20.08
7.520,0.1385,-0.0,2.1874,875.0,0.7568,2.5839,-655,743,-40.00,-128.57,20.08
7.540,0.1385,-0.0,2.1874,875.0,0.7568,2.5839,-140,822,-40.00,-125.71,20.08
7.560,-0.9827,491.3,2.2369,894.8,-0.0035,2.7662,-127,839,-42.86,-120.00,20.07
7.580,-0.9827,491.3,2.2369,894.8,-0.0035,2.7662,-94,848,-42.86,-114.29,20.07
7.600,-2.0068,1003.4,2.1026,841.1,-0.8758,2.9004,268,864,-40.00,-111.43,20.07
7.620,-2.0068,1003.4,2.1026,841.1,-0.8758,2.9004,264,881,-40.00,-105.71,20.08
7.640,-2.0068,1003.4,2.1026,841.1,-0.8758,2.9004,861,807,-37.14,-100.00,20.07
7.660,-2.8719,1436.0,1.7687,707.5,-1.8582,2.9794,782,857,-31.43,-97.14,20.07
7.680,-2.8719,1436.0,1.7687,707.5,-1.8582,2.9794,869,865,-25.71,-91.43,20.07
7.700,-3.5759,1788.0,1.2989,519.6,-2.8794,3.0048,1375,744,-20.00,-85.71,20.08
7.720,-3.5759,1788.0,1.2989,519.6,-2.8794,3.0048,1333,721,-8.57,-82.86,20.07
7.740,-3.5759,1788.0,1.2989,519.6,-2.8794,3.0048,1704,596,-2.86,-80.00,20.07
7.760,-4.1196,2059.8,0.8520,340.8,-3.9312,3.0075,1624,555,5.71,-77.14,20.07
7.780,-4.1196,2059.8,0.8520,340.8,-3.9312,3.0075,1671,524,20.00,-71.43,20.07
7.800,-4.4680,2234.0,0.5055,202.2,-4.9571,2.9577,1938,403,25.71,-71.43,20.07
7.820,-4.4680,2234.0,0.5055,202.2,-4.9571,2.9577,1951,343,40.00,-68.57,20.08
7.840,-4.4680,2234.0,0.5055,202.2,-4.9571,2.9577,2112,254,48.57,-65.71,20.07
7.860,-4.5309,2265.5,0.2688,0.0,-5.8670,2.8112,2128,203,62.86,-65.71,20.07
7.880,-4.5309,2265.5,0.2688,0.0,-5.8670,2.8112,2181,232,77.14,-62.86,20.07
7.900,-4.3008,2150.4,0.0663,0.0,-6.4731,2.5537,2213,40,85.71,-62.86,20.07
7.920,-4.3008,2150.4,0.0663,0.0,-6.4731,2.5537,2247,25,102.86,-62.86,20.07
7.940,-4.3008,2150.4,0.0663,0.0,-6.4731,2.5537,2178,21,111.43,-62.86,20.07
7.960,-3.8527,1926.4,-0.1904,0.0,-7.0428,2.2655,2152,9,125.71,-62.86,20.07
7.980,-3.8527,1926.4,-0.1904,0.0,-7.0428,2.2655,2149,4,140.00,-62.86,20.07
8.000,-3.2460,1623.0,-0.5299,-212.0,-7.4268,1.9299,1962,7,148.57,-62.86,20.08
8.020,-3.2460,1623.0,-0.5299,-212.0,-7.4268,1.9299,1943,6,162.86,-62.86,20.08
8.040,-3.2460,1623.0,-0.5299,-212.0,-7.4268,1.9299,1680,-101,168.57,-62.86,20.07
8.060,-2.5718,1285.9,-0.9265,-370.6,-7.5259,1.6103,1652,-92,180.00,-65.71,20.08
8.080,-2.5718,1285.9,-0.9265,-370.6,-7.5259,1.6103,1652,-153,191.43,-65.71,20.07
8.100,-1.8859,942.9,-1.2413,-496.5,-7.5268,1.3448,1362,-325,197.14,-65.71,20.07
8.120,-1.8859,942.9,-1.2413,-496.5,-7.5268,1.3448,1320,-324,205.71,-68.57,20.07
8.140,-1.8859,942.9,-1.2413,-496.5,-7.5268,1.3448,1008,-423,208.57,-71.43,20.07
8.160,-1.2186,609.3,-1.4258,-570.3,-7.2416,1.1813,998,-468,214.29,-74.29,20.07
8.180,-1.2186,609.3,-1.4258,-570.3,-7.2416,1.1813,982,-499,222.86,-77.14,20.07
8.200,-0.5620,281.0,-1.4854,-594.2,-6.8372,1.0534,699,-522,225.71,-80.00,20.07
8.220,-0.5620,281.0,-1.4854,-594.2,-6.8372,1.0534,646,-542,231.43,-82.86,20.07
8.240,-0.5620,281.0,-1.4854,-594.2,-6.8372,1.0534,339,-592,231.43,-85.71,20.07
8.260,0.0875,-0.0,-1.4349,-574.0,-6.1915,1.0686,353,-540,234.29,-88.57,20.07
8.280,0.0875,-0.0,-1.4349,-574.0,-6.1915,1.0686,337,-577,237.14,-91.43,20.07
8.300,0.7736,-386.8,-1.2734,-509.3,-5.4369,1.0211,97,-575,237.14,-94.29,20.07
8.320,0.7736,-386.8,-1.2734,-509.3,-5.4369,1.0211,31,-527,237.14,-100.00,20.08
8.340,0.7736,-386.8,-1.2734,-509.3,-5.4369,1.0211,-206,-501,234.29,-100.00,20.08
8.360,1.5141,-757.1,-1.0192,-407.7,-4.6559,1.0789,-278,-538,234.29,-105.71,20.08
8.380,1.5141,-757.1,-1.0192,-407.7,-4.6559,1.0789,-303,-511,231.43,-108.57,20.07
8.400,2.2917,-1145.8,-0.6893,-275.7,-3.7106,1.0730,-646,-444,228.57,-108.57,20.07
8.420,2.2917,-1145.8,-0.6893,-275.7,-3.7106,1.0730,-604,-426,225.71,-114.29,20.07
8.440,2.2917,-1145.8,-0.6893,-275.7,-3.7106,1.0730,-928,-287,220.00,-114.29,20.07
8.460,2.9959,-1497.9,-0.3039,0.0,-2.7718,1.1211,-969,-315,214.29,-117.14,20.07
8.480,2.9959,-1497.9,-0.3039,0.0,-2.7718,1.1211,-1056,-272,208.57,-117.14,20.07
8.500,3.4763,-1738.2,0.0276,0.0,-1.7346,1.1893,-1403,-54,202.86,-117.14,20.07
8.520,3.4763,-1738.2,0.0276,0.0,-1.7346,1.1893,-1392,-60,191.43,-120.00,20.07
8.540,3.4763,-1738.2,0.0276,0.0,-1.7346,1.1893,-1636,-45,185.71,-120.00,20.07
8.560,3.7812,-1890.6,0.2707,0.0,-0.6808,1.3836,-1661,-22,174.29,-120.00,20.07
8.580,3.7812,-1890.6,0.2707,0.0,-0.6808,1.3836,-1702,-7,162.86,-120.00,20.07
8.600,3.9832,-1991.6,0.4540,0.0,0.2982,1.5896,-1826,-3,154.29,-120.00,20.07
8.620,3.9832,-1991.6,0.4540,0.0,0.2982,1.5896,-1862,0,142.86,-120.00,20.07
8.640,3.9832,-1991.6,0.4540,0.0,0.2982,1.5896,-1952,0,134.29,-120.00,20.07
8.660,4.1378,-2068.9,0.6650,266.0,1.2434,1.9172,-1948,0,122.86,-120.00,20.08
8.680,4.1378,-2068.9,0.6650,266.0,1.2434,1.9172,-1966,0,108.57,-120.00,20.07
8.700,4.2722,-2136.1,0.9521,380.8,1.9841,2.2296,-2003,157,100.00,-117.14,20.08
8.720,4.2722,-2136.1,0.9521,380.8,1.9841,2.2296,-1981,197,85.71,-117.14,20.08
8.740,4.2722,-2136.1,0.9521,380.8,1.9841,2.2296,-2048,292,77.14,-117.14,20.07
8.760,4.3559,-2178.0,1.2442,497.7,2.5115,2.5678,-2063,333,65.71,-114.29,20.08
8.780,4.3559,-2178.0,1.2442,497.7,2.5115,2.5678,-2066,327,48.57,-111.43,20.09
8.800,4.2705,-2135.3,1.5238,609.5,2.8283,2.8532,-2107,475,40.00,-108.57,20.08
8.820,4.2705,-2135.3,1.5238,609.5,2.8283,2.8532,-2131,477,25.71,-105.71,20.07
8.840,4.2705,-2135.3,1.5238,609.5,2.8283,2.8532,-2113,565,17.14,-102.86,20.07
8.860,3.9170,-1958.5,1.7117,684.7,2.9574,3.0767,-2101,551,5.71,-100.00,20.07
8.880,3.9170,-1958.5,1.7117,684.7,2.9574,3.0767,-2108,605,-11.43,-97.14,20.07
8.900,3.2833,-1641.6,1.7149,686.0,2.9345,3.2388,-1970,646,-20.00,-94.29,20.07
8.920,3.2833,-1641.6,1.7149,686.0,2.9345,3.2388,-1935,678,-31.43,-88.57,20.07
8.940,3.2833,-1641.6,1.7149,686.0,2.9345,3.2388,-1697,700,-40.00,-85.71,20.07
8.960,2.3353,-1167.7,1.4839,593.6,2.7388,3.3704,-1678,675,-48.57,-82.86,20.07
8.980,2.3353,-1167.7,1.4839,593.6,2.7388,3.3704,-1652,701,-60.00,-77.14,20.07
9.000,1.1557,-577.9,1.1603,464.1,2.3915,3.5041,-1285,571,-65.71,-74.29,20.08
9.020,1.1557,-577.9,1.1603,464.1,2.3915,3.5041,-1260,615,-77.14,-71.43,20.08
9.040,1.1557,-577.9,1.1603,464.1,2.3915,3.5041,-696,488,-80.00,-68.57,20.08
9.060,-0.1053,-0.0,0.8978,359.1,1.8657,3.6913,-716,485,-82.86,-65.71,20.07
9.080,-0.1053,-0.0,0.8978,359.1,1.8657,3.6913,-659,482,-88.57,-62.86,20.07
9.100,-1.2415,620.7,0.7701,308.0,1.1754,3.9055,-118,396,-88.57,-60.00,20.07
9.120,-1.2415,620.7,0.7701,308.0,1.1754,3.9055,-106,336,-88.57,-57.14,20.08
9.140,-1.2415,620.7,0.7701,308.0,1.1754,3.9055,373,346,-88.57,-57.14,20.07
9.160,-2.1945,1097.3,0.7658,306.3,0.2987,4.1122,382,294,-85.71,-54.29,20.07
9.180,-2.1945,1097.3,0.7658,306.3,0.2987,4.1122,487,300,-82.86,-51.43,20.07
9.200,-2.9498,1474.9,0.8806,352.2,-0.7631,4.3034,1002,309,-77.14,-51.43,20.08
9.220,-2.9498,1474.9,0.8806,352.2,-0.7631,4.3034,967,287,-71.43,-48.57,20.08
9.240,-2.9498,1474.9,0.8806,352.2,-0.7631,4.3034,1385,337,-65.71,-48.57,20.07
9.260,-3.5408,1770.4,1.0222,408.9,-1.9078,4.4443,1342,337,-57.14,-45.71,20.08
9.280,-3.5408,1770.4,1.0222,408.9,-1.9078,4.4443,1424,333,-45.71,-42.86,20.08
9.300,-4.0140,2007.0,1.0977,439.1,-3.0294,4.5087,1699,375,-40.00,-42.86,20.08
9.320,-4.0140,2007.0,1.0977,439.1,-3.0294,4.5087,1653,382,-28.57,-37.14,20.08
9.340,-4.0140,2007.0,1.0977,439.1,-3.0294,4.5087,1927,448,-20.00,-37.14,20.08
9.360,-4.3963,2198.2,1.0353,414.1,-4.0981,4.4965,1914,409,-8.57,-34.29,20.07
9.380,-4.3963,2198.2,1.0353,414.1,-4.0981,4.4965,1881,424,5.71,-31.43,20.08
9.400,-4.6706,2335.3,0.7764,310.5,-4.9058,4.3072,2072,437,14.29,-28.57,20.07
9.420,-4.6706,2335.3,0.7764,310.5,-4.9058,4.3072,2070,439,28.57,-25.71,20.07
9.440,-4.6278,2313.9,0.3286,0.0,-5.4526,3.9638,2211,273,37.14,-25.71,20.07
9.460,-4.6278,2313.9,0.3286,0.0,-5.4526,3.9638,2259,299,54.29,-22.86,20.07
9.480,-4.6278,2313.9,0.3286,0.0,-5.4526,3.9638,2236,50,62.86,-22.86,20.07
9.500,-4.1695,2084.8,-0.2797,0.0,-5.7386,3.5312,2266,52,77.14,-22.86,20.08
9.520,-4.1695,2084.8,-0.2797,0.0,-5.7386,3.5312,2272,48,94.29,-22.86,20.08
9.540,-3.3780,1689.0,-0.8478,-339.1,-5.7386,3.5312,2101,42,102.86,-22.86,20.07
9.560,-3.3780,1689.0,-0.8478,-339.1,-5.8654,3.1301,2140,28,114.29,-22.86,20.08
9.580,-3.3780,1689.0,-0.8478,-339.1,-5.8654,3.1301,1783,-209,125.71,-22.86,20.08
9.600,-2.3602,1180.1,-1.2588,-503.5,-5.8731,2.8646,1776,-221,134.29,-22.86,20.07
9.620,-2.3602,1180.1,-1.2588,-503.5,-5.8731,2.8646,1723,-287,148.57,-25.71,20.08
9.640,-1.3460,673.0,-1.5009,-600.4,-5.8457,2.6106,1267,-365,151.43,-28.57,20.07
9.660,-1.3460,673.0,-1.5009,-600.4,-5.8457,2.6106,1270,-433,162.86,-31.43,20.08
9.680,-1.3460,673.0,-1.5009,-600.4,-5.8457,2.6106,790,-573,165.71,-34.29,20.07
9.700,-0.5125,256.2,-1.5843,-633.7,-5.6701,2.4255,793,-563,171.43,-37.14,20.09
9.720,-0.5125,256.2,-1.5843,-633.7,-5.6701,2.4255,696,-589,177.14,-40.00,20.09
9.740,0.0218,-0.0,-1.5614,-624.6,-5.2710,2.2429,283,-624,177.14,-42.86,20.10
9.760,0.0218,-0.0,-1.5614,-624.6,-5.2710,2.2429,277,-603,180.00,-48.57,20.09
9.780,0.0218,-0.0,-1.5614,-624.6,-5.2710,2.2429,52,-629,180.00,-51.43,20.11
9.800,0.3957,-0.0,-1.4418,-576.7,-4.8228,2.0919,5,-629,180.00,-54.29,20.09
9.820,0.3957,-0.0,-1.4418,-576.7,-4.8228,2.0919,0,-620,180.00,-60.00,20.07
9.840,0.7878,-393.9,-1.2629,-505.2,-4.2446,1.9065,0,-593,180.00,-60.00,20.08
9.860,0.7878,-393.9,-1.2629,-505.2,-4.2446,1.9065,0,-580,180.00,-65.71,20.07
9.880,0.7878,-393.9,-1.2629,-505.2,-4.2446,1.9065,-285,-548,177.14,-65.71,20.07
9.900,1.3244,-662.2,-1.0938,-437.5,-3.5250,1.6718,-293,-523,177.14,-68.57,20.08
9.920,1.3244,-662.2,-1.0938,-437.5,-3.5250,1.6718,-320,-541,174.29,-74.29,20.08
9.940,1.9571,-978.6,-1.0221,-408.9,-2.7722,1.4426,-518,-474,171.43,-74.29,20.08
9.960,1.9571,-978.6,-1.0221,-408.9,-2.7722,1.4426,-499,-427,168.57,-80.00,20.08
9.980,1.9571,-978.6,-1.0221,-408.9,-2.7722,1.4426,-771,-397,165.71,-80.00,20.07
10.000,2.5185,-1259.3,-1.0631,-425.2,-2.0210,1.3474,-812,-408,160.00,-82.86,20.07
10.020,2.5185,-1259.3,-1.0631,-425.2,-2.0210,1.3474,-868,-417,154.29,-85.71,20.08
10.040,2.9072,-1453.6,-1.0492,-419.7,-1.1752,1.3432,-1150,-407,151.43,-88.57,20.08
10.060,2.9072,-1453.6,-1.0492,-419.7,-1.1752,1.3432,-1184,-417,140.00,-91.43,20.07
10.080,2.9072,-1453.6,-1.0492,-419.7,-1.1752,1.3432,-1342,-411,137.14,-91.43,20.07
10.100,3.1585,-1579.3,-0.9469,-378.8,-0.2993,1.3951,-1376,-435,128.57,-94.29,20.07
10.120,3.1585,-1579.3,-0.9469,-378.8,-0.2993,1.3951,-1420,-378,117.14,-97.14,20.07
10.140,3.3291,-1664.5,-0.7536,-301.5,0.5101,1.5548,-1530,-362,111.43,-100.00,20.07
10.160,3.3291,-1664.5,-0.7536,-301.5,0.5101,1.5548,-1522,-385,100.00,-102.86,20.07
10.180,3.3291,-1664.5,-0.7536,-301.5,0.5101,1.5548,-1589,-363,94.29,-102.86,20.07
10.200,3.4389,-1719.5,-0.4545,0.0,1.2493,1.8074,-1581,-289,85.71,-105.71,20.07
10.220,3.4389,-1719.5,-0.4545,0.0,1.2493,1.8074,-1605,-297,71.43,-108.57,20.08
10.240,3.4619,-1731.0,-0.0715,0.0,1.8122,2.1452,-1661,-59,65.71,-108.57,20.08
10.260,3.4619,-1731.0,-0.0715,0.0,1.8122,2.1452,-1684,-35,51.43,-108.57,20.08
10.280,3.4619,-1731.0,-0.0715,0.0,1.8122,2.1452,-1694,-36,48.57,-108.57,20.08
10.300,3.3605,-1680.3,0.3676,0.0,2.2160,2.5215,-1669,-34,37.14,-108.57,20.07
