t_s,roll_deg,roll_erpm,cmd_roll_A,pitch_deg,pitch_erpm,cmd_pitch_A,imu2_roll_deg,imu2_pitch_deg,roll_volt,pitch_volt,dt_ms
15.440,-0.4475,-4,0.0895,3.3465,0,-0.3346,0.0000,0.0000,17.20,17.20,20.07
15.460,-0.4633,-2,0.0949,3.3214,0,-0.3321,0.0000,0.0000,17.10,17.20,20.07
15.480,-0.4633,-13,0.0938,3.3214,0,-0.3321,0.0000,0.0000,17.30,17.20,20.07
15.500,-0.4902,-3,0.1055,3.3087,0,-0.3309,0.0000,0.0000,17.20,17.20,20.07
15.520,-0.4902,0,0.0998,3.3087,0,-0.3309,0.0000,0.0000,17.20,17.20,20.07
15.540,-0.4902,0,0.0980,3.3087,0,-0.3309,0.0000,0.0000,17.20,17.20,20.07
15.560,-0.4960,0,0.0992,3.3073,0,-0.3307,0.0000,0.0000,17.20,17.20,20.08
15.580,-0.4960,0,0.0992,3.3073,0,-0.3307,0.0000,0.0000,17.20,17.20,20.07
15.600,-0.4759,0,0.0952,3.3116,0,-0.3312,0.0000,0.0000,17.30,17.20,20.07
15.620,-0.4759,3,0.0952,3.3116,0,-0.3312,0.0000,0.0000,17.20,17.20,20.07
15.640,-0.4759,8,0.0935,3.3116,0,-0.3312,0.0000,0.0000,17.20,17.20,20.06
15.660,-0.4411,6,0.0836,3.3193,0,-0.3319,0.0000,0.0000,17.20,17.20,20.07
15.680,-0.4411,0,0.0848,3.3193,0,-0.3319,0.0000,0.0000,17.20,17.20,20.07
15.700,-0.4364,0,0.0873,3.3275,0,-0.3327,0.0000,0.0000,17.30,17.20,20.07
15.720,-0.4364,0,0.0873,3.3275,0,-0.3327,0.0000,0.0000,17.20,17.20,20.07
15.740,-0.4364,-4,0.0873,3.3275,0,-0.3327,0.0000,0.0000,17.20,17.20,20.07
15.760,-0.4620,-2,0.0947,3.3146,0,-0.3315,0.0000,0.0000,17.30,17.20,20.07
15.780,-0.4620,-5,0.0935,3.3146,0,-0.3315,0.0000,0.0000,17.20,17.10,20.07
15.800,-0.4992,0,0.1027,3.3208,0,-0.3321,0.0000,0.0000,17.20,17.20,20.07
15.820,-0.4992,0,0.0998,3.3208,0,-0.3321,0.0000,0.0000,17.20,17.30,20.07
15.840,-0.4992,0,0.0998,3.3208,0,-0.3321,0.0000,0.0000,17.20,17.10,20.07
15.860,-0.5227,1,0.1045,3.3300,0,-0.3330,0.0000,0.0000,17.20,17.20,20.07
15.880,-0.5227,3,0.1040,3.3300,0,-0.3330,0.0000,0.0000,17.20,17.20,20.13
15.900,-0.5326,2,0.1048,3.3422,0,-0.3342,0.0000,0.0000,17.30,17.20,20.07
15.920,-0.5326,0,0.1054,3.3422,0,-0.3342,0.0000,0.0000,17.20,17.10,20.07
15.940,-0.5326,1,0.1065,3.3422,0,-0.3342,0.0000,0.0000,17.20,17.20,20.07
15.960,-0.5576,0,0.1110,3.3582,0,-0.3358,0.0000,0.0000,17.20,17.20,20.07
15.980,-0.5576,0,0.1115,3.3582,0,-0.3358,0.0000,0.0000,17.30,17.20,20.07
16.000,-0.6004,-3,0.1201,3.3560,0,-0.3356,0.0000,0.0000,17.20,17.20,20.07
16.020,-0.6004,-5,0.1218,3.3560,0,-0.3356,0.0000,0.0000,17.20,17.20,20.07
16.040,-0.6004,-1,0.1229,3.3560,0,-0.3356,0.0000,0.0000,17.20,17.20,20.07
16.060,-0.6342,0,0.1274,3.3485,0,-0.3349,0.0000,0.0000,17.20,17.20,20.07
16.080,-0.6342,0,0.1268,3.3485,0,-0.3349,0.0000,0.0000,17.30,17.20,20.07
16.100,-0.6526,0,0.1305,3.3661,0,-0.3366,0.0000,0.0000,17.20,17.30,20.07
16.120,-0.6526,2,0.1305,3.3661,0,-0.3366,0.0000,0.0000,17.20,17.20,20.07
16.140,-0.6526,2,0.1294,3.3661,0,-0.3366,0.0000,0.0000,17.20,17.20,20.07
16.160,-0.6607,1,0.1310,3.3714,0,-0.3371,0.0000,0.0000,17.20,17.30,20.07
16.180,-0.6607,0,0.1316,3.3714,0,-0.3371,0.0000,0.0000,17.20,17.20,20.07
16.200,-0.6692,0,0.1338,3.3767,0,-0.3377,0.0000,0.0000,17.30,17.20,20.07
16.220,-0.6692,0,0.1338,3.3767,0,-0.3377,0.0000,0.0000,17.20,17.20,20.07
16.240,-0.6692,-1,0.1338,3.3767,0,-0.3377,0.0000,0.0000,17.20,17.20,20.07
16.260,-0.7050,-1,0.1416,3.3761,0,-0.3376,0.0000,0.0000,17.20,17.20,20.07
16.280,-0.7050,-2,0.1416,3.3761,0,-0.3376,0.0000,0.0000,17.20,17.20,20.07
16.300,-0.7255,-2,0.1462,3.3716,0,-0.3372,0.0000,0.0000,17.30,17.20,20.07
16.320,-0.7255,0,0.1462,3.3716,0,-0.3372,0.0000,0.0000,17.20,17.20,20.07
16.340,-0.7255,0,0.1451,3.3716,0,-0.3372,0.0000,0.0000,17.30,17.20,20.07
16.360,-0.7407,1,0.1481,3.3754,0,-0.3375,0.0000,0.0000,17.10,17.20,20.07
16.380,-0.7407,2,0.1476,3.3754,0,-0.3375,0.0000,0.0000,17.30,17.20,20.07
16.400,-0.7422,0,0.1473,3.3823,0,-0.3382,0.0000,0.0000,17.10,17.20,20.08
16.420,-0.7422,0,0.1484,3.3823,0,-0.3382,0.0000,0.0000,17.20,17.30,20.07
16.440,-0.7422,0,0.1484,3.3823,0,-0.3382,0.0000,0.0000,17.20,17.20,20.07
16.460,-0.7558,0,0.1512,3.3793,0,-0.3379,0.0000,0.0000,17.20,17.20,20.07
16.480,-0.7558,0,0.1512,3.3793,0,-0.3379,0.0000,0.0000,17.20,17.20,20.07
16.500,-0.7749,0,0.1550,3.3679,0,-0.3368,0.0000,0.0000,17.20,17.20,20.07
16.520,-0.7749,0,0.1550,3.3679,0,-0.3368,0.0000,0.0000,17.20,17.20,20.07
16.540,-0.7749,0,0.1550,3.3679,0,-0.3368,0.0000,0.0000,17.20,17.20,20.07
16.560,-0.7969,0,0.1594,3.3703,0,-0.3370,0.0000,0.0000,17.20,17.20,20.09
16.580,-0.7969,0,0.1594,3.3703,0,-0.3370,0.0000,0.0000,17.20,17.30,20.07
16.600,-0.8052,0,0.1610,3.3756,0,-0.3376,0.0000,0.0000,17.20,17.30,20.07
16.620,-0.8052,0,0.1610,3.3756,0,-0.3376,0.0000,0.0000,17.20,17.20,20.07
16.640,-0.8052,0,0.1610,3.3756,0,-0.3376,0.0000,0.0000,17.20,17.20,20.07
16.660,-0.8052,1,0.1610,3.3756,0,-0.3376,0.0000,0.0000,17.20,17.10,20.07
16.680,-0.8052,0,0.1605,3.3756,0,-0.3376,0.0000,0.0000,17.30,17.20,20.07
16.700,-0.8189,0,0.1638,3.3726,0,-0.3373,0.0000,0.0000,17.20,17.20,20.07
16.720,-0.8189,0,0.1638,3.3726,0,-0.3373,0.0000,0.0000,17.20,17.20,20.07
16.740,-0.8189,0,0.1638,3.3726,0,-0.3373,0.0000,0.0000,17.30,17.20,20.07
16.760,-0.8326,0,0.1665,3.3696,0,-0.3370,0.0000,0.0000,17.10,17.30,20.07
16.780,-0.8326,0,0.1665,3.3696,0,-0.3370,0.0000,0.0000,17.20,17.00,20.07
16.800,-0.8461,0,0.1692,3.3666,0,-0.3367,0.0000,0.0000,17.30,17.20,20.07
16.820,-0.8461,0,0.1692,3.3666,0,-0.3367,0.0000,0.0000,17.20,17.10,20.07
16.840,-0.8461,0,0.1692,3.3666,0,-0.3367,0.0000,0.0000,17.30,17.20,20.06
16.860,-0.8544,0,0.1709,3.3720,0,-0.3372,0.0000,0.0000,17.20,17.10,20.07
16.880,-0.8544,0,0.1709,3.3720,0,-0.3372,0.0000,0.0000,17.20,17.20,20.07
16.900,-0.8597,0,0.1719,3.3636,0,-0.3364,0.0000,0.0000,17.20,17.20,20.09
16.920,-0.8597,0,0.1719,3.3636,0,-0.3364,0.0000,0.0000,17.30,17.20,20.07
16.940,-0.8597,0,0.1719,3.3636,0,-0.3364,0.0000,0.0000,17.20,17.20,20.08
16.960,-0.8582,0,0.1716,3.3568,0,-0.3357,0.0000,0.0000,17.20,17.20,20.07
16.980,-0.8582,0,0.1716,3.3568,0,-0.3357,0.0000,0.0000,17.20,17.10,20.08
17.000,-0.8706,0,0.1741,3.3469,0,-0.3347,0.0000,0.0000,17.20,17.20,20.07
17.020,-0.8706,0,0.1741,3.3469,0,-0.3347,0.0000,0.0000,17.10,17.20,20.07
17.040,-0.8706,0,0.1741,3.3469,0,-0.3347,0.0000,0.0000,17.20,17.10,20.07
17.060,-0.8719,0,0.1744,3.3538,0,-0.3354,0.0000,0.0000,17.20,17.10,20.07
17.080,-0.8719,0,0.1744,3.3538,0,-0.3354,0.0000,0.0000,17.20,17.30,20.07
17.100,-0.8721,0,0.1744,3.3538,0,-0.3354,0.0000,0.0000,17.20,17.20,20.07
17.120,-0.8721,0,0.1744,3.3538,0,-0.3354,0.0000,0.0000,17.20,17.20,20.07
17.140,-0.8721,0,0.1744,3.3538,0,-0.3354,0.0000,0.0000,17.30,17.10,20.07
17.160,-0.8691,0,0.1738,3.3401,0,-0.3340,0.0000,0.0000,17.20,17.10,20.07
17.180,-0.8691,0,0.1738,3.3401,0,-0.3340,0.0000,0.0000,17.20,17.20,20.07
17.200,-0.8744,0,0.1749,3.3318,0,-0.3332,0.0000,0.0000,17.10,17.10,20.07
17.220,-0.8744,0,0.1749,3.3318,0,-0.3332,0.0000,0.0000,17.20,17.20,20.08
17.240,-0.8744,0,0.1749,3.3318,0,-0.3332,0.0000,0.0000,17.10,17.20,20.07
17.260,-0.8760,0,0.1752,3.3386,0,-0.3339,0.0000,0.0000,17.20,17.30,20.08
17.280,-0.8760,0,0.1752,3.3386,0,-0.3339,0.0000,0.0000,17.20,17.20,20.08
17.300,-0.8843,0,0.1769,3.3439,0,-0.3344,0.0000,0.0000,17.20,17.20,20.07
17.320,-0.8843,0,0.1769,3.3439,0,-0.3344,0.0000,0.0000,17.10,17.20,20.07
17.340,-0.8843,0,0.1769,3.3439,0,-0.3344,0.0000,0.0000,17.30,17.30,20.07
17.360,-0.8914,0,0.1783,3.3424,0,-0.3342,0.0000,0.0000,17.20,17.10,20.09
17.380,-0.8914,0,0.1783,3.3424,0,-0.3342,0.0000,0.0000,17.20,17.20,20.07
17.400,-0.8967,0,0.1793,3.3341,0,-0.3334,0.0000,0.0000,17.30,17.20,20.07
17.420,-0.8967,0,0.1793,3.3341,0,-0.3334,0.0000,0.0000,17.30,17.20,20.07
17.440,-0.8967,0,0.1793,3.3341,0,-0.3334,0.0000,0.0000,17.20,17.10,20.07
17.460,-0.9037,0,0.1807,3.3324,0,-0.3332,0.0000,0.0000,17.20,17.20,20.07
17.480,-0.9037,0,0.1807,3.3324,0,-0.3332,0.0000,0.0000,17.20,17.10,20.08
17.500,-0.9119,0,0.1824,3.3379,0,-0.3338,0.0000,0.0000,17.10,17.20,20.07
17.520,-0.9119,0,0.1824,3.3379,0,-0.3338,0.0000,0.0000,17.10,17.20,20.07
17.540,-0.9119,0,0.1824,3.3379,0,-0.3338,0.0000,0.0000,17.20,17.20,20.07
17.560,-0.9174,0,0.1835,3.3294,0,-0.3329,0.0000,0.0000,17.20,17.20,20.09
17.580,-0.9174,0,0.1835,3.3294,0,-0.3329,0.0000,0.0000,17.20,17.20,20.07
17.600,-0.9242,0,0.1848,3.3279,0,-0.3328,0.0000,0.0000,17.20,17.20,20.09
17.620,-0.9242,0,0.1848,3.3279,0,-0.3328,0.0000,0.0000,17.20,17.30,20.08
17.640,-0.9242,0,0.1848,3.3279,0,-0.3328,0.0000,0.0000,17.30,17.20,20.07
17.660,-0.9243,0,0.1849,3.3281,0,-0.3328,0.0000,0.0000,17.20,17.30,20.09
17.680,-0.9243,0,0.1849,3.3281,0,-0.3328,0.0000,0.0000,17.20,17.20,20.07
17.700,-0.9309,0,0.1862,3.3266,0,-0.3327,0.0000,0.0000,17.20,17.00,20.07
17.720,-0.9309,0,0.1862,3.3266,0,-0.3327,0.0000,0.0000,17.10,17.20,20.07
17.740,-0.9309,0,0.1862,3.3266,0,-0.3327,0.0000,0.0000,17.20,17.10,20.07
17.760,-0.9326,0,0.1865,3.3332,0,-0.3333,0.0000,0.0000,17.20,17.20,20.07
17.780,-0.9326,0,0.1865,3.3332,0,-0.3333,0.0000,0.0000,17.20,17.10,20.07
17.800,-0.9407,0,0.1881,3.3386,0,-0.3339,0.0000,0.0000,17.20,17.10,20.07
17.820,-0.9407,0,0.1881,3.3386,0,-0.3339,0.0000,0.0000,17.20,17.10,20.07
17.840,-0.9407,0,0.1881,3.3386,0,-0.3339,0.0000,0.0000,17.10,17.20,20.07
17.860,-0.9326,0,0.1865,3.3332,0,-0.3333,0.0000,0.0000,17.20,17.20,20.07
17.880,-0.9326,0,0.1865,3.3332,0,-0.3333,0.0000,0.0000,17.20,17.20,20.07
17.900,-0.9324,0,0.1865,3.3334,0,-0.3333,0.0000,0.0000,17.20,17.20,20.07
17.920,-0.9324,0,0.1865,3.3334,0,-0.3333,0.0000,0.0000,17.20,17.20,20.07
17.940,-0.9324,0,0.1865,3.3334,0,-0.3333,0.0000,0.0000,17.10,17.10,20.08
17.960,-0.9324,0,0.1865,3.3334,0,-0.3333,0.0000,0.0000,17.20,17.20,20.07
17.980,-0.9324,0,0.1865,3.3334,0,-0.3333,0.0000,0.0000,17.10,17.20,20.07
18.000,-0.9324,0,0.1865,3.3334,0,-0.3333,0.0000,0.0000,17.10,17.20,20.07
18.020,-0.9324,0,0.1865,3.3334,0,-0.3333,0.0000,0.0000,17.10,17.10,20.07
18.040,-0.9326,0,0.1865,3.3332,0,-0.3333,0.0000,0.0000,17.20,17.10,20.07
18.060,-0.9326,0,0.1865,3.3332,0,-0.3333,0.0000,0.0000,17.20,17.10,20.07
18.080,-0.9326,0,0.1865,3.3332,0,-0.3333,0.0000,0.0000,17.20,17.20,20.07
18.100,-0.9360,0,0.1872,3.3469,0,-0.3347,0.0000,0.0000,17.20,17.10,20.07
18.120,-0.9360,0,0.1872,3.3469,0,-0.3347,0.0000,0.0000,17.20,17.20,20.07
18.140,-0.9333,0,0.1867,3.3689,0,-0.3369,0.0000,0.0000,17.20,17.20,20.07
18.160,-0.9333,0,0.1867,3.3689,0,-0.3369,0.0000,0.0000,17.20,17.20,20.07
18.180,-0.9333,0,0.1867,3.3689,0,-0.3369,0.0000,0.0000,17.20,17.10,20.07
18.200,-0.9247,0,0.1849,3.3636,0,-0.3364,0.0000,0.0000,17.20,17.20,20.07
18.220,-0.9247,0,0.1849,3.3636,0,-0.3364,0.0000,0.0000,17.20,17.20,20.07
18.240,-0.9379,-1,0.1876,3.3251,0,-0.3325,0.0000,0.0000,17.20,17.10,20.07
18.260,-0.9379,-2,0.1882,3.3251,0,-0.3325,0.0000,0.0000,17.20,17.20,20.07
18.280,-0.9379,0,0.1887,3.3251,0,-0.3325,0.0000,0.0000,17.20,17.20,20.07
18.300,-0.9514,-1,0.1903,3.3221,0,-0.3322,0.0000,0.0000,17.20,17.10,20.07
18.320,-0.9514,1,0.1909,3.3221,0,-0.3322,0.0000,0.0000,17.10,17.20,20.07
18.340,-0.9593,1,0.1913,3.3275,1,-0.3327,0.0000,0.0000,17.20,17.20,20.07
18.360,-0.9593,0,0.1913,3.3275,0,-0.3333,0.0000,0.0000,17.20,17.20,20.07
18.380,-0.9593,0,0.1919,3.3275,0,-0.3327,0.0000,0.0000,17.20,17.20,20.07
18.400,-0.9839,10,0.1968,3.3435,0,-0.3344,0.0000,0.0000,17.20,17.20,20.08
18.420,-0.9839,29,0.1911,3.3435,0,-0.3344,0.0000,0.0000,17.10,17.30,20.07
18.440,-1.0622,133,0.1959,3.3196,0,-0.3320,0.0000,0.0000,17.20,17.20,20.07
18.460,-1.0622,397,0.1364,3.3196,0,-0.3320,0.0000,0.0000,17.10,17.20,20.07
18.480,-1.0622,526,-0.0144,3.3196,0,-0.3320,0.0000,0.0000,17.20,17.20,20.07
18.500,-1.2652,551,-0.0475,3.2261,0,-0.3226,0.0000,0.0000,17.30,17.20,20.07
18.520,-1.2652,388,-0.0618,3.2261,0,-0.3226,0.0000,0.0000,17.10,17.20,20.07
18.540,-1.5670,141,0.0917,3.1111,0,-0.3111,0.0000,0.0000,17.20,17.10,20.08
18.560,-1.5670,6,0.2328,3.1111,0,-0.3111,0.0000,0.0000,17.30,17.20,20.07
18.580,-1.5670,-8,0.3100,3.1111,-1,-0.3111,0.0000,0.0000,17.10,17.10,20.07
18.600,-1.8694,-5,0.3784,2.9968,0,-0.2991,0.0000,0.0000,17.20,17.20,20.07
18.620,-1.8694,-2,0.3767,2.9968,0,-0.2997,0.0000,0.0000,17.20,17.10,20.07
18.640,-2.1252,-5,0.4262,2.8636,0,-0.2864,0.0000,0.0000,17.10,17.20,20.07
18.660,-2.1252,11,0.4279,2.8636,0,-0.2864,0.0000,0.0000,17.20,17.20,20.07
18.680,-2.1252,-1,0.4188,2.8636,0,-0.2864,0.0000,0.0000,17.20,17.20,20.07
18.700,-2.3130,0,0.4632,2.7174,0,-0.2717,0.0000,0.0000,17.20,17.10,20.07
18.720,-2.3130,0,0.4626,2.7174,0,-0.2717,0.0000,0.0000,17.20,17.20,20.07
18.740,-2.4715,11,0.4943,2.5350,0,-0.2535,0.0000,0.0000,17.20,17.20,20.07
18.760,-2.4715,151,0.4880,2.5350,0,-0.2535,0.0000,0.0000,17.20,17.20,20.07
18.780,-2.4715,201,0.4080,2.5350,0,-0.2535,0.0000,0.0000,17.10,17.10,20.07
18.800,-2.6909,311,0.4233,2.3239,0,-0.2324,0.0000,0.0000,17.20,17.10,20.07
18.820,-2.6909,288,0.3605,2.3239,0,-0.2324,0.0000,0.0000,17.20,17.20,20.07
18.840,-3.0308,166,0.4416,2.1002,0,-0.2100,0.0000,0.0000,17.10,17.20,20.07
18.860,-3.0308,87,0.5113,2.1002,0,-0.2100,0.0000,0.0000,17.20,17.20,20.07
18.880,-3.0308,216,0.5564,2.1002,0,-0.2100,0.0000,0.0000,17.20,17.20,20.07
18.900,-3.4686,367,0.5703,1.8703,0,-0.1870,0.0000,0.0000,17.20,17.20,20.36
18.920,-3.4686,367,0.4840,1.8703,0,-0.1870,0.0000,0.0000,17.20,17.10,20.07
18.940,-4.0031,813,0.5909,1.6553,0,-0.1655,0.0000,0.0000,17.10,17.20,20.04
18.960,-4.0031,223,0.3360,1.6553,0,-0.1655,0.0000,0.0000,17.20,17.20,20.07
18.980,-4.0031,325,0.6732,1.6553,0,-0.1655,0.0000,0.0000,17.20,17.10,20.07
19.000,-4.5300,-161,0.7203,1.4794,-1,-0.1479,0.0000,0.0000,17.20,17.10,20.08
19.020,-4.5300,520,0.9980,1.4794,0,-0.1474,0.0000,0.0000,17.20,17.30,20.03
19.040,-5.0168,126,0.7062,1.3484,-1,-0.1348,0.0000,0.0000,17.20,17.10,20.07
19.060,-5.0168,4,0.9314,1.3484,0,-0.1343,0.0000,0.0000,17.20,17.20,20.07
19.080,-5.0168,-11,1.0011,1.3484,0,-0.1348,0.0000,0.0000,17.20,17.20,20.07
19.100,-5.3834,-7,1.0830,1.2933,0,-0.1293,0.0000,0.0000,17.30,17.10,20.07
19.120,-5.3834,2,1.0807,1.2933,0,-0.1293,0.0000,0.0000,17.20,17.20,20.07
19.140,-5.6248,2,1.1238,1.2857,0,-0.1286,0.0000,0.0000,17.20,17.20,20.07
19.160,-5.6248,26,1.1238,1.2857,0,-0.1286,0.0000,0.0000,17.20,17.20,20.07
19.180,-5.6248,65,1.1101,1.2857,0,-0.1286,0.0000,0.0000,17.20,17.20,20.07
19.200,-5.7267,161,1.1082,1.2931,0,-0.1293,0.0000,0.0000,17.20,17.20,20.07
19.220,-5.7267,93,1.0533,1.2931,0,-0.1293,0.0000,0.0000,17.20,17.10,20.07
19.240,-5.7264,190,1.0921,1.2937,0,-0.1294,0.0000,0.0000,17.20,17.20,20.07
19.260,-5.7264,624,1.0367,1.2937,0,-0.1294,0.0000,0.0000,17.10,17.20,20.07
19.280,-5.7264,1291,0.7887,1.2937,0,-0.1294,0.0000,0.0000,17.20,17.20,20.07
19.300,-5.6569,1045,0.3937,1.2752,0,-0.1275,0.0000,0.0000,17.30,17.20,20.08
19.320,-5.6569,54,0.5342,1.2752,0,-0.1275,0.0000,0.0000,17.20,17.20,20.07
19.340,-5.4788,-77,1.0649,1.2517,1,-0.1252,0.0000,0.0000,17.20,17.10,20.07
19.360,-5.4788,228,1.1398,1.2517,0,-0.1257,0.0000,0.0000,17.20,17.20,20.08
19.380,-5.4788,1092,0.9655,1.2517,2,-0.1252,0.0000,0.0000,17.20,17.20,20.07
19.400,-5.4262,2397,0.4612,1.2043,2,-0.1216,0.0000,0.0000,17.20,17.20,20.07
19.420,-5.4262,1158,-0.2845,1.2043,-1,-0.1216,0.0000,0.0000,17.10,17.20,20.07
19.440,-5.3005,-374,0.3984,1.1900,-2,-0.1184,0.0000,0.0000,17.20,17.20,20.07
19.460,-5.3005,-296,1.2738,1.1900,1,-0.1179,0.0000,0.0000,17.10,17.20,20.07
19.480,-5.3005,204,1.2292,1.1900,-1,-0.1196,0.0000,0.0000,17.20,17.20,20.07
19.500,-5.2425,1997,0.9319,1.1516,0,-0.1146,0.0000,0.0000,17.20,17.10,20.07
19.520,-5.2425,1997,-0.0926,1.1516,0,-0.1152,0.0000,0.0000,17.20,17.20,20.07
19.540,-5.2636,251,-0.0884,1.1204,4,-0.1120,0.0000,0.0000,17.20,17.10,20.09
19.560,-5.2636,-828,0.9093,1.1204,0,-0.1143,0.0000,0.0000,17.20,17.10,20.07
19.580,-5.2636,-419,1.5259,1.1204,-1,-0.1120,0.0000,0.0000,17.20,17.20,20.07
19.600,-5.2839,1218,1.2962,1.0809,1,-0.1075,0.0000,0.0000,17.30,17.20,20.08
19.620,-5.2839,1742,0.3608,1.0809,0,-0.1087,0.0000,0.0000,17.20,17.20,20.07
19.640,-5.4262,864,0.0898,1.0432,0,-0.1043,0.0000,0.0000,17.10,17.10,20.07
19.660,-5.4262,-1220,0.5915,1.0432,-2,-0.1043,0.0000,0.0000,17.20,17.20,20.07
19.680,-5.4262,-980,1.7824,1.0432,0,-0.1032,0.0000,0.0000,17.20,17.20,20.08
19.700,-5.4119,338,1.6424,1.0116,0,-0.1012,0.0000,0.0000,17.20,17.30,20.07
19.720,-5.4119,2701,0.8892,1.0116,5,-0.1012,0.0000,0.0000,17.20,17.20,20.07
19.740,-5.4557,2242,-0.4523,0.9807,-9,-0.1009,0.0000,0.0000,17.20,17.10,20.07
19.760,-5.4557,-476,-0.1900,0.9807,0,-0.0929,0.0000,0.0000,17.20,17.20,20.07
19.780,-5.4557,-922,1.3631,0.9807,0,-0.0981,0.0000,0.0000,17.20,17.20,20.07
19.800,-5.2629,-450,1.5794,0.9884,0,-0.0988,0.0000,0.0000,17.20,17.20,20.07
19.820,-5.2629,2182,1.3097,0.9884,0,-0.0988,0.0000,0.0000,17.20,17.20,20.07
19.840,-5.2151,1979,-0.2038,0.9596,-1,-0.0960,0.0000,0.0000,17.10,17.20,20.07
19.860,-5.2151,154,-0.0878,0.9596,8,-0.0954,0.0000,0.0000,17.30,17.20,20.07
19.880,-5.2151,-917,0.9550,0.9596,-1,-0.1005,0.0000,0.0000,17.20,17.10,20.07
19.900,-4.9469,-706,1.5134,0.9835,0,-0.0978,0.0000,0.0000,17.20,17.10,20.07
19.920,-4.9469,1367,1.3928,0.9835,0,-0.0983,0.0000,0.0000,17.20,17.10,20.07
19.940,-4.9020,2064,0.1993,0.9685,1,-0.0969,0.0000,0.0000,17.20,17.20,20.07
19.960,-4.9020,789,-0.1990,0.9685,-4,-0.0974,0.0000,0.0000,17.30,17.20,20.07
19.980,-4.9020,-1084,0.5296,0.9685,-2,-0.0946,0.0000,0.0000,17.20,17.30,20.07
20.000,-4.7191,-1171,1.5632,0.9882,2,-0.0977,0.0000,0.0000,17.20,17.20,20.07
20.020,-4.7191,131,1.6130,0.9882,0,-0.1000,0.0000,0.0000,17.20,17.10,20.07
20.040,-4.7796,1453,0.8811,0.9663,0,-0.0966,0.0000,0.0000,17.20,17.20,20.07
20.060,-4.7796,1676,0.1256,0.9663,-1,-0.0966,0.0000,0.0000,17.20,17.10,20.07
20.080,-4.7796,-533,-0.0018,0.9663,3,-0.0961,0.0000,0.0000,17.10,17.10,20.07
20.100,-4.8187,-1487,1.2683,0.9538,0,-0.0971,0.0000,0.0000,17.20,17.10,20.07
20.120,-4.8187,-916,1.8135,0.9538,-2,-0.0954,0.0000,0.0000,17.10,17.10,20.07
20.140,-4.9574,478,1.5149,0.9303,2,-0.0919,0.0000,0.0000,17.20,17.10,20.07
20.160,-4.9574,1901,0.7183,0.9303,0,-0.0942,0.0000,0.0000,17.30,17.10,20.07
20.180,-4.9574,315,-0.0948,0.9303,-5,-0.0930,0.0000,0.0000,17.20,17.10,20.07
20.200,-5.0958,-1161,0.8392,0.9093,0,-0.0881,0.0000,0.0000,17.10,17.20,20.07
20.220,-5.0958,-914,1.6826,0.9093,0,-0.0909,0.0000,0.0000,17.30,17.10,20.07
20.240,-5.1354,147,1.5494,0.8941,0,-0.0894,0.0000,0.0000,17.10,17.10,20.07
20.260,-5.1354,1774,0.9431,0.8941,1,-0.0894,0.0000,0.0000,17.20,17.20,20.07
20.280,-5.1354,196,0.0134,0.8941,-8,-0.0900,0.0000,0.0000,17.20,17.20,20.07
20.300,-5.1628,-863,0.9206,0.8877,5,-0.0842,0.0000,0.0000,17.20,17.10,20.07
20.320,-5.1628,-833,1.5257,0.8877,-3,-0.0916,0.0000,0.0000,17.30,17.10,20.07
20.340,-5.0929,513,1.4946,0.8956,1,-0.0878,0.0000,0.0000,17.10,17.10,20.07
20.360,-5.0929,1368,0.7254,0.8956,1,-0.0901,0.0000,0.0000,17.20,17.10,20.10
20.380,-5.0929,-96,0.2369,0.8956,-4,-0.0901,0.0000,0.0000,17.20,17.20,20.07
20.400,-5.0079,-847,1.0564,0.8986,0,-0.0876,0.0000,0.0000,17.10,17.10,20.11
20.420,-5.0079,-510,1.4856,0.8986,0,-0.0899,0.0000,0.0000,17.20,17.20,20.07
20.440,-4.9281,989,1.2771,0.8936,1,-0.0894,0.0000,0.0000,17.10,17.10,20.08
20.460,-4.9281,619,0.4205,0.8936,-3,-0.0899,0.0000,0.0000,17.20,17.20,20.07
20.480,-4.9281,-340,0.6319,0.8936,6,-0.0876,0.0000,0.0000,17.10,17.30,20.07
20.500,-4.8401,-1062,1.1623,0.8842,-6,-0.0918,0.0000,0.0000,17.20,17.10,20.09
20.520,-4.8401,554,1.5749,0.8842,0,-0.0850,0.0000,0.0000,17.20,17.10,20.17
20.540,-4.8193,809,0.6473,0.8523,1,-0.0852,0.0000,0.0000,17.20,17.10,20.08
20.560,-4.8193,19,0.5016,0.8523,0,-0.0858,0.0000,0.0000,17.20,17.20,20.07
20.580,-4.8193,-680,0.9530,0.8523,-1,-0.0852,0.0000,0.0000,17.20,17.10,20.07
20.600,-4.7753,-118,1.3436,0.8479,0,-0.0842,0.0000,0.0000,17.20,17.20,20.07
20.620,-4.7753,303,1.0225,0.8479,-1,-0.0848,0.0000,0.0000,17.10,17.10,20.07
20.640,-4.8164,16,0.7901,0.8386,0,-0.0833,0.0000,0.0000,17.20,17.10,20.07
20.660,-4.8164,-112,0.9541,0.8386,-1,-0.0839,0.0000,0.0000,17.30,17.10,20.09
20.680,-4.8164,-9,1.0273,0.8386,0,-0.0833,0.0000,0.0000,17.20,17.20,20.07
20.700,-4.8657,0,0.9783,0.8359,0,-0.0836,0.0000,0.0000,17.20,17.20,20.08
20.720,-4.8657,0,0.9731,0.8359,0,-0.0836,0.0000,0.0000,17.20,17.10,20.09
