t_s,roll_deg,roll_erpm,cmd_roll_A,pitch_deg,pitch_erpm,cmd_pitch_A,imu2_roll_deg,imu2_pitch_deg,roll_volt,pitch_volt,dt_ms
20.740,-4.8768,-1,0.9754,0.8553,0,-0.0855,0.0000,0.0000,17.20,17.20,20.09
20.760,-4.8768,0,0.9759,0.8553,0,-0.0855,0.0000,0.0000,17.20,17.10,20.07
20.780,-4.8768,0,0.9754,0.8553,0,-0.0855,0.0000,0.0000,17.20,17.20,20.08
20.800,-4.8523,7,0.9705,0.8744,0,-0.0874,0.0000,0.0000,17.20,17.20,20.07
20.820,-4.8523,1,0.9665,0.8744,0,-0.0874,0.0000,0.0000,17.30,17.20,20.09
20.840,-4.8291,3,0.9653,0.8652,0,-0.0865,0.0000,0.0000,17.20,17.10,20.09
20.860,-4.8291,0,0.9641,0.8652,0,-0.0865,0.0000,0.0000,17.20,17.10,20.09
20.880,-4.8291,0,0.9658,0.8652,0,-0.0865,0.0000,0.0000,17.20,17.20,20.07
20.900,-4.8208,0,0.9642,0.8591,0,-0.0859,0.0000,0.0000,17.20,17.10,20.07
20.920,-4.8208,0,0.9642,0.8591,0,-0.0859,0.0000,0.0000,17.20,17.20,20.07
20.940,-4.8071,3,0.9614,0.8627,0,-0.0863,0.0000,0.0000,17.30,17.10,20.07
20.960,-4.8071,2,0.9597,0.8627,0,-0.0863,0.0000,0.0000,17.20,17.20,20.07
20.980,-4.8071,0,0.9603,0.8627,0,-0.0863,0.0000,0.0000,17.20,17.20,20.16
21.000,-4.8345,-2,0.9669,0.8569,0,-0.0857,0.0000,0.0000,17.20,17.20,20.09
21.020,-4.8345,-2,0.9680,0.8569,0,-0.0857,0.0000,0.0000,17.20,17.20,20.07
21.040,-4.8715,-2,0.9754,0.8633,0,-0.0863,0.0000,0.0000,17.20,17.20,20.09
21.060,-4.8715,0,0.9754,0.8633,0,-0.0863,0.0000,0.0000,17.20,17.20,20.09
21.080,-4.8715,0,0.9743,0.8633,0,-0.0863,0.0000,0.0000,17.30,17.10,20.08
21.100,-4.8742,0,0.9748,0.8773,0,-0.0877,0.0000,0.0000,17.20,17.10,20.08
21.120,-4.8742,0,0.9748,0.8773,0,-0.0877,0.0000,0.0000,17.10,17.10,20.08
21.140,-4.8715,0,0.9743,0.8633,0,-0.0863,0.0000,0.0000,17.20,17.20,20.08
21.160,-4.8715,0,0.9743,0.8633,0,-0.0863,0.0000,0.0000,17.20,17.10,20.09
21.180,-4.8715,0,0.9743,0.8633,0,-0.0863,0.0000,0.0000,17.20,17.20,20.07
21.200,-4.8646,0,0.9729,0.8647,0,-0.0865,0.0000,0.0000,17.20,17.10,20.08
21.220,-4.8646,0,0.9729,0.8647,0,-0.0865,0.0000,0.0000,17.20,17.10,20.08
21.240,-4.8579,0,0.9716,0.8666,0,-0.0867,0.0000,0.0000,17.20,17.10,20.08
21.260,-4.8579,0,0.9716,0.8666,0,-0.0867,0.0000,0.0000,17.20,17.20,20.08
21.280,-4.8579,0,0.9716,0.8666,0,-0.0867,0.0000,0.0000,17.20,17.20,20.08
21.300,-4.8510,0,0.9702,0.8680,0,-0.0868,0.0000,0.0000,17.10,17.10,20.08
21.320,-4.8510,0,0.9702,0.8680,0,-0.0868,0.0000,0.0000,17.20,17.10,20.08
21.340,-4.8168,0,0.9634,0.8749,0,-0.0875,0.0000,0.0000,17.30,17.10,20.06
21.360,-4.8168,0,0.9634,0.8749,0,-0.0875,0.0000,0.0000,17.20,17.20,20.08
21.380,-4.8168,3,0.9634,0.8749,0,-0.0875,0.0000,0.0000,17.20,17.10,20.07
21.400,-4.7729,2,0.9529,0.8696,0,-0.0870,0.0000,0.0000,17.10,17.20,20.07
21.420,-4.7729,0,0.9534,0.8696,0,-0.0870,0.0000,0.0000,17.20,17.10,20.07
21.440,-4.7699,0,0.9540,0.8562,0,-0.0856,0.0000,0.0000,17.20,17.10,20.07
21.460,-4.7699,0,0.9540,0.8562,0,-0.0856,0.0000,0.0000,17.20,17.20,20.09
21.480,-4.7699,0,0.9540,0.8562,0,-0.0856,0.0000,0.0000,17.20,17.10,20.08
21.500,-4.8041,0,0.9608,0.8493,0,-0.0849,0.0000,0.0000,17.10,17.10,20.07
21.520,-4.8041,-1,0.9608,0.8493,0,-0.0849,0.0000,0.0000,17.20,17.20,20.07
21.540,-4.8413,0,0.9688,0.8558,0,-0.0856,0.0000,0.0000,17.20,17.20,20.07
21.560,-4.8413,-2,0.9683,0.8558,0,-0.0856,0.0000,0.0000,17.20,17.30,20.09
21.580,-4.8413,-1,0.9694,0.8558,0,-0.0856,0.0000,0.0000,17.20,17.10,20.08
21.600,-4.8550,0,0.9716,0.8529,0,-0.0853,0.0000,0.0000,17.20,17.10,20.08
21.620,-4.8550,0,0.9710,0.8529,0,-0.0853,0.0000,0.0000,17.20,17.10,20.07
21.640,-4.8345,0,0.9669,0.8569,0,-0.0857,0.0000,0.0000,17.20,17.20,20.07
21.660,-4.8345,0,0.9669,0.8569,0,-0.0857,0.0000,0.0000,17.20,17.10,20.09
21.680,-4.8345,1,0.9669,0.8569,0,-0.0857,0.0000,0.0000,17.20,17.10,20.07
21.700,-4.8056,2,0.9606,0.8558,0,-0.0856,0.0000,0.0000,17.20,17.20,20.07
21.720,-4.8056,0,0.9600,0.8558,0,-0.0856,0.0000,0.0000,17.20,17.20,20.07
21.740,-4.7752,0,0.9550,0.8482,0,-0.0848,0.0000,0.0000,17.20,17.20,20.06
21.760,-4.7752,0,0.9550,0.8482,0,-0.0848,0.0000,0.0000,17.20,17.10,20.07
21.780,-4.7752,0,0.9550,0.8482,0,-0.0848,0.0000,0.0000,17.10,17.20,20.07
21.800,-4.7737,0,0.9547,0.8413,0,-0.0841,0.0000,0.0000,17.20,17.10,20.07
21.820,-4.7737,0,0.9547,0.8413,0,-0.0841,0.0000,0.0000,17.20,17.20,20.07
21.840,-4.7820,0,0.9564,0.8467,0,-0.0847,0.0000,0.0000,17.10,17.10,20.07
21.860,-4.7820,0,0.9564,0.8467,0,-0.0847,0.0000,0.0000,17.20,17.10,20.07
21.880,-4.7820,0,0.9564,0.8467,0,-0.0847,0.0000,0.0000,17.10,17.20,20.07
21.900,-4.7820,0,0.9564,0.8467,0,-0.0847,0.0000,0.0000,17.20,17.10,20.07
21.920,-4.7820,0,0.9564,0.8467,0,-0.0847,0.0000,0.0000,17.20,17.10,20.07
21.940,-4.7960,0,0.9592,0.8433,0,-0.0843,0.0000,0.0000,17.20,17.20,20.06
21.960,-4.7960,-1,0.9592,0.8433,0,-0.0843,0.0000,0.0000,17.30,17.10,20.07
21.980,-4.7960,0,0.9598,0.8433,0,-0.0843,0.0000,0.0000,17.10,17.10,20.06
22.000,-4.7959,0,0.9592,0.8436,0,-0.0844,0.0000,0.0000,17.20,17.10,20.09
22.020,-4.7959,0,0.9592,0.8436,0,-0.0844,0.0000,0.0000,17.20,17.10,20.07
22.040,-4.7806,0,0.9561,0.8399,0,-0.0840,0.0000,0.0000,17.20,17.00,20.06
22.060,-4.7806,0,0.9561,0.8399,0,-0.0840,0.0000,0.0000,17.10,17.10,20.07
22.080,-4.7806,0,0.9561,0.8399,0,-0.0840,0.0000,0.0000,17.20,17.10,20.06
22.100,-4.7723,0,0.9545,0.8345,0,-0.0834,0.0000,0.0000,17.20,17.10,20.07
22.120,-4.7723,0,0.9545,0.8345,0,-0.0834,0.0000,0.0000,17.10,17.20,20.07
22.140,-4.7654,1,0.9531,0.8359,0,-0.0836,0.0000,0.0000,17.20,17.20,20.06
22.160,-4.7654,0,0.9525,0.8359,0,-0.0836,0.0000,0.0000,17.20,17.20,20.09
22.180,-4.7654,-1,0.9531,0.8359,0,-0.0836,0.0000,0.0000,17.20,17.10,20.06
22.200,-4.7738,-1,0.9553,0.8410,0,-0.0841,0.0000,0.0000,17.20,17.10,20.07
22.220,-4.7738,0,0.9553,0.8410,0,-0.0841,0.0000,0.0000,17.10,17.10,20.07
22.240,-4.7669,0,0.9534,0.8428,0,-0.0843,0.0000,0.0000,17.20,17.10,20.07
22.260,-4.7669,1,0.9534,0.8428,0,-0.0843,0.0000,0.0000,17.20,17.10,20.08
22.280,-4.7669,0,0.9528,0.8428,0,-0.0843,0.0000,0.0000,17.10,17.10,20.06
22.300,-4.7570,0,0.9514,0.8308,0,-0.0831,0.0000,0.0000,17.20,17.10,20.09
22.320,-4.7570,0,0.9514,0.8308,0,-0.0831,0.0000,0.0000,17.20,17.10,20.07
22.340,-4.7640,0,0.9528,0.8291,0,-0.0829,0.0000,0.0000,17.20,17.10,20.07
22.360,-4.7640,0,0.9528,0.8291,0,-0.0829,0.0000,0.0000,17.20,17.20,20.09
22.380,-4.7586,0,0.9517,0.8373,0,-0.0837,0.0000,0.0000,17.20,17.10,20.08
22.400,-4.7586,0,0.9517,0.8373,0,-0.0837,0.0000,0.0000,17.20,17.10,20.07
22.420,-4.7586,0,0.9517,0.8373,0,-0.0837,0.0000,0.0000,17.20,17.10,20.07
22.440,-4.7380,0,0.9476,0.8417,0,-0.0842,0.0000,0.0000,17.20,17.10,20.07
22.460,-4.7380,1,0.9476,0.8417,0,-0.0842,0.0000,0.0000,17.20,17.10,20.07
22.480,-4.7148,1,0.9424,0.8324,0,-0.0832,0.0000,0.0000,17.20,17.20,20.06
22.500,-4.7148,0,0.9424,0.8324,0,-0.0832,0.0000,0.0000,17.20,17.20,20.07
22.520,-4.7148,0,0.9430,0.8324,0,-0.0832,0.0000,0.0000,17.20,17.20,20.07
22.540,-4.7269,-1,0.9454,0.8230,0,-0.0823,0.0000,0.0000,17.20,17.10,20.08
22.560,-4.7269,-1,0.9460,0.8230,0,-0.0823,0.0000,0.0000,17.20,17.20,20.07
22.580,-4.7365,-2,0.9479,0.8348,0,-0.0835,0.0000,0.0000,17.20,17.10,20.07
22.600,-4.7365,0,0.9484,0.8348,0,-0.0835,0.0000,0.0000,17.20,17.20,20.07
22.620,-4.7365,0,0.9473,0.8348,0,-0.0835,0.0000,0.0000,17.20,17.10,20.07
22.640,-4.7231,2,0.9446,0.8378,0,-0.0838,0.0000,0.0000,17.20,17.10,20.07
22.660,-4.7231,0,0.9435,0.8378,0,-0.0838,0.0000,0.0000,17.10,17.20,20.08
22.680,-4.7228,0,0.9446,0.8377,0,-0.0838,0.0000,0.0000,17.20,17.10,20.09
22.700,-4.7228,0,0.9446,0.8377,0,-0.0838,0.0000,0.0000,17.30,17.10,20.07
22.720,-4.7228,0,0.9446,0.8377,0,-0.0838,0.0000,0.0000,17.20,17.10,20.08
22.740,-4.7434,0,0.9487,0.8334,0,-0.0833,0.0000,0.0000,17.20,17.10,20.07
22.760,-4.7434,0,0.9487,0.8334,0,-0.0833,0.0000,0.0000,17.20,17.10,20.08
22.780,-4.7860,0,0.9572,0.8316,0,-0.0832,0.0000,0.0000,17.20,17.10,20.06
22.800,-4.7860,0,0.9572,0.8316,0,-0.0832,0.0000,0.0000,17.20,17.10,20.07
22.820,-4.7860,0,0.9572,0.8316,0,-0.0832,0.0000,0.0000,17.20,17.10,20.09
22.840,-4.8302,-1,0.9660,0.8364,0,-0.0836,0.0000,0.0000,17.20,17.10,20.09
22.860,-4.8302,0,0.9666,0.8364,0,-0.0836,0.0000,0.0000,17.20,17.10,20.09
22.880,-4.8466,0,0.9693,0.8468,0,-0.0847,0.0000,0.0000,17.20,17.10,20.07
22.900,-4.8466,2,0.9693,0.8468,0,-0.0847,0.0000,0.0000,17.20,17.20,20.08
22.920,-4.8466,9,0.9682,0.8468,0,-0.0847,0.0000,0.0000,17.20,17.10,20.07
22.940,-4.8686,17,0.9686,0.8496,0,-0.0850,0.0000,0.0000,17.20,17.10,20.07
22.960,-4.8686,0,0.9640,0.8496,0,-0.0850,0.0000,0.0000,17.20,17.10,20.07
22.980,-4.9289,0,0.9858,0.8299,0,-0.0830,0.0000,0.0000,17.20,17.20,20.07
23.000,-4.9289,0,0.9858,0.8299,0,-0.0830,0.0000,0.0000,17.20,17.20,20.07
23.020,-4.9289,-2,0.9858,0.8299,0,-0.0830,0.0000,0.0000,17.20,17.10,20.14
23.040,-5.0276,-3,1.0067,0.8240,0,-0.0824,0.0000,0.0000,17.10,17.10,20.07
23.060,-5.0276,0,1.0072,0.8240,0,-0.0824,0.0000,0.0000,17.20,17.10,20.07
23.080,-5.0991,0,1.0198,0.8236,0,-0.0824,0.0000,0.0000,17.10,17.10,20.07
23.100,-5.0991,0,1.0198,0.8236,0,-0.0824,0.0000,0.0000,17.20,17.10,20.07
23.120,-5.0991,1,1.0198,0.8236,0,-0.0824,0.0000,0.0000,17.30,17.10,20.09
23.140,-5.1307,0,1.0256,0.8380,0,-0.0838,0.0000,0.0000,17.30,17.10,20.07
23.160,-5.1307,4,1.0261,0.8380,0,-0.0838,0.0000,0.0000,17.20,17.10,20.07
23.180,-5.1803,5,1.0338,0.8345,0,-0.0834,0.0000,0.0000,17.10,17.30,20.07
23.200,-5.1803,9,1.0332,0.8345,0,-0.0834,0.0000,0.0000,17.20,17.10,20.07
23.220,-5.1803,1,1.0309,0.8345,0,-0.0834,0.0000,0.0000,17.20,17.10,20.09
23.240,-5.2652,-1,1.0525,0.8311,0,-0.0831,0.0000,0.0000,17.20,17.10,20.09
23.260,-5.2652,-5,1.0536,0.8311,0,-0.0831,0.0000,0.0000,17.20,17.20,20.08
23.280,-5.3588,-3,1.0746,0.8330,0,-0.0833,0.0000,0.0000,17.10,17.10,20.07
23.300,-5.3588,0,1.0735,0.8330,0,-0.0833,0.0000,0.0000,17.20,17.10,20.06
23.320,-5.3588,0,1.0718,0.8330,0,-0.0833,0.0000,0.0000,17.20,17.10,20.07
23.340,-5.3943,1,1.0789,0.8333,0,-0.0833,0.0000,0.0000,17.20,17.10,20.07
23.360,-5.3943,0,1.0783,0.8333,0,-0.0833,0.0000,0.0000,17.10,17.10,20.07
23.380,-5.3929,1,1.0786,0.8264,0,-0.0826,0.0000,0.0000,17.20,17.10,20.09
23.400,-5.3929,0,1.0780,0.8264,0,-0.0826,0.0000,0.0000,17.20,17.10,20.07
23.420,-5.3929,0,1.0786,0.8264,0,-0.0826,0.0000,0.0000,17.20,17.10,20.08
23.440,-5.3696,0,1.0739,0.8164,0,-0.0816,0.0000,0.0000,17.20,17.10,20.07
23.460,-5.3696,0,1.0739,0.8164,0,-0.0816,0.0000,0.0000,17.20,17.10,20.07
23.480,-5.3353,1,1.0671,0.8236,0,-0.0824,0.0000,0.0000,17.20,17.10,20.07
23.500,-5.3353,1,1.0665,0.8236,0,-0.0824,0.0000,0.0000,17.20,17.10,20.07
23.520,-5.3353,1,1.0665,0.8236,0,-0.0824,0.0000,0.0000,17.20,17.10,20.07
23.540,-5.2965,2,1.0587,0.8106,0,-0.0811,0.0000,0.0000,17.20,17.10,20.07
23.560,-5.2965,2,1.0582,0.8106,0,-0.0811,0.0000,0.0000,17.20,17.20,20.08
23.580,-5.2854,3,1.0559,0.7919,0,-0.0792,0.0000,0.0000,17.20,17.00,20.09
23.600,-5.2854,0,1.0554,0.7919,0,-0.0792,0.0000,0.0000,17.20,17.20,20.07
23.620,-5.2854,0,1.0571,0.7919,0,-0.0792,0.0000,0.0000,17.10,17.00,20.09
23.640,-5.3057,-1,1.0611,0.7875,0,-0.0787,0.0000,0.0000,17.20,17.10,20.08
23.660,-5.3057,-3,1.0617,0.7875,0,-0.0787,0.0000,0.0000,17.20,17.10,20.09
23.680,-5.3142,0,1.0645,0.7926,0,-0.0793,0.0000,0.0000,17.20,17.10,20.08
23.700,-5.3142,0,1.0628,0.7926,0,-0.0793,0.0000,0.0000,17.20,17.10,20.07
23.720,-5.3142,0,1.0628,0.7926,0,-0.0793,0.0000,0.0000,17.20,17.10,20.09
23.740,-5.3006,1,1.0601,0.7952,0,-0.0795,0.0000,0.0000,17.20,17.10,20.09
23.760,-5.3006,0,1.0595,0.7952,0,-0.0795,0.0000,0.0000,17.20,17.10,20.09
23.780,-5.2785,0,1.0557,0.7926,0,-0.0793,0.0000,0.0000,17.20,17.20,20.09
23.800,-5.2785,0,1.0557,0.7926,0,-0.0793,0.0000,0.0000,17.20,17.20,20.07
23.820,-5.2785,0,1.0557,0.7926,0,-0.0793,0.0000,0.0000,17.20,17.10,20.07
23.840,-5.2633,0,1.0527,0.7887,0,-0.0789,0.0000,0.0000,17.10,17.20,20.06
23.860,-5.2633,0,1.0527,0.7887,0,-0.0789,0.0000,0.0000,17.20,17.20,20.08
23.880,-5.2127,0,1.0425,0.7851,0,-0.0785,0.0000,0.0000,17.10,17.20,20.08
23.900,-5.2127,0,1.0425,0.7851,0,-0.0785,0.0000,0.0000,17.30,17.10,20.07
23.920,-5.2127,0,1.0425,0.7851,0,-0.0785,0.0000,0.0000,17.20,17.10,20.07
23.940,-5.1344,0,1.0269,0.7870,0,-0.0787,0.0000,0.0000,17.20,17.20,20.06
23.960,-5.1344,2,1.0269,0.7870,0,-0.0787,0.0000,0.0000,17.10,17.10,20.09
23.980,-5.0629,3,1.0114,0.7873,0,-0.0787,0.0000,0.0000,17.20,17.10,20.08
24.000,-5.0629,5,1.0109,0.7873,0,-0.0787,0.0000,0.0000,17.20,17.20,20.07
24.020,-5.0629,3,1.0097,0.7873,0,-0.0787,0.0000,0.0000,17.20,17.10,20.09
24.040,-5.0396,0,1.0062,0.7784,0,-0.0778,0.0000,0.0000,17.20,17.10,20.07
24.060,-5.0396,0,1.0079,0.7784,0,-0.0778,0.0000,0.0000,17.10,17.10,20.07
24.080,-5.0682,-3,1.0136,0.7794,0,-0.0779,0.0000,0.0000,17.20,17.20,20.09
24.100,-5.0682,-6,1.0154,0.7794,0,-0.0779,0.0000,0.0000,17.30,17.20,20.07
24.120,-5.0682,-4,1.0171,0.7794,0,-0.0779,0.0000,0.0000,17.20,17.10,20.09
24.140,-5.0780,-4,1.0179,0.7916,0,-0.0792,0.0000,0.0000,17.20,17.10,20.07
24.160,-5.0780,-2,1.0179,0.7916,0,-0.0792,0.0000,0.0000,17.20,17.10,20.08
24.180,-5.0261,0,1.0064,0.8165,0,-0.0816,0.0000,0.0000,17.20,17.10,20.08
24.200,-5.0261,2,1.0052,0.8165,0,-0.0816,0.0000,0.0000,17.20,17.20,20.07
24.220,-5.0261,8,1.0041,0.8165,0,-0.0816,0.0000,0.0000,17.20,17.10,20.09
24.240,-4.9259,8,0.9806,0.8165,0,-0.0816,0.0000,0.0000,17.10,17.10,20.07
24.260,-4.9259,2,0.9806,0.8165,0,-0.0816,0.0000,0.0000,17.10,17.10,20.08
24.280,-4.8640,0,0.9717,0.7939,0,-0.0794,0.0000,0.0000,17.20,17.10,20.08
24.300,-4.8640,0,0.9728,0.7939,0,-0.0794,0.0000,0.0000,17.20,17.20,20.07
24.320,-4.8640,-2,0.9728,0.7939,0,-0.0794,0.0000,0.0000,17.20,17.20,20.10
24.340,-4.8404,-4,0.9692,0.7848,0,-0.0785,0.0000,0.0000,17.20,17.20,20.08
24.360,-4.8404,-3,0.9704,0.7848,0,-0.0785,0.0000,0.0000,17.20,17.10,20.08
24.380,-4.7938,-1,0.9605,0.8017,0,-0.0802,0.0000,0.0000,17.20,17.10,20.08
24.400,-4.7938,0,0.9593,0.8017,0,-0.0802,0.0000,0.0000,17.20,17.10,20.07
24.420,-4.7938,4,0.9588,0.8017,0,-0.0802,0.0000,0.0000,17.20,17.10,20.09
24.440,-4.7119,9,0.9401,0.8187,0,-0.0819,0.0000,0.0000,17.20,17.10,20.08
24.460,-4.7119,3,0.9372,0.8187,0,-0.0819,0.0000,0.0000,17.20,17.10,20.07
24.480,-4.6679,0,0.9319,0.8134,0,-0.0813,0.0000,0.0000,17.10,17.10,20.08
24.500,-4.6679,-2,0.9336,0.8134,0,-0.0813,0.0000,0.0000,17.10,17.20,20.07
24.520,-4.6679,-4,0.9347,0.8134,0,-0.0813,0.0000,0.0000,17.10,17.10,20.09
24.540,-4.6677,-4,0.9358,0.8130,0,-0.0813,0.0000,0.0000,17.20,17.10,20.08
24.560,-4.6677,-2,0.9358,0.8130,0,-0.0813,0.0000,0.0000,17.10,17.10,20.09
24.580,-4.6708,-3,0.9353,0.8271,0,-0.0827,0.0000,0.0000,17.20,17.10,20.09
24.600,-4.6708,0,0.9359,0.8271,0,-0.0827,0.0000,0.0000,17.20,17.10,20.07
24.620,-4.6708,0,0.9342,0.8271,0,-0.0827,0.0000,0.0000,17.20,17.10,20.09
24.640,-4.6349,0,0.9270,0.8277,0,-0.0828,0.0000,0.0000,17.10,17.10,20.08
24.660,-4.6349,0,0.9270,0.8277,0,-0.0828,0.0000,0.0000,17.10,17.10,20.07
24.680,-4.5704,0,0.9141,0.8266,0,-0.0827,0.0000,0.0000,17.20,17.10,20.07
24.700,-4.5704,0,0.9141,0.8266,0,-0.0827,0.0000,0.0000,17.20,17.10,20.08
24.720,-4.5704,0,0.9141,0.8266,0,-0.0827,0.0000,0.0000,17.10,17.20,20.07
24.740,-4.4976,0,0.8995,0.8209,0,-0.0821,0.0000,0.0000,17.20,17.10,20.07
24.760,-4.4976,-1,0.8995,0.8209,0,-0.0821,0.0000,0.0000,17.10,17.10,20.09
24.780,-4.4208,-5,0.8847,0.8296,0,-0.0830,0.0000,0.0000,17.20,17.10,20.08
24.800,-4.4208,-10,0.8870,0.8296,0,-0.0830,0.0000,0.0000,17.20,17.10,20.07
24.820,-4.4208,-2,0.8899,0.8296,0,-0.0830,0.0000,0.0000,17.20,17.20,20.08
24.840,-4.2963,0,0.8604,0.8484,0,-0.0848,0.0000,0.0000,17.10,17.20,20.08
24.860,-4.2963,3,0.8593,0.8484,0,-0.0848,0.0000,0.0000,17.10,17.10,20.07
24.880,-4.1328,4,0.8248,0.8547,0,-0.0855,0.0000,0.0000,17.20,17.10,20.07
24.900,-4.1328,1,0.8243,0.8547,0,-0.0855,0.0000,0.0000,17.20,17.10,20.07
24.920,-4.1328,0,0.8260,0.8547,0,-0.0855,0.0000,0.0000,17.20,17.20,20.07
24.940,-3.9939,-2,0.7988,0.8407,0,-0.0841,0.0000,0.0000,17.10,17.10,20.07
24.960,-3.9939,-9,0.7999,0.8407,0,-0.0841,0.0000,0.0000,17.20,17.20,20.06
24.980,-3.8444,-19,0.7740,0.8436,0,-0.0844,0.0000,0.0000,17.20,17.20,20.08
25.000,-3.8444,-12,0.7797,0.8436,0,-0.0844,0.0000,0.0000,17.10,17.20,20.07
25.020,-3.8444,-19,0.7757,0.8436,0,-0.0844,0.0000,0.0000,17.10,17.20,20.08
25.040,-3.6347,-1,0.7378,0.8660,0,-0.0866,0.0000,0.0000,17.10,17.10,20.07
25.060,-3.6347,0,0.7275,0.8660,0,-0.0866,0.0000,0.0000,17.20,17.10,20.07
25.080,-3.3469,0,0.6694,0.8904,0,-0.0890,0.0000,0.0000,17.20,17.10,20.10
25.100,-3.3469,0,0.6694,0.8904,0,-0.0890,0.0000,0.0000,17.20,17.10,20.09
25.120,-3.3469,-3,0.6694,0.8904,0,-0.0890,0.0000,0.0000,17.20,17.10,20.41
25.140,-3.0068,0,0.6031,0.9045,0,-0.0904,0.0000,0.0000,17.10,17.20,20.11
25.160,-3.0068,0,0.6014,0.9045,0,-0.0904,0.0000,0.0000,17.10,17.10,20.10
25.180,-2.6431,-24,0.5286,0.9095,0,-0.0909,0.0000,0.0000,17.10,17.10,20.10
25.200,-2.6431,-3,0.5423,0.9095,0,-0.0909,0.0000,0.0000,17.10,17.20,20.11
25.220,-2.6431,-25,0.5303,0.9095,0,-0.0909,0.0000,0.0000,17.20,17.20,20.14
25.240,-2.2657,-2,0.4674,0.9175,0,-0.0917,0.0000,0.0000,17.20,17.10,20.09
25.260,-2.2657,-1,0.4543,0.9175,0,-0.0917,0.0000,0.0000,17.10,17.10,20.09
25.280,-1.8733,-266,0.3752,0.9215,0,-0.0922,0.0000,0.0000,17.10,17.10,20.09
25.300,-1.8733,-332,0.5267,0.9215,0,-0.0922,0.0000,0.0000,17.00,17.10,20.10
25.320,-1.8733,-110,0.5644,0.9215,0,-0.0922,0.0000,0.0000,17.10,17.10,20.09
25.340,-1.5303,273,0.3689,0.9220,0,-0.0922,0.0000,0.0000,17.20,17.20,20.09
25.360,-1.5303,-79,0.1501,0.9220,0,-0.0922,0.0000,0.0000,17.10,17.10,20.08
25.380,-1.1781,-760,0.2808,0.9459,0,-0.0946,0.0000,0.0000,17.10,17.10,20.09
25.400,-1.1781,-737,0.6699,0.9459,0,-0.0946,0.0000,0.0000,17.20,17.20,20.07
25.420,-1.1781,-321,0.6568,0.9459,0,-0.0946,0.0000,0.0000,17.20,17.10,20.08
25.440,-0.8208,177,0.3476,0.9779,0,-0.0978,0.0000,0.0000,17.10,17.10,20.08
25.460,-0.8208,-176,0.0630,0.9779,-1,-0.0978,0.0000,0.0000,17.10,17.10,20.07
25.480,-0.5094,-433,0.2025,0.9935,0,-0.0988,0.0000,0.0000,17.10,17.10,20.09
25.500,-0.5094,-567,0.3493,0.9935,0,-0.0993,0.0000,0.0000,17.10,17.00,20.08
25.520,-0.5094,-266,0.4259,0.9935,0,-0.0993,0.0000,0.0000,17.10,17.10,20.09
25.540,-0.1757,-275,0.1871,1.0065,0,-0.1007,0.0000,0.0000,17.20,17.10,20.08
25.560,-0.1757,-474,0.1923,1.0065,0,-0.1007,0.0000,0.0000,17.20,17.10,20.06
25.580,0.1845,-713,0.2340,1.0252,2,-0.1025,0.0000,0.0000,17.10,17.10,20.09
25.600,0.1845,-737,0.3705,1.0252,3,-0.1037,0.0000,0.0000,17.10,17.10,20.12
25.620,0.1845,-462,0.3842,1.0252,2,-0.1042,0.0000,0.0000,17.20,17.20,20.08
25.640,0.5677,29,0.1505,1.1585,0,-0.1170,0.0000,0.0000,17.10,17.10,20.08
25.660,0.5677,9,-0.1301,1.1585,0,-0.1158,0.0000,0.0000,17.10,17.20,20.07
25.680,0.8602,11,-0.1772,1.2990,0,-0.1299,0.0000,0.0000,17.10,17.10,20.08
25.700,0.8602,2,-0.1783,1.2990,0,-0.1299,0.0000,0.0000,17.10,17.10,20.08
25.720,0.8602,-2,-0.1732,1.2990,0,-0.1299,0.0000,0.0000,17.10,17.10,20.07
25.740,1.0172,-18,-0.2023,1.4626,0,-0.1463,0.0000,0.0000,17.10,17.10,20.08
25.760,1.0172,-189,-0.1931,1.4626,0,-0.1463,0.0000,0.0000,17.10,17.10,20.10
25.780,1.1021,-542,-0.1124,1.5962,0,-0.1596,0.0000,0.0000,17.20,17.20,20.09
25.800,1.1021,-800,0.0893,1.5962,0,-0.1596,0.0000,0.0000,17.20,17.20,20.11
25.820,1.1021,-511,0.2367,1.5962,0,-0.1596,0.0000,0.0000,17.10,17.10,20.08
25.840,1.2125,-91,0.0495,1.7429,0,-0.1743,0.0000,0.0000,17.10,17.10,20.08
25.860,1.2125,-18,-0.1905,1.7429,0,-0.1743,0.0000,0.0000,17.10,17.10,20.07
25.880,1.2709,-3,-0.2439,1.8700,0,-0.1870,0.0000,0.0000,17.10,17.10,20.88
25.900,1.2709,-109,-0.2525,1.8700,0,-0.1870,0.0000,0.0000,17.10,17.10,20.11
25.920,1.3555,-357,-0.2088,2.0333,0,-0.2033,0.0000,0.0000,17.10,17.10,20.10
25.940,1.3555,-700,-0.0671,2.0333,0,-0.2033,0.0000,0.0000,17.20,17.10,20.09
25.960,1.3555,-559,0.1289,2.0333,0,-0.2033,0.0000,0.0000,17.20,17.10,20.10
25.980,1.4997,-108,0.0195,2.1878,1,-0.2188,0.0000,0.0000,17.00,17.10,20.09
26.000,1.4997,-15,-0.2382,2.1878,0,-0.2193,0.0000,0.0000,17.10,17.10,20.09
26.020,1.6129,12,-0.3140,2.2974,0,-0.2297,0.0000,0.0000,17.10,17.10,20.09
26.040,1.6129,3,-0.3294,2.2974,0,-0.2297,0.0000,0.0000,17.20,17.10,20.09
