t_s,imu_roll_deg,imu_pitch_deg,motor_roll_pos_deg,motor_pitch_pos_deg
11.760,10.5752,37.7826,-11.43,-765.71
11.780,10.5752,37.7826,-11.43,-765.71
11.800,10.5752,37.7826,-11.43,-765.71
11.820,10.5752,37.7826,-11.43,-765.71
11.840,10.5752,37.7826,-11.43,-765.71
11.860,10.5752,37.7826,-11.43,-765.71
11.880,10.5752,37.7826,-11.43,-765.71
11.900,10.5752,37.7826,-11.43,-765.71
11.920,10.5752,37.7826,-11.43,-765.71
11.940,10.5752,37.7826,-11.43,-765.71
11.960,10.5752,37.7826,-11.43,-765.71
11.980,10.5663,37.7894,-11.43,-765.71
12.000,10.5663,37.7894,-11.43,-765.71
12.020,10.5663,37.7894,-11.43,-765.71
12.040,10.5637,37.7906,-11.43,-765.71
12.060,10.5637,37.7906,-11.43,-765.71
12.080,10.5637,37.7906,-11.43,-765.71
12.100,10.5637,37.7906,-11.43,-765.71
12.120,10.5637,37.7906,-11.43,-765.71
12.140,10.5683,37.7904,-11.43,-765.71
12.160,10.5683,37.7904,-11.43,-765.71
12.180,10.5683,37.7904,-11.43,-765.71
12.200,10.5683,37.7904,-11.43,-765.71
12.220,10.5683,37.7904,-11.43,-765.71
12.240,10.5675,37.8069,-11.43,-765.71
12.260,10.5675,37.8069,-11.43,-765.71
12.280,10.5702,37.8057,-11.43,-765.71
12.300,10.5702,37.8057,-11.43,-765.71
12.320,10.5702,37.8057,-11.43,-765.71
12.340,10.5783,37.8154,-11.43,-765.71
12.360,10.5783,37.8154,-11.43,-765.71
12.380,10.5698,37.8139,-11.43,-765.71
12.400,10.5698,37.8139,-11.43,-765.71
12.420,10.5698,37.8139,-11.43,-765.71
12.440,10.5698,37.8139,-11.43,-765.71
12.460,10.5698,37.8139,-11.43,-765.71
12.480,10.5729,37.8046,-11.43,-765.71
12.500,10.5729,37.8046,-11.43,-765.71
12.520,10.5729,37.8046,-11.43,-765.71
12.540,10.5659,37.7976,-11.43,-765.71
12.560,10.5659,37.7976,-11.43,-765.71
12.580,10.5663,37.7894,-11.43,-765.71
12.600,10.5663,37.7894,-11.43,-765.71
12.620,10.5663,37.7894,-11.43,-765.71
12.640,10.5578,37.7880,-11.43,-765.71
12.660,10.5578,37.7880,-11.43,-765.71
12.680,10.5493,37.7866,-11.43,-765.71
12.700,10.5493,37.7866,-11.43,-765.71
12.720,10.5493,37.7866,-11.43,-765.71
12.740,10.5462,37.7959,-11.43,-765.71
12.760,10.5462,37.7959,-11.43,-765.71
12.780,10.5420,37.8026,-11.43,-765.71
12.800,10.5420,37.8026,-11.43,-765.71
12.820,10.5420,37.8026,-11.43,-765.71
12.840,10.5532,37.8029,-11.43,-765.71
12.860,10.5532,37.8029,-11.43,-765.71
12.880,10.5729,37.8046,-11.43,-765.71
12.900,10.5729,37.8046,-11.43,-765.71
12.920,10.5729,37.8046,-11.43,-765.71
12.940,10.5729,37.8046,-11.43,-765.71
12.960,10.5729,37.8046,-11.43,-765.71
12.980,10.5709,37.8183,-11.43,-765.71
13.000,10.5709,37.8183,-11.43,-765.71
13.020,10.5643,37.8321,-11.43,-765.71
13.040,10.5643,37.8321,-11.43,-765.71
13.060,10.5643,37.8321,-11.43,-765.71
13.080,10.5558,37.8307,-11.43,-765.71
13.100,10.5558,37.8307,-11.43,-765.71
13.120,10.5276,37.8276,-11.43,-765.71
13.140,10.5276,37.8276,-11.43,-765.71
13.160,10.5276,37.8276,-11.43,-765.71
13.180,10.5249,37.8288,-11.43,-765.71
13.200,10.5249,37.8288,-11.43,-765.71
13.220,10.5442,37.8387,-11.43,-765.71
13.240,10.5442,37.8387,-11.43,-765.71
13.260,10.5442,37.8387,-11.43,-765.71
13.280,10.5623,37.8459,-11.43,-765.71
13.300,10.5623,37.8459,-11.43,-765.71
13.320,10.5643,37.8321,-11.43,-765.71
13.340,10.5643,37.8321,-11.43,-765.71
13.360,10.5643,37.8321,-11.43,-765.71
13.380,10.5558,37.8307,-11.43,-765.71
13.400,10.5558,37.8307,-11.43,-765.71
13.420,10.5442,37.8387,-11.43,-765.71
13.440,10.5442,37.8387,-11.43,-765.71
13.460,10.5442,37.8387,-11.43,-765.71
13.480,10.5512,37.8456,-11.43,-765.71
13.500,10.5512,37.8456,-11.43,-765.71
13.520,10.5500,37.8413,-11.43,-765.71
13.540,10.5500,37.8413,-11.43,-765.71
13.560,10.5500,37.8413,-11.43,-765.71
13.580,10.5361,37.8290,-11.43,-765.71
13.600,10.5361,37.8290,-11.43,-765.71
13.620,10.5291,37.8221,-11.43,-765.71
13.640,10.5291,37.8221,-11.43,-765.71
13.660,10.5291,37.8221,-11.43,-765.71
13.680,10.5376,37.8235,-11.43,-765.71
13.700,10.5376,37.8235,-11.43,-765.71
13.720,10.5446,37.8305,-11.43,-765.71
13.740,10.5446,37.8305,-11.43,-765.71
13.760,10.5446,37.8305,-11.43,-765.71
13.780,10.5265,37.8233,-11.43,-765.71
13.800,10.5265,37.8233,-11.43,-765.71
13.820,10.5184,37.8136,-11.43,-765.71
13.840,10.5184,37.8136,-11.43,-765.71
13.860,10.5184,37.8136,-11.43,-765.71
13.880,10.5184,37.8136,-11.43,-765.71
13.900,10.5184,37.8136,-11.43,-765.71
13.920,10.5265,37.8233,-11.43,-765.71
13.940,10.5265,37.8233,-11.43,-765.71
