t_s,roll_deg,cmd_roll_A,pitch_deg,cmd_pitch_A,imu2_roll_deg,imu2_pitch_deg,dt_ms
6.840,0.7374,-0.1985,-5.3285,0.5253,-0.6830,-8.1374,20.08
6.860,0.7374,-0.1475,-5.3285,0.5329,-0.6830,-8.1374,20.10
6.880,0.7374,-0.1475,-5.3285,0.5329,-0.6830,-8.1374,20.08
6.900,0.7346,-0.1427,-5.3860,0.6101,-0.6807,-8.1820,20.09
6.920,0.7346,-0.1469,-5.3860,0.5386,-0.6807,-8.1820,20.08
6.940,0.6933,-0.0771,-5.4362,0.6062,-0.7077,-8.2321,20.09
6.960,0.6933,-0.1387,-5.4362,0.5436,-0.7077,-8.2321,20.09
6.980,0.6933,-0.1387,-5.4362,0.5436,-0.7077,-8.2321,20.07
7.000,0.6391,-0.0468,-5.4533,0.5666,-0.7298,-8.2510,20.09
7.020,0.6391,-0.1278,-5.4533,0.5453,-0.7298,-8.2510,20.07
7.040,0.5856,-0.0373,-5.4346,0.5202,-0.7351,-8.2466,20.07
7.060,0.5856,-0.1171,-5.4346,0.5435,-0.7351,-8.2466,20.08
7.080,0.5856,-0.1171,-5.4346,0.5435,-0.7351,-8.2466,20.08
7.100,0.5718,-0.0938,-5.4372,0.5469,-0.7389,-8.2272,20.09
7.120,0.5718,-0.1144,-5.4372,0.5437,-0.7389,-8.2272,20.09
7.140,0.5831,-0.1334,-5.4208,0.5217,-0.7370,-8.1769,20.08
7.160,0.5831,-0.1166,-5.4208,0.5421,-0.7370,-8.1769,20.09
7.180,0.5831,-0.1166,-5.4208,0.5421,-0.7370,-8.1769,20.08
7.200,0.6169,-0.1739,-5.3363,0.4284,-0.7201,-8.0685,20.08
7.220,0.6169,-0.1234,-5.3363,0.5336,-0.7201,-8.0685,20.09
7.240,0.6686,-0.2110,-5.2270,0.3866,-0.6895,-7.9524,20.07
7.260,0.6686,-0.1337,-5.2270,0.5227,-0.6895,-7.9524,20.07
7.280,0.6686,-0.1337,-5.2270,0.5227,-0.6895,-7.9524,20.07
7.300,0.7360,-0.2478,-5.1293,0.3913,-0.6620,-7.8171,20.09
7.320,0.7360,-0.1472,-5.1293,0.5129,-0.6620,-7.8171,20.09
7.340,0.7933,-0.2442,-5.0118,0.3550,-0.6198,-7.6490,20.08
7.360,0.7933,-0.1587,-5.0118,0.5012,-0.6198,-7.6490,20.07
7.380,0.8550,-0.2632,-4.8438,0.2752,-0.6198,-7.6490,20.07
7.400,0.8550,-0.1710,-4.8438,0.4844,-0.5865,-7.4576,20.09
7.420,0.8550,-0.1710,-4.8438,0.4844,-0.5865,-7.4576,20.08
7.440,0.9085,-0.2616,-4.6702,0.2509,-0.5476,-7.2700,20.08
7.460,0.9085,-0.1817,-4.6702,0.4670,-0.5476,-7.2700,20.09
7.480,0.9384,-0.2324,-4.4867,0.2202,-0.5476,-7.2700,20.09
7.500,0.9384,-0.1877,-4.4867,0.4487,-0.5202,-7.0493,20.09
7.520,0.9384,-0.1877,-4.4867,0.4487,-0.5202,-7.0493,20.09
7.540,0.9617,-0.2271,-4.2687,0.1556,-0.5015,-6.8048,20.08
7.560,0.9617,-0.1923,-4.2687,0.4269,-0.5015,-6.8048,20.09
7.580,0.9896,-0.2396,-4.0360,0.1137,-0.5015,-6.8048,20.07
7.600,0.9896,-0.1979,-4.0360,0.4036,-0.5077,-6.5594,20.08
7.620,0.9896,-0.1979,-4.0360,0.4036,-0.5077,-6.5594,20.08
7.640,0.9825,-0.1860,-3.8095,0.0988,-0.4962,-6.3015,20.07
7.660,0.9825,-0.1965,-3.8095,0.3809,-0.4962,-6.3015,20.07
7.680,0.9698,-0.1750,-3.5484,0.0297,-0.4962,-6.3015,20.07
7.700,0.9698,-0.1940,-3.5484,0.3548,-0.4546,-6.0130,20.09
7.720,0.9698,-0.1940,-3.5484,0.3548,-0.4546,-6.0130,20.08
7.740,0.9725,-0.1985,-3.2561,-0.0382,-0.3695,-5.6268,20.09
7.760,0.9725,-0.1945,-3.2561,0.3256,-0.3695,-5.6268,20.08
7.780,1.0097,-0.2576,-2.8866,-0.1717,-0.3695,-5.6268,20.06
7.800,1.0097,-0.2019,-2.8866,0.2887,-0.2448,-5.2691,20.07
7.820,1.0097,-0.2019,-2.8866,0.2887,-0.2448,-5.2691,20.07
7.840,1.1153,-0.3809,-2.5681,-0.1400,-0.1170,-4.9313,20.06
7.860,1.1153,-0.2231,-2.5681,0.2568,-0.1170,-4.9313,20.08
7.880,1.2961,-0.5292,-2.3141,-0.0847,-0.1170,-4.9313,20.09
7.900,1.2961,-0.2592,-2.3141,0.2314,-0.0318,-4.6659,20.08
7.920,1.2961,-0.2592,-2.3141,0.2314,-0.0318,-4.6659,20.07
7.940,1.5216,-0.6414,-2.1086,-0.0450,0.0267,-4.4499,20.07
7.960,1.5216,-0.3043,-2.1086,0.2109,0.0267,-4.4499,20.08
7.980,1.7321,-0.6612,-1.9770,0.0336,0.0267,-4.4499,20.06
8.000,1.7321,-0.3464,-1.9770,0.1977,0.0775,-4.2459,20.07
8.020,1.7321,-0.3464,-1.9770,0.1977,0.0775,-4.2459,20.07
8.040,1.8448,-0.5374,-1.8135,-0.0224,0.1106,-3.9943,20.06
8.060,1.8448,-0.3690,-1.8135,0.1814,0.1106,-3.9943,20.08
8.080,1.8436,-0.3669,-1.5006,-0.2399,0.1106,-3.9943,20.06
8.100,1.8436,-0.3687,-1.5006,0.1501,0.1361,-3.6087,20.07
8.120,1.8436,-0.3687,-1.5006,0.1501,0.1361,-3.6087,20.07
8.140,1.7967,-0.2893,-1.0184,-0.4989,0.1215,-3.1947,20.07
8.160,1.7967,-0.3593,-1.0184,0.1018,0.1215,-3.1947,20.08
8.180,1.7244,-0.2368,-0.5908,-0.4737,0.1215,-3.1947,20.06
8.200,1.7244,-0.3449,-0.5908,0.0591,0.1143,-2.7945,20.07
8.220,1.7244,-0.3449,-0.5908,0.0591,0.1143,-2.7945,20.07
8.240,1.6725,-0.2569,-0.2734,-0.3682,0.1118,-2.4237,20.06
8.260,1.6725,-0.3345,-0.2734,0.0273,0.1118,-2.4237,20.08
8.280,1.6361,-0.2727,-0.0388,-0.2885,0.1118,-2.4237,20.06
8.300,1.6361,-0.3272,-0.0388,0.0039,0.0844,-2.1123,20.07
8.320,1.6361,-0.3272,-0.0388,0.0039,0.0844,-2.1123,20.07
8.340,1.6165,-0.2941,0.2209,-0.3455,0.1026,-1.8334,20.07
8.360,1.6165,-0.3233,0.2209,-0.0221,0.1026,-1.8334,20.08
8.380,1.6263,-0.3399,0.5142,-0.4169,0.1026,-1.8334,20.07
8.400,1.6263,-0.3253,0.5142,-0.0514,0.1282,-1.5683,20.08
8.420,1.6263,-0.3253,0.5142,-0.0514,0.1282,-1.5683,20.07
8.440,1.6636,-0.3885,0.7350,-0.3486,0.1653,-1.3714,20.07
8.460,1.6636,-0.3327,0.7350,-0.0735,0.1653,-1.3714,20.08
8.480,1.7343,-0.4525,0.8906,-0.2828,0.1653,-1.3714,20.07
8.500,1.7343,-0.3469,0.8906,-0.0891,0.2195,-1.1868,20.09
8.520,1.7343,-0.3469,0.8906,-0.0891,0.2195,-1.1868,20.09
8.540,1.8352,-0.5178,1.0737,-0.3354,0.2907,-0.9542,20.08
8.560,1.8352,-0.3670,1.0737,-0.1074,0.2907,-0.9542,20.08
8.580,1.9654,-0.5876,1.3686,-0.5041,0.2907,-0.9542,20.08
8.600,1.9654,-0.3931,1.3686,-0.1369,0.3603,-0.7118,20.07
8.620,1.9654,-0.3931,1.3686,-0.1369,0.3603,-0.7118,20.07
8.640,2.1030,-0.6263,1.6224,-0.4784,0.3844,-0.4971,20.07
8.660,2.1030,-0.4206,1.6224,-0.1622,0.3844,-0.4971,20.09
8.680,2.2108,-0.6033,1.7705,-0.3615,0.3844,-0.4971,20.07
8.700,2.2108,-0.4422,1.7705,-0.1771,0.3795,-0.4678,20.08
8.720,2.2108,-0.4422,1.7705,-0.1771,0.3795,-0.4678,20.07
8.740,2.2881,-0.5731,1.8135,-0.2349,0.3819,-0.5126,20.07
8.760,2.2881,-0.4576,1.8135,-0.1813,0.3819,-0.5126,20.08
8.780,2.2736,-0.4331,1.7393,-0.0817,0.3819,-0.5126,20.09
8.800,2.2736,-0.4547,1.7393,-0.1739,0.3738,-0.5240,20.08
8.820,2.2736,-0.4547,1.7393,-0.1739,0.3738,-0.5240,20.08
8.840,2.1911,-0.3150,1.6461,-0.0485,0.3559,-0.5371,20.08
8.860,2.1911,-0.4382,1.6461,-0.1646,0.3559,-0.5371,20.08
8.880,2.0998,-0.2835,1.5644,-0.0548,0.3559,-0.5371,20.07
8.900,2.0998,-0.4200,1.5644,-0.1564,0.3412,-0.5696,20.08
8.920,2.0998,-0.4200,1.5644,-0.1564,0.3412,-0.5696,20.07
8.940,1.9939,-0.2404,1.5593,-0.1495,0.3413,-0.6298,20.07
8.960,1.9939,-0.3988,1.5593,-0.1559,0.3413,-0.6298,20.09
8.980,1.9692,-0.3570,1.6179,-0.2347,0.3413,-0.6298,20.08
9.000,1.9692,-0.3938,1.6179,-0.1618,0.3210,-0.6583,20.07
9.020,1.9692,-0.3938,1.6179,-0.1618,0.3210,-0.6583,20.08
9.040,2.0080,-0.4596,1.6754,-0.2392,0.3145,-0.6794,20.08
9.060,2.0080,-0.4016,1.6754,-0.1675,0.3145,-0.6794,20.08
9.080,2.0564,-0.4835,1.6841,-0.1792,0.3145,-0.6794,20.07
9.100,2.0564,-0.4113,1.6841,-0.1684,0.3389,-0.7054,20.08
9.120,2.0564,-0.4113,1.6841,-0.1684,0.3389,-0.7054,20.07
9.140,2.0785,-0.4487,1.6808,-0.1639,0.3031,-0.7315,20.07
9.160,2.0785,-0.4157,1.6808,-0.1681,0.3031,-0.7315,20.08
9.180,2.0512,-0.3695,1.7118,-0.2098,0.3031,-0.7315,20.07
9.200,2.0512,-0.4102,1.7118,-0.1712,0.3177,-0.7591,20.08
9.220,2.0512,-0.4102,1.7118,-0.1712,0.3177,-0.7591,20.08
9.240,1.9959,-0.3164,1.7436,-0.2140,0.3039,-0.7664,20.07
9.260,1.9959,-0.3992,1.7436,-0.1744,0.3039,-0.7664,20.08
9.280,1.9538,-0.3279,1.7785,-0.2213,0.3039,-0.7664,20.08
9.300,1.9538,-0.3908,1.7785,-0.1778,0.2810,-0.7503,20.08
9.320,1.9538,-0.3908,1.7785,-0.1778,0.2810,-0.7503,20.07
9.340,1.9457,-0.3771,1.8256,-0.2413,0.2791,-0.7406,20.07
9.360,1.9457,-0.3891,1.8256,-0.1826,0.2791,-0.7406,20.07
9.380,1.9604,-0.4139,1.8636,-0.2337,0.2791,-0.7406,20.09
9.400,1.9604,-0.3921,1.8636,-0.1864,0.3002,-0.6268,20.08
9.420,1.9604,-0.3921,1.8636,-0.1864,0.3002,-0.6268,20.08
9.440,1.9644,-0.3989,1.8788,-0.2068,0.3319,-0.4861,20.07
9.460,1.9644,-0.3929,1.8788,-0.1879,0.3319,-0.4861,20.07
9.480,1.9694,-0.4013,1.8515,-0.1511,0.3319,-0.4861,20.07
9.500,1.9694,-0.3939,1.8515,-0.1851,0.3295,-0.4413,20.07
9.520,1.9694,-0.3939,1.8515,-0.1851,0.3295,-0.4413,20.07
9.540,1.9675,-0.3907,1.8228,-0.1466,0.3327,-0.4007,20.07
9.560,1.9675,-0.3935,1.8228,-0.1823,0.3327,-0.4007,20.08
9.580,1.9663,-0.3915,1.8296,-0.1913,0.3327,-0.4007,20.08
9.600,1.9663,-0.3933,1.8296,-0.1830,0.3473,-0.3682,20.07
9.620,1.9663,-0.3933,1.8296,-0.1830,0.3473,-0.3682,20.08
9.640,1.9639,-0.3893,1.8430,-0.2011,0.3367,-0.3349,20.06
9.660,1.9639,-0.3928,1.8430,-0.1843,0.3367,-0.3349,20.08
9.680,1.9588,-0.3840,1.8707,-0.2215,0.3367,-0.3349,20.07
9.700,1.9588,-0.3918,1.8707,-0.1871,0.3318,-0.3056,20.07
9.720,1.9588,-0.3918,1.8707,-0.1871,0.3318,-0.3056,20.08
9.740,1.9588,-0.3918,1.8707,-0.1871,0.3383,-0.2844,20.06
9.760,1.9588,-0.3918,1.8707,-0.1871,0.3383,-0.2844,20.09
9.780,1.9582,-0.3907,1.8352,-0.1393,0.3383,-0.2844,20.09
9.800,1.9582,-0.3916,1.8352,-0.1835,0.3318,-0.2454,20.07
9.820,1.9582,-0.3916,1.8352,-0.1835,0.3318,-0.2454,20.10
9.840,1.9607,-0.3959,1.8214,-0.1650,0.3367,-0.2145,20.07
9.860,1.9607,-0.3921,1.8214,-0.1821,0.3367,-0.2145,20.09
9.880,1.9542,-0.3812,1.8198,-0.1800,0.3367,-0.2145,20.09
9.900,1.9542,-0.3908,1.8198,-0.1820,0.3261,-0.1812,20.07
9.920,1.9542,-0.3908,1.8198,-0.1820,0.3261,-0.1812,20.09
9.940,1.9404,-0.3674,1.8174,-0.1787,0.3391,-0.1389,20.07
9.960,1.9404,-0.3881,1.8174,-0.1817,0.3391,-0.1389,20.07
9.980,1.9346,-0.3783,1.8092,-0.1707,0.3391,-0.1389,20.09
10.000,1.9346,-0.3869,1.8092,-0.1809,0.3423,-0.0982,20.08
10.020,1.9346,-0.3869,1.8092,-0.1809,0.3423,-0.0982,20.09
10.040,1.9414,-0.3984,1.8106,-0.1828,0.3374,-0.0690,20.07
10.060,1.9414,-0.3883,1.8106,-0.1811,0.3374,-0.0690,20.08
10.080,1.9427,-0.3904,1.8037,-0.1718,0.3374,-0.0690,20.07
10.100,1.9427,-0.3885,1.8037,-0.1804,0.3407,-0.0284,20.07
10.120,1.9427,-0.3885,1.8037,-0.1804,0.3407,-0.0284,20.07
10.140,1.9302,-0.3673,1.7943,-0.1677,0.3553,0.0042,20.06
10.160,1.9302,-0.3860,1.7943,-0.1794,0.3553,0.0042,20.08
10.180,1.9302,-0.3860,1.7943,-0.1794,0.3553,0.0042,20.10
10.200,1.9302,-0.3860,1.7943,-0.1794,0.3447,0.0375,20.07
10.220,1.9302,-0.3860,1.7943,-0.1794,0.3447,0.0375,20.08
10.240,1.9233,-0.3744,1.7930,-0.1777,0.3496,0.0684,20.07
10.260,1.9233,-0.3847,1.7930,-0.1793,0.3496,0.0684,20.08
10.280,1.9314,-0.3985,1.7874,-0.1718,0.3496,0.0684,20.07
10.300,1.9314,-0.3863,1.7874,-0.1787,0.3561,0.0896,20.07
10.320,1.9314,-0.3863,1.7874,-0.1787,0.3561,0.0896,20.07
10.340,1.9317,-0.3867,1.7873,-0.1787,0.3552,0.1245,20.07
10.360,1.9317,-0.3863,1.7873,-0.1787,0.3552,0.1245,20.07
10.380,1.9177,-0.3626,1.7848,-0.1754,0.3552,0.1245,20.07
10.400,1.9177,-0.3835,1.7848,-0.1785,0.3617,0.1457,20.07
10.420,1.9177,-0.3835,1.7848,-0.1785,0.3617,0.1457,20.07
10.440,1.9189,-0.3857,1.7780,-0.1692,0.3626,0.1709,20.06
10.460,1.9189,-0.3838,1.7780,-0.1778,0.3626,0.1709,20.08
10.480,1.9201,-0.3858,1.7712,-0.1687,0.3626,0.1709,20.07
10.500,1.9201,-0.3840,1.7712,-0.1771,0.3593,0.1904,20.07
10.520,1.9201,-0.3840,1.7712,-0.1771,0.3593,0.1904,20.07
10.540,1.9214,-0.3862,1.7643,-0.1679,0.3658,0.2115,20.07
10.560,1.9214,-0.3843,1.7643,-0.1764,0.3658,0.2115,20.08
10.580,1.9213,-0.3841,1.7645,-0.1766,0.3658,0.2115,20.07
10.600,1.9213,-0.3843,1.7645,-0.1764,0.3625,0.2310,20.07
10.620,1.9213,-0.3843,1.7645,-0.1764,0.3625,0.2310,20.07
10.640,1.9144,-0.3726,1.7632,-0.1747,0.3690,0.2522,20.07
10.660,1.9144,-0.3829,1.7632,-0.1763,0.3690,0.2522,20.07
10.680,1.9145,-0.3830,1.7631,-0.1761,0.3690,0.2522,20.07
10.700,1.9145,-0.3829,1.7631,-0.1763,0.3617,0.2660,20.07
10.720,1.9145,-0.3829,1.7631,-0.1763,0.3617,0.2660,20.07
10.740,1.9089,-0.3734,1.7549,-0.1653,0.3544,0.2798,20.07
10.760,1.9089,-0.3818,1.7549,-0.1755,0.3544,0.2798,20.08
10.780,1.9033,-0.3723,1.7467,-0.1645,0.3544,0.2798,20.09
10.800,1.9033,-0.3807,1.7467,-0.1747,0.3569,0.2952,20.07
10.820,1.9033,-0.3807,1.7467,-0.1747,0.3569,0.2952,20.09
10.840,1.8950,-0.3667,1.7525,-0.1824,0.3650,0.3066,20.08
10.860,1.8950,-0.3790,1.7525,-0.1752,0.3650,0.3066,20.08
10.880,1.8950,-0.3790,1.7525,-0.1752,0.3650,0.3066,20.07
10.900,1.8950,-0.3790,1.7525,-0.1752,0.3577,0.3204,20.08
10.920,1.8950,-0.3790,1.7525,-0.1752,0.3577,0.3204,20.07
10.940,1.8907,-0.3716,1.7375,-0.1550,0.3601,0.3359,20.07
10.960,1.8907,-0.3781,1.7375,-0.1737,0.3601,0.3359,20.08
10.980,1.8976,-0.3898,1.7387,-0.1755,0.3601,0.3359,20.09
11.000,1.8976,-0.3795,1.7387,-0.1739,0.3625,0.3513,20.09
11.020,1.8976,-0.3795,1.7387,-0.1739,0.3625,0.3513,20.08
11.040,1.8964,-0.3775,1.7455,-0.1829,0.3552,0.3651,20.07
11.060,1.8964,-0.3793,1.7455,-0.1745,0.3552,0.3651,20.08
11.080,1.8908,-0.3698,1.7373,-0.1636,0.3552,0.3651,20.08
11.100,1.8908,-0.3782,1.7373,-0.1737,0.3536,0.3749,20.07
11.120,1.8908,-0.3782,1.7373,-0.1737,0.3536,0.3749,20.07
11.140,1.8933,-0.3825,1.7236,-0.1552,0.3520,0.3846,20.07
11.160,1.8933,-0.3787,1.7236,-0.1724,0.3520,0.3846,20.07
11.180,1.8946,-0.3808,1.7167,-0.1631,0.3520,0.3846,20.08
11.200,1.8946,-0.3789,1.7167,-0.1717,0.3545,0.4001,20.07
11.220,1.8946,-0.3789,1.7167,-0.1717,0.3545,0.4001,20.07
11.240,1.8946,-0.3789,1.7167,-0.1717,0.3528,0.4098,20.07
11.260,1.8946,-0.3789,1.7167,-0.1717,0.3528,0.4098,20.08
11.280,1.8959,-0.3811,1.7098,-0.1624,0.3528,0.4098,20.08
11.300,1.8959,-0.3792,1.7098,-0.1710,0.3528,0.4098,20.07
11.320,1.8959,-0.3792,1.7098,-0.1710,0.3528,0.4098,20.09
11.340,1.8971,-0.3813,1.7029,-0.1617,0.3512,0.4196,20.09
11.360,1.8971,-0.3794,1.7029,-0.1703,0.3512,0.4196,20.07
11.380,1.8959,-0.3773,1.7098,-0.1795,0.3496,0.4293,20.09
11.400,1.8959,-0.3792,1.7098,-0.1710,0.3496,0.4293,20.07
11.420,1.8959,-0.3792,1.7098,-0.1710,0.3496,0.4293,20.07
11.440,1.9052,-0.3950,1.7754,-0.2592,0.3496,0.4293,20.07
11.460,1.9052,-0.3810,1.7754,-0.1775,0.3496,0.4293,20.07
11.480,1.8985,-0.3697,1.9662,-0.4341,0.3552,0.4253,20.09
11.500,1.8985,-0.3797,1.9662,-0.1966,0.3552,0.4253,20.07
11.520,1.8972,-0.3775,2.3213,-0.6744,0.3552,0.4253,20.07
11.540,1.8972,-0.3794,2.3213,-0.2321,0.3593,0.4310,20.09
11.560,1.8972,-0.3794,2.3213,-0.2321,0.3593,0.4310,20.06
11.580,1.8914,-0.3697,2.8960,-1.0047,0.3593,0.4310,20.09
11.600,1.8914,-0.3783,2.8960,-0.2896,0.3593,0.4310,20.07
11.620,1.8820,-0.3623,3.7259,-1.4053,0.3593,0.4310,20.09
11.640,1.8820,-0.3764,3.7259,-0.3726,0.3634,0.4367,20.09
11.660,1.8820,-0.3764,3.7259,-0.3726,0.3634,0.4367,20.06
11.680,1.8567,-0.3335,4.7662,-1.7714,0.3634,0.4367,20.09
11.700,1.8567,-0.3713,4.7662,-0.4766,0.3634,0.4367,20.08
11.720,1.8226,-0.3136,4.9945,-0.7835,0.3634,0.4367,20.09
11.740,1.8226,-0.3645,4.9945,-0.4994,0.3674,0.4424,20.09
11.760,1.8226,-0.3645,4.9945,-0.4994,0.3674,0.4424,20.06
11.780,1.8352,-0.3859,4.0588,0.7580,0.3715,0.4481,20.10
11.800,1.8352,-0.3670,4.0588,-0.4059,0.3715,0.4481,20.08
11.820,1.8642,-0.4162,3.2392,0.6963,0.3715,0.4481,20.09
11.840,1.8642,-0.3728,3.2392,-0.3239,0.3755,0.4538,20.09
11.860,1.8642,-0.3728,3.2392,-0.3239,0.3755,0.4538,20.07
11.880,1.8609,-0.3672,2.6348,0.4892,0.3755,0.4538,20.07
11.900,1.8609,-0.3722,2.6348,-0.2635,0.3755,0.4538,20.07
11.920,1.8575,-0.3664,2.1506,0.3875,0.3755,0.4538,20.09
11.940,1.8575,-0.3715,2.1506,-0.2151,0.3853,0.4554,20.09
11.960,1.8575,-0.3715,2.1506,-0.2151,0.3853,0.4554,20.07
11.980,1.8519,-0.3621,1.7160,0.3692,0.3739,0.4635,20.09
12.000,1.8519,-0.3704,1.7160,-0.1716,0.3739,0.4635,20.09
12.020,1.8512,-0.3691,1.2966,0.3927,0.3739,0.4635,20.08
12.040,1.8512,-0.3702,1.2966,-0.1297,0.3739,0.4635,20.10
12.060,1.8512,-0.3702,1.2966,-0.1297,0.3739,0.4635,20.07
12.080,1.8730,-0.4072,0.9094,0.3910,0.3739,0.4635,20.08
12.100,1.8730,-0.3746,0.9094,-0.0909,0.3739,0.4635,20.06
12.120,1.8803,-0.3870,0.5627,0.3751,0.3739,0.4635,20.09
12.140,1.8803,-0.3761,0.5627,-0.0563,0.3780,0.4692,20.09
12.160,1.8803,-0.3761,0.5627,-0.0563,0.3780,0.4692,20.08
12.180,1.8889,-0.3905,0.2868,0.3148,0.3723,0.4733,20.08
12.200,1.8889,-0.3778,0.2868,-0.0287,0.3723,0.4733,20.06
12.220,1.8914,-0.3821,0.2733,-0.0105,0.3723,0.4733,20.08
12.240,1.8914,-0.3783,0.2733,-0.0273,0.3723,0.4733,20.08
12.260,1.8914,-0.3783,0.2733,-0.0273,0.3723,0.4733,20.07
12.280,1.8895,-0.3750,0.6285,-0.5050,0.3723,0.4733,20.08
12.300,1.8895,-0.3779,0.6285,-0.0628,0.3723,0.4733,20.07
12.320,1.8938,-0.3852,0.8355,-0.3413,0.3723,0.4733,20.08
12.340,1.8938,-0.3788,0.8355,-0.0836,0.3763,0.4790,20.07
12.360,1.8938,-0.3788,0.8355,-0.0836,0.3763,0.4790,20.09
12.380,1.8994,-0.3883,1.0356,-0.3527,0.3763,0.4790,20.08
12.400,1.8994,-0.3799,1.0356,-0.1036,0.3763,0.4790,20.07
12.420,1.9002,-0.3813,1.1850,-0.3045,0.3763,0.4790,20.08
12.440,1.9002,-0.3800,1.1850,-0.1185,0.3723,0.4733,20.07
12.460,1.9002,-0.3800,1.1850,-0.1185,0.3723,0.4733,20.07
12.480,1.8991,-0.3781,1.3057,-0.2808,0.3723,0.4733,20.08
12.500,1.8991,-0.3798,1.3057,-0.1306,0.3723,0.4733,20.08
12.520,1.8990,-0.3795,1.3838,-0.2356,0.3723,0.4733,20.07
12.540,1.8990,-0.3798,1.3838,-0.1384,0.3723,0.4733,20.07
12.560,1.8990,-0.3798,1.3838,-0.1384,0.3723,0.4733,20.07
12.580,1.9007,-0.3828,1.4125,-0.1771,0.3722,0.4733,20.09
12.600,1.9007,-0.3801,1.4125,-0.1413,0.3722,0.4733,20.09
12.620,1.9007,-0.3800,1.4127,-0.1414,0.3722,0.4733,20.08
12.640,1.9007,-0.3801,1.4127,-0.1413,0.3625,0.4716,20.09
12.660,1.9007,-0.3801,1.4127,-0.1413,0.3625,0.4716,20.07
12.680,1.9045,-0.3866,1.3920,-0.1135,0.3739,0.4635,20.08
12.700,1.9045,-0.3809,1.3920,-0.1392,0.3739,0.4635,20.09
12.720,1.9083,-0.3873,1.3715,-0.1116,0.3739,0.4635,20.07
12.740,1.9083,-0.3817,1.3715,-0.1372,0.3796,0.4595,20.07
12.760,1.9083,-0.3817,1.3715,-0.1372,0.3796,0.4595,20.07
12.780,1.9184,-0.3989,1.3165,-0.0632,0.3796,0.4595,20.08
12.800,1.9184,-0.3837,1.3165,-0.1317,0.3796,0.4595,20.09
12.820,1.9192,-0.3850,1.2740,-0.0744,0.3796,0.4595,20.07
12.840,1.9192,-0.3838,1.2740,-0.1274,0.3853,0.4554,20.08
12.860,1.9192,-0.3838,1.2740,-0.1274,0.3853,0.4554,20.08
12.880,1.9187,-0.3830,1.2383,-0.0794,0.3869,0.4457,20.08
12.900,1.9187,-0.3837,1.2383,-0.1238,0.3869,0.4457,20.08
12.920,1.9169,-0.3807,1.2095,-0.0851,0.3869,0.4457,20.07
12.940,1.9169,-0.3834,1.2095,-0.1210,0.3828,0.4400,20.09
12.960,1.9169,-0.3834,1.2095,-0.1210,0.3828,0.4400,20.09
12.980,1.9082,-0.3687,1.1795,-0.0805,0.3852,0.4554,20.08
13.000,1.9082,-0.3816,1.1795,-0.1179,0.3852,0.4554,20.08
13.020,1.9095,-0.3839,1.1725,-0.1085,0.3852,0.4554,20.07
13.040,1.9095,-0.3819,1.1725,-0.1172,0.3893,0.4611,20.07
13.060,1.9095,-0.3819,1.1725,-0.1172,0.3893,0.4611,20.07
13.080,1.9052,-0.3746,1.1574,-0.0970,0.3836,0.4652,20.07
13.100,1.9052,-0.3810,1.1574,-0.1157,0.3836,0.4652,20.07
13.120,1.9089,-0.3874,1.1371,-0.0883,0.3836,0.4652,20.06
13.140,1.9089,-0.3818,1.1371,-0.1137,0.3836,0.4652,20.07
13.160,1.9089,-0.3818,1.1371,-0.1137,0.3836,0.4652,20.07
13.180,1.9128,-0.3883,1.1163,-0.0858,0.3820,0.4750,20.08
13.200,1.9128,-0.3826,1.1163,-0.1116,0.3820,0.4750,20.07
13.220,1.9085,-0.3752,1.1013,-0.0914,0.3820,0.4750,20.06
13.240,1.9085,-0.3817,1.1013,-0.1101,0.3763,0.4790,20.09
13.260,1.9085,-0.3817,1.1013,-0.1101,0.3763,0.4790,20.07
13.280,1.9099,-0.3841,1.0943,-0.1008,0.3763,0.4790,20.09
13.300,1.9099,-0.3820,1.0943,-0.1094,0.3763,0.4790,20.08
13.320,1.9044,-0.3726,1.0860,-0.0983,0.3763,0.4790,20.06
13.340,1.9044,-0.3809,1.0860,-0.1086,0.3820,0.4750,20.07
13.360,1.9044,-0.3809,1.0860,-0.1086,0.3820,0.4750,20.07
13.380,1.9081,-0.3873,1.0655,-0.0810,0.3820,0.4749,20.08
13.400,1.9081,-0.3816,1.0655,-0.1066,0.3820,0.4749,20.08
13.420,1.9196,-0.4011,1.0035,-0.0231,0.3820,0.4749,20.06
13.440,1.9196,-0.3839,1.0035,-0.1004,0.3820,0.4749,20.09
13.460,1.9196,-0.3839,1.0035,-0.1004,0.3820,0.4749,20.07
13.480,1.9550,-0.4439,0.5055,0.5693,0.3763,0.4790,20.09
13.500,1.9550,-0.3910,0.5055,-0.0505,0.3763,0.4790,20.09
13.520,1.9980,-0.4638,-0.3751,1.1346,0.3763,0.4790,20.06
13.540,1.9980,-0.3996,-0.3751,0.0375,0.3706,0.4831,20.07
13.560,1.9980,-0.3996,-0.3751,0.0375,0.3706,0.4831,20.07
13.580,2.0291,-0.4523,-0.6180,0.3641,0.3706,0.4831,20.08
13.600,2.0291,-0.4058,-0.6180,0.0618,0.3706,0.4831,20.09
13.620,2.0497,-0.4408,-0.1948,-0.5078,0.3706,0.4831,20.06
13.640,2.0497,-0.4099,-0.1948,0.0195,0.3706,0.4831,20.08
13.660,2.0497,-0.4099,-0.1948,0.0195,0.3706,0.4831,20.09
