t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu2_roll_rate_dps,imu2_pitch_rate_dps,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms
0.7450,0.3809,-0.8666,-0.0466,8.0023,0.110,0.002,7.7,0.1,-7.7,0.1,0,0,0.330,0.080,5.27
0.7500,0.3809,-0.8666,-0.0397,8.0040,0.111,-0.044,7.8,-1.7,-7.8,-1.7,-1,0,0.340,0.080,8.58
0.7550,0.3809,-0.8666,-0.0397,8.0040,0.111,-0.071,7.8,-2.8,-7.8,-2.8,0,0,0.330,0.080,10.67
0.7600,0.3809,-0.8666,-0.0397,8.0040,0.112,-0.087,7.8,-3.5,-7.8,-3.5,-1,0,0.360,0.080,5.07
0.7650,0.3809,-0.8666,-0.0397,8.0040,0.112,-0.097,7.8,-3.9,-7.8,-3.9,-2,0,0.340,0.080,5.07
0.7700,0.3809,-0.8666,-0.0397,8.0040,0.112,-0.103,7.8,-4.1,-7.8,-4.1,-1,0,0.350,0.090,5.07
0.7750,0.3809,-0.8666,-0.0397,8.0040,0.112,-0.107,7.8,-4.3,-7.8,-4.3,0,0,0.340,0.090,5.07
0.7800,0.3878,-0.8655,-0.0397,8.0040,0.112,-0.109,7.8,-4.3,-7.8,-4.3,-1,0,0.350,0.090,5.07
0.7850,0.3878,-0.8655,-0.0397,8.0040,0.112,-0.110,7.8,-4.4,-7.8,-4.4,-2,0,0.190,0.090,5.53
0.7900,0.3878,-0.8655,-0.0381,7.9971,0.112,-0.021,7.8,-0.8,-7.8,-0.8,-2,0,0.090,0.090,5.07
0.7950,0.3878,-0.8655,-0.0381,7.9971,0.112,0.032,7.8,1.3,-7.8,1.3,-3,0,0.300,0.110,16.44
0.8000,0.3878,-0.8655,-0.0381,7.9971,0.112,0.064,7.8,2.6,-7.8,2.6,-3,0,0.350,0.090,5.08
0.8050,0.3878,-0.8655,-0.0381,7.9971,0.112,0.083,7.8,3.3,-7.8,3.3,-2,0,0.350,0.080,5.08
0.8100,0.3878,-0.8655,-0.0381,7.9971,0.112,0.095,7.8,3.8,-7.8,3.8,-2,0,0.370,0.080,5.08
0.8150,0.3878,-0.8655,-0.0381,7.9971,0.112,0.102,7.8,4.1,-7.8,4.1,-3,0,0.350,0.080,5.08
0.8200,0.3867,-0.8586,-0.0381,7.9971,0.112,0.106,7.8,4.2,-7.8,4.2,-3,0,0.370,0.090,5.06
0.8250,0.3867,-0.8586,-0.0452,8.0015,0.112,0.108,7.8,4.3,-7.8,4.3,-3,0,0.370,0.080,5.06
0.8300,0.3867,-0.8586,-0.0452,8.0015,0.112,0.065,7.8,2.6,-7.8,2.6,-3,0,0.370,0.080,9.36
0.8350,0.3867,-0.8586,-0.0452,8.0015,0.112,0.039,7.8,1.6,-7.8,1.6,-3,0,0.370,0.070,10.39
0.8400,0.3867,-0.8586,-0.0452,8.0015,0.112,0.023,7.8,0.9,-7.8,0.9,-3,0,0.370,0.080,5.07
0.8450,0.3867,-0.8586,-0.0452,8.0015,0.112,0.014,7.8,0.6,-7.8,0.6,-3,0,0.370,0.080,5.08
0.8500,0.3867,-0.8586,-0.0452,8.0015,0.112,0.008,7.8,0.3,-7.8,0.3,-4,0,0.380,0.070,5.07
0.8550,0.3867,-0.8586,-0.0452,8.0015,0.112,0.005,7.8,0.2,-7.8,0.2,-4,0,0.370,0.080,5.08
0.8600,0.3855,-0.8517,-0.0452,8.0015,0.112,0.003,7.8,0.1,-7.8,0.1,-4,0,0.370,0.080,5.07
0.8650,0.3855,-0.8517,-0.0452,8.0015,0.112,0.002,7.8,0.1,-7.8,0.1,-3,0,0.380,0.090,5.64
0.8700,0.3855,-0.8517,-0.0452,8.0015,0.067,0.046,4.7,1.8,-4.7,1.8,-4,0,0.390,0.080,9.46
0.8750,0.3855,-0.8517,-0.0452,8.0015,0.040,0.072,2.8,2.9,-2.8,2.9,-4,0,0.370,0.080,10.58
0.8800,0.3855,-0.8517,-0.0452,8.0015,0.024,0.088,1.7,3.5,-1.7,3.5,-4,0,0.380,0.070,5.08
0.8850,0.3855,-0.8517,-0.0452,8.0015,0.015,0.098,1.0,3.9,-1.0,3.9,-2,0,0.370,0.070,5.08
0.8900,0.3855,-0.8517,-0.0452,8.0015,0.009,0.103,0.6,4.1,-0.6,4.1,0,0,0.380,0.070,5.08
0.8950,0.3855,-0.8517,-0.0452,8.0015,0.005,0.107,0.4,4.3,-0.4,4.3,-1,0,0.370,0.070,5.08
0.9000,0.3855,-0.8517,-0.0452,8.0015,0.003,0.109,0.2,4.4,-0.2,4.4,-1,0,0.380,0.070,5.07
0.9050,0.3855,-0.8517,0.0033,8.0421,0.091,0.065,6.4,2.6,-6.4,2.6,0,0,0.370,0.070,11.29
0.9100,0.3855,-0.8517,0.0033,8.0421,0.144,0.039,10.1,1.6,-10.1,1.6,-1,0,0.380,0.070,9.93
0.9150,0.3855,-0.8517,0.0033,8.0421,0.176,0.024,12.3,0.9,-12.3,0.9,-1,0,0.390,0.060,5.06
0.9200,0.3855,-0.8517,0.0033,8.0421,0.195,0.014,13.7,0.6,-13.7,0.6,-5,0,0.380,0.060,5.07
0.9250,0.3855,-0.8517,0.0033,8.0421,0.207,0.008,14.5,0.3,-14.5,0.3,-7,0,0.400,0.070,5.07
0.9300,0.3855,-0.8517,0.0033,8.0421,0.214,0.005,14.9,0.2,-14.9,0.2,-7,0,0.400,0.060,5.07
0.9350,0.3775,-0.8459,0.0033,8.0421,0.218,0.003,15.2,0.1,-15.2,0.1,-7,0,0.400,0.060,5.07
0.9400,0.3775,-0.8459,0.0033,8.0421,0.220,0.002,15.4,0.1,-15.4,0.1,-8,0,0.400,0.070,5.32
0.9450,0.3775,-0.8459,-0.0035,8.0404,0.087,0.046,6.1,1.8,-6.1,1.8,-7,0,0.410,0.070,5.07
0.9500,0.3775,-0.8459,-0.0035,8.0404,0.008,0.072,0.5,2.9,-0.5,2.9,-8,0,0.420,0.070,14.46
0.9550,0.3775,-0.8459,-0.0035,8.0404,-0.040,0.088,-2.8,3.5,2.8,3.5,-7,0,0.420,0.070,5.06
0.9600,0.3775,-0.8459,-0.0035,8.0404,-0.069,0.098,-4.8,3.9,4.8,3.9,-3,0,0.390,0.070,5.07
0.9650,0.3775,-0.8459,-0.0035,8.0404,-0.086,0.103,-6.0,4.1,6.0,4.1,0,0,0.400,0.050,5.07
0.9700,0.3775,-0.8459,-0.0035,8.0404,-0.096,0.107,-6.7,4.3,6.7,4.3,0,0,0.400,0.060,5.07
0.9750,0.3763,-0.8390,-0.0035,8.0404,-0.103,0.109,-7.2,4.4,7.2,4.4,0,0,0.380,0.050,5.07
