t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,dt_ms
0.000,-1.7635,1058.1,0.5337,0.0,-0.0005,8.1261,0,0,0.00,0.00,0.000,0.000,0.04
0.020,-1.7635,1058.1,0.5337,0.0,-0.0005,8.1261,0,0,0.00,0.00,0.000,0.000,39.69
0.040,-1.7498,1049.9,0.5358,0.0,-0.5125,7.2996,3,0,0.00,0.00,0.290,0.290,20.09
0.060,-1.7498,1049.9,0.5358,0.0,-0.5125,7.2996,758,0,5.71,0.00,0.330,0.080,20.09
0.080,-1.7428,1045.7,0.5370,0.0,-0.5125,7.2996,770,0,8.57,0.00,1.060,0.000,20.07
0.100,-1.7428,1045.7,0.5370,0.0,-0.5168,7.3069,833,0,14.29,0.00,1.780,0.020,20.08
0.120,-1.7428,1045.7,0.5370,0.0,-0.5168,7.3069,901,0,20.00,0.00,1.670,0.290,20.08
0.140,-1.5267,916.0,0.5149,0.0,-0.5664,7.3041,941,0,25.71,0.00,1.740,0.420,20.08
0.160,-1.5267,916.0,0.5149,0.0,-0.5664,7.3041,1021,0,31.43,0.00,2.290,0.420,20.07
0.180,-0.9284,557.1,0.4465,0.0,-0.5664,7.3041,949,0,37.14,0.00,1.510,0.420,20.07
0.200,-0.9284,557.1,0.4465,0.0,-0.5571,7.2559,980,0,40.00,0.00,0.960,0.420,20.09
0.220,-0.9284,557.1,0.4465,0.0,-0.5571,7.2559,783,0,45.71,0.00,0.620,0.410,20.07
0.240,-0.1683,-0.0,0.3413,0.0,-0.5089,7.3015,669,0,48.57,0.00,0.510,0.400,20.07
0.260,-0.1683,-0.0,0.3413,0.0,-0.5089,7.3015,672,0,54.29,0.00,0.050,0.430,20.08
0.280,0.4163,-0.0,0.2301,0.0,-0.5089,7.3015,175,0,54.29,0.00,0.340,0.420,20.07
0.300,0.4163,-0.0,0.2301,0.0,-0.5025,7.3029,233,0,57.14,0.00,0.370,0.410,20.09
0.320,0.4163,-0.0,0.2301,0.0,-0.5025,7.3029,125,0,57.14,0.00,0.730,0.420,20.07
0.340,0.6125,-367.5,0.1556,0.0,-0.4680,7.3099,28,0,57.14,0.00,0.550,0.400,20.07
0.360,0.6125,-367.5,0.1556,0.0,-0.4680,7.3099,-27,0,57.14,0.00,0.090,0.420,20.07
0.380,0.3941,-0.0,0.1484,0.0,-0.4680,7.3099,-342,0,54.29,0.00,0.570,0.430,20.07
0.400,0.3941,-0.0,0.1484,0.0,-0.4965,7.3111,-295,0,54.29,0.00,0.570,0.440,20.09
0.420,0.3941,-0.0,0.1484,0.0,-0.4965,7.3111,-72,0,54.29,0.00,0.120,0.440,20.09
0.440,-0.0288,-0.0,0.1795,0.0,-0.5379,7.3028,-150,0,51.43,0.00,0.070,0.420,20.08
0.460,-0.0288,-0.0,0.1795,0.0,-0.5379,7.3028,-161,0,51.43,0.00,0.520,0.430,20.07
0.480,-0.3976,-0.0,0.2267,0.0,-0.5379,7.3028,-102,0,51.43,0.00,0.810,0.440,20.07
0.500,-0.3976,-0.0,0.2267,0.0,-0.6249,7.3068,-59,0,51.43,0.00,0.770,0.430,20.07
0.520,-0.3976,-0.0,0.2267,0.0,-0.6249,7.3068,-20,0,51.43,0.00,0.730,0.440,20.07
0.540,-0.4514,-0.0,0.2536,0.0,-0.6648,7.2916,-1,0,51.43,0.00,0.610,0.430,20.07
0.560,-0.4514,-0.0,0.2536,0.0,-0.6648,7.2916,17,0,51.43,0.00,0.550,0.430,20.07
0.580,-0.2629,-0.0,0.2694,0.0,-0.6648,7.2916,33,0,51.43,0.00,0.420,0.430,20.08
0.600,-0.2629,-0.0,0.2694,0.0,-0.6044,7.2636,64,0,51.43,0.00,0.250,0.440,20.09
0.620,-0.2629,-0.0,0.2694,0.0,-0.6044,7.2636,64,0,51.43,0.00,0.050,0.430,20.07
0.640,-0.0308,-0.0,0.2359,0.0,-0.5975,7.2650,27,0,51.43,0.00,0.040,0.430,20.08
0.660,-0.0308,-0.0,0.2359,0.0,-0.5975,7.2650,13,0,51.43,0.00,0.040,0.430,20.07
0.680,0.0667,-0.0,0.2020,0.0,-0.5975,7.2650,9,0,51.43,0.00,0.040,0.440,20.07
0.700,0.0667,-0.0,0.2020,0.0,-0.5547,7.2662,5,0,51.43,0.00,0.040,0.440,20.09
0.720,0.0667,-0.0,0.2020,0.0,-0.5547,7.2662,2,0,51.43,0.00,0.030,0.440,20.07
0.740,0.0126,-0.0,0.1862,0.0,-0.5685,7.2989,-8,0,51.43,0.00,0.040,0.440,20.08
0.760,0.0126,-0.0,0.1862,0.0,-0.5685,7.2989,-24,0,51.43,0.00,0.130,0.440,20.09
0.780,-0.1368,-0.0,0.1906,0.0,-0.5685,7.2989,-35,0,51.43,0.00,0.210,0.430,20.09
0.800,-0.1368,-0.0,0.1906,0.0,-0.5223,7.3580,-30,0,51.43,0.00,0.310,0.430,20.09
0.820,-0.2321,-0.0,0.2107,0.0,-0.5223,7.3580,-20,0,51.43,0.00,0.330,0.430,20.07
0.840,-0.2321,-0.0,0.2107,0.0,-0.6010,7.3569,-5,0,51.43,0.00,0.330,0.440,20.09
0.860,-0.2321,-0.0,0.2107,0.0,-0.6010,7.3569,0,0,51.43,0.00,0.300,0.420,20.07
0.880,-0.1929,-0.0,0.2311,0.0,-0.6010,7.3569,6,0,51.43,0.00,0.290,0.420,20.08
0.900,-0.1929,-0.0,0.2311,0.0,-0.5583,7.3510,13,0,51.43,0.00,0.240,0.430,20.07
0.920,-0.1010,-0.0,0.2317,0.0,-0.5583,7.3510,22,0,51.43,0.00,0.190,0.450,20.08
0.940,-0.1010,-0.0,0.2317,0.0,-0.5057,7.3043,21,0,51.43,0.00,0.120,0.440,20.04
0.960,-0.1010,-0.0,0.2317,0.0,-0.5057,7.3043,13,0,51.43,0.00,0.100,0.440,20.09
0.980,-0.0562,-0.0,0.2177,0.0,-0.5057,7.3043,2,0,51.43,0.00,0.110,0.420,20.07
1.000,-0.0562,-0.0,0.2177,0.0,-0.5077,7.3472,-1,0,51.43,0.00,0.120,0.420,20.09
1.020,-0.1034,-0.0,0.2030,0.0,-0.5077,7.3472,-5,0,51.43,0.00,0.140,0.440,20.07
1.040,-0.1034,-0.0,0.2030,0.0,-0.5160,7.3526,-5,0,51.43,0.00,0.150,0.420,20.07
1.060,-0.1034,-0.0,0.2030,0.0,-0.5160,7.3526,-6,0,51.43,0.00,0.180,0.440,20.09
1.080,-0.1758,-0.0,0.2126,0.0,-0.5160,7.3526,-8,0,51.43,0.00,0.190,0.440,20.07
1.100,-0.1758,-0.0,0.2126,0.0,-0.5298,7.3498,-7,0,51.43,0.00,0.210,0.430,20.07
1.120,-0.1998,-0.0,0.2300,0.0,-0.5298,7.3498,-3,0,51.43,0.00,0.210,0.420,20.07
1.140,-0.1998,-0.0,0.2300,0.0,-0.5436,7.3470,0,0,51.43,0.00,0.200,0.420,20.07
1.160,-0.1998,-0.0,0.2300,0.0,-0.5436,7.3470,0,0,51.43,0.00,0.200,0.420,20.09
1.180,-0.1791,-0.0,0.2334,0.0,-0.5436,7.3470,3,0,51.43,0.00,0.190,0.410,20.07
1.200,-0.1791,-0.0,0.2334,0.0,-0.5367,7.3484,4,0,51.43,0.00,0.180,0.410,20.09
1.220,-0.1435,-0.0,0.2320,0.0,-0.5367,7.3484,3,0,51.43,0.00,0.180,0.420,20.07
1.240,-0.1435,-0.0,0.2320,0.0,-0.5146,7.3457,2,0,51.43,0.00,0.170,0.420,20.06
1.260,-0.1435,-0.0,0.2320,0.0,-0.5146,7.3457,2,0,51.43,0.00,0.160,0.440,20.09
1.280,-0.1274,-0.0,0.2204,0.0,-0.5146,7.3457,0,0,51.43,0.00,0.150,0.430,20.07
1.300,-0.1274,-0.0,0.2204,0.0,-0.5146,7.3457,0,0,51.43,0.00,0.170,0.420,20.07
1.320,-0.1539,-0.0,0.2091,0.0,-0.5146,7.3457,0,0,51.43,0.00,0.160,0.430,20.07
1.340,-0.1539,-0.0,0.2091,0.0,-0.5353,7.3415,-2,0,51.43,0.00,0.160,0.430,20.08
1.360,-0.1539,-0.0,0.2091,0.0,-0.5353,7.3415,-3,0,51.43,0.00,0.180,0.440,20.09
1.380,-0.1838,-0.0,0.2184,0.0,-0.5422,7.3401,-2,0,51.43,0.00,0.180,0.430,20.07
1.400,-0.1838,-0.0,0.2184,0.0,-0.5422,7.3401,0,0,51.43,0.00,0.190,0.440,20.08
1.420,-0.1860,-0.0,0.2323,0.0,-0.5422,7.3401,0,0,51.43,0.00,0.190,0.440,20.09
1.440,-0.1860,-0.0,0.2323,0.0,-0.5408,7.3332,0,0,51.43,0.00,0.180,0.400,20.06
1.460,-0.1860,-0.0,0.2323,0.0,-0.5408,7.3332,0,0,51.43,0.00,0.180,0.400,20.09
1.480,-0.1572,-0.0,0.2298,0.0,-0.5408,7.3332,0,0,51.43,0.00,0.190,0.420,20.07
1.500,-0.1572,-0.0,0.2298,0.0,-0.5270,7.3360,2,0,51.43,0.00,0.180,0.420,20.07
1.520,-0.1354,-0.0,0.2262,0.0,-0.5270,7.3360,4,0,51.43,0.00,0.160,0.420,20.08
1.540,-0.1354,-0.0,0.2262,0.0,-0.5187,7.3305,2,0,51.43,0.00,0.150,0.430,20.07
1.560,-0.1354,-0.0,0.2262,0.0,-0.5187,7.3305,0,0,51.43,0.00,0.160,0.430,20.09
1.580,-0.1332,-0.0,0.2124,0.0,-0.5187,7.3305,0,0,51.43,0.00,0.150,0.430,20.07
1.600,-0.1332,-0.0,0.2124,0.0,-0.5129,7.2603,0,0,51.43,0.00,0.160,0.410,20.08
1.620,-0.1620,-0.0,0.2149,0.0,-0.5129,7.2603,-3,0,51.43,0.00,0.160,0.420,20.07
1.640,-0.1620,-0.0,0.2149,0.0,-0.5142,7.3026,-3,0,51.43,0.00,0.170,0.430,20.07
1.660,-0.1620,-0.0,0.2149,0.0,-0.5142,7.3026,-2,0,51.43,0.00,0.170,0.440,20.08
1.680,-0.1849,-0.0,0.2254,0.0,-0.5137,7.3026,-1,0,51.43,0.00,0.180,0.420,20.07
1.700,-0.1849,-0.0,0.2254,0.0,-0.5137,7.3026,0,0,51.43,0.00,0.180,0.420,20.08
1.720,-0.1722,-0.0,0.2345,0.0,-0.5137,7.3026,0,0,51.43,0.00,0.180,0.430,20.07
1.740,-0.1722,-0.0,0.2345,0.0,-0.5131,7.3456,1,0,51.43,0.00,0.180,0.430,20.07
1.760,-0.1722,-0.0,0.2345,0.0,-0.5131,7.3456,2,0,51.43,0.00,0.160,0.420,20.08
1.780,-0.1445,-0.0,0.2389,0.0,-0.5131,7.3456,3,0,51.43,0.00,0.160,0.440,20.07
1.800,-0.1445,-0.0,0.2389,0.0,-0.5145,7.3525,2,0,51.43,0.00,0.150,0.430,20.08
1.820,-0.1354,-0.0,0.2262,0.0,-0.5145,7.3525,0,0,51.43,0.00,0.150,0.430,20.08
1.840,-0.1354,-0.0,0.2262,0.0,-0.5145,7.3525,0,0,51.43,0.00,0.160,0.420,20.07
1.860,-0.1354,-0.0,0.2262,0.0,-0.5145,7.3525,0,0,51.43,0.00,0.150,0.420,20.09
1.880,-0.1550,-0.0,0.2160,0.0,-0.5145,7.3525,-1,0,51.43,0.00,0.160,0.420,20.10
1.900,-0.1550,-0.0,0.2160,0.0,-0.5145,7.3525,-1,0,51.43,0.00,0.170,0.440,20.09
1.920,-0.1746,-0.0,0.2058,0.0,-0.5145,7.3525,-2,0,51.43,0.00,0.170,0.450,20.09
1.940,-0.1746,-0.0,0.2058,0.0,-0.5131,7.3456,-1,0,51.43,0.00,0.170,0.430,20.07
1.960,-0.1746,-0.0,0.2058,0.0,-0.5131,7.3456,0,0,51.43,0.00,0.180,0.430,20.08
1.980,-0.1711,-0.0,0.2276,0.0,-0.4687,7.3039,0,0,51.43,0.00,0.170,0.430,20.07
2.000,-0.1711,-0.0,0.2276,0.0,-0.4687,7.3039,0,0,51.43,0.00,0.170,0.440,20.08
2.020,-0.1503,-0.0,0.2309,0.0,-0.4687,7.3039,1,0,51.43,0.00,0.180,0.420,20.07
2.040,-0.1503,-0.0,0.2309,0.0,-0.4672,7.3468,1,0,51.43,0.00,0.160,0.430,20.07
2.060,-0.1503,-0.0,0.2309,0.0,-0.4672,7.3468,1,0,51.43,0.00,0.170,0.430,20.07
2.080,-0.1354,-0.0,0.2262,0.0,-0.4685,7.3470,0,0,51.43,0.00,0.150,0.430,20.07
2.100,-0.1354,-0.0,0.2262,0.0,-0.4685,7.3470,0,0,51.43,0.00,0.170,0.440,20.08
2.120,-0.1412,-0.0,0.2182,0.0,-0.4685,7.3470,0,0,51.43,0.00,0.170,0.430,20.09
2.140,-0.1412,-0.0,0.2182,0.0,-0.4694,7.3538,0,0,51.43,0.00,0.170,0.430,20.07
2.160,-0.1412,-0.0,0.2182,0.0,-0.4694,7.3538,-2,0,51.43,0.00,0.170,0.430,20.10
2.180,-0.1561,-0.0,0.2229,0.0,-0.4694,7.3538,0,0,51.43,0.00,0.170,0.440,20.09
2.200,-0.1561,-0.0,0.2229,0.0,-0.4694,7.3538,0,0,51.43,0.00,0.170,0.420,20.08
2.220,-0.1478,-0.0,0.2597,0.0,-0.4694,7.3538,0,0,51.43,0.00,0.170,0.420,20.09
2.240,-0.1478,-0.0,0.2597,0.0,-0.5149,7.3665,0,0,51.43,0.00,0.180,0.420,20.07
