t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,dt_ms
1.300,0.2841,-0.0,-0.7913,0.0,-0.1842,8.4016,0,0,-42.86,0.00,0.420,0.070,20.07
1.320,0.2841,-0.0,-0.7913,0.0,-0.1842,8.4016,0,0,-42.86,0.00,0.420,0.070,20.07
1.340,0.2911,-0.0,-0.7838,0.0,-0.1842,8.4016,1,0,-42.86,0.00,0.420,0.070,20.09
1.360,0.2911,-0.0,-0.7838,0.0,-0.1842,8.4016,0,0,-42.86,0.00,0.410,0.070,20.09
1.380,0.2464,-0.0,-0.8772,0.0,-0.1842,8.4016,0,0,-42.86,0.00,0.420,0.070,20.07
1.400,0.2464,-0.0,-0.8772,0.0,-0.1842,8.4016,0,0,-42.86,0.00,0.430,0.070,20.09
1.420,0.2464,-0.0,-0.8772,0.0,-0.1842,8.4016,0,0,-42.86,0.00,0.420,0.070,20.09
1.440,0.2504,-0.0,-0.9611,0.0,-0.1842,8.4016,-1,0,-42.86,0.00,0.430,0.080,20.08
1.460,0.2504,-0.0,-0.9611,0.0,-0.1842,8.4016,0,0,-42.86,0.00,0.420,0.080,20.08
1.480,0.2452,-0.0,-0.9892,0.0,-0.1842,8.4016,0,0,-42.86,0.00,0.420,0.070,20.07
1.500,0.2452,-0.0,-0.9892,0.0,-0.1842,8.4016,0,0,-42.86,0.00,0.410,0.070,20.08
1.520,0.2452,-0.0,-0.9892,0.0,-0.1842,8.4016,0,0,-42.86,0.00,0.410,0.070,20.09
1.540,0.2824,-0.0,-1.0436,-313.1,-0.1842,8.4016,0,0,-42.86,0.00,0.430,0.070,20.09
1.560,0.2824,-0.0,-1.0436,-313.1,-0.1806,8.4076,0,0,-42.86,0.00,0.410,0.070,20.09
1.580,0.2735,-0.0,-0.9948,0.0,-0.1806,8.4076,1,-188,-42.86,0.00,0.400,0.210,20.07
1.600,0.2735,-0.0,-0.9948,0.0,-0.1806,8.4076,1,-229,-42.86,-2.86,0.400,0.120,20.08
1.620,0.2735,-0.0,-0.9948,0.0,-0.1806,8.4076,1,-18,-42.86,-2.86,0.420,0.030,20.07
1.640,0.1775,-0.0,-1.0487,-314.6,-0.1806,8.4076,1,-6,-42.86,-2.86,0.420,0.130,20.10
1.660,0.1775,-0.0,-1.0487,-314.6,-0.1806,8.4076,0,-9,-42.86,-2.86,0.430,0.150,20.07
1.680,0.2377,-0.0,-1.1297,-338.9,-0.1806,8.4076,0,-216,-42.86,-2.86,0.420,0.100,20.08
1.700,0.2377,-0.0,-1.1297,-338.9,-0.1806,8.4076,0,-245,-42.86,-5.71,0.430,0.140,20.07
1.720,0.2377,-0.0,-1.1297,-338.9,-0.1806,8.4076,-2,-274,-42.86,-5.71,0.410,0.310,20.07
1.740,0.2442,-0.0,-1.1154,-334.6,-0.1806,8.4076,-2,-303,-42.86,-8.57,0.400,0.540,20.07
1.760,0.2442,-0.0,-1.1154,-334.6,-0.1806,8.4076,-1,-346,-42.86,-8.57,0.420,0.610,20.08
1.780,0.2354,-0.0,-1.0808,-324.2,-0.1806,8.4076,0,-345,-42.86,-11.43,0.410,0.810,20.08
1.800,0.2354,-0.0,-1.0808,-324.2,-0.1806,8.4076,0,-290,-42.86,-14.29,0.420,0.840,20.07
1.820,0.2354,-0.0,-1.0808,-324.2,-0.1806,8.4076,0,-316,-42.86,-17.14,0.410,0.650,20.06
1.840,0.2714,-0.0,-1.1000,-330.0,-0.1806,8.4076,0,-311,-42.86,-17.14,0.420,0.440,20.08
1.860,0.2714,-0.0,-1.1000,-330.0,-0.1806,8.4076,0,-354,-42.86,-20.00,0.410,0.120,20.07
1.880,0.2245,-0.0,-1.1444,-343.3,-0.1806,8.4076,1,-323,-42.86,-20.00,0.420,0.040,20.09
1.900,0.2245,-0.0,-1.1444,-343.3,-0.1806,8.4076,0,-296,-42.86,-22.86,0.430,0.160,20.06
1.920,0.2245,-0.0,-1.1444,-343.3,-0.1806,8.4076,0,-350,-42.86,-25.71,0.420,0.490,20.06
1.940,0.2331,-0.0,-1.1790,-353.7,-0.1806,8.4076,0,-333,-42.86,-25.71,0.420,0.710,20.08
1.960,0.2331,-0.0,-1.1790,-353.7,-0.1806,8.4076,0,-361,-42.86,-28.57,0.420,0.830,20.07
1.980,0.2053,-0.0,-1.1873,-356.2,-0.1806,8.4076,0,-331,-42.86,-31.43,0.420,0.810,20.07
2.000,0.2053,-0.0,-1.1873,-356.2,-0.1806,8.4076,0,-358,-42.86,-31.43,0.420,0.600,20.07
2.020,0.2053,-0.0,-1.1873,-356.2,-0.1806,8.4076,0,-385,-42.86,-34.29,0.410,0.340,20.06
2.040,0.2549,-0.0,-1.1989,-359.7,-0.1806,8.4076,0,-347,-42.86,-37.14,0.420,0.080,20.08
2.060,0.2549,-0.0,-1.1989,-359.7,-0.1867,8.4112,0,-365,-42.86,-40.00,0.420,0.070,20.07
2.080,0.2894,-0.0,-1.1832,-355.0,-0.1867,8.4112,0,-360,-42.86,-40.00,0.420,0.280,20.07
2.100,0.2894,-0.0,-1.1832,-355.0,-0.1867,8.4112,0,-365,-42.86,-42.86,0.400,0.490,20.08
2.120,0.2894,-0.0,-1.1832,-355.0,-0.1867,8.4112,0,-365,-42.86,-45.71,0.410,0.800,20.06
2.140,0.2817,-0.0,-1.1696,-350.9,-0.1867,8.4112,1,-326,-42.86,-45.71,0.410,0.920,20.09
2.160,0.2817,-0.0,-1.1696,-350.9,-0.1867,8.4112,0,-350,-42.86,-48.57,0.410,0.850,20.07
2.180,0.3031,-0.0,-1.1755,-352.7,-0.1867,8.4112,0,-354,-42.86,-51.43,0.400,0.520,20.08
2.200,0.3031,-0.0,-1.1755,-352.7,-0.1867,8.4112,0,-360,-42.86,-51.43,0.420,0.160,20.08
2.220,0.3031,-0.0,-1.1755,-352.7,-0.1867,8.4112,0,-355,-42.86,-54.29,0.420,0.140,20.07
2.240,0.2744,-0.0,-1.1629,-348.9,-0.1867,8.4112,0,-319,-42.86,-57.14,0.410,0.240,20.09
2.260,0.2744,-0.0,-1.1629,-348.9,-0.1867,8.4112,0,-360,-42.86,-60.00,0.420,0.450,20.09
2.280,0.2791,-0.0,-1.1208,-336.2,-0.1867,8.4112,-1,-354,-42.86,-60.00,0.400,0.710,20.08
2.300,0.2791,-0.0,-1.1208,-336.2,-0.1867,8.4112,0,-367,-42.86,-62.86,0.410,0.840,20.09
2.320,0.2791,-0.0,-1.1208,-336.2,-0.1867,8.4112,0,-335,-42.86,-65.71,0.400,0.890,20.08
2.340,0.3199,-0.0,-1.0906,-327.2,-0.1867,8.4112,0,-316,-42.86,-65.71,0.420,0.780,20.08
2.360,0.3199,-0.0,-1.0906,-327.2,-0.1867,8.4112,0,-345,-42.86,-68.57,0.420,0.620,20.07
2.380,0.2876,-0.0,-1.1554,-346.6,-0.1867,8.4112,0,-328,-42.86,-71.43,0.420,0.230,20.08
2.400,0.2876,-0.0,-1.1554,-346.6,-0.1867,8.4112,0,-348,-42.86,-71.43,0.420,0.080,20.07
2.420,0.2876,-0.0,-1.1554,-346.6,-0.1867,8.4112,0,-334,-42.86,-74.29,0.420,0.410,20.08
2.440,0.3124,-0.0,-1.2311,-369.3,-0.1867,8.4112,0,-348,-42.86,-77.14,0.420,0.550,20.09
2.460,0.3124,-0.0,-1.2311,-369.3,-0.1867,8.4112,0,-354,-42.86,-77.14,0.410,0.860,20.07
2.480,0.2992,-0.0,-1.2529,-375.9,-0.1867,8.4112,0,-363,-42.86,-80.00,0.420,0.950,20.07
2.500,0.2992,-0.0,-1.2529,-375.9,-0.1903,8.4052,0,-372,-42.86,-82.86,0.410,0.940,20.08
2.520,0.2992,-0.0,-1.2529,-375.9,-0.1903,8.4052,0,-379,-42.86,-85.71,0.420,0.800,20.10
2.540,0.3730,-0.0,-1.1791,-353.7,-0.1842,8.4016,0,-382,-42.86,-85.71,0.410,0.380,20.07
2.560,0.3730,-0.0,-1.1791,-353.7,-0.1842,8.4016,0,-403,-42.86,-88.57,0.410,0.220,20.07
2.580,0.3773,-0.0,-1.1300,-339.0,-0.1842,8.4016,0,-335,-42.86,-91.43,0.420,0.180,20.08
2.600,0.3773,-0.0,-1.1300,-339.0,-0.1842,8.4016,0,-368,-42.86,-91.43,0.410,0.400,20.08
2.620,0.3773,-0.0,-1.1300,-339.0,-0.1842,8.4016,0,-367,-42.86,-97.14,0.420,0.730,20.08
2.640,0.4421,-0.0,-1.1689,-350.7,-0.1842,8.4016,0,-338,-42.86,-97.14,0.420,0.910,20.08
2.660,0.4421,-0.0,-1.1689,-350.7,-0.1842,8.4016,0,-346,-42.86,-100.00,0.420,0.870,20.06
2.680,0.4070,-0.0,-1.1707,-351.2,-0.1842,8.4016,0,-336,-42.86,-100.00,0.420,0.760,20.08
2.700,0.4070,-0.0,-1.1707,-351.2,-0.1842,8.4016,0,-359,-42.86,-102.86,0.420,0.450,20.07
2.720,0.4070,-0.0,-1.1707,-351.2,-0.1842,8.4016,0,-371,-42.86,-105.71,0.420,0.210,20.07
2.740,0.3844,-0.0,-1.1367,-341.0,-0.1842,8.4016,0,-331,-42.86,-105.71,0.410,0.100,20.07
2.760,0.3844,-0.0,-1.1367,-341.0,-0.1842,8.4016,0,-355,-42.86,-108.57,0.410,0.260,20.07
2.780,0.3721,-0.0,-1.1724,-351.7,-0.1842,8.4016,0,-355,-42.86,-111.43,0.420,0.540,20.08
2.800,0.3721,-0.0,-1.1724,-351.7,-0.1842,8.4016,0,-352,-42.86,-114.29,0.410,0.720,20.07
2.820,0.3721,-0.0,-1.1724,-351.7,-0.1842,8.4016,0,-347,-42.86,-114.29,0.430,0.910,20.08
2.840,0.3611,-0.0,-1.2360,-370.8,-0.1842,8.4016,0,-310,-42.86,-117.14,0.410,0.940,20.07
2.860,0.3611,-0.0,-1.2360,-370.8,-0.1903,8.4052,0,-364,-42.86,-120.00,0.410,0.720,20.07
2.880,0.2563,-0.0,-1.2410,-372.3,-0.1903,8.4052,0,-386,-42.86,-122.86,0.430,0.280,20.08
2.900,0.2563,-0.0,-1.2410,-372.3,-0.1903,8.4052,0,-361,-42.86,-122.86,0.420,0.100,20.08
2.920,0.2563,-0.0,-1.2410,-372.3,-0.1903,8.4052,0,-357,-42.86,-125.71,0.420,0.240,20.08
2.940,0.3297,-0.0,-1.3145,-394.4,-0.1903,8.4052,0,-355,-42.86,-125.71,0.410,0.490,20.08
2.960,0.3297,-0.0,-1.3145,-394.4,-0.1903,8.4052,0,-385,-42.86,-131.43,0.420,0.610,20.07
2.980,0.3372,-0.0,-1.3140,-394.2,-0.1903,8.4052,0,-414,-42.86,-131.43,0.420,0.820,20.08
3.000,0.3372,-0.0,-1.3140,-394.2,-0.1842,8.4016,0,-346,-42.86,-134.29,0.410,0.880,20.09
3.020,0.3372,-0.0,-1.3140,-394.2,-0.1842,8.4016,0,-378,-42.86,-137.14,0.420,0.610,20.08
3.040,0.2604,-0.0,-1.3249,-397.5,-0.1903,8.4052,0,-412,-42.86,-137.14,0.420,0.270,20.07
3.060,0.2604,-0.0,-1.3249,-397.5,-0.1903,8.4052,0,-388,-42.86,-140.00,0.420,0.110,20.08
3.080,0.2266,-0.0,-1.3475,-404.3,-0.1903,8.4052,0,-368,-42.86,-142.86,0.420,0.250,20.08
3.100,0.2266,-0.0,-1.3475,-404.3,-0.1879,8.3955,0,-416,-42.86,-145.71,0.420,0.520,20.08
3.120,0.2266,-0.0,-1.3475,-404.3,-0.1879,8.3955,0,-429,-42.86,-148.57,0.420,0.790,20.10
3.140,0.2912,-0.0,-1.3793,-413.8,-0.1935,8.3994,0,-407,-42.86,-148.57,0.410,0.790,20.09
3.160,0.2912,-0.0,-1.3793,-413.8,-0.1935,8.3994,0,-389,-42.86,-154.29,0.410,0.740,20.07
3.180,0.3420,-0.0,-1.4048,-421.4,-0.1935,8.3994,0,-431,-42.86,-154.29,0.410,0.450,20.07
3.200,0.3420,-0.0,-1.4048,-421.4,-0.1879,8.3955,0,-393,-42.86,-157.14,0.410,0.150,20.07
3.220,0.3420,-0.0,-1.4048,-421.4,-0.1879,8.3955,0,-402,-42.86,-160.00,0.420,0.160,20.07
3.240,0.2878,-0.0,-1.4495,-434.8,-0.1879,8.3955,0,-421,-42.86,-160.00,0.430,0.470,20.07
3.260,0.2878,-0.0,-1.4495,-434.8,-0.1879,8.3955,0,-433,-42.86,-165.71,0.420,0.740,20.07
3.280,0.4182,-0.0,-1.5342,-460.2,-0.1879,8.3955,0,-409,-42.86,-165.71,0.420,0.900,20.08
3.300,0.4182,-0.0,-1.5342,-460.2,-0.1838,8.4018,0,-432,-42.86,-168.57,0.420,0.890,20.08
3.320,0.4182,-0.0,-1.5342,-460.2,-0.1838,8.4018,0,-473,-42.86,-171.43,0.410,0.490,20.08
3.340,0.3766,-0.0,-1.5361,-460.8,-0.1879,8.3955,0,-440,-42.86,-174.29,0.410,0.240,20.07
3.360,0.3766,-0.0,-1.5361,-460.8,-0.1879,8.3955,0,-427,-42.86,-177.14,0.420,0.280,20.07
3.380,0.3587,-0.0,-1.4600,-438.0,-0.1879,8.3955,0,-480,-42.86,-180.00,0.410,0.570,20.07
3.400,0.3587,-0.0,-1.4600,-438.0,-0.1879,8.3955,0,-471,-42.86,-182.86,0.410,0.850,20.09
3.420,0.3587,-0.0,-1.4600,-438.0,-0.1879,8.3955,0,-440,-42.86,-185.71,0.410,0.930,20.08
3.440,0.3702,-0.0,-1.4033,-421.0,-0.1842,8.4016,0,-411,-42.86,-185.71,0.410,0.850,20.08
3.460,0.3702,-0.0,-1.4033,-421.0,-0.1842,8.4016,0,-452,-42.86,-191.43,0.420,0.550,20.08
3.480,0.4295,-0.0,-1.4705,-441.1,-0.1842,8.4016,0,-432,-42.86,-191.43,0.420,0.200,20.07
3.500,0.4295,-0.0,-1.4705,-441.1,-0.1939,8.3991,0,-382,-42.86,-194.29,0.410,0.330,20.08
3.520,0.4295,-0.0,-1.4705,-441.1,-0.1939,8.3991,0,-419,-42.86,-197.14,0.420,0.820,20.08
3.540,0.4050,-0.0,-1.5346,-460.4,-0.1879,8.3955,0,-455,-42.86,-200.00,0.420,1.070,20.07
3.560,0.4050,-0.0,-1.5346,-460.4,-0.1879,8.3955,0,-442,-42.86,-202.86,0.420,1.040,20.08
3.580,0.3942,-0.0,-1.6124,-483.7,-0.1879,8.3955,0,-427,-42.86,-205.71,0.420,0.970,20.07
3.600,0.3942,-0.0,-1.6124,-483.7,-0.1818,8.3919,0,-458,-42.86,-205.71,0.430,0.620,20.08
3.620,0.3942,-0.0,-1.6124,-483.7,-0.1818,8.3919,0,-470,-42.86,-211.43,0.420,0.290,20.08
3.640,0.4774,-0.0,-1.5800,-474.0,-0.1842,8.4016,0,-481,-42.86,-211.43,0.410,0.510,20.07
3.660,0.4774,-0.0,-1.5800,-474.0,-0.1842,8.4016,0,-508,-42.86,-217.14,0.430,0.800,20.10
3.680,0.4682,-0.0,-1.5385,-461.5,-0.1842,8.4016,0,-478,-42.86,-217.14,0.430,1.020,20.09
3.700,0.4682,-0.0,-1.5385,-461.5,-0.1842,8.4016,0,-460,-42.86,-220.00,0.420,0.830,20.07
3.720,0.4682,-0.0,-1.5385,-461.5,-0.1842,8.4016,0,-457,-42.86,-225.71,0.410,0.500,20.09
3.740,0.5317,-319.0,-1.5352,-460.6,-0.1879,8.3955,0,-488,-42.86,-225.71,0.420,0.130,20.09
3.760,0.5317,-319.0,-1.5352,-460.6,-0.1879,8.3955,0,-475,-42.86,-228.57,0.410,0.310,20.08
3.780,0.4497,-0.0,-1.5884,-476.5,-0.1879,8.3955,-238,-469,-42.86,-231.43,0.840,0.670,20.07
3.800,0.4497,-0.0,-1.5884,-476.5,-0.1879,8.3955,-242,-447,-45.71,-234.29,1.190,0.880,20.07
3.820,0.4497,-0.0,-1.5884,-476.5,-0.1879,8.3955,-12,-454,-45.71,-237.14,0.930,0.960,20.07
3.840,0.4743,-0.0,-1.6501,-495.0,-0.1785,8.3984,-18,-488,-45.71,-240.00,0.980,0.610,20.09
3.860,0.4743,-0.0,-1.6501,-495.0,-0.1785,8.3984,-22,-482,-45.71,-242.86,0.900,0.240,20.07
3.880,0.5021,-301.2,-1.6346,-490.4,-0.1785,8.3984,-23,-498,-45.71,-245.71,0.840,0.220,20.06
3.900,0.5021,-301.2,-1.6346,-490.4,-0.1939,8.3991,-24,-493,-45.71,-248.57,0.790,0.500,20.08
3.920,0.5021,-301.2,-1.6346,-490.4,-0.1939,8.3991,-260,-516,-48.57,-251.43,1.180,0.790,20.07
3.940,0.4987,-0.0,-1.5647,-469.4,-0.1782,8.3979,-235,-470,-48.57,-254.29,1.370,0.840,20.08
3.960,0.4987,-0.0,-1.5647,-469.4,-0.1782,8.3979,-267,-479,-48.57,-257.14,1.640,0.690,20.08
3.980,0.5249,-314.9,-1.5213,-456.4,-0.1782,8.3979,-45,-491,-48.57,-260.00,1.270,0.190,20.06
4.000,0.5249,-314.9,-1.5213,-456.4,-0.1782,8.3979,-30,-470,-51.43,-262.86,1.380,0.150,20.08
4.020,0.5249,-314.9,-1.5213,-456.4,-0.1782,8.3979,-291,-471,-51.43,-265.71,1.560,0.470,20.07
4.040,0.5534,-332.1,-1.5339,-460.2,-0.1782,8.3979,-277,-446,-54.29,-265.71,1.190,0.810,20.07
4.060,0.5534,-332.1,-1.5339,-460.2,-0.1782,8.3979,-305,-446,-54.29,-271.43,1.090,0.870,20.08
4.080,0.5216,-312.9,-1.5914,-477.4,-0.1782,8.3979,-320,-462,-57.14,-271.43,0.830,0.790,20.07
4.100,0.5216,-312.9,-1.5914,-477.4,-0.1789,8.3981,-320,-478,-60.00,-274.29,0.840,0.520,20.07
4.120,0.5216,-312.9,-1.5914,-477.4,-0.1789,8.3981,-310,-482,-60.00,-280.00,0.980,0.190,20.07
4.140,0.4501,-0.0,-1.7143,-514.3,-0.1942,8.3996,-313,-465,-62.86,-280.00,1.230,0.280,20.08
4.160,0.4501,-0.0,-1.7143,-514.3,-0.1942,8.3996,-328,-463,-65.71,-282.86,1.390,0.640,20.09
4.180,0.4952,-0.0,-1.7821,-534.6,-0.1942,8.3996,-81,-515,-65.71,-285.71,1.140,0.960,20.07
4.200,0.4952,-0.0,-1.7821,-534.6,-0.2007,8.4029,-75,-498,-65.71,-288.57,1.140,1.000,20.09
4.220,0.4952,-0.0,-1.7821,-534.6,-0.2007,8.4029,-53,-534,-65.71,-294.29,1.010,0.560,20.07
4.240,0.5344,-320.6,-1.7099,-513.0,-0.2224,8.4078,-38,-518,-65.71,-294.29,1.000,0.300,20.08
4.260,0.5344,-320.6,-1.7099,-513.0,-0.2224,8.4078,-8,-540,-65.71,-300.00,1.080,0.410,20.07
4.280,0.5214,-312.8,-1.5915,-477.5,-0.2224,8.4078,-236,-516,-68.57,-300.00,1.380,0.760,20.07
4.300,0.5214,-312.8,-1.5915,-477.5,-0.2007,8.4029,-200,-509,-68.57,-302.86,1.760,0.930,20.10
4.320,0.5214,-312.8,-1.5915,-477.5,-0.2007,8.4029,-241,-456,-71.43,-308.57,1.890,0.940,20.08
4.340,0.5855,-351.3,-1.4692,-440.7,-0.1793,8.3978,-233,-479,-71.43,-308.57,1.830,0.670,20.07
4.360,0.5855,-351.3,-1.4692,-440.7,-0.1793,8.3978,-286,-485,-74.29,-314.29,1.850,0.320,20.07
4.380,0.5982,-358.9,-1.4190,-425.7,-0.1793,8.3978,-306,-400,-74.29,-314.29,1.640,0.580,20.07
