t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,-0.6628,7.0751,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,66.3,566.0,0,0,0.000,0.000,0.01,
0.0050,-0.6831,7.4239,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.3,593.9,0,0,0.000,0.000,41.01,
0.0100,-0.6841,7.4413,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.3,11,151,0.460,0.810,7.77,
0.0150,-0.6841,7.4422,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.4,28,379,0.500,0.250,5.07,
0.0200,-0.6841,7.4422,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.4,26,456,0.510,0.200,5.63,
0.0250,-0.6841,7.4422,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.4,18,420,0.560,0.000,5.07,
0.0300,-0.6841,7.4422,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.4,16,391,0.610,0.280,6.40,
0.0350,-0.6841,7.4422,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.4,22,418,0.630,0.530,9.47,
0.0400,-0.6841,7.4422,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.4,26,467,0.630,0.640,9.73,
0.0450,-0.6841,7.4422,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.4,28,487,0.640,0.710,5.08,
0.0500,-0.6841,7.4422,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.4,32,491,0.640,0.820,5.02,
0.0550,-0.6841,7.4422,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.4,33,498,0.640,0.930,5.08,
0.0600,-0.6841,7.4422,-0.0477,9.1203,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.4,595.4,34,519,0.660,0.930,5.07,
0.0650,-0.6867,7.4152,-0.0411,9.1177,0.000,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,68.7,593.2,34,535,0.670,0.970,5.07,
0.0700,-0.6868,7.4139,-0.0411,9.1177,0.002,-0.051,0.000,0.000,-0.0,-0.0,0.0,0.0,68.7,593.1,33,523,0.700,1.030,11.63,
0.0750,-0.6868,7.4138,-0.0411,9.1177,0.004,-0.102,0.000,0.000,-0.0,-0.0,0.0,0.0,68.7,593.1,33,554,0.740,1.040,9.03,
0.0800,-0.6868,7.4138,-0.0411,9.1177,0.007,-0.151,0.000,0.000,-0.0,-0.0,0.0,0.0,68.7,593.1,34,563,0.740,0.770,5.07,
0.0850,-0.6868,7.4138,-0.0411,9.1177,0.009,-0.200,0.000,0.000,-0.0,-0.0,0.0,0.0,68.7,593.1,34,551,0.720,0.690,5.08,
0.0900,-0.6868,7.4138,-0.0411,9.1177,0.011,-0.247,0.000,0.000,-0.0,-0.0,0.0,0.0,68.7,593.1,34,542,0.750,0.710,5.07,
0.0950,-0.6868,7.4138,-0.0411,9.1177,0.013,-0.294,0.000,0.000,-0.0,-0.0,0.0,0.0,68.7,593.1,35,566,0.750,0.490,5.08,
0.1000,-0.6868,7.4138,-0.0411,9.1177,0.015,-0.339,0.000,0.000,-0.0,-0.0,0.0,0.0,68.7,593.1,35,574,0.770,0.280,5.07,
0.1050,-0.6810,7.2394,-0.0411,9.1177,0.017,-0.384,0.000,0.000,-0.0,-0.0,0.0,0.0,68.1,579.2,38,558,0.770,0.300,5.07,
0.1100,-0.6807,7.2307,-0.0411,9.1177,0.023,-0.488,0.000,0.000,-0.0,-0.0,0.0,0.0,68.1,578.5,44,574,0.790,0.270,12.81,
0.1150,-0.6807,7.2302,-0.0411,9.1177,0.029,-0.590,0.000,0.000,-0.0,-0.0,0.0,0.0,68.1,578.4,52,549,0.800,0.410,9.96,
