t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,dt_ms
0.760,0.2392,-0.0,-0.7300,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.560,20.07
0.780,0.2272,-0.0,-0.7458,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.570,20.08
0.800,0.2272,-0.0,-0.7458,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.230,0.560,20.07
0.820,0.2272,-0.0,-0.7458,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.220,0.570,20.08
0.840,0.2263,-0.0,-0.7388,0.0,-0.6927,5.5173,0,-1,0.00,-51.43,0.200,0.560,20.07
0.860,0.2263,-0.0,-0.7388,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.210,0.560,20.07
0.880,0.2175,-0.0,-0.7259,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.220,0.560,20.08
0.900,0.2175,-0.0,-0.7259,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.220,0.560,20.08
0.920,0.2175,-0.0,-0.7259,0.0,-0.6857,5.5185,0,-1,0.00,-51.43,0.210,0.560,20.08
0.940,0.2156,-0.0,-0.7120,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.230,0.560,20.07
0.960,0.2156,-0.0,-0.7120,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.210,0.560,20.08
0.980,0.2147,-0.0,-0.7051,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.220,0.550,20.07
1.000,0.2147,-0.0,-0.7051,0.0,-0.6776,5.5128,0,0,0.00,-51.43,0.210,0.570,20.09
1.020,0.2147,-0.0,-0.7051,0.0,-0.6776,5.5128,0,0,0.00,-51.43,0.220,0.550,20.07
1.040,0.2078,-0.0,-0.7060,0.0,-0.6776,5.5128,0,0,0.00,-51.43,0.210,0.580,20.10
1.060,0.2078,-0.0,-0.7060,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.210,0.560,20.08
1.080,0.1999,-0.0,-0.7000,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.220,0.560,20.08
1.100,0.1999,-0.0,-0.7000,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.210,0.570,20.08
1.120,0.1999,-0.0,-0.7000,0.0,-0.6857,5.5185,0,-1,0.00,-51.43,0.210,0.570,20.08
1.140,0.2059,-0.0,-0.6922,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.220,0.570,20.08
1.160,0.2059,-0.0,-0.6922,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.220,0.550,20.08
1.180,0.2049,-0.0,-0.6852,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.220,0.560,20.08
1.200,0.2049,-0.0,-0.6852,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.210,0.560,20.08
1.220,0.2049,-0.0,-0.6852,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.210,0.560,20.08
1.240,0.2049,-0.0,-0.6852,0.0,-0.6857,5.5185,0,0,0.00,-51.43,0.210,0.560,20.07
1.260,0.2049,-0.0,-0.6852,0.0,-0.6846,5.5116,0,0,0.00,-51.43,0.210,0.550,20.07
1.280,0.2040,-0.0,-0.6783,0.0,-0.6846,5.5116,0,0,0.00,-51.43,0.220,0.560,20.08
1.300,0.2040,-0.0,-0.6783,0.0,-0.6846,5.5116,0,0,0.00,-51.43,0.210,0.560,20.08
1.320,0.2040,-0.0,-0.6783,0.0,-0.6846,5.5116,0,0,0.00,-51.43,0.220,0.560,20.08
1.340,0.2021,-0.0,-0.6644,0.0,-0.6846,5.5116,0,0,0.00,-51.43,0.220,0.550,20.08
1.360,0.2021,-0.0,-0.6644,0.0,-0.6846,5.5116,0,0,0.00,-51.43,0.220,0.560,20.08
1.380,0.2012,-0.0,-0.6575,0.0,-0.6846,5.5116,0,0,0.00,-51.43,0.210,0.570,20.08
1.400,0.2012,-0.0,-0.6575,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.560,20.09
1.420,0.2012,-0.0,-0.6575,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.560,20.08
1.440,0.2003,-0.0,-0.6506,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.200,0.550,20.08
1.460,0.2003,-0.0,-0.6506,0.0,-0.6903,5.5035,0,0,0.00,-51.43,0.210,0.560,20.08
1.480,0.1993,-0.0,-0.6436,0.0,-0.6903,5.5035,0,0,0.00,-51.43,0.210,0.570,20.08
1.500,0.1993,-0.0,-0.6436,0.0,-0.6903,5.5035,0,0,0.00,-51.43,0.210,0.570,20.09
1.520,0.1993,-0.0,-0.6436,0.0,-0.6903,5.5035,0,0,0.00,-51.43,0.210,0.560,20.08
1.540,0.1984,-0.0,-0.6367,0.0,-0.6903,5.5035,0,0,0.00,-51.43,0.210,0.560,20.08
1.560,0.1984,-0.0,-0.6367,0.0,-0.6903,5.5035,0,0,0.00,-51.43,0.220,0.560,20.08
1.580,0.1975,-0.0,-0.6298,0.0,-0.6903,5.5035,0,0,0.00,-51.43,0.210,0.560,20.07
1.600,0.1975,-0.0,-0.6298,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.570,20.08
1.620,0.1975,-0.0,-0.6298,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.220,0.570,20.08
1.640,0.1965,-0.0,-0.6228,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.570,20.08
1.660,0.1965,-0.0,-0.6228,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.560,20.08
1.680,0.1965,-0.0,-0.6229,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.220,0.560,20.08
1.700,0.1965,-0.0,-0.6229,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.570,20.08
1.720,0.1965,-0.0,-0.6229,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.570,20.08
1.740,0.1947,-0.0,-0.6090,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.550,20.07
1.760,0.1947,-0.0,-0.6090,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.560,20.08
1.780,0.1947,-0.0,-0.6090,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.560,20.07
1.800,0.1947,-0.0,-0.6090,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.570,20.07
1.820,0.1947,-0.0,-0.6090,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.550,20.08
1.840,0.1877,-0.0,-0.6099,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.550,20.07
1.860,0.1877,-0.0,-0.6099,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.560,20.07
1.880,0.1937,-0.0,-0.6021,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.550,20.08
1.900,0.1937,-0.0,-0.6021,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.220,0.560,20.07
1.920,0.1937,-0.0,-0.6021,0.0,-0.6915,5.5104,0,0,0.00,-51.43,0.210,0.560,20.08
1.940,0.1937,-0.0,-0.6021,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.220,0.550,20.08
1.960,0.1937,-0.0,-0.6021,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.560,20.08
1.980,0.1937,-0.0,-0.6021,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.560,20.08
2.000,0.1937,-0.0,-0.6021,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.220,0.560,20.08
2.020,0.1937,-0.0,-0.6021,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.560,20.08
2.040,0.2006,-0.0,-0.6011,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.560,20.09
2.060,0.2006,-0.0,-0.6011,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.560,20.08
2.080,0.2016,-0.0,-0.6081,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.560,20.08
2.100,0.2016,-0.0,-0.6081,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.560,20.07
2.120,0.2016,-0.0,-0.6081,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.220,0.560,20.08
2.140,0.2085,-0.0,-0.6071,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.570,20.08
2.160,0.2085,-0.0,-0.6071,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.560,20.08
2.180,0.2076,-0.0,-0.6002,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.220,0.550,20.08
2.200,0.2076,-0.0,-0.6002,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.220,0.550,20.08
2.220,0.2076,-0.0,-0.6002,0.0,-0.6927,5.5173,0,-1,0.00,-51.43,0.210,0.560,20.08
2.240,0.2075,-0.0,-0.6002,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.540,20.08
2.260,0.2075,-0.0,-0.6002,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.220,0.560,20.08
2.280,0.2006,-0.0,-0.6011,0.0,-0.6927,5.5173,0,0,0.00,-51.43,0.210,0.560,20.09
2.300,0.2006,-0.0,-0.6011,0.0,-0.6965,5.5381,0,0,0.00,-51.43,0.210,0.570,20.08
2.320,0.2006,-0.0,-0.6011,0.0,-0.6965,5.5381,0,0,0.00,-51.43,0.220,0.560,20.07
2.340,0.2126,-0.0,-0.5854,0.0,-0.6909,5.5886,0,0,0.00,-51.43,0.200,0.550,20.06
2.360,0.2126,-0.0,-0.5854,0.0,-0.6909,5.5886,0,0,0.00,-51.43,0.220,0.560,20.06
2.380,0.2228,-0.0,-0.5558,0.0,-0.6909,5.5886,0,0,0.00,-51.43,0.210,0.550,20.10
2.400,0.2228,-0.0,-0.5558,0.0,-0.6754,5.6625,0,0,0.00,-51.43,0.210,0.570,20.08
2.420,0.2228,-0.0,-0.5558,0.0,-0.6754,5.6625,0,0,0.00,-51.43,0.210,0.560,20.07
2.440,0.2440,-0.0,-0.5036,0.0,-0.6698,5.7129,0,0,0.00,-51.43,0.220,0.570,20.07
2.460,0.2440,-0.0,-0.5036,0.0,-0.6698,5.7129,0,0,0.00,-51.43,0.220,0.560,20.06
2.480,0.2662,-0.0,-0.4582,0.0,-0.6698,5.7129,0,0,0.00,-51.43,0.210,0.560,20.07
2.500,0.2662,-0.0,-0.4582,0.0,-0.6761,5.7475,0,0,0.00,-51.43,0.210,0.560,20.08
2.520,0.2662,-0.0,-0.4582,0.0,-0.6761,5.7475,0,-1,0.00,-51.43,0.220,0.560,20.07
2.540,0.2823,-0.0,-0.4208,0.0,-0.7080,5.7636,0,0,0.00,-51.43,0.220,0.550,20.07
2.560,0.2823,-0.0,-0.4208,0.0,-0.7080,5.7636,0,0,0.00,-51.43,0.210,0.560,20.06
2.580,0.2597,-0.0,-0.4097,0.0,-0.7080,5.7636,0,0,0.00,-51.43,0.210,0.560,20.07
2.600,0.2597,-0.0,-0.4097,0.0,-0.8111,5.7746,0,0,0.00,-51.43,0.210,0.560,20.07
2.620,0.2597,-0.0,-0.4097,0.0,-0.8111,5.7746,10,0,0.00,-51.43,0.200,0.550,20.07
2.640,0.1964,-0.0,-0.4111,0.0,-0.9896,5.7230,17,0,0.00,-51.43,0.150,0.560,20.07
2.660,0.1964,-0.0,-0.4111,0.0,-0.9896,5.7230,15,0,0.00,-51.43,0.120,0.550,20.07
2.680,0.0233,-0.0,-0.4344,0.0,-0.9896,5.7230,4,0,0.00,-51.43,0.140,0.550,20.07
2.700,0.0233,-0.0,-0.4344,0.0,-1.2251,5.6260,-5,0,0.00,-51.43,0.180,0.550,20.07
2.720,0.0233,-0.0,-0.4344,0.0,-1.2251,5.6260,-9,0,0.00,-51.43,0.230,0.550,20.07
2.740,-0.2883,-0.0,-0.4767,0.0,-1.5026,5.4006,-2,-1,0.00,-51.43,0.200,0.550,20.08
2.760,-0.2883,-0.0,-0.4767,0.0,-1.5026,5.4006,-1,-1,0.00,-51.43,0.200,0.550,20.07
2.780,-0.6367,382.0,-0.5597,0.0,-1.5026,5.4006,0,0,0.00,-51.43,0.200,0.560,20.07
2.800,-0.6367,382.0,-0.5597,0.0,-1.7371,5.1327,-2,0,0.00,-51.43,0.190,0.550,20.07
2.820,-0.6367,382.0,-0.5597,0.0,-1.7371,5.1327,185,0,2.86,-51.43,0.970,0.550,20.07
2.840,-0.9716,582.9,-0.6905,0.0,-1.9319,4.8429,201,0,2.86,-51.43,1.410,0.550,20.06
2.860,-0.9716,582.9,-0.6905,0.0,-1.9319,4.8429,283,0,2.86,-51.43,1.710,0.550,20.07
2.880,-1.1091,665.4,-0.8718,0.0,-1.9319,4.8429,449,0,5.71,-51.43,1.640,0.560,20.08
2.900,-1.1091,665.4,-0.8718,0.0,-2.1298,4.6160,500,0,8.57,-51.43,1.310,0.550,20.07
2.920,-1.1091,665.4,-0.8718,0.0,-2.1298,4.6160,616,0,14.29,-51.43,1.040,0.560,20.07
2.940,-1.0040,602.4,-1.1194,-335.8,-2.3324,4.3815,618,-1,17.14,-51.43,1.200,0.550,20.07
2.960,-1.0040,602.4,-1.1194,-335.8,-2.3324,4.3815,649,0,20.00,-51.43,1.570,0.540,20.07
2.980,-0.7482,448.9,-1.4311,-429.3,-2.3324,4.3815,620,-305,22.86,-54.29,1.140,0.920,20.07
3.000,-0.7482,448.9,-1.4311,-429.3,-2.4940,4.1612,650,-264,28.57,-54.29,0.570,0.820,20.07
3.020,-0.7482,448.9,-1.4311,-429.3,-2.4940,4.1612,527,-352,31.43,-57.14,0.150,0.750,20.07
3.040,-0.5090,305.4,-1.7232,-517.0,-2.5733,3.9624,524,-393,34.29,-60.00,0.300,0.540,20.08
3.060,-0.5090,305.4,-1.7232,-517.0,-2.5733,3.9624,433,-424,37.14,-62.86,0.790,0.130,20.07
3.080,-0.4206,-0.0,-1.9511,-585.3,-2.5733,3.9624,279,-471,37.14,-65.71,1.160,0.000,20.09
3.100,-0.4206,-0.0,-1.9511,-585.3,-2.5421,3.7403,274,-501,40.00,-65.71,1.200,0.160,20.07
3.120,-0.4206,-0.0,-1.9511,-585.3,-2.5421,3.7403,13,-553,40.00,-71.43,1.050,0.690,20.07
3.140,-0.3772,-0.0,-2.1144,-634.3,-2.4390,3.4738,4,-562,40.00,-74.29,1.260,0.840,20.07
3.160,-0.3772,-0.0,-2.1144,-634.3,-2.4390,3.4738,-2,-583,40.00,-77.14,1.300,0.520,20.07
3.180,-0.3201,-0.0,-2.2195,-665.9,-2.4390,3.4738,-3,-632,40.00,-80.00,1.340,0.030,20.08
3.200,-0.3201,-0.0,-2.2195,-665.9,-2.2758,3.2322,-3,-605,40.00,-82.86,1.340,0.090,20.07
3.220,-0.3201,-0.0,-2.2195,-665.9,-2.2758,3.2322,0,-674,40.00,-88.57,1.340,0.600,20.07
3.240,-0.1578,-0.0,-2.2677,-680.3,-2.1034,2.9782,1,-624,40.00,-91.43,1.330,0.790,20.07
3.260,-0.1578,-0.0,-2.2677,-680.3,-2.1034,2.9782,5,-687,40.00,-97.14,1.310,0.370,20.07
3.280,0.1185,-0.0,-2.2715,-681.5,-2.1034,2.9782,7,-677,40.00,-100.00,1.250,0.050,20.07
3.300,0.1185,-0.0,-2.2715,-681.5,-1.8775,2.7050,9,-687,40.00,-102.86,1.210,0.330,20.07
3.320,0.1185,-0.0,-2.2715,-681.5,-1.8775,2.7050,10,-666,40.00,-108.57,1.150,0.730,20.07
3.340,0.4025,-0.0,-2.2321,-669.6,-1.6198,2.4518,7,-669,40.00,-111.43,1.120,0.580,20.07
3.360,0.4025,-0.0,-2.2321,-669.6,-1.6198,2.4518,1,-685,40.00,-117.14,1.120,0.070,20.07
3.380,0.3630,-0.0,-2.1034,-631.0,-1.6198,2.4518,-1,-668,40.00,-120.00,1.150,0.110,20.07
3.400,0.3630,-0.0,-2.1034,-631.0,-1.3302,2.2182,0,-684,40.00,-122.86,1.160,0.630,20.07
3.420,0.3630,-0.0,-2.1034,-631.0,-1.3302,2.2182,0,-638,40.00,-128.57,1.160,0.730,20.07
3.440,0.3162,-0.0,-1.9758,-592.7,-1.0397,2.0203,0,-644,40.00,-128.57,1.160,0.250,20.07
3.460,0.3162,-0.0,-1.9758,-592.7,-1.0397,2.0203,6,-611,40.00,-134.29,1.140,0.010,20.07
3.480,0.4235,-0.0,-1.8903,-567.1,-1.0397,2.0203,14,-619,40.00,-137.14,1.050,0.370,20.07
3.500,0.4235,-0.0,-1.8903,-567.1,-0.7907,1.8151,13,-618,40.00,-140.00,1.020,0.740,20.07
3.520,0.4235,-0.0,-1.8903,-567.1,-0.7907,1.8151,4,-535,40.00,-145.71,0.990,0.800,20.07
3.540,0.6421,-385.2,-1.8390,-551.7,-0.5713,1.5763,1,-576,40.00,-145.71,1.000,0.430,20.07
3.560,0.6421,-385.2,-1.8390,-551.7,-0.5713,1.5763,0,-556,40.00,-151.43,1.020,0.020,20.07
3.580,0.8596,-515.7,-1.8303,-549.1,-0.5713,1.5763,-212,-553,40.00,-154.29,0.160,0.410,20.08
3.600,0.8596,-515.7,-1.8303,-549.1,-0.3831,1.3108,-190,-557,37.14,-157.14,0.120,0.810,20.07
3.620,0.8596,-515.7,-1.8303,-549.1,-0.3831,1.3108,-350,-530,34.29,-160.00,0.150,0.880,20.07
3.640,0.9830,-589.8,-1.8557,-556.7,-0.2092,1.0853,-370,-506,34.29,-162.86,0.080,0.810,20.07
3.660,0.9830,-589.8,-1.8557,-556.7,-0.2092,1.0853,-425,-573,31.43,-165.71,0.360,0.220,20.07
3.680,0.9633,-578.0,-1.8654,-559.6,-0.2092,1.0853,-562,-543,28.57,-168.57,0.750,0.110,20.07
3.700,0.9633,-578.0,-1.8654,-559.6,-0.0401,0.8874,-521,-552,25.71,-171.43,0.680,0.530,20.06
3.720,0.9633,-578.0,-1.8654,-559.6,-0.0401,0.8874,-545,-565,20.00,-177.14,0.250,0.870,20.07
3.740,0.8645,-518.7,-1.8649,-559.5,0.1275,0.6965,-572,-545,20.00,-177.14,0.060,0.730,20.07
3.760,0.8645,-518.7,-1.8649,-559.5,0.1275,0.6965,-578,-564,14.29,-182.86,0.090,0.320,20.07
3.780,0.7081,-424.9,-1.8509,-555.3,0.1275,0.6965,-526,-540,11.43,-185.71,0.520,0.010,20.07
3.800,0.7081,-424.9,-1.8509,-555.3,0.2938,0.5552,-530,-570,8.57,-188.57,0.700,0.310,20.06
3.820,0.7081,-424.9,-1.8509,-555.3,0.2938,0.5552,-459,-557,5.71,-191.43,0.430,0.790,20.06
3.840,0.5344,-320.6,-1.8112,-543.4,0.4573,0.4706,-450,-530,5.71,-194.29,0.010,0.830,20.07
3.860,0.5344,-320.6,-1.8112,-543.4,0.4573,0.4706,-430,-559,2.86,-197.14,0.150,0.460,20.07
3.880,0.7346,-440.7,-1.8678,-560.3,0.4573,0.4706,-350,-532,0.00,-200.00,0.090,0.020,20.09
3.900,0.7346,-440.7,-1.8678,-560.3,0.5893,0.4446,-321,-526,-2.86,-202.86,0.100,0.140,20.06
3.920,0.7346,-440.7,-1.8678,-560.3,0.5893,0.4446,-429,-565,-5.71,-208.57,0.580,0.660,20.07
3.940,0.8435,-506.1,-1.7742,-532.3,0.6714,0.4600,-430,-557,-5.71,-208.57,0.720,0.860,20.09
3.960,0.8435,-506.1,-1.7742,-532.3,0.6714,0.4600,-412,-545,-11.43,-214.29,0.610,0.700,20.08
3.980,1.0186,-611.1,-1.5014,-450.4,0.6714,0.4600,-371,-566,-11.43,-217.14,0.660,0.060,20.07
4.000,1.0186,-611.1,-1.5014,-450.4,0.6160,0.5292,-390,-542,-14.29,-220.00,0.800,0.050,20.07
4.020,1.0186,-611.1,-1.5014,-450.4,0.6160,0.5292,-504,-482,-17.14,-222.86,1.130,0.360,20.06
4.040,1.1621,-697.2,-1.1546,-346.4,0.5041,0.5953,-546,-470,-20.00,-225.71,1.580,0.760,20.09
4.060,1.1621,-697.2,-1.1546,-346.4,0.5041,0.5953,-567,-439,-22.86,-228.57,1.760,0.770,20.09
4.080,1.0205,-612.3,-0.7992,0.0,0.5041,0.5953,-661,-347,-25.71,-231.43,1.850,0.450,20.08
4.100,1.0205,-612.3,-0.7992,0.0,0.3294,0.6924,-692,-392,-31.43,-231.43,1.370,0.300,20.07
4.120,1.0205,-612.3,-0.7992,0.0,0.3294,0.6924,-618,-67,-34.29,-231.43,1.030,0.060,20.07
4.140,0.5552,-333.1,-0.4136,0.0,0.1049,0.7871,-644,-46,-37.14,-231.43,1.220,0.090,20.09
4.160,0.5552,-333.1,-0.4136,0.0,0.1049,0.7871,-633,-16,-42.86,-234.29,1.400,0.080,20.07
4.180,-0.1005,-0.0,-0.0855,0.0,0.1049,0.7871,-404,-10,-42.86,-234.29,0.780,0.070,20.07
4.200,-0.1005,-0.0,-0.0855,0.0,-0.1943,0.8603,-437,-6,-45.71,-234.29,0.410,0.060,20.08
4.220,-0.1005,-0.0,-0.0855,0.0,-0.1943,0.8603,-139,0,-48.57,-234.29,0.030,0.070,20.07
4.240,-0.7120,427.2,0.1272,0.0,-0.5707,0.9254,-109,-1,-48.57,-234.29,0.170,0.060,20.09
4.260,-0.7120,427.2,0.1272,0.0,-0.5707,0.9254,-54,0,-48.57,-234.29,0.180,0.070,20.07
4.280,-1.1314,678.8,0.2327,0.0,-0.5707,0.9254,274,0,-48.57,-234.29,0.660,0.060,20.07
4.300,-1.1314,678.8,0.2327,0.0,-1.0223,1.0109,232,0,-45.71,-234.29,0.570,0.060,20.07
4.320,-1.1314,678.8,0.2327,0.0,-1.0223,1.0109,541,0,-42.86,-234.29,0.290,0.060,20.07
4.340,-1.3757,825.4,0.3001,0.0,-1.5458,1.0604,593,0,-40.00,-234.29,0.130,0.060,20.07
4.360,-1.3757,825.4,0.3001,0.0,-1.5458,1.0604,621,0,-34.29,-234.29,0.100,0.050,20.07
4.380,-1.5101,906.1,0.3415,0.0,-1.5458,1.0604,791,0,-31.43,-234.29,0.660,0.060,20.07
4.400,-1.5101,906.1,0.3415,0.0,-2.0706,1.1158,782,0,-28.57,-234.29,0.520,0.060,20.07
4.420,-1.5101,906.1,0.3415,0.0,-2.0706,1.1158,862,0,-20.00,-234.29,0.010,0.070,20.07
4.440,-1.5844,950.7,0.4062,0.0,-2.6183,1.2158,859,0,-17.14,-234.29,0.220,0.070,20.07
4.460,-1.5844,950.7,0.4062,0.0,-2.6183,1.2158,888,0,-11.43,-234.29,0.580,0.050,20.07
