t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,i_roll_erpm,i_pitch_erpm,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0800,1.4626,-0.2355,0.2307,-2.3373,-2.094,-0.576,-0.049,-0.184,0.7,0.0,-20.9,2.9,0.0,0.0,-857.3,2.9,-795,2,1.870,0.010,15.95,
0.0850,1.4626,-0.2355,0.2307,-2.3373,-2.837,-0.775,0.015,-0.200,0.7,0.0,-28.4,3.9,0.0,0.0,-849.9,3.9,-790,1,1.430,0.370,5.09,
0.0900,1.4626,-0.2355,0.2307,-2.3373,-3.469,-0.944,0.054,-0.209,0.7,0.0,-34.7,4.7,0.0,0.0,-843.6,4.7,-799,0,1.620,0.380,5.08,
0.0950,1.4626,-0.2355,0.2307,-2.3373,-4.006,-1.088,0.077,-0.215,0.8,0.0,-40.1,5.4,0.0,0.0,-838.2,5.4,-805,0,1.460,0.400,5.10,
0.1000,1.4626,-0.2355,0.2307,-2.3373,-4.463,-1.210,0.091,-0.219,0.8,0.0,-44.6,6.0,0.0,0.0,-833.7,6.0,-821,0,1.700,0.400,5.68,
0.1050,1.0330,-0.3317,0.2307,-2.3373,-4.851,-1.314,0.099,-0.221,0.8,0.0,-48.5,6.6,0.0,0.0,-572.1,6.6,-834,1,1.610,0.410,5.09,
0.1100,1.0330,-0.3317,0.2434,-2.3460,-6.037,-1.318,0.239,-0.177,0.8,0.0,-60.4,6.6,0.0,0.0,-560.2,6.6,-837,2,1.820,0.390,6.12,
0.1150,1.0330,-0.3317,0.2434,-2.3460,-7.045,-1.322,0.322,-0.151,0.9,0.0,-70.5,6.6,0.0,0.0,-550.2,6.6,-695,2,1.340,0.400,17.22,
0.1200,1.0330,-0.3317,0.2434,-2.3460,-7.902,-1.325,0.372,-0.135,0.9,0.0,-79.0,6.6,0.0,0.0,-541.6,6.6,-719,1,0.790,0.410,5.10,
0.1250,1.0330,-0.3317,0.2434,-2.3460,-8.630,-1.328,0.402,-0.126,0.9,0.0,-86.3,6.6,0.0,0.0,-534.4,6.6,-688,0,0.620,0.430,5.65,
0.1300,1.0330,-0.3317,0.2434,-2.3460,-9.249,-1.330,0.421,-0.120,0.9,0.0,-92.5,6.6,0.0,0.0,-528.2,6.6,-692,1,0.400,0.420,5.09,
0.1350,1.0330,-0.3317,0.2434,-2.3460,-9.775,-1.332,0.431,-0.117,0.9,0.0,-97.8,6.7,0.0,0.0,-522.9,6.7,-705,0,0.090,0.430,5.67,
0.1400,0.3798,-0.3468,0.2434,-2.3460,-10.223,-1.334,0.438,-0.115,0.9,0.0,-102.2,6.7,0.0,0.0,101.3,6.7,-698,0,0.110,0.440,5.10,
0.1450,0.3798,-0.3468,0.2715,-2.3540,-10.368,-0.899,0.263,-0.069,0.9,0.0,-103.7,4.5,0.0,0.0,102.7,4.5,-669,-1,0.200,0.440,6.90,
0.1500,0.3798,-0.3468,0.2715,-2.3540,-10.491,-0.529,0.158,-0.041,0.9,0.0,-104.9,2.6,0.0,0.0,104.0,2.6,-42,0,0.510,0.440,16.39,
0.1550,0.3798,-0.3468,0.2715,-2.3540,-10.596,-0.214,0.095,-0.025,0.9,0.0,-106.0,1.1,0.0,0.0,105.0,1.1,-86,0,0.200,0.440,5.10,
0.1600,0.3798,-0.3468,0.2715,-2.3540,-10.685,0.053,0.057,-0.015,0.9,0.0,-106.9,-0.3,0.0,0.0,105.9,-0.3,-150,0,0.060,0.420,5.64,
0.1650,0.3798,-0.3468,0.2715,-2.3540,-10.761,0.280,0.034,-0.009,0.9,0.0,-107.6,-1.4,0.0,0.0,106.7,-1.4,-149,-1,0.650,0.460,5.10,
0.1700,0.3798,-0.3468,0.2715,-2.3540,-10.826,0.473,0.020,-0.005,0.9,0.0,-108.3,-2.4,0.0,0.0,107.3,-2.4,-131,-1,0.020,0.450,5.71,
0.1750,-0.1382,-0.2772,0.2715,-2.3540,-10.880,0.637,0.012,-0.003,0.9,0.0,-108.8,-3.2,0.0,0.0,107.9,-3.2,-125,-2,0.710,0.450,5.10,
0.1800,-0.1382,-0.2772,0.2587,-2.3610,-10.121,0.575,0.007,-0.002,0.9,0.0,-101.2,-2.9,0.0,0.0,100.3,-2.9,-116,-1,0.780,0.430,6.50,
0.1850,-0.1382,-0.2772,0.2587,-2.3610,-9.476,0.522,-0.309,-0.091,0.9,0.0,-94.8,-2.6,0.0,0.0,93.8,-2.6,-103,0,0.870,0.440,10.14,
0.1900,-0.1382,-0.2772,0.2587,-2.3610,-8.927,0.478,-0.499,-0.144,0.9,0.0,-89.3,-2.4,0.0,0.0,88.3,-2.4,-80,0,0.910,0.420,9.35,
0.1950,-0.1382,-0.2772,0.2587,-2.3610,-8.461,0.439,-0.613,-0.176,0.9,0.0,-84.6,-2.2,0.0,0.0,83.7,-2.2,-66,0,0.890,0.410,5.10,
0.2000,-0.1382,-0.2772,0.2587,-2.3610,-8.065,0.407,-0.681,-0.195,0.9,0.0,-80.6,-2.0,0.0,0.0,79.7,-2.0,-34,0,0.830,0.440,5.64,
0.2050,-0.1382,-0.2772,0.2587,-2.3610,-7.728,0.380,-0.722,-0.207,0.9,0.0,-77.3,-1.9,0.0,0.0,76.3,-1.9,-17,0,0.770,0.430,5.08,
0.2100,-0.2739,-0.3022,0.2587,-2.3610,-7.442,0.356,-0.746,-0.213,0.9,0.0,-74.4,-1.8,0.0,0.0,73.5,-1.8,4,0,0.740,0.410,5.58,
0.2150,-0.2739,-0.3022,0.2587,-2.3610,-7.198,0.336,-0.761,-0.218,0.9,0.0,-72.0,-1.7,0.0,0.0,71.1,-1.7,30,0,0.690,0.420,5.76,
0.2200,-0.2739,-0.3022,0.2048,-2.3669,-5.565,0.084,-1.083,-0.175,0.9,0.0,-55.6,-0.4,0.0,0.0,54.7,-0.4,52,0,0.620,0.440,5.04,
0.2250,-0.2739,-0.3022,0.2048,-2.3669,-4.176,-0.130,-1.277,-0.150,0.9,0.0,-41.8,0.6,0.0,0.0,40.8,0.6,124,1,0.320,0.420,17.10,
0.2300,-0.2739,-0.3022,0.2048,-2.3669,-2.996,-0.312,-1.393,-0.135,0.9,0.0,-30.0,1.6,0.0,0.0,29.0,1.6,111,2,0.370,0.420,5.10,
0.2350,-0.2739,-0.3022,0.2048,-2.3669,-1.992,-0.466,-1.462,-0.126,0.9,0.0,-19.9,2.3,0.0,0.0,19.0,2.3,69,0,0.460,0.410,5.64,
0.2400,-0.2739,-0.3022,0.2048,-2.3669,-1.140,-0.598,-1.504,-0.120,0.9,0.0,-11.4,3.0,0.0,0.0,10.5,3.0,55,0,0.530,0.420,5.10,
0.2450,-0.2739,-0.3022,0.2048,-2.3669,-0.415,-0.710,-1.529,-0.117,0.9,0.0,-4.1,3.5,0.0,0.0,3.2,3.5,41,1,0.530,0.430,5.64,
0.2500,-0.0261,-0.3776,0.2048,-2.3669,0.201,-0.805,-1.544,-0.115,0.9,0.0,2.0,4.0,0.0,0.0,-2.9,4.0,39,1,0.530,0.440,5.10,
0.2550,-0.0261,-0.3776,0.1043,-2.3751,1.279,-0.751,-1.598,-0.158,0.9,0.0,12.8,3.8,-106.9,0.0,93.1,3.8,69,0,0.380,0.430,7.11,
0.2600,-0.0261,-0.3776,0.1043,-2.3751,2.195,-0.705,-1.630,-0.185,0.9,0.0,22.0,3.5,-109.8,0.0,86.9,3.5,157,0,0.070,0.430,17.04,
0.2650,-0.0261,-0.3776,0.1043,-2.3751,2.974,-0.667,-1.650,-0.200,0.9,0.0,29.7,3.3,-112.0,0.0,81.4,3.3,167,0,0.020,0.440,5.10,
0.2700,-0.0261,-0.3776,0.1043,-2.3751,3.636,-0.634,-1.661,-0.210,0.9,0.0,36.4,3.2,-113.7,0.0,76.5,3.2,223,0,0.110,0.450,5.63,
0.2750,-0.0261,-0.3776,0.1043,-2.3751,4.198,-0.606,-1.668,-0.215,0.9,0.0,42.0,3.0,-115.0,0.0,72.0,3.0,232,0,0.300,0.460,5.10,
0.2800,-0.0261,-0.3776,0.1043,-2.3751,4.676,-0.582,-1.672,-0.219,0.9,0.0,46.8,2.9,-115.8,0.0,68.1,2.9,216,0,0.420,0.450,5.65,
0.2850,0.3077,-0.3806,0.1043,-2.3751,5.083,-0.562,-1.675,-0.221,0.9,0.0,50.8,2.8,-116.4,0.0,64.6,2.8,210,0,0.490,0.460,5.10,
0.2900,0.3077,-0.3806,0.0220,-2.3730,4.941,-0.427,-1.676,-0.222,0.9,0.0,49.4,2.1,-116.8,0.0,66.4,2.1,195,0,0.620,0.450,5.83,
0.2950,0.3077,-0.3806,0.0220,-2.3730,4.821,-0.313,-1.543,-0.223,0.9,0.0,48.2,1.6,-113.3,0.0,64.1,1.6,176,0,0.710,0.450,10.18,
0.3000,0.3077,-0.3806,0.0220,-2.3730,4.719,-0.216,-1.463,-0.223,0.9,0.0,47.2,1.1,-108.9,0.0,60.8,1.1,164,0,0.780,0.440,8.01,
0.3050,0.3077,-0.3806,0.0220,-2.3730,4.632,-0.133,-1.415,-0.223,0.9,0.0,46.3,0.7,0.0,0.0,-47.3,0.7,154,1,0.790,0.470,5.10,
0.3100,0.3077,-0.3806,0.0220,-2.3730,4.559,-0.063,-1.386,-0.224,0.9,0.0,45.6,0.3,0.0,0.0,-46.5,0.3,127,0,0.780,0.450,5.80,
0.3150,0.3077,-0.3806,0.0220,-2.3730,4.496,-0.003,-1.369,-0.224,0.9,0.0,45.0,0.0,0.0,0.0,-45.9,0.0,100,0,1.000,0.470,5.10,
0.3200,0.3077,-0.3806,0.0220,-2.3730,4.443,0.048,-1.358,-0.224,0.9,0.0,44.4,-0.2,0.0,0.0,-45.4,-0.2,25,0,0.860,0.460,5.67,
0.3250,0.3871,-0.3873,0.0220,-2.3730,4.397,0.091,-1.352,-0.224,0.9,0.0,44.0,-0.5,0.0,0.0,-44.9,-0.5,18,0,0.750,0.440,5.10,
0.3300,0.3871,-0.3873,-0.0377,-2.3822,3.201,-0.007,-1.035,-0.269,0.9,0.0,32.0,0.0,0.0,0.0,-32.9,0.0,3,0,0.720,0.430,6.78,
0.3350,0.3871,-0.3873,-0.0377,-2.3822,2.183,-0.089,-0.845,-0.295,0.9,0.0,21.8,0.4,0.0,0.0,-22.8,0.4,-38,1,0.600,0.430,17.08,
0.3400,0.3871,-0.3873,-0.0377,-2.3822,1.319,-0.160,-0.731,-0.312,0.9,0.0,13.2,0.8,0.0,0.0,-14.1,0.8,-44,2,0.460,0.440,5.10,
0.3450,0.3871,-0.3873,-0.0377,-2.3822,0.584,-0.220,-0.662,-0.321,0.9,0.0,5.8,1.1,0.0,0.0,-6.8,1.1,-51,0,0.360,0.420,5.69,
0.3500,0.3871,-0.3873,-0.0377,-2.3822,-0.041,-0.271,-0.621,-0.327,0.9,0.0,-0.4,1.4,0.0,0.0,-0.5,1.4,-58,0,0.270,0.440,5.10,
0.3550,0.3871,-0.3873,-0.0377,-2.3822,-0.572,-0.314,-0.597,-0.330,0.9,0.0,-5.7,1.6,0.0,0.0,4.8,1.6,-74,0,0.160,0.440,5.63,
0.3600,0.1408,-0.4090,-0.0377,-2.3822,-1.023,-0.351,-0.582,-0.333,0.9,0.0,-10.2,1.8,0.0,0.0,9.3,1.8,-83,0,0.060,0.450,5.10,
0.3650,0.1408,-0.4090,-0.0598,-2.3864,-1.793,-0.198,-0.483,-0.289,0.9,0.0,-17.9,1.0,0.0,0.0,17.0,1.0,-106,0,0.070,0.430,6.95,
0.3700,0.1408,-0.4090,-0.0598,-2.3864,-2.447,-0.067,-0.424,-0.263,0.9,0.0,-24.5,0.3,0.0,0.0,23.5,0.3,-73,0,0.230,0.440,16.56,
0.3750,0.1408,-0.4090,-0.0598,-2.3864,-3.003,0.044,-0.389,-0.247,0.9,0.0,-30.0,-0.2,0.0,0.0,29.1,-0.2,-62,0,0.220,0.410,5.08,
0.3800,0.1408,-0.4090,-0.0598,-2.3864,-3.476,0.138,-0.368,-0.238,0.9,0.0,-34.8,-0.7,0.0,0.0,33.8,-0.7,-43,0,0.230,0.430,5.64,
0.3850,0.1408,-0.4090,-0.0598,-2.3864,-3.878,0.218,-0.355,-0.232,0.9,0.0,-38.8,-1.1,0.0,0.0,37.8,-1.1,-35,0,0.220,0.450,5.10,
0.3900,0.1408,-0.4090,-0.0598,-2.3864,-4.219,0.286,-0.347,-0.229,0.9,0.0,-42.2,-1.4,0.0,0.0,41.3,-1.4,-21,-2,0.230,0.440,5.65,
0.3950,-0.1280,-0.3702,-0.0598,-2.3864,-4.510,0.344,-0.343,-0.227,0.9,0.0,-45.1,-1.7,0.0,0.0,44.2,-1.7,-16,-1,0.230,0.460,5.10,
0.4000,-0.1280,-0.3702,-0.0724,-2.3932,-4.354,0.393,-0.340,-0.226,0.9,0.0,-43.5,-2.0,0.0,0.0,42.6,-2.0,-5,-1,0.240,0.440,7.09,
0.4050,-0.1280,-0.3702,-0.0724,-2.3932,-4.221,0.435,-0.562,-0.270,0.9,0.0,-42.2,-2.2,0.0,0.0,41.3,-2.2,2,0,0.200,0.440,9.59,
0.4100,-0.1280,-0.3702,-0.0724,-2.3932,-4.108,0.470,-0.695,-0.296,0.9,0.0,-41.1,-2.4,0.0,0.0,40.2,-2.4,0,0,0.160,0.440,8.58,
0.4150,-0.1280,-0.3702,-0.0724,-2.3932,-4.012,0.500,-0.775,-0.312,0.9,0.0,-40.1,-2.5,0.0,0.0,39.2,-2.5,2,0,0.290,0.450,5.10,
0.4200,-0.1280,-0.3702,-0.0724,-2.3932,-3.931,0.526,-0.823,-0.321,0.9,0.0,-39.3,-2.6,0.0,0.0,38.4,-2.6,3,0,0.280,0.430,5.66,
0.4250,-0.1280,-0.3702,-0.0724,-2.3932,-3.862,0.548,-0.852,-0.327,0.9,0.0,-38.6,-2.7,0.0,0.0,37.7,-2.7,3,0,0.320,0.440,5.10,
0.4300,-0.1280,-0.3702,-0.0724,-2.3932,-3.803,0.566,-0.869,-0.331,0.9,0.0,-38.0,-2.8,0.0,0.0,37.1,-2.8,3,0,0.310,0.430,5.64,
0.4350,-0.2655,-0.3795,-0.0724,-2.3932,-3.753,0.582,-0.880,-0.333,0.9,0.0,-37.5,-2.9,0.0,0.0,36.6,-2.9,5,0,0.290,0.430,5.79,
0.4400,-0.2655,-0.3795,-0.1128,-2.4077,-3.156,0.310,-0.886,-0.334,0.9,0.0,-31.6,-1.6,0.0,0.0,30.6,-1.6,5,0,0.310,0.440,5.07,
0.4450,-0.2655,-0.3795,-0.1128,-2.4077,-2.649,0.079,-0.934,-0.245,0.9,0.0,-26.5,-0.4,0.0,0.0,25.6,-0.4,4,0,0.350,0.430,10.61,
0.4500,-0.2655,-0.3795,-0.1128,-2.4077,-2.218,-0.118,-0.964,-0.192,0.9,0.0,-22.2,0.6,0.0,0.0,21.3,0.6,2,0,0.350,0.420,9.11,
0.4550,-0.2655,-0.3795,-0.1128,-2.4077,-1.852,-0.285,-0.981,-0.160,0.9,0.0,-18.5,1.4,0.0,0.0,17.6,1.4,3,1,0.360,0.430,5.09,
0.4600,-0.2655,-0.3795,-0.1128,-2.4077,-1.541,-0.426,-0.991,-0.141,0.9,0.0,-15.4,2.1,0.0,0.0,14.5,2.1,1,0,0.360,0.420,5.02,
0.4650,-0.2655,-0.3795,-0.1128,-2.4077,-1.276,-0.547,-0.998,-0.129,0.9,0.0,-12.8,2.7,0.0,0.0,11.8,2.7,0,1,0.390,0.410,5.09,
0.4700,-0.2167,-0.4495,-0.1128,-2.4077,-1.051,-0.650,-1.001,-0.122,0.9,0.0,-10.5,3.2,0.0,0.0,9.6,3.2,0,0,0.370,0.430,5.71,
0.4750,-0.2167,-0.4495,-0.1128,-2.4077,-0.860,-0.737,-1.004,-0.118,0.9,0.0,-8.6,3.7,0.0,0.0,7.7,3.7,0,0,0.350,0.440,5.33,
0.4800,-0.2167,-0.4495,-0.1470,-2.4187,-0.378,-0.677,-0.916,-0.205,0.9,0.0,-3.8,3.4,0.0,0.0,2.9,3.4,0,0,0.350,0.460,5.16,
0.4850,-0.2167,-0.4495,-0.1470,-2.4187,0.031,-0.626,-0.863,-0.257,0.9,0.0,0.3,3.1,0.0,0.0,-1.2,3.1,0,0,0.350,0.450,15.58,
0.4900,-0.2167,-0.4495,-0.1470,-2.4187,0.379,-0.582,-0.831,-0.289,0.9,0.0,3.8,2.9,0.0,0.0,-4.7,2.9,4,1,0.350,0.450,5.08,
0.4950,-0.2167,-0.4495,-0.1470,-2.4187,0.675,-0.545,-0.812,-0.308,0.9,0.0,6.7,2.7,0.0,0.0,-7.7,2.7,22,0,0.260,0.460,5.69,
0.5000,-0.2167,-0.4495,-0.1470,-2.4187,0.926,-0.514,-0.800,-0.319,0.9,0.0,9.3,2.6,0.0,0.0,-10.2,2.6,35,0,0.090,0.440,5.10,
0.5050,-0.2167,-0.4495,-0.1470,-2.4187,1.139,-0.487,-0.794,-0.326,0.9,0.0,11.4,2.4,0.0,0.0,-12.3,2.4,47,-1,0.110,0.440,6.10,
0.5100,-0.0680,-0.4295,-0.1470,-2.4187,1.321,-0.464,-0.790,-0.330,0.9,0.0,13.2,2.3,0.0,0.0,-14.1,2.3,52,-2,0.040,0.460,5.09,
0.5150,-0.0680,-0.4295,-0.1908,-2.4271,1.626,-0.244,-0.787,-0.332,0.9,0.0,16.3,1.2,0.0,0.0,-17.2,1.2,67,0,0.030,0.460,6.79,
0.5200,-0.0680,-0.4295,-0.1908,-2.4271,1.886,-0.056,-1.009,-0.244,0.9,0.0,18.9,0.3,0.0,0.0,-19.8,0.3,83,0,0.170,0.450,10.19,
0.5250,-0.0680,-0.4295,-0.1908,-2.4271,2.107,0.103,-1.143,-0.191,0.9,0.0,21.1,-0.5,0.0,0.0,-22.0,-0.5,77,0,0.300,0.440,8.58,
0.5300,-0.0680,-0.4295,-0.1908,-2.4271,2.294,0.239,-1.223,-0.159,0.9,0.0,22.9,-1.2,0.0,0.0,-23.9,-1.2,71,0,0.340,0.460,5.10,
0.5350,-0.0680,-0.4295,-0.1908,-2.4271,2.454,0.354,-1.271,-0.140,0.9,0.0,24.5,-1.8,0.0,0.0,-25.5,-1.8,59,0,0.360,0.440,5.65,
0.5400,-0.0680,-0.4295,-0.1908,-2.4271,2.589,0.452,-1.300,-0.129,0.9,0.0,25.9,-2.3,0.0,0.0,-26.8,-2.3,54,-1,0.390,0.480,5.10,
0.5450,-0.0680,-0.4295,-0.1908,-2.4271,2.704,0.535,-1.317,-0.122,0.9,0.0,27.0,-2.7,0.0,0.0,-28.0,-2.7,42,0,0.400,0.450,5.66,
0.5500,0.0473,-0.4196,-0.1908,-2.4271,2.802,0.606,-1.327,-0.118,0.9,0.0,28.0,-3.0,0.0,0.0,-29.0,-3.0,36,0,0.400,0.450,5.10,
0.5550,0.0473,-0.4196,-0.2345,-2.4355,2.365,0.280,-1.334,-0.116,0.9,0.0,23.7,-1.4,0.0,0.0,-24.6,-1.4,21,0,0.400,0.450,6.71,
0.5600,0.0473,-0.4196,-0.2345,-2.4355,1.994,0.003,-0.979,-0.069,0.9,0.0,19.9,-0.0,0.0,0.0,-20.9,-0.0,4,0,0.370,0.430,11.45,
0.5650,0.0473,-0.4196,-0.2345,-2.4355,1.678,-0.232,-0.767,-0.042,0.9,0.0,16.8,1.2,0.0,0.0,-17.7,1.2,-3,2,0.350,0.440,7.77,
0.5700,0.0473,-0.4196,-0.2345,-2.4355,1.409,-0.432,-0.639,-0.025,0.9,0.0,14.1,2.2,0.0,0.0,-15.0,2.2,-6,1,0.320,0.440,5.09,
0.5750,0.0473,-0.4196,-0.2345,-2.4355,1.181,-0.603,-0.562,-0.015,0.9,0.0,11.8,3.0,0.0,0.0,-12.7,3.0,-12,0,0.300,0.430,5.04,
0.5800,0.0473,-0.4196,-0.2345,-2.4355,0.987,-0.747,-0.517,-0.009,0.9,0.0,9.9,3.7,0.0,0.0,-10.8,3.7,-17,1,0.260,0.430,5.09,
0.5850,-0.0390,-0.4923,-0.2345,-2.4355,0.822,-0.870,-0.489,-0.005,0.9,0.0,8.2,4.4,0.0,0.0,-9.2,4.4,-23,0,0.240,0.450,5.08,
0.5900,-0.0390,-0.4923,-0.2345,-2.4355,0.682,-0.975,-0.472,-0.003,0.9,0.0,6.8,4.9,0.0,0.0,-7.8,4.9,-32,1,0.190,0.460,5.92,
0.5950,-0.0390,-0.4923,-0.2373,-2.4451,0.026,-0.896,-0.104,-0.002,0.9,0.0,0.3,4.5,0.0,0.0,-1.2,4.5,-41,2,0.130,0.450,5.08,
0.6000,-0.0390,-0.4923,-0.2373,-2.4451,-0.532,-0.828,0.116,-0.001,0.9,0.0,-5.3,4.1,0.0,0.0,4.4,4.1,-70,1,0.000,0.450,17.15,
0.6050,-0.0390,-0.4923,-0.2373,-2.4451,-1.006,-0.771,0.249,-0.001,0.9,0.0,-10.1,3.9,0.0,0.0,9.1,3.9,-74,0,0.130,0.480,5.10,
0.6100,-0.0390,-0.4923,-0.2373,-2.4451,-1.409,-0.723,0.328,-0.000,0.9,0.0,-14.1,3.6,0.0,0.0,13.2,3.6,-70,0,0.200,0.470,5.64,
0.6150,-0.0390,-0.4923,-0.2373,-2.4451,-1.752,-0.681,0.376,-0.000,0.9,0.0,-17.5,3.4,0.0,0.0,16.6,3.4,-62,0,0.210,0.470,5.10,
0.6200,-0.0390,-0.4923,-0.2373,-2.4451,-2.043,-0.646,0.405,-0.000,0.9,0.0,-20.4,3.2,0.0,0.0,19.5,3.2,-42,0,0.210,0.470,5.63,
0.6250,-0.2242,-0.4691,-0.2373,-2.4451,-2.290,-0.617,0.422,-0.000,0.9,0.0,-22.9,3.1,0.0,0.0,22.0,3.1,-34,0,0.200,0.480,5.10,
0.6300,-0.2242,-0.4691,-0.2278,-2.4478,-2.366,-0.256,0.432,-0.000,0.9,0.0,-23.7,1.3,0.0,0.0,22.7,1.3,-22,0,0.200,0.460,5.85,
0.6350,-0.2242,-0.4691,-0.2278,-2.4478,-2.431,0.051,0.259,0.045,0.9,0.0,-24.3,-0.3,0.0,0.0,23.4,-0.3,-12,0,0.200,0.460,9.71,
0.6400,-0.2242,-0.4691,-0.2278,-2.4478,-2.486,0.312,0.156,0.072,0.9,0.0,-24.9,-1.6,0.0,0.0,23.9,-1.6,-6,0,0.210,0.470,8.64,
0.6450,-0.2242,-0.4691,-0.2278,-2.4478,-2.533,0.534,0.093,0.088,0.9,0.0,-25.3,-2.7,0.0,0.0,24.4,-2.7,-4,-1,0.190,0.470,5.10,
0.6500,-0.2242,-0.4691,-0.2278,-2.4478,-2.573,0.722,0.056,0.097,0.9,0.0,-25.7,-3.6,0.0,0.0,24.8,-3.6,-1,-1,0.200,0.460,5.66,
0.6550,-0.2242,-0.4691,-0.2278,-2.4478,-2.606,0.883,0.034,0.103,0.9,0.0,-26.1,-4.4,0.0,0.0,25.1,-4.4,-1,-2,0.200,0.470,5.10,
0.6600,-0.2242,-0.4691,-0.2278,-2.4478,-2.635,1.019,0.020,0.107,0.9,0.0,-26.4,-5.1,0.0,0.0,25.4,-5.1,0,-2,0.010,0.460,5.65,
0.6650,-0.3237,-0.3953,-0.2278,-2.4478,-2.659,1.135,0.012,0.109,0.9,0.0,-26.6,-5.7,0.0,0.0,25.7,-5.7,0,-1,0.220,0.470,5.10,
0.6700,-0.3237,-0.3953,-0.2251,-2.4382,-2.244,0.931,-0.038,0.200,0.9,0.0,-22.4,-4.7,0.0,0.0,21.5,-4.7,2,0,0.230,0.450,6.84,
0.6750,-0.3237,-0.3953,-0.2251,-2.4382,-1.890,0.758,-0.067,0.254,0.9,0.0,-18.9,-3.8,0.0,0.0,18.0,-3.8,2,0,0.260,0.430,17.05,
0.6800,-0.3237,-0.3953,-0.2251,-2.4382,-1.590,0.610,-0.085,0.287,0.9,0.0,-15.9,-3.1,0.0,0.0,15.0,-3.1,2,0,0.270,0.450,5.10,
