t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,dt_ms
0.000,-0.3150,-0.0,1.2528,501.1,-0.2335,6.1137,0,0,0.00,0.00,0.000,0.000,0.02
0.020,-0.3150,-0.0,1.2528,501.1,-0.2335,6.1137,0,0,0.00,0.00,0.000,0.000,40.77
0.040,-0.3158,-0.0,1.2598,503.9,-0.4679,5.7074,0,8,0.00,0.00,0.250,0.750,20.09
0.060,-0.3158,-0.0,1.2598,503.9,-0.4679,5.7074,0,351,0.00,2.86,0.310,0.970,20.07
0.080,-0.3158,-0.0,1.2598,503.9,-0.4679,5.7074,0,404,0.00,2.86,0.350,0.640,20.08
0.100,-0.3204,-0.0,1.2382,495.3,-0.4675,5.7074,0,461,0.00,5.71,0.360,0.220,20.07
0.120,-0.3204,-0.0,1.2382,495.3,-0.4675,5.7074,0,446,0.00,8.57,0.340,0.070,20.08
0.140,-0.3374,-0.0,1.2011,480.4,-0.4675,5.7074,0,466,0.00,11.43,0.350,0.310,20.09
0.160,-0.3374,-0.0,1.2011,480.4,-0.4675,5.7074,0,482,0.00,14.29,0.350,0.610,20.09
0.180,-0.3374,-0.0,1.2011,480.4,-0.4675,5.7074,0,444,0.00,17.14,0.340,0.850,20.07
0.200,-0.3598,-0.0,1.1493,459.7,-0.4679,5.7074,0,476,0.00,20.00,0.340,0.920,20.08
0.220,-0.3598,-0.0,1.1493,459.7,-0.4679,5.7074,0,515,0.00,22.86,0.350,0.410,20.07
0.240,-0.3877,-0.0,1.0829,433.2,-0.4679,5.7074,0,466,0.00,25.71,0.360,0.070,20.07
0.260,-0.3877,-0.0,1.0829,433.2,-0.4679,5.7074,0,439,0.00,28.57,0.360,0.130,20.06
0.280,-0.3877,-0.0,1.0829,433.2,-0.4679,5.7074,0,425,0.00,31.43,0.340,0.410,20.08
0.300,-0.4147,-0.0,1.0095,403.8,-0.4679,5.7074,0,476,0.00,31.43,0.360,0.640,20.07
0.320,-0.4147,-0.0,1.0095,403.8,-0.4679,5.7074,0,452,0.00,37.14,0.350,0.800,20.06
0.340,-0.4471,-0.0,0.9215,0.0,-0.4675,5.7074,0,386,0.00,37.14,0.360,0.620,20.07
0.360,-0.4471,-0.0,0.9215,0.0,-0.4675,5.7074,0,409,0.00,40.00,0.350,0.180,20.06
0.380,-0.4471,-0.0,0.9215,0.0,-0.4675,5.7074,0,63,0.00,40.00,0.350,0.110,20.08
0.400,-0.4796,-0.0,0.8334,0.0,-0.4675,5.7074,0,64,0.00,42.86,0.340,0.180,20.09
0.420,-0.4796,-0.0,0.8334,0.0,-0.4675,5.7074,0,33,0.00,42.86,0.360,0.180,20.06
0.440,-0.5004,375.3,0.7678,0.0,-0.4675,5.7074,0,25,0.00,42.86,0.350,0.200,20.07
0.460,-0.5004,375.3,0.7678,0.0,-0.4675,5.7074,0,21,0.00,42.86,0.360,0.230,20.06
0.480,-0.5004,375.3,0.7678,0.0,-0.4675,5.7074,304,17,0.00,42.86,0.100,0.250,20.08
0.500,-0.5051,378.8,0.7461,0.0,-0.4595,5.7015,255,13,0.00,42.86,0.230,0.260,20.09
0.520,-0.5051,378.8,0.7461,0.0,-0.4595,5.7015,246,8,2.86,42.86,0.830,0.260,20.06
0.540,-0.4772,-0.0,0.7493,0.0,-0.4745,5.7063,273,6,5.71,42.86,1.220,0.270,20.07
0.560,-0.4772,-0.0,0.7493,0.0,-0.4745,5.7063,302,3,5.71,42.86,1.560,0.270,20.07
0.580,-0.4772,-0.0,0.7493,0.0,-0.4745,5.7063,56,0,5.71,42.86,0.970,0.260,20.07
0.600,-0.3282,-0.0,0.7377,0.0,-0.4825,5.7121,64,1,5.71,42.86,0.920,0.270,20.08
0.620,-0.3282,-0.0,0.7377,0.0,-0.4825,5.7121,92,1,8.57,42.86,0.630,0.270,20.06
0.640,-0.1608,-0.0,0.6858,0.0,-0.4606,5.7085,66,0,8.57,42.86,0.500,0.280,20.09
0.660,-0.1608,-0.0,0.6858,0.0,-0.4606,5.7085,25,1,8.57,42.86,0.520,0.260,20.07
0.680,-0.1608,-0.0,0.6858,0.0,-0.4606,5.7085,15,0,8.57,42.86,0.530,0.270,20.08
0.700,-0.0873,-0.0,0.6588,0.0,-0.4537,5.7096,9,0,8.57,42.86,0.530,0.270,20.09
0.720,-0.0873,-0.0,0.6588,0.0,-0.4537,5.7096,4,0,8.57,42.86,0.530,0.270,20.07
0.740,-0.1073,-0.0,0.6496,0.0,-0.4318,5.7060,2,0,8.57,42.86,0.520,0.280,20.09
0.760,-0.1073,-0.0,0.6496,0.0,-0.4318,5.7060,1,1,8.57,42.86,0.520,0.280,20.08
0.780,-0.1073,-0.0,0.6496,0.0,-0.4318,5.7060,-7,1,8.57,42.86,0.530,0.280,20.07
0.800,-0.2016,-0.0,0.6743,0.0,-0.4387,5.7049,-8,0,8.57,42.86,0.580,0.290,20.08
0.820,-0.2016,-0.0,0.6743,0.0,-0.4387,5.7049,-10,0,8.57,42.86,0.600,0.290,20.07
0.840,-0.2848,-0.0,0.7284,0.0,-0.4745,5.7063,-9,0,8.57,42.86,0.620,0.280,20.09
0.860,-0.2848,-0.0,0.7284,0.0,-0.4745,5.7063,-8,0,8.57,42.86,0.630,0.270,20.09
0.880,-0.2848,-0.0,0.7284,0.0,-0.4745,5.7063,-2,0,8.57,42.86,0.630,0.260,20.07
0.900,-0.2996,-0.0,0.7338,0.0,-0.4894,5.7110,0,1,8.57,42.86,0.650,0.260,20.08
0.920,-0.2996,-0.0,0.7338,0.0,-0.4894,5.7110,10,0,8.57,42.86,0.600,0.280,20.07
0.940,-0.2278,-0.0,0.7207,0.0,-0.4814,5.7052,12,0,8.57,42.86,0.560,0.290,20.08
0.960,-0.2278,-0.0,0.7207,0.0,-0.4814,5.7052,10,0,8.57,42.86,0.540,0.290,20.09
