t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,0.0836,-0.2352,-0.7074,6.1658,0.017,0.084,0.045,0.000,0.2,-0.4,0.0,0.0,-0.2,-0.4,0,0,0.000,0.000,0.02,
0.0050,0.0836,-0.2352,-0.7074,6.1658,0.014,0.138,0.072,0.000,0.1,-0.7,0.0,0.0,-0.1,-0.7,0,0,0.000,0.000,43.97,
0.0100,0.0836,-0.2352,-0.7074,6.1658,0.012,0.185,0.088,0.000,0.1,-0.9,0.0,0.0,-0.1,-0.9,0,0,0.010,0.310,7.55,
0.0150,0.0806,-0.2145,-0.7074,6.1658,0.010,0.224,0.097,0.000,0.1,-1.1,0.0,0.0,-0.1,-1.1,0,0,0.010,0.380,5.08,
0.0200,0.0806,-0.2145,-1.1229,5.7653,-0.025,0.224,0.103,0.000,-0.2,-1.1,0.0,0.0,0.2,-1.1,0,0,0.010,0.380,12.12,
0.0250,0.0806,-0.2145,-1.1229,5.7653,-0.055,0.224,0.107,0.000,-0.5,-1.1,0.0,0.0,0.5,-1.1,0,0,0.010,0.370,5.57,
0.0300,0.0806,-0.2145,-1.1229,5.7653,-0.080,0.224,0.109,0.000,-0.8,-1.1,0.0,0.0,0.8,-1.1,0,0,0.010,0.380,5.06,
0.0350,0.0806,-0.2145,-1.1229,5.7653,-0.102,0.224,0.110,0.000,-1.0,-1.1,0.0,0.0,1.0,-1.1,0,0,0.010,0.370,9.74,
0.0400,0.0806,-0.2145,-1.1229,5.7653,-0.120,0.224,0.111,0.000,-1.2,-1.1,0.0,0.0,1.2,-1.1,0,0,0.010,0.370,5.23,
0.0450,0.0806,-0.2145,-1.1229,5.7653,-0.136,0.224,0.111,0.000,-1.4,-1.1,0.0,0.0,1.4,-1.1,0,0,0.010,0.380,5.60,
0.0500,0.0806,-0.2145,-1.1229,5.7653,-0.149,0.224,0.111,0.000,-1.5,-1.1,0.0,0.0,1.5,-1.1,0,0,0.010,0.350,5.11,
0.0550,0.0806,-0.2145,-1.1167,5.7628,-0.143,0.106,0.112,0.000,-1.4,-0.5,0.0,0.0,1.4,-0.5,0,0,0.010,0.370,13.75,
0.0600,0.0806,-0.2145,-1.1167,5.7628,-0.139,0.007,0.112,0.000,-1.4,-0.0,0.0,0.0,1.4,-0.0,0,0,0.010,0.380,6.55,
0.0650,0.0806,-0.2145,-1.1167,5.7628,-0.135,-0.078,0.067,0.000,-1.3,0.4,0.0,0.0,1.3,0.4,0,0,0.010,0.380,5.04,
0.0700,0.0806,-0.2145,-1.1167,5.7628,-0.131,-0.151,0.040,0.000,-1.3,0.8,0.0,0.0,1.3,0.8,0,0,0.010,0.390,9.94,
0.0750,0.0806,-0.2145,-1.1167,5.7628,-0.128,-0.212,0.024,0.000,-1.3,1.1,0.0,0.0,1.3,1.1,0,0,0.010,0.380,5.16,
0.0800,0.0806,-0.2145,-1.1167,5.7628,-0.126,-0.264,0.014,0.000,-1.3,1.3,0.0,0.0,1.3,1.3,0,0,0.010,0.360,5.03,
0.0850,0.0766,-0.2363,-1.1167,5.7628,-0.124,-0.308,0.009,0.000,-1.2,1.5,0.0,0.0,1.2,1.5,0,0,0.010,0.380,5.10,
0.0900,0.0766,-0.2363,-1.1165,5.7625,-0.122,-0.346,0.005,0.000,-1.2,1.7,0.0,0.0,1.2,1.7,0,0,0.010,0.370,6.59,
0.0950,0.0766,-0.2363,-1.1165,5.7625,-0.104,-0.311,0.003,0.000,-1.0,1.6,0.0,0.0,1.0,1.6,0,0,0.010,0.380,8.42,
0.1000,0.0766,-0.2363,-1.1165,5.7625,-0.088,-0.281,0.002,0.000,-0.9,1.4,0.0,0.0,0.9,1.4,0,0,0.010,0.120,6.19,
0.1050,0.0766,-0.2363,-1.1165,5.7625,-0.075,-0.256,-0.088,0.045,-0.7,1.3,0.0,0.0,0.7,1.3,0,0,0.010,0.360,5.08,
0.1100,0.0766,-0.2363,-1.1165,5.7625,-0.064,-0.234,-0.143,0.072,-0.6,1.2,0.0,0.0,0.6,1.2,0,0,0.010,0.370,9.04,
0.1150,0.0766,-0.2363,-1.1165,5.7625,-0.054,-0.216,-0.175,0.088,-0.5,1.1,0.0,0.0,0.5,1.1,0,0,0.010,0.360,5.06,
0.1200,0.0766,-0.2363,-1.1165,5.7625,-0.046,-0.200,-0.195,0.097,-0.5,1.0,0.0,0.0,0.5,1.0,0,0,0.010,0.360,5.34,
0.1250,0.0766,-0.2363,-1.1165,5.7625,-0.039,-0.187,-0.206,0.103,-0.4,0.9,0.0,0.0,0.4,0.9,0,0,0.010,0.370,5.08,
0.1300,0.0766,-0.2363,-1.1165,5.7625,-0.016,-0.075,-0.213,0.107,-0.2,0.4,0.0,0.0,0.2,0.4,0,0,0.010,0.340,12.98,
0.1350,0.0766,-0.2363,-1.1165,5.7625,0.003,0.020,-0.217,0.109,0.0,-0.1,0.0,0.0,-0.0,-0.1,0,0,0.010,0.360,6.91,
0.1400,0.0766,-0.2363,-1.1165,5.7625,0.019,0.101,-0.086,0.110,0.2,-0.5,0.0,0.0,-0.2,-0.5,0,0,0.010,0.360,5.08,
0.1450,0.0766,-0.2363,-1.1165,5.7625,0.033,0.170,-0.007,0.111,0.3,-0.8,0.0,0.0,-0.3,-0.8,0,0,0.010,0.340,9.03,
