t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,-0.3418,-0.9141,0.0092,8.1286,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.000,0.000,0.01,
0.0050,-0.3573,-0.9015,0.0092,8.1286,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.000,0.000,45.19,
0.0100,-0.3573,-0.9015,0.1099,10.3917,-0.017,0.000,0.000,0.000,-0.2,-0.0,0.0,0.0,0.2,0.0,0,0,0.370,0.260,6.74,
0.0150,-0.3573,-0.9015,0.1099,10.3917,-0.031,0.000,0.000,0.000,-0.3,-0.0,0.0,0.0,0.3,0.0,0,0,0.400,0.300,12.28,
0.0200,-0.3573,-0.9015,0.1099,10.3917,-0.043,0.000,0.000,0.000,-0.4,-0.0,0.0,0.0,0.4,0.0,0,0,0.380,0.300,5.07,
0.0250,-0.3573,-0.9015,0.1099,10.3917,-0.053,0.000,0.000,0.000,-0.5,-0.0,0.0,0.0,0.5,0.0,0,0,0.400,0.310,5.53,
0.0300,-0.3573,-0.9015,0.1099,10.3917,-0.062,0.000,0.000,0.000,-0.6,-0.0,0.0,0.0,0.6,0.0,0,0,0.410,0.300,10.31,
0.0350,-0.3642,-0.9023,0.1099,10.3917,-0.070,0.000,0.000,0.000,-0.7,-0.0,0.0,0.0,0.7,0.0,0,0,0.420,0.300,5.08,
0.0400,-0.3642,-0.9023,0.1099,10.3917,-0.059,0.000,0.000,0.000,-0.6,-0.0,0.0,0.0,0.6,0.0,0,0,0.420,0.300,8.38,
0.0450,-0.3642,-0.9023,0.1099,10.3917,-0.050,0.000,0.000,0.000,-0.5,-0.0,0.0,0.0,0.5,0.0,0,0,0.410,0.300,6.51,
0.0500,-0.3642,-0.9023,0.1099,10.3917,-0.043,0.000,0.000,0.000,-0.4,-0.0,0.0,0.0,0.4,0.0,0,0,0.420,0.290,9.39,
0.0550,-0.3642,-0.9023,0.1099,10.3917,-0.036,0.000,0.000,0.000,-0.4,-0.0,0.0,0.0,0.4,0.0,0,0,0.410,0.320,5.08,
0.0600,-0.3642,-0.9023,0.1099,10.3917,-0.031,0.000,0.000,0.000,-0.3,-0.0,0.0,0.0,0.3,0.0,0,0,0.440,0.300,5.36,
0.0650,-0.3642,-0.9023,0.1099,10.3917,-0.026,0.000,0.000,0.000,-0.3,-0.0,0.0,0.0,0.3,0.0,0,0,0.410,0.310,10.35,
0.0700,-0.3642,-0.9023,0.1099,10.3917,-0.022,0.000,0.000,0.000,-0.2,-0.0,0.0,0.0,0.2,0.0,0,0,0.410,0.330,5.07,
0.0750,-0.3642,-0.9023,0.1099,10.3917,-0.002,0.000,0.000,0.000,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,0.400,0.300,8.21,
0.0800,-0.3642,-0.9023,0.1099,10.3917,0.015,0.000,0.000,0.000,0.1,-0.0,0.0,0.0,-0.1,0.0,0,0,0.420,0.300,5.92,
0.0850,-0.3642,-0.9023,0.1062,10.3857,0.029,0.000,0.000,0.000,0.3,-0.0,0.0,0.0,-0.3,0.0,0,0,0.400,0.290,8.90,
0.0900,-0.3642,-0.9023,0.1062,10.3857,0.042,0.000,0.000,0.000,0.4,-0.0,0.0,0.0,-0.4,0.0,0,0,0.420,0.300,5.08,
0.0950,-0.3642,-0.9023,0.1062,10.3857,0.052,0.000,0.000,0.000,0.5,-0.0,0.0,0.0,-0.5,0.0,0,0,0.380,0.290,5.07,
0.1000,-0.3642,-0.9023,0.1062,10.3857,0.061,0.000,0.000,0.000,0.6,-0.0,0.0,0.0,-0.6,0.0,0,0,0.410,0.310,5.07,
0.1050,-0.3642,-0.9023,0.1062,10.3857,0.069,0.000,0.000,0.000,0.7,-0.0,0.0,0.0,-0.7,0.0,0,0,0.420,0.290,8.66,
0.1100,-0.3642,-0.9023,0.1062,10.3857,0.075,0.000,0.000,0.000,0.8,-0.0,0.0,0.0,-0.8,0.0,0,0,0.420,0.290,5.08,
0.1150,-0.3642,-0.9023,0.1062,10.3857,0.047,0.000,0.000,0.000,0.5,-0.0,0.0,0.0,-0.5,0.0,0,0,0.420,0.310,8.11,
0.1200,-0.3642,-0.9023,0.1062,10.3857,0.023,0.000,0.000,0.000,0.2,-0.0,0.0,0.0,-0.2,0.0,0,0,0.410,0.300,8.02,
0.1250,-0.3642,-0.9023,0.1062,10.3857,0.003,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.410,0.290,8.95,
0.1300,-0.3642,-0.9023,0.1062,10.3857,-0.014,0.000,0.000,0.000,-0.1,-0.0,0.0,0.0,0.1,0.0,0,0,0.420,0.290,5.07,
0.1350,-0.3642,-0.9023,0.1062,10.3857,-0.029,0.000,0.000,0.000,-0.3,-0.0,0.0,0.0,0.3,0.0,0,0,0.430,0.300,5.07,
0.1400,-0.3642,-0.9023,0.1062,10.3857,-0.041,0.000,0.000,0.000,-0.4,-0.0,0.0,0.0,0.4,0.0,0,0,0.410,0.300,9.25,
0.1450,-0.3650,-0.8953,0.1062,10.3857,-0.052,0.000,0.000,0.000,-0.5,-0.0,0.0,0.0,0.5,0.0,0,0,0.420,0.300,5.08,
0.1500,-0.3650,-0.8953,0.1062,10.3857,-0.027,0.000,0.000,0.000,-0.3,-0.0,0.0,0.0,0.3,0.0,0,0,0.410,0.290,7.50,
0.1550,-0.3650,-0.8953,0.1122,10.3820,-0.006,0.000,0.000,0.000,-0.1,-0.0,0.0,0.0,0.1,0.0,1,0,0.420,0.290,8.24,
