t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,dt_ms
0.000,-0.1712,-0.3,0.1165,3.2,-0.4181,7.4813,0,0,0.00,0.00,0.000,0.000,0.00,0.00,0.0,0.0,0.3,3.2,0.01
0.020,-0.2637,-0.3,0.1795,3.2,-0.4181,7.4813,0,0,0.00,0.00,0.000,0.000,0.00,0.00,0.0,0.0,0.3,3.2,20.07
0.040,-0.2951,-0.1,0.2196,3.4,-0.4194,7.4847,1,1,0.00,0.00,0.000,0.210,0.00,0.00,0.0,0.0,0.1,3.4,20.08
0.060,-0.3120,-0.1,0.2413,3.4,-0.4194,7.4847,0,0,0.00,0.00,0.350,0.300,0.00,0.00,0.0,0.0,0.1,3.4,20.08
0.080,-0.3211,-0.1,0.2530,3.4,-0.4194,7.4847,0,0,0.00,0.00,0.350,0.280,0.00,0.00,0.0,0.0,0.1,3.4,20.09
0.100,-0.3261,-0.4,0.2593,3.3,-0.4171,7.4848,0,0,0.00,0.00,0.360,0.280,0.00,0.00,0.0,0.0,0.4,3.3,20.08
0.120,-0.3287,-0.4,0.2628,3.3,-0.4171,7.4848,0,1,0.00,0.00,0.350,0.270,0.00,0.00,0.0,0.0,0.4,3.3,20.08
0.140,-0.3307,0.5,0.2678,3.2,-0.4231,7.4832,0,0,0.00,0.00,0.350,0.280,0.00,0.00,0.0,0.0,-0.5,3.2,20.07
0.160,-0.3317,0.5,0.2705,3.2,-0.4231,7.4832,0,0,0.00,0.00,0.350,0.270,0.00,0.00,0.0,0.0,-0.5,3.2,20.08
0.180,-0.3323,0.5,0.2720,3.2,-0.4231,7.4832,0,0,0.00,0.00,0.350,0.270,0.00,0.00,0.0,0.0,-0.5,3.2,20.08
0.200,-0.3326,0.2,0.2727,-0.0,-0.4213,7.4405,0,0,0.00,0.00,0.350,0.260,0.00,0.00,0.0,0.0,-0.2,-0.0,20.07
0.220,-0.3327,0.2,0.2732,-0.0,-0.4213,7.4405,0,0,0.00,0.00,0.340,0.250,0.00,0.00,0.0,0.0,-0.2,-0.0,20.11
0.240,-0.3328,0.2,0.2734,-0.0,-0.4213,7.4405,0,0,0.00,0.00,0.340,0.260,0.00,0.00,0.0,0.0,-0.2,-0.0,20.08
0.260,-0.3329,0.2,0.2735,-0.0,-0.4213,7.4405,0,0,0.00,0.00,0.340,0.260,0.00,0.00,0.0,0.0,-0.2,-0.0,20.07
0.280,-0.3329,0.2,0.2736,-0.0,-0.4213,7.4405,0,0,0.00,0.00,0.350,0.260,0.00,0.00,0.0,0.0,-0.2,-0.0,20.13
0.300,-0.3329,0.2,0.2736,-3.7,-0.4210,7.3920,0,0,0.00,0.00,0.350,0.250,0.00,0.00,0.0,0.0,-0.2,-3.7,20.08
0.320,-0.3329,0.2,0.2736,-3.6,-0.4210,7.3920,0,0,0.00,0.00,0.350,0.250,0.00,0.00,0.0,0.0,-0.2,-3.6,20.08
0.340,-0.3329,0.2,0.2737,-3.6,-0.4210,7.3920,0,0,0.00,0.00,0.350,0.270,0.00,0.00,0.0,0.0,-0.2,-3.6,20.07
0.360,-0.3329,0.2,0.2737,-3.6,-0.4210,7.3920,0,0,0.00,0.00,0.340,0.270,0.00,0.00,0.0,0.0,-0.2,-3.6,20.09
0.380,-0.3329,0.2,0.2737,-3.6,-0.4210,7.3920,0,0,0.00,0.00,0.350,0.270,0.00,0.00,0.0,0.0,-0.2,-3.6,20.07
0.400,-0.3329,0.2,0.2737,-3.6,-0.4210,7.3920,0,0,0.00,0.00,0.340,0.270,0.00,0.00,0.0,0.0,-0.2,-3.6,20.08
0.420,-0.3329,0.2,0.2737,-3.6,-0.4210,7.3920,0,0,0.00,0.00,0.340,0.280,0.00,0.00,0.0,0.0,-0.2,-3.6,20.09
0.440,-0.3329,0.2,0.2737,-3.5,-0.4210,7.3920,0,0,0.00,0.00,0.350,0.300,0.00,0.00,0.0,0.0,-0.2,-3.5,20.08
0.460,-0.3329,0.2,0.2737,-3.5,-0.4210,7.3920,0,0,0.00,0.00,0.350,0.290,0.00,0.00,0.0,0.0,-0.2,-3.5,20.07
0.480,-0.3329,0.2,0.2737,-3.5,-0.4210,7.3920,0,0,0.00,0.00,0.340,0.130,0.00,0.00,0.0,0.0,-0.2,-3.5,20.07
0.500,-0.3329,0.2,0.2737,-3.5,-0.4210,7.3920,0,0,0.00,0.00,0.340,0.310,0.00,0.00,0.0,0.0,-0.2,-3.5,20.08
0.520,-0.3329,0.2,0.2737,-3.5,-0.4210,7.3920,0,0,0.00,0.00,0.340,0.320,0.00,0.00,0.0,0.0,-0.2,-3.5,20.09
0.540,-0.3329,0.2,0.2737,-3.4,-0.4210,7.3920,0,0,0.00,0.00,0.350,0.340,0.00,0.00,0.0,0.0,-0.2,-3.4,20.09
0.560,-0.3329,0.2,0.2737,-3.4,-0.4210,7.3920,0,0,0.00,0.00,0.350,0.330,0.00,0.00,0.0,0.0,-0.2,-3.4,20.09
0.580,-0.3329,0.2,0.2737,-3.4,-0.4210,7.3920,0,0,0.00,0.00,0.340,0.330,0.00,0.00,0.0,0.0,-0.2,-3.4,20.08
0.600,-0.3329,0.1,0.2737,-3.4,-0.4210,7.3920,0,0,0.00,0.00,0.340,0.330,0.00,0.00,0.0,0.0,-0.1,-3.4,20.07
0.620,-0.3329,0.1,0.2737,-3.4,-0.4210,7.3920,0,0,0.00,0.00,0.350,0.350,0.00,0.00,0.0,0.0,-0.1,-3.4,20.08
0.640,-0.3329,0.4,0.2737,-2.8,-0.4224,7.3989,0,0,0.00,0.00,0.340,0.350,0.00,0.00,0.0,0.0,-0.4,-2.8,20.07
0.660,-0.3329,0.3,0.2737,-2.8,-0.4224,7.3989,0,0,0.00,0.00,0.340,0.350,0.00,0.00,0.0,0.0,-0.3,-2.8,20.08
0.680,-0.3329,0.3,0.2737,-2.8,-0.4224,7.3989,0,0,0.00,0.00,0.350,0.360,0.00,0.00,0.0,0.0,-0.3,-2.8,20.06
0.700,-0.3329,0.3,0.2737,-2.8,-0.4224,7.3989,0,0,0.00,0.00,0.340,0.370,0.00,0.00,0.0,0.0,-0.3,-2.8,20.07
0.720,-0.3329,0.3,0.2737,-2.8,-0.4224,7.3989,0,0,0.00,0.00,0.350,0.370,0.00,0.00,0.0,0.0,-0.3,-2.8,20.08
0.740,-0.3329,1.4,0.2737,-2.9,-0.4293,7.3976,0,0,0.00,0.00,0.350,0.370,0.00,0.00,0.0,0.0,-1.4,-2.9,20.07
0.760,-0.3329,1.4,0.2737,-2.9,-0.4293,7.3976,0,-1,0.00,0.00,0.350,0.370,0.00,0.00,0.0,0.0,-1.4,-2.9,20.08
0.780,-0.3298,1.4,0.2742,-2.8,-0.4293,7.3976,0,0,0.00,0.00,0.350,0.370,0.00,0.00,0.0,0.0,-1.4,-2.8,20.08
0.800,-0.3280,1.6,0.2744,-2.3,-0.4306,7.4045,0,0,0.00,0.00,0.360,0.370,0.00,0.00,0.0,0.0,-1.6,-2.3,20.07
0.820,-0.3271,1.5,0.2746,-2.3,-0.4306,7.4045,0,0,0.00,0.00,0.360,0.370,0.00,0.00,0.0,0.0,-1.5,-2.3,20.08
0.840,-0.3266,1.5,0.2747,-2.3,-0.4306,7.4045,0,0,0.00,0.00,0.350,0.380,0.00,0.00,0.0,0.0,-1.5,-2.3,20.07
0.860,-0.3263,1.5,0.2747,-2.3,-0.4306,7.4045,0,0,0.00,0.00,0.360,0.380,0.00,0.00,0.0,0.0,-1.5,-2.3,20.07
0.880,-0.3262,1.5,0.2747,-2.3,-0.4306,7.4045,0,-1,0.00,0.00,0.360,0.380,0.00,0.00,0.0,0.0,-1.5,-2.3,20.07
0.900,-0.3261,2.5,0.2747,-2.4,-0.4375,7.4031,0,0,0.00,0.00,0.360,0.380,0.00,0.00,0.0,0.0,-2.5,-2.4,20.08
0.920,-0.3261,2.5,0.2747,-2.3,-0.4375,7.4031,0,0,0.00,0.00,0.390,0.370,0.00,0.00,0.0,0.0,-2.5,-2.3,20.08
0.940,-0.3261,1.5,0.2747,-2.2,-0.4306,7.4045,0,0,0.00,0.00,0.400,0.390,0.00,0.00,0.0,0.0,-1.5,-2.2,20.07
0.960,-0.3260,1.5,0.2747,-2.2,-0.4306,7.4045,0,0,0.00,0.00,0.410,0.390,0.00,0.00,0.0,0.0,-1.5,-2.2,20.07
0.980,-0.3260,1.5,0.2747,-2.2,-0.4306,7.4045,0,0,0.00,0.00,0.400,0.390,0.00,0.00,0.0,0.0,-1.5,-2.2,20.08
1.000,-0.3260,2.5,0.2747,-2.3,-0.4375,7.4031,0,0,0.00,0.00,0.410,0.400,0.00,0.00,0.0,0.0,-2.5,-2.3,20.07
1.020,-0.3260,2.5,0.2747,-2.3,-0.4375,7.4031,0,0,0.00,0.00,0.390,0.400,0.00,0.00,0.0,0.0,-2.5,-2.3,20.08
1.040,-0.3265,2.5,0.2779,-2.3,-0.4375,7.4031,0,0,0.00,0.00,0.410,0.410,0.00,0.00,0.0,0.0,-2.5,-2.3,20.07
1.060,-0.3268,2.5,0.2796,-2.3,-0.4375,7.4031,0,0,0.00,0.00,0.400,0.400,0.00,0.00,0.0,0.0,-2.5,-2.3,20.08
1.080,-0.3269,2.4,0.2806,-2.3,-0.4375,7.4031,0,0,0.00,0.00,0.400,0.410,0.00,0.00,0.0,0.0,-2.4,-2.3,20.07
1.100,-0.3270,2.4,0.2811,-2.2,-0.4375,7.4031,0,0,0.00,0.00,0.400,0.420,0.00,0.00,0.0,0.0,-2.4,-2.2,20.06
1.120,-0.3271,2.4,0.2813,-2.2,-0.4375,7.4031,0,0,0.00,0.00,0.430,0.400,0.00,0.00,0.0,0.0,-2.4,-2.2,20.08
1.140,-0.3298,1.4,0.2778,-2.1,-0.4306,7.4045,1,0,0.00,0.00,0.420,0.400,0.00,0.00,0.0,0.0,-1.4,-2.1,20.07
1.160,-0.3312,1.4,0.2759,-2.1,-0.4306,7.4045,0,0,0.00,0.00,0.410,0.410,0.00,0.00,0.0,0.0,-1.4,-2.1,20.07
1.180,-0.3320,1.4,0.2749,-2.1,-0.4306,7.4045,0,0,0.00,0.00,0.410,0.400,0.00,0.00,0.0,0.0,-1.4,-2.1,20.07
1.200,-0.3324,2.6,0.2743,-1.7,-0.4389,7.4100,0,0,0.00,0.00,0.410,0.410,0.00,0.00,0.0,0.0,-2.6,-1.7,20.06
1.220,-0.3327,2.6,0.2740,-1.7,-0.4389,7.4100,0,0,0.00,0.00,0.420,0.410,0.00,0.00,0.0,0.0,-2.6,-1.7,20.08
1.240,-0.3360,2.6,0.2734,-1.7,-0.4389,7.4100,0,-1,0.00,0.00,0.420,0.400,0.00,0.00,0.0,0.0,-2.6,-1.7,20.09
1.260,-0.3378,2.6,0.2730,-1.7,-0.4389,7.4100,0,0,0.00,0.00,0.430,0.410,0.00,0.00,0.0,0.0,-2.6,-1.7,20.08
1.280,-0.3382,2.5,0.2696,-1.6,-0.4389,7.4100,1,0,0.00,0.00,0.450,0.420,0.00,0.00,0.0,0.0,-2.5,-1.6,20.08
1.300,-0.3385,2.7,0.2678,-1.1,-0.4398,7.4169,1,0,0.00,0.00,0.440,0.410,0.00,0.00,0.0,0.0,-2.7,-1.1,20.06
1.320,-0.3386,2.7,0.2668,-1.1,-0.4398,7.4169,0,0,0.00,0.00,0.430,0.420,0.00,0.00,0.0,0.0,-2.7,-1.1,20.08
1.340,-0.3387,3.4,0.2663,0.9,-0.4452,7.4445,0,0,0.00,0.00,0.430,0.430,0.00,0.00,0.0,0.0,-3.4,0.9,20.08
1.360,-0.3387,3.4,0.2660,0.9,-0.4452,7.4445,0,0,0.00,0.00,0.440,0.420,0.00,0.00,0.0,0.0,-3.4,0.9,20.09
1.380,-0.3434,3.1,0.2749,2.3,-0.4452,7.4445,3,0,0.00,0.00,0.430,0.420,0.03,0.17,0.3,1.3,-3.4,0.9,20.09
1.400,-0.3459,4.0,0.2797,5.8,-0.4521,7.4786,2,0,0.00,0.00,0.440,0.420,0.06,0.29,0.5,2.3,-4.4,3.5,20.06
