t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,-0.0014,0.1179,-0.0009,9.2390,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.000,0.000,0.01,
0.0050,-0.0019,0.1533,-0.0009,9.2390,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.000,0.000,42.18,
0.0100,-0.0020,0.1639,-0.0009,9.2390,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,3,0.140,0.350,8.21,
0.0150,-0.0020,0.1671,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.160,0.350,5.07,
0.0200,-0.0020,0.1680,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.150,0.360,12.86,
0.0250,-0.0020,0.1683,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.150,0.340,6.72,
0.0300,-0.0020,0.1684,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.160,0.360,5.07,
0.0350,-0.0020,0.1684,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.150,0.350,9.09,
0.0400,-0.0020,0.1684,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.150,0.360,5.07,
0.0450,-0.0020,0.1684,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.160,0.370,5.16,
0.0500,0.0033,0.1640,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.150,0.360,5.07,
0.0550,0.0049,0.1627,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.150,0.370,14.22,
0.0600,0.0054,0.1623,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.170,0.360,6.42,
0.0650,0.0055,0.1622,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.150,0.360,5.10,
0.0700,0.0056,0.1621,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.150,0.360,9.23,
0.0750,0.0056,0.1621,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.150,0.360,5.07,
0.0800,0.0056,0.1621,0.1559,9.8322,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,0.160,0.370,5.07,
