t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,dt_ms
3.860,2.6936,-2269.0,-1.4074,-458.6,-0.4998,3.9693,-1986,-31,40.00,-51.43,0.360,0.560,5.71,-7.27,20.08
3.880,2.9018,-2435.6,-1.7433,-559.4,-0.4998,3.9693,-2194,-443,31.43,-51.43,0.570,0.850,5.71,-7.27,20.08
3.900,2.9018,-2372.9,-1.7433,-546.5,0.4325,3.7886,-2179,-334,20.00,-54.29,0.150,0.720,2.57,-4.70,20.08
3.920,2.9018,-2372.9,-1.7433,-546.5,0.4325,3.7886,-2317,-520,0.00,-57.14,0.410,0.300,2.57,-4.70,20.08
3.940,3.0275,-2477.9,-1.9564,-599.8,1.2241,3.5792,-2229,-545,-5.71,-60.00,0.970,0.200,2.80,-2.57,20.08
3.960,3.0275,-2477.9,-1.9564,-599.8,1.2241,3.5792,-2304,-478,-25.71,-62.86,1.110,0.020,2.80,-2.57,20.07
3.980,3.0307,-2480.5,-2.0521,-628.5,1.2241,3.5792,-2385,-591,-34.29,-65.71,1.220,0.460,2.80,-2.57,20.08
4.000,3.0307,-2377.6,-2.0521,-615.1,1.9278,3.3247,-2420,-597,-48.57,-68.57,1.280,0.700,-2.35,0.11,20.08
4.020,3.0307,-2377.6,-2.0521,-615.1,1.9278,3.3247,-2400,-610,-68.57,-74.29,1.670,0.540,-2.35,0.11,20.08
4.040,2.8310,-2128.3,-2.0135,-589.5,2.5745,3.0955,-2334,-624,-74.29,-77.14,1.860,0.050,-6.83,2.91,20.08
4.060,2.8310,-2128.3,-2.0135,-589.5,2.5745,3.0955,-2353,-593,-94.29,-80.00,1.760,0.010,-6.83,2.91,20.09
4.080,2.4145,-1795.1,-1.8344,-535.8,2.5745,3.0955,-2183,-588,-102.86,-82.86,1.430,0.450,-6.83,2.91,20.08
4.100,2.4145,-1732.4,-1.8344,-527.4,3.1708,2.8590,-2152,-581,-114.29,-85.71,1.580,0.770,-9.96,4.59,20.08
4.120,2.4145,-1732.4,-1.8344,-527.4,3.1708,2.8590,-1867,-538,-128.57,-91.43,1.410,0.570,-9.96,4.59,20.08
4.140,1.8374,-1237.1,-1.6057,-457.6,3.6915,2.5980,-1823,-555,-134.29,-91.43,0.880,0.040,-11.64,4.81,20.08
4.160,1.8374,-1237.1,-1.6057,-457.6,3.6915,2.5980,-1794,-505,-148.57,-97.14,1.070,0.030,-11.64,4.81,20.08
4.180,1.2833,-793.9,-1.3795,-389.8,3.6915,2.5980,-1348,-471,-154.29,-100.00,0.830,0.250,-11.64,4.81,20.08
4.200,1.2833,-852.1,-1.3795,-394.3,4.1228,2.2756,-1361,-480,-162.86,-102.86,0.740,0.560,-8.73,3.92,20.08
4.220,1.2833,-852.1,-1.3795,-394.3,4.1228,2.2756,-935,-379,-171.43,-105.71,0.250,0.790,-8.73,3.92,20.08
4.240,0.9219,-697.2,-1.2108,-351.5,4.4247,1.9618,-923,-399,-171.43,-105.71,1.070,0.740,-2.01,2.35,20.08
4.260,0.9219,-697.2,-1.2108,-351.5,4.4247,1.9618,-828,-413,-180.00,-108.57,0.920,0.520,-2.01,2.35,20.08
4.280,0.8689,-692.9,-1.1179,-329.8,4.4247,1.9618,-666,-367,-182.86,-111.43,0.880,0.030,-0.11,1.12,20.08
4.300,0.8689,-692.9,-1.1179,-329.8,4.5934,1.6835,-662,-382,-185.71,-111.43,1.640,0.060,-0.11,1.12,20.08
4.320,0.8689,-692.9,-1.1179,-329.8,4.5934,1.6835,-678,-314,-191.43,-114.29,2.220,0.150,-0.11,1.12,20.08
4.340,0.8865,-704.7,-1.0710,-320.7,4.5932,1.5186,-652,-343,-191.43,-117.14,2.260,0.330,-0.22,0.11,20.08
4.360,0.8865,-704.7,-1.0710,-320.7,4.5932,1.5186,-658,-349,-197.14,-120.00,1.690,0.700,-0.22,0.11,20.08
4.380,0.8496,-632.7,-1.0889,-331.1,4.5932,1.5186,-671,-345,-200.00,-120.00,1.760,0.790,-2.35,-0.90,20.08
4.400,0.8496,-632.7,-1.0889,-331.1,4.4061,1.4049,-692,-301,-205.71,-122.86,2.280,0.870,-2.35,-0.90,20.08
4.420,0.8496,-632.7,-1.0889,-331.1,4.4061,1.4049,-608,-284,-208.57,-122.86,2.530,0.770,-2.35,-0.90,20.08
4.440,0.6773,-421.0,-1.1416,-348.6,4.0690,1.3690,-608,-325,-211.43,-125.71,2.080,0.600,-6.04,-1.23,20.08
4.460,0.6773,-421.0,-1.1416,-348.6,4.0690,1.3690,-642,-325,-217.14,-128.57,1.850,0.190,-6.04,-1.23,20.08
4.480,0.3445,181.3,-1.2062,-364.7,4.0690,1.3690,-468,-376,-220.00,-128.57,1.930,0.050,-9.06,-0.56,20.08
4.500,0.3445,181.3,-1.2062,-364.7,3.5583,1.3827,-429,-321,-220.00,-131.43,2.230,0.070,-9.06,-0.56,20.08
4.520,0.3445,181.3,-1.2062,-364.7,3.5583,1.3827,20,-337,-220.00,-134.29,1.640,0.430,-9.06,-0.56,20.08
4.540,-0.1694,250.7,-1.2028,-348.5,2.9426,1.4576,47,-385,-220.00,-134.29,1.420,0.720,-12.53,2.46,20.08
4.560,-0.1694,250.7,-1.2028,-348.5,2.9426,1.4576,93,-358,-220.00,-137.14,1.250,0.920,-12.53,2.46,20.08
4.580,-0.8177,954.0,-1.0323,-277.8,2.9426,1.4576,153,-337,-220.00,-140.00,0.940,0.830,-15.00,6.38,20.08
4.600,-0.8177,954.0,-1.0323,-277.8,2.2031,1.5750,192,-333,-217.14,-140.00,0.800,0.760,-15.00,6.38,20.08
4.620,-0.8177,954.0,-1.0323,-277.8,2.2031,1.5750,725,-269,-211.43,-142.86,0.100,0.310,-15.00,6.38,20.08
4.640,-1.5425,1507.0,-0.6645,50.9,1.3102,1.7425,775,-288,-211.43,-145.71,0.060,0.150,-13.65,10.18,20.08
4.660,-1.5425,1507.0,-0.6645,50.9,1.3102,1.7425,825,-261,-202.86,-145.71,0.480,0.030,-13.65,10.18,20.08
4.680,-2.2068,2025.0,-0.1605,54.3,1.3102,1.7425,1433,-12,-197.14,-145.71,0.410,0.130,-12.98,10.85,20.08
4.700,-2.2068,2025.0,-0.1605,54.3,0.2883,1.9436,1321,0,-188.57,-145.71,0.030,0.140,-12.98,10.85,20.08
4.720,-2.2068,2025.0,-0.1605,54.3,0.2883,1.9436,1825,5,-174.29,-145.71,0.420,0.170,-12.98,10.85,20.08
4.740,-2.7786,2426.6,0.3284,44.8,-0.8047,2.1411,1852,5,-171.43,-145.71,0.110,0.240,-10.18,8.95,20.08
4.760,-2.7786,2426.6,0.3284,44.8,-0.8047,2.1411,1927,13,-151.43,-145.71,0.300,0.100,-10.18,8.95,20.08
4.780,-3.2228,2717.0,0.7255,35.3,-0.8047,2.1411,2242,10,-148.57,-145.71,1.110,0.320,-6.94,7.05,20.08
4.800,-3.2228,2717.0,0.7255,35.3,-1.9419,2.3135,2230,17,-131.43,-145.71,0.270,0.370,-6.94,7.05,20.08
4.820,-3.2228,2717.0,0.7255,35.3,-1.9419,2.3135,2511,13,-111.43,-145.71,1.140,0.400,-6.94,7.05,20.08
4.840,-3.5177,2865.6,1.0349,335.7,-2.9895,2.5043,2526,15,-105.71,-145.71,1.620,0.180,-2.57,5.04,20.08
4.860,-3.5177,2865.6,1.0349,335.7,-2.9895,2.5043,2612,17,-80.00,-145.71,1.820,0.460,-2.57,5.04,20.08
4.880,-3.4813,2655.2,1.2407,386.8,-2.9895,2.5043,2691,83,-74.29,-145.71,2.910,1.040,6.49,2.91,20.08
4.900,-3.4813,2655.2,1.2407,386.8,-3.9390,2.6737,2783,213,-54.29,-142.86,2.180,0.740,6.49,2.91,20.08
4.920,-3.4813,2655.2,1.2407,386.8,-3.9390,2.6737,2629,338,-37.14,-142.86,2.050,0.600,6.49,2.91,20.08
4.940,-3.0428,2181.3,1.3374,405.7,-4.7447,2.8824,2649,314,-28.57,-140.00,1.850,0.350,12.65,0.90,20.08
4.960,-3.0428,2181.3,1.3374,405.7,-4.7447,2.8824,2642,341,-8.57,-137.14,2.020,0.000,12.65,0.90,20.08
4.980,-2.3185,1530.3,1.3401,398.7,-4.7447,2.8824,2310,394,2.86,-137.14,1.510,0.100,16.23,-0.67,20.08
5.000,-2.3185,1530.3,1.3401,398.7,-5.2335,3.1130,2260,352,17.14,-134.29,1.630,0.040,16.23,-0.67,20.08
5.020,-2.3185,1530.3,1.3401,398.7,-5.2335,3.1130,1716,378,28.57,-131.43,1.000,0.370,16.23,-0.67,20.08
5.040,-1.4913,924.4,1.2822,379.1,-5.6329,3.4000,1681,401,34.29,-131.43,0.920,0.690,13.43,-1.12,20.08
5.060,-1.4913,924.4,1.2822,379.1,-5.6329,3.4000,1575,383,45.71,-128.57,1.040,0.860,13.43,-1.12,20.08
5.080,-0.8680,513.1,1.2175,360.8,-5.6329,3.4000,1051,381,51.43,-125.71,0.750,0.630,9.06,-0.90,20.08
5.100,-0.8680,513.1,1.2175,360.8,-5.7207,3.6373,973,418,57.14,-122.86,1.070,0.320,9.06,-0.90,20.08
5.120,-0.4461,-181.3,1.1747,347.9,-5.7207,3.6373,544,346,60.00,-120.00,1.910,0.020,9.06,-0.90,20.08
5.140,-0.4461,-147.7,1.1747,351.8,-5.4654,3.9042,555,346,62.86,-120.00,2.420,0.050,7.39,-0.11,20.08
5.160,-0.4461,-147.7,1.1747,351.8,-5.4654,3.9042,-20,376,62.86,-117.14,1.490,0.170,7.39,-0.11,20.08
5.180,-0.0712,-156.7,1.1573,348.9,-5.4654,3.9042,-13,378,62.86,-114.29,1.460,0.320,7.83,0.34,20.08
5.200,-0.0712,-156.7,1.1573,348.9,-4.9510,4.0717,-68,391,62.86,-111.43,1.420,0.600,7.83,0.34,20.08
5.220,0.3647,-156.7,1.1609,349.9,-4.9510,4.0717,-103,343,60.00,-111.43,1.420,0.870,7.83,0.34,20.08
5.240,0.3647,-210.4,1.1609,350.5,-4.1796,4.1979,-123,341,60.00,-108.57,1.480,0.760,10.52,0.45,20.08
5.260,0.3647,-210.4,1.1609,350.5,-4.1796,4.1979,-137,396,60.00,-105.71,1.620,0.390,10.52,0.45,20.08
5.280,0.9227,-975.4,1.1509,345.3,-4.1796,4.1979,-168,371,60.00,-105.71,1.380,0.050,11.86,0.00,20.08
5.300,0.9227,-975.4,1.1509,345.3,-3.4288,4.2864,-177,366,57.14,-102.86,1.300,0.100,11.86,0.00,20.08
5.320,1.5970,-1514.8,1.1115,333.4,-3.4288,4.2864,-754,310,51.43,-100.00,0.070,0.070,11.86,0.00,20.08
5.340,1.5970,-1543.9,1.1115,329.0,-2.6800,4.3123,-754,349,48.57,-100.00,0.350,0.200,13.32,-0.90,20.08
5.360,1.5970,-1543.9,1.1115,329.0,-2.6800,4.3123,-1260,379,37.14,-97.14,0.150,0.510,13.32,-0.90,20.08
5.380,2.2011,-1935.5,1.0088,292.6,-2.6800,4.3123,-1297,374,37.14,-94.29,0.500,0.580,8.73,-2.01,20.08
5.400,2.2011,-1935.5,1.0088,292.6,-1.8987,4.3097,-1400,346,25.71,-94.29,0.360,0.780,8.73,-2.01,20.08
5.420,2.5926,-2248.7,0.8564,-10.1,-1.8987,4.3097,-1786,264,14.29,-91.43,0.460,0.630,8.73,-2.01,20.07
5.440,2.5926,-2172.6,0.8564,-13.4,-1.0985,4.2257,-1732,318,5.71,-88.57,0.510,0.440,4.92,-2.69,20.08
5.460,2.5926,-2172.6,0.8564,-13.4,-1.0985,4.2257,-2076,42,-11.43,-88.57,1.280,0.140,4.92,-2.69,20.08
5.480,2.7024,-2085.9,0.6849,-14.0,-1.0985,4.2257,-2024,22,-14.29,-88.57,1.320,0.100,-3.80,-2.80,20.08
5.500,2.7024,-2085.9,0.6849,-14.0,-0.2160,4.1856,-2086,9,-31.43,-88.57,1.530,0.110,-3.80,-2.80,20.08
5.520,2.3954,-1840.2,0.5070,-14.0,-0.2160,4.1856,-2078,0,-45.71,-88.57,1.490,0.090,-3.80,-2.80,20.08
5.540,2.3954,-1705.9,0.5070,-15.7,0.6020,4.0797,-2090,0,-54.29,-88.57,1.500,0.080,-10.52,-3.13,20.08
5.560,2.3954,-1705.9,0.5070,-15.7,0.6020,4.0797,-1892,-1,-68.57,-88.57,0.930,0.070,-10.52,-3.13,20.08
5.580,1.8208,-1226.1,0.3187,-20.1,0.6020,4.0797,-1840,-1,-74.29,-88.57,0.750,0.050,-11.53,-4.03,20.08
5.600,1.8208,-1226.1,0.3187,-20.1,1.2800,3.8484,-1820,-1,-85.71,-88.57,0.290,0.030,-11.53,-4.03,20.08
5.620,1.2735,-788.2,0.0763,-20.1,1.2800,3.8484,-1328,-1,-94.29,-88.57,0.130,0.000,-11.53,-4.03,20.08
5.640,1.2735,-848.7,0.0763,-26.9,1.8105,3.4572,-1330,-3,-100.00,-88.57,0.060,0.020,-8.50,-5.37,20.08
5.660,1.2735,-848.7,0.0763,-26.9,1.8105,3.4572,-968,-4,-108.57,-88.57,0.290,0.050,-8.50,-5.37,20.08
5.680,0.9248,-692.9,-0.2365,-39.7,1.8105,3.4572,-967,-8,-111.43,-88.57,0.250,0.070,-2.35,-7.95,20.08
5.700,0.9248,-692.9,-0.2365,-39.7,2.1108,2.9303,-857,-6,-117.14,-88.57,0.060,0.080,-2.35,-7.95,20.08
5.720,0.8319,-618.5,-0.6785,-39.7,2.1108,2.9303,-703,-14,-122.86,-88.57,0.590,0.140,-2.35,-7.95,20.08
5.740,0.8319,-687.9,-0.6785,-50.9,2.2089,2.2374,-606,-14,-122.86,-88.57,0.910,0.160,1.12,-10.18,20.08
5.760,0.8319,-687.9,-0.6785,-50.9,2.2089,2.2374,-503,-18,-128.57,-88.57,1.060,0.200,1.12,-10.18,20.08
5.780,0.8790,-678.6,-1.2148,-423.7,2.2089,2.2374,-599,-23,-128.57,-88.57,1.460,0.230,-1.23,-11.86,20.08
5.800,0.8790,-678.6,-1.2148,-423.7,2.1252,1.4387,-641,-24,-134.29,-91.43,1.540,0.220,-1.23,-11.86,20.08
5.820,0.7563,-580.4,-1.8428,-612.2,2.1252,1.4387,-628,-373,-140.00,-91.43,2.100,0.190,-1.23,-11.86,20.08
5.840,0.7563,-497.6,-1.8428,-623.3,1.9182,0.6203,-652,-323,-140.00,-94.29,2.050,0.050,-5.37,-14.10,20.08
5.860,0.7563,-497.6,-1.8428,-623.3,1.9182,0.6203,-562,-524,-145.71,-97.14,1.500,0.060,-5.37,-14.10,20.08
5.880,0.4143,210.4,-2.5631,-843.4,1.9182,0.6203,-507,-584,-145.71,-100.00,1.220,0.410,-10.52,-14.88,20.08
5.900,0.4143,210.4,-2.5631,-843.4,1.6120,-0.1860,-523,-573,-151.43,-102.86,1.640,0.680,-10.52,-14.88,20.08
5.920,-0.1612,210.4,-3.3152,-1069.0,1.6120,-0.1860,1,-765,-151.43,-108.57,0.890,0.710,-10.52,-14.88,20.08
5.940,-0.1612,264.1,-3.3152,-1070.7,1.2279,-0.8933,3,-811,-151.43,-111.43,0.580,0.020,-13.20,-15.22,20.08
5.960,-0.1612,264.1,-3.3152,-1070.7,1.2279,-0.8933,47,-1008,-151.43,-120.00,0.060,0.840,-13.20,-15.22,20.08
5.980,-0.7822,842.9,-4.0758,-1294.4,1.2279,-0.8933,91,-1004,-151.43,-122.86,0.000,1.020,-10.85,-14.32,20.08
6.000,-0.7822,842.9,-4.0758,-1294.4,0.8012,-1.5029,159,-1039,-148.57,-131.43,0.090,0.370,-10.85,-14.32,20.07
6.020,-1.2767,1238.4,-4.7591,-1499.3,0.8012,-1.5029,682,-1227,-142.86,-140.00,0.540,0.850,-10.85,-14.32,20.08
6.040,-1.2767,1191.4,-4.7591,-1482.0,0.3083,-1.9626,705,-1248,-140.00,-145.71,0.360,0.650,-8.50,-10.85,20.08
6.060,-1.2767,1191.4,-4.7591,-1482.0,0.3083,-1.9626,1045,-1406,-131.43,-157.14,0.070,0.880,-8.50,-10.85,20.08
6.080,-1.6165,1360.3,-5.1125,-1501.9,0.3083,-1.9626,1064,-1395,-128.57,-160.00,0.560,1.100,-3.36,6.38,20.09
6.100,-1.6165,1360.3,-5.1125,-1501.9,-0.2261,-2.2543,1110,-1439,-122.86,-168.57,0.450,0.690,-3.36,6.38,20.08
6.120,-1.7012,1428.1,-4.4157,-1292.8,-0.2261,-2.2543,1241,-1512,-114.29,-180.00,0.310,0.940,-3.36,6.38,20.08
6.140,-1.7012,1340.8,-4.4157,-1187.6,-0.7630,-2.3225,1252,-1505,-108.57,-185.71,0.960,0.370,1.01,27.42,20.08
6.160,-1.7012,1340.8,-4.4157,-1187.6,-0.7630,-2.3225,1340,-1360,-97.14,-197.14,0.580,0.520,1.01,27.42,20.08
6.180,-1.5487,1138.2,-3.0079,-758.6,-1.3328,-2.2536,1282,-1282,-94.29,-200.00,1.050,0.180,5.04,28.76,20.08
6.200,-1.5487,1138.2,-3.0079,-758.6,-1.3328,-2.2536,1327,-1212,-82.86,-211.43,0.690,0.680,5.04,28.76,20.08
6.220,-1.2501,899.4,-1.5849,-331.7,-1.3328,-2.2536,1171,-799,-77.14,-214.29,0.620,0.160,5.04,28.76,20.08
6.240,-1.2501,883.7,-1.5849,-337.3,-1.9868,-2.0183,1205,-800,-71.43,-217.14,0.600,0.140,5.82,27.64,20.08
6.260,-1.2501,883.7,-1.5849,-337.3,-1.9868,-2.0183,956,-442,-62.86,-222.86,0.010,0.540,5.82,27.64,20.08
6.280,-0.9755,720.0,-0.2415,126.5,-1.9868,-2.0183,948,-432,-60.00,-222.86,0.620,0.730,3.02,25.29,20.08
6.300,-0.9755,720.0,-0.2415,126.5,-2.5332,-1.5708,930,-372,-54.29,-225.71,0.610,0.840,3.02,25.29,20.08
6.320,-0.8576,625.6,0.9612,126.5,-2.5332,-1.5708,741,-17,-48.57,-225.71,0.090,0.220,3.02,25.29,20.07
6.340,-0.8576,690.5,0.9612,109.7,-3.0241,-1.0003,764,14,-45.71,-225.71,0.220,0.380,-0.22,21.93,20.08
6.360,-0.8576,690.5,0.9612,109.7,-3.0241,-1.0003,656,44,-40.00,-225.71,0.620,0.160,-0.22,21.93,20.08
6.380,-0.9324,835.5,1.9951,691.4,-3.0241,-1.0003,695,38,-40.00,-225.71,0.580,0.260,-4.48,18.58,20.08
6.400,-0.9324,835.5,1.9951,691.4,-3.4741,-0.3245,599,49,-34.29,-225.71,0.230,0.190,-4.48,18.58,20.08
6.420,-1.1938,1044.5,2.8313,942.3,-3.4741,-0.3245,704,494,-28.57,-220.00,0.920,0.100,-4.48,18.58,20.07
6.440,-1.1938,1062.5,2.8313,918.2,-3.8275,0.3384,738,558,-25.71,-217.14,1.760,0.410,-5.37,13.76,20.08
6.460,-1.1938,1062.5,2.8313,918.2,-3.8275,0.3384,924,825,-20.00,-211.43,1.890,0.770,-5.37,13.76,20.08
6.480,-1.4020,1141.7,3.4491,1084.5,-4.1024,1.0209,970,840,-17.14,-208.57,1.510,0.450,-1.01,9.96,20.07
6.500,-1.4020,1141.7,3.4491,1084.5,-4.1024,1.0209,1000,863,-8.57,-202.86,2.070,0.000,-1.01,9.96,20.08
6.520,-1.3811,1125.0,3.8692,1210.6,-4.1024,1.0209,1077,1064,-2.86,-197.14,2.300,0.720,-1.01,9.96,20.07
6.540,-1.3811,1024.3,3.8692,1187.6,-4.3641,1.7005,1088,1030,2.86,-191.43,1.780,0.570,4.03,5.37,20.08
6.560,-1.3811,1024.3,3.8692,1187.6,-4.3641,1.7005,1102,1166,11.43,-182.86,2.340,0.220,4.03,5.37,20.08
6.580,-1.1095,724.3,4.0458,1219.9,-4.5882,2.2859,1022,1174,14.29,-180.00,1.860,0.720,8.17,1.23,20.08
6.600,-1.1095,724.3,4.0458,1219.9,-4.5882,2.2859,1027,1167,22.86,-168.57,1.810,0.290,8.17,1.23,20.08
6.620,-0.6430,351.0,4.0276,1214.4,-4.5882,2.2859,820,1211,25.71,-165.71,2.060,0.530,8.17,1.23,20.08
6.640,-0.6430,310.7,4.0276,1192.1,-4.6725,2.6796,806,1177,31.43,-157.14,1.660,0.750,10.18,-3.25,20.08
6.660,-0.6430,310.7,4.0276,1192.1,-4.6725,2.6796,477,1200,34.29,-148.57,0.510,0.270,10.18,-3.25,20.07
6.680,-0.1710,-109.7,3.7699,1094.1,-4.6725,2.6796,426,1210,34.29,-145.71,0.320,0.840,5.48,-7.39,20.08
6.700,-0.1710,-109.7,3.7699,1094.1,-4.6300,3.0346,361,1188,37.14,-137.14,0.520,0.520,5.48,-7.39,20.08
6.720,0.0653,-109.7,3.3472,967.2,-4.6300,3.0346,5,1111,37.14,-128.57,0.450,0.470,5.48,-7.39,20.08
6.740,0.0653,-38.0,3.3472,957.2,-4.5186,3.3031,-9,1090,37.14,-125.71,0.460,1.070,1.90,-9.40,20.08
6.760,0.0653,-38.0,3.3472,957.2,-4.5186,3.3031,-87,971,37.14,-117.14,0.460,0.330,1.90,-9.40,20.08
6.780,0.1164,2.2,2.8236,790.6,-4.5186,3.3031,-50,1001,37.14,-114.29,0.690,0.610,-0.11,-11.30,20.08
6.800,0.1164,2.2,2.8236,790.6,-4.1669,3.5816,-73,955,37.14,-108.57,0.750,0.960,-0.11,-11.30,20.08
6.820,0.1794,2.2,2.2237,610.6,-4.1669,3.5816,-25,820,37.14,-102.86,0.930,0.090,-0.11,-11.30,20.08
6.840,0.1794,-80.6,2.2237,603.3,-3.7696,3.8091,-18,797,37.14,-100.00,0.890,0.260,4.03,-12.76,20.08
6.860,0.1794,-80.6,2.2237,603.3,-3.7696,3.8091,-10,642,37.14,-94.29,0.890,0.630,4.03,-12.76,20.07
6.880,0.4431,-172.3,1.5561,398.6,-3.2947,4.1024,-78,644,37.14,-91.43,0.730,0.750,8.62,-13.65,20.07
6.900,0.4431,-172.3,1.5561,398.6,-3.2947,4.1024,-53,630,34.29,-85.71,0.730,0.270,8.62,-13.65,20.08
6.920,0.9330,-918.7,0.8310,-68.3,-3.2947,4.1024,-114,419,34.29,-85.71,0.380,0.290,8.62,-13.65,20.08
6.940,0.9330,-981.4,0.8310,-71.1,-2.7264,4.3786,-91,439,34.29,-82.86,0.170,0.120,11.75,-14.21,20.08
6.960,0.9330,-981.4,0.8310,-71.1,-2.7264,4.3786,-654,49,28.57,-82.86,0.350,0.190,11.75,-14.21,20.07
6.980,1.5035,-1390.8,0.1165,-63.2,-2.0947,4.6449,-718,2,25.71,-82.86,0.010,0.020,9.40,-12.65,20.08
7.000,1.5035,-1390.8,0.1165,-63.2,-2.0947,4.6449,-849,-7,20.00,-82.86,0.130,0.000,9.40,-12.65,20.08
7.020,1.9562,-1752.9,-0.4986,-63.2,-2.0947,4.6449,-1299,-7,14.29,-82.86,0.680,0.030,9.40,-12.65,20.08
7.040,1.9562,-1721.6,-0.4986,-46.4,-1.3384,4.8110,-1230,-14,8.57,-82.86,0.010,0.120,7.83,-9.29,20.08
7.060,1.9562,-1721.6,-0.4986,-46.4,-1.3384,4.8110,-1525,-13,-5.71,-82.86,0.550,0.090,7.83,-9.29,20.09
7.080,2.2811,-1905.4,-0.9037,-11.2,-0.5730,4.8732,-1528,-6,-8.57,-82.86,0.460,0.020,4.03,-2.24,20.08
7.100,2.2811,-1905.4,-0.9037,-11.2,-0.5730,4.8732,-1611,-19,-22.86,-82.86,1.100,0.380,4.03,-2.24,20.08
7.120,2.3930,-1995.0,-0.9323,-11.2,-0.5730,4.8732,-1769,-4,-31.43,-82.86,0.900,0.090,4.03,-2.24,20.08
7.140,2.3930,-1894.3,-0.9323,16.8,0.3185,4.7394,-1827,-9,-40.00,-82.86,1.490,0.120,-1.01,3.36,20.08
7.160,2.3930,-1894.3,-0.9323,16.8,0.3185,4.7394,-1947,-6,-54.29,-82.86,1.240,0.340,-1.01,3.36,20.08
7.180,2.2742,-1734.4,-0.7839,20.1,1.2496,4.4624,-1850,6,-60.00,-82.86,0.870,0.310,-4.25,4.03,20.08
7.200,2.2742,-1734.4,-0.7839,20.1,1.2496,4.4624,-1914,1,-74.29,-82.86,1.030,0.290,-4.25,4.03,20.08
7.220,2.0492,-1554.3,-0.6211,20.1,1.2496,4.4624,-1787,3,-82.86,-82.86,0.380,0.240,-4.25,4.03,20.08
7.240,2.0492,-1572.2,-0.6211,15.7,2.1632,4.1025,-1770,2,-94.29,-82.86,0.680,0.210,-3.36,3.13,20.08
7.260,2.0492,-1572.2,-0.6211,15.7,2.1632,4.1025,-1632,3,-105.71,-82.86,0.350,0.080,-3.36,3.13,20.07
7.280,1.9025,-1531.0,-0.5023,10.6,3.0080,3.6587,-1605,0,-111.43,-82.86,0.280,0.150,0.45,2.13,20.08
7.300,1.9025,-1531.0,-0.5023,10.6,3.0080,3.6587,-1551,4,-122.86,-82.86,0.550,0.130,0.45,2.13,20.08
7.320,1.9483,-1567.6,-0.4422,10.6,3.0080,3.6587,-1487,0,-131.43,-82.86,0.600,0.110,0.45,2.13,20.08
7.340,1.9483,-1614.6,-0.4422,1.1,3.7720,3.1523,-1484,2,-137.14,-82.86,1.150,0.110,2.80,0.22,20.08
7.360,1.9483,-1614.6,-0.4422,1.1,3.7720,3.1523,-1512,1,-151.43,-82.86,1.230,0.090,2.80,0.22,20.08
7.380,2.0895,-1732.0,-0.4684,-9.0,4.4276,2.6539,-1557,-1,-154.29,-82.86,1.760,0.090,3.02,-1.79,20.08
7.400,2.0895,-1732.0,-0.4684,-9.0,4.4276,2.6539,-1566,0,-168.57,-82.86,1.690,0.090,3.02,-1.79,20.08
7.420,2.1932,-1815.0,-0.5973,-9.0,4.4276,2.6539,-1667,-2,-174.29,-82.86,2.220,0.110,3.02,-1.79,20.08
7.440,2.1932,-1779.2,-0.5973,-17.9,4.9847,2.1613,-1670,0,-182.86,-82.86,1.810,0.130,1.23,-3.58,20.08
7.460,2.1932,-1779.2,-0.5973,-17.9,4.9847,2.1613,-1780,0,-197.14,-82.86,2.110,0.110,1.23,-3.58,20.08
7.480,2.2027,-1735.3,-0.8257,-31.3,5.4220,1.6814,-1735,-4,-202.86,-82.86,1.820,0.190,-1.34,-6.27,20.08
7.500,2.2027,-1735.3,-0.8257,-31.3,5.4220,1.6814,-1746,-4,-217.14,-82.86,2.190,0.210,-1.34,-6.27,20.08
7.520,2.0790,-1636.4,-1.1785,-384.9,5.4220,1.6814,-1733,-9,-225.71,-82.86,2.300,0.280,-1.34,-6.27,20.07
7.540,2.0790,-1578.2,-1.1785,-397.2,5.7095,1.2396,-1727,-7,-234.29,-82.86,2.100,0.310,-4.25,-8.73,20.08
7.560,2.0790,-1578.2,-1.1785,-397.2,5.7095,1.2396,-1641,-319,-245.71,-85.71,2.360,0.650,-4.25,-8.73,20.07
7.580,1.8053,-1285.3,-1.6230,-533.3,5.8449,0.8568,-1588,-304,-251.43,-85.71,1.820,0.800,-7.95,-9.29,20.08
7.600,1.8053,-1285.3,-1.6230,-533.3,5.8449,0.8568,-1592,-370,-265.71,-88.57,2.400,0.690,-7.95,-9.29,20.07
7.620,1.3675,-935.1,-2.0848,-671.9,5.8449,0.8568,-1357,-491,-271.43,-91.43,1.850,0.440,-7.95,-9.29,20.08
7.640,1.3675,-879.2,-2.0848,-675.2,5.8263,0.5107,-1328,-479,-277.14,-94.29,2.550,0.060,-10.74,-9.96,20.07
7.660,1.3675,-879.2,-2.0848,-675.2,5.8263,0.5107,-990,-611,-285.71,-100.00,2.060,0.110,-10.74,-9.96,20.08
7.680,0.7817,-370.2,-2.5788,-823.4,5.6222,0.2221,-926,-662,-288.57,-100.00,2.110,0.500,-12.76,-9.96,20.08
