t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,-0.2117,1.0295,-1.0021,6.2633,0.000,0.000,0.034,0.000,0.0,-0.0,0.0,0.0,-0.0,82.4,0,0,0.000,0.000,0.01,
0.0050,-0.2117,1.0295,-1.0021,6.2633,0.034,0.000,0.057,0.000,0.3,-0.0,0.0,0.0,-0.3,82.4,1,0,0.000,0.000,42.61,
0.0100,-0.2117,1.0295,-1.0021,6.2633,0.062,0.000,0.074,0.000,0.6,-0.0,0.0,0.0,-0.6,82.4,1,19,0.200,0.330,7.30,
0.0150,-0.1969,1.0245,-1.0021,6.2633,0.086,0.000,0.085,0.000,0.9,-0.0,0.0,0.0,-0.9,82.0,2,30,0.240,0.340,5.08,
0.0200,-0.1969,1.0245,-1.0021,6.2633,0.124,-0.017,0.093,0.000,1.2,0.1,0.0,0.0,-1.2,82.0,0,15,0.230,0.390,7.53,
0.0250,-0.1969,1.0245,-1.0021,6.2633,0.156,-0.031,0.099,0.000,1.6,0.2,0.0,0.0,-1.6,82.1,0,14,0.230,0.460,7.35,
0.0300,-0.1969,1.0245,-1.0021,6.2633,0.183,-0.043,0.069,0.000,1.8,0.2,0.0,0.0,-1.8,82.2,0,21,0.220,0.480,9.72,
0.0350,-0.1969,1.0245,-1.0021,6.2633,0.206,-0.053,0.048,0.000,2.1,0.3,0.0,0.0,-2.1,82.2,0,21,0.220,0.520,8.96,
0.0400,-0.1969,1.0245,-1.0021,6.2633,0.225,-0.062,0.034,0.000,2.3,0.3,0.0,0.0,-2.3,82.3,0,21,0.220,0.540,5.07,
0.0450,-0.1969,1.0245,-1.0021,6.2633,0.242,-0.070,0.024,0.000,2.4,0.3,0.0,0.0,-2.4,82.3,0,23,0.220,0.570,5.07,
0.0500,-0.1890,1.0186,-1.0021,6.2633,0.256,-0.076,0.017,0.000,2.6,0.4,0.0,0.0,-2.6,81.9,0,24,0.220,0.600,5.07,
0.0550,-0.1890,1.0186,-1.0021,6.2633,0.268,-0.081,0.012,0.000,2.7,0.4,0.0,0.0,-2.7,81.9,0,26,0.220,0.620,5.82,
0.0600,-0.1890,1.0186,-1.0085,6.2663,0.211,-0.103,0.008,0.000,2.1,0.5,0.0,0.0,-2.1,82.0,0,27,0.220,0.650,5.08,
0.0650,-0.1890,1.0186,-1.0085,6.2663,0.162,-0.121,0.006,0.000,1.6,0.6,0.0,0.0,-1.6,82.1,0,31,0.200,0.670,10.77,
0.0700,-0.1890,1.0186,-1.0085,6.2663,0.121,-0.136,0.004,0.000,1.2,0.7,0.0,0.0,-1.2,82.2,0,32,0.230,0.700,5.08,
0.0750,-0.1890,1.0186,-1.0085,6.2663,0.086,-0.149,0.003,0.000,0.9,0.7,0.0,0.0,-0.9,82.2,0,36,0.210,0.740,9.04,
0.0800,-0.1890,1.0186,-1.0085,6.2663,0.057,-0.161,0.002,0.000,0.6,0.8,0.0,0.0,-0.6,82.3,0,38,0.220,0.760,5.08,
0.0850,-0.1890,1.0186,-1.0085,6.2663,0.031,-0.170,0.001,0.000,0.3,0.9,0.0,0.0,-0.3,82.3,-1,40,0.210,0.770,5.08,
0.0900,-0.1959,1.0176,-1.0085,6.2663,0.010,-0.178,0.001,0.000,0.1,0.9,0.0,0.0,-0.1,82.3,0,42,0.210,0.790,5.07,
0.0950,-0.1959,1.0176,-1.0085,6.2663,-0.025,-0.151,0.001,0.000,-0.3,0.8,0.0,0.0,0.3,82.2,0,46,0.210,0.810,9.04,
0.1000,-0.1959,1.0176,-1.0085,6.2663,-0.055,-0.129,0.000,0.000,-0.6,0.6,0.0,0.0,0.6,82.1,0,49,0.210,0.830,6.48,
0.1050,-0.1959,1.0176,-1.0085,6.2663,-0.080,-0.109,0.000,0.000,-0.8,0.5,0.0,0.0,0.8,82.0,0,51,0.220,0.840,9.55,
0.1100,-0.1959,1.0176,-1.0085,6.2663,-0.102,-0.093,0.000,0.000,-1.0,0.5,0.0,0.0,1.0,81.9,-1,52,0.220,0.870,9.31,
