t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu2_roll_rate_dps,imu2_pitch_rate_dps,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms
0.6850,-0.4274,-0.0334,-0.5629,8.3688,0.032,0.072,2.2,2.9,-2.2,2.9,0,0,0.110,0.000,8.29
0.6900,-0.4274,-0.0334,-0.5629,8.3688,0.064,0.088,4.5,3.5,-4.5,3.5,1,0,0.130,0.000,5.07
0.6950,-0.4274,-0.0334,-0.5629,8.3688,0.083,0.097,5.8,3.9,-5.8,3.9,0,1,0.130,0.000,7.29
0.7000,-0.4274,-0.0334,-0.5619,8.3686,0.095,0.103,6.6,4.1,-6.6,4.1,0,0,0.150,0.000,7.64
0.7050,-0.4274,-0.0334,-0.5619,8.3686,0.102,0.107,7.1,4.3,-7.1,4.3,0,1,0.150,0.000,8.81
0.7100,-0.4274,-0.0334,-0.5619,8.3686,0.106,0.109,7.4,4.4,-7.4,4.4,-1,1,0.160,0.000,5.08
0.7150,-0.4274,-0.0334,-0.5619,8.3686,0.108,0.065,7.6,2.6,-7.6,2.6,0,1,0.160,0.000,5.07
0.7200,-0.4274,-0.0334,-0.5619,8.3686,0.110,0.039,7.7,1.6,-7.7,1.6,0,1,0.170,0.010,8.43
0.7250,-0.4274,-0.0335,-0.5619,8.3686,0.111,0.023,7.7,0.9,-7.7,0.9,0,1,0.170,0.000,5.07
0.7300,-0.4274,-0.0335,-0.5619,8.3686,0.111,0.014,7.8,0.6,-7.8,0.6,-1,0,0.180,0.000,6.40
0.7350,-0.4274,-0.0335,-0.5619,8.3686,0.111,0.008,7.8,0.3,-7.8,0.3,0,0,0.180,0.000,5.07
0.7400,-0.4274,-0.0335,-0.5640,8.3782,0.112,0.005,7.8,0.2,-7.8,0.2,0,0,0.180,0.000,7.19
0.7450,-0.4274,-0.0335,-0.5640,8.3782,0.112,0.003,7.8,0.1,-7.8,0.1,0,0,0.190,0.000,9.27
0.7500,-0.4274,-0.0335,-0.5640,8.3782,0.112,0.002,7.8,0.1,-7.8,0.1,0,0,0.190,0.000,5.07
0.7550,-0.4274,-0.0335,-0.5640,8.3782,0.022,0.001,1.6,0.0,-1.6,0.0,0,0,0.200,0.000,5.07
0.7600,-0.4274,-0.0335,-0.5640,8.3782,-0.031,0.001,-2.2,0.0,2.2,0.0,0,0,0.200,0.000,8.92
0.7650,-0.4274,-0.0334,-0.5640,8.3782,-0.064,0.000,-4.5,0.0,4.5,0.0,0,0,0.190,0.000,5.07
0.7700,-0.4274,-0.0334,-0.5640,8.3782,-0.083,0.000,-5.8,0.0,5.8,0.0,1,0,0.180,0.000,7.24
0.7750,-0.4274,-0.0334,-0.5640,8.3782,-0.095,0.000,-6.6,0.0,6.6,0.0,0,0,0.170,0.000,6.22
0.7800,-0.4274,-0.0334,-0.5634,8.3782,-0.101,0.000,-7.1,0.0,7.1,0.0,0,0,0.160,0.000,5.07
0.7850,-0.4274,-0.0334,-0.5634,8.3782,-0.106,0.000,-7.4,0.0,7.4,0.0,1,0,0.160,0.000,9.11
0.7900,-0.4274,-0.0334,-0.5634,8.3782,-0.108,0.000,-7.6,0.0,7.6,0.0,0,0,0.150,0.000,5.08
0.7950,-0.4274,-0.0334,-0.5634,8.3782,-0.020,0.045,-1.4,1.8,1.4,1.8,0,0,0.150,0.000,5.08
0.8000,-0.4274,-0.0334,-0.5634,8.3782,0.033,0.072,2.3,2.9,-2.3,2.9,0,0,0.150,0.000,8.93
0.8050,-0.4274,-0.0334,-0.5634,8.3782,0.064,0.088,4.5,3.5,-4.5,3.5,0,0,0.150,0.000,5.07
0.8100,-0.4274,-0.0334,-0.5634,8.3782,0.083,0.097,5.8,3.9,-5.8,3.9,-1,0,0.160,0.010,6.67
0.8150,-0.4274,-0.0334,-0.5634,8.3782,0.095,0.103,6.6,4.1,-6.6,4.1,0,1,0.170,0.010,7.27
0.8200,-0.4274,-0.0334,-0.5634,8.3782,0.102,0.107,7.1,4.3,-7.1,4.3,-1,0,0.180,0.010,8.83
0.8250,-0.4274,-0.0334,-0.5634,8.3782,0.106,0.109,7.4,4.4,-7.4,4.4,0,1,0.190,0.010,5.07
0.8300,-0.4274,-0.0334,-0.5634,8.3782,0.063,0.021,4.4,0.8,-4.4,0.8,0,0,0.190,0.010,5.04
0.8350,-0.4274,-0.0334,-0.5634,8.3782,0.038,-0.032,2.7,-1.3,-2.7,-1.3,-1,1,0.190,0.020,8.47
0.8400,-0.4274,-0.0334,-0.5634,8.3782,0.023,-0.064,1.6,-2.6,-1.6,-2.6,0,2,0.200,0.010,5.08
0.8450,-0.4274,-0.0334,-0.5634,8.3782,0.014,-0.083,1.0,-3.3,-1.0,-3.3,0,0,0.180,0.000,6.36
0.8500,-0.4274,-0.0334,-0.5634,8.3782,0.008,-0.095,0.6,-3.8,-0.6,-3.8,0,0,0.190,0.000,5.08
0.8550,-0.4274,-0.0334,-0.5649,8.3810,0.005,-0.102,0.3,-4.1,-0.3,-4.1,0,0,0.180,0.000,6.03
0.8600,-0.4274,-0.0334,-0.5649,8.3810,0.003,-0.106,0.2,-4.2,-0.2,-4.2,0,0,0.180,0.000,8.70
0.8650,-0.4274,-0.0334,-0.5649,8.3810,0.002,-0.108,0.1,-4.3,-0.1,-4.3,0,0,0.180,0.000,5.08
0.8700,-0.4274,-0.0334,-0.5649,8.3810,0.046,-0.020,3.2,-0.8,-3.2,-0.8,0,0,0.180,0.000,5.08
0.8750,-0.4274,-0.0334,-0.5649,8.3810,0.072,0.033,5.1,1.3,-5.1,1.3,0,0,0.180,0.000,7.89
0.8800,-0.4274,-0.0334,-0.5649,8.3810,0.088,0.064,6.2,2.6,-6.2,2.6,0,0,0.190,0.000,5.07
0.8850,-0.4274,-0.0334,-0.5649,8.3810,0.098,0.083,6.8,3.3,-6.8,3.3,0,0,0.190,0.000,5.65
0.8900,-0.4274,-0.0334,-0.5649,8.3810,0.103,0.095,7.2,3.8,-7.2,3.8,0,0,0.200,0.010,5.08
0.8950,-0.4274,-0.0334,-0.5614,8.3815,0.107,0.102,7.5,4.1,-7.5,4.1,0,0,0.200,0.010,7.76
0.9000,-0.4274,-0.0334,-0.5614,8.3815,0.109,0.106,7.6,4.2,-7.6,4.2,-1,0,0.210,0.010,9.41
0.9050,-0.4274,-0.0334,-0.5614,8.3815,0.110,0.108,7.7,4.3,-7.7,4.3,0,0,0.210,0.010,5.08
0.9100,-0.4274,-0.0334,-0.5614,8.3815,-0.023,0.110,-1.6,4.4,1.6,4.4,0,1,0.220,0.020,5.07
0.9150,-0.4274,-0.0334,-0.5614,8.3815,-0.104,0.111,-7.3,4.4,7.3,4.4,0,0,0.220,0.010,9.02
0.9200,-0.4286,-0.0266,-0.5614,8.3815,-0.152,0.111,-10.6,4.4,10.6,4.4,0,0,0.220,0.020,5.07
0.9250,-0.4286,-0.0266,-0.5614,8.3815,-0.181,0.111,-12.6,4.5,12.6,4.5,2,0,0.200,0.020,7.28
0.9300,-0.4286,-0.0266,-0.5614,8.3815,-0.198,0.112,-13.8,4.5,13.8,4.5,1,0,0.180,0.020,5.07
0.9350,-0.4286,-0.0266,-0.5614,8.3815,-0.208,0.112,-14.6,4.5,14.6,4.5,2,0,0.170,0.030,10.64
0.9400,-0.4286,-0.0266,-0.5614,8.3815,-0.214,0.112,-15.0,4.5,15.0,4.5,1,0,0.160,0.030,5.07
0.9450,-0.4286,-0.0266,-0.5614,8.3815,-0.218,0.112,-15.3,4.5,15.3,4.5,2,0,0.140,0.030,5.07
0.9500,-0.4286,-0.0266,-0.5614,8.3815,-0.131,-0.022,-9.2,-0.9,9.2,-0.9,1,1,0.140,0.030,5.08
0.9550,-0.4286,-0.0266,-0.5614,8.3815,-0.079,-0.103,-5.5,-4.1,5.5,-4.1,2,0,0.130,0.040,8.29
0.9600,-0.4367,-0.0209,-0.5614,8.3815,-0.047,-0.151,-3.3,-6.1,3.3,-6.1,2,0,0.130,0.030,5.07
0.9650,-0.4367,-0.0209,-0.5614,8.3815,-0.028,-0.180,-2.0,-7.2,2.0,-7.2,0,0,0.140,0.020,7.28
0.9700,-0.4367,-0.0209,-0.5614,8.3815,-0.017,-0.198,-1.2,-7.9,1.2,-7.9,0,0,0.150,0.010,7.57
