t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu2_roll_rate_dps,imu2_pitch_rate_dps,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms
0.0000,-0.4230,-0.0185,0.0039,8.1259,-0.090,0.000,-6.3,0.0,6.3,0.0,0,0,0.000,0.000,0.01
0.0050,-0.4399,-0.0428,0.0039,8.1259,-0.143,0.000,-10.0,0.0,10.0,0.0,0,0,0.000,0.000,44.25
0.0100,-0.4399,-0.0428,0.0039,8.1259,-0.175,0.000,-12.3,0.0,12.3,0.0,2,0,0.090,0.050,7.60
0.0150,-0.4399,-0.0428,-0.6115,8.3805,-0.195,0.000,-13.6,0.0,13.6,0.0,1,0,0.090,0.050,7.24
0.0200,-0.4399,-0.0428,-0.6115,8.3805,-0.206,0.000,-14.4,0.0,14.4,0.0,2,0,0.070,0.050,8.70
0.0250,-0.4399,-0.0428,-0.6115,8.3805,-0.213,0.000,-14.9,0.0,14.9,0.0,1,0,0.060,0.050,5.07
0.0300,-0.4399,-0.0428,-0.6115,8.3805,-0.128,0.000,-9.0,0.0,9.0,0.0,3,0,0.060,0.050,5.07
0.0350,-0.4399,-0.0428,-0.6115,8.3805,-0.077,0.000,-5.4,0.0,5.4,0.0,3,0,0.050,0.050,8.91
0.0400,-0.4399,-0.0428,-0.6115,8.3805,-0.046,0.000,-3.2,0.0,3.2,0.0,1,0,0.050,0.060,5.08
0.0450,-0.4399,-0.0428,-0.6115,8.3805,-0.028,0.000,-1.9,0.0,1.9,0.0,0,0,0.050,0.060,7.31
0.0500,-0.4399,-0.0428,-0.6110,8.3804,-0.017,0.000,-1.2,0.0,1.2,0.0,0,0,0.070,0.060,5.07
0.0550,-0.4399,-0.0428,-0.6110,8.3804,-0.010,0.000,-0.7,0.0,0.7,0.0,0,0,0.070,0.050,11.79
0.0600,-0.4399,-0.0428,-0.6110,8.3804,-0.006,0.000,-0.4,0.0,0.4,0.0,0,0,0.060,0.050,5.08
0.0650,-0.4399,-0.0428,-0.6110,8.3804,0.041,0.000,2.9,0.0,-2.9,0.0,0,0,0.070,0.050,5.07
0.0700,-0.4399,-0.0428,-0.6110,8.3804,0.069,0.000,4.9,0.0,-4.9,0.0,0,0,0.070,0.050,8.83
0.0750,-0.4399,-0.0428,-0.6110,8.3804,0.086,0.000,6.1,0.0,-6.1,0.0,0,0,0.070,0.060,5.07
0.0800,-0.4399,-0.0428,-0.6110,8.3804,0.097,0.000,6.8,0.0,-6.8,0.0,-1,0,0.080,0.060,6.37
0.0850,-0.4399,-0.0428,-0.6110,8.3804,0.103,0.000,7.2,0.0,-7.2,0.0,0,0,0.090,0.060,5.07
0.0900,-0.4399,-0.0428,-0.6099,8.3807,0.106,0.000,7.4,0.0,-7.4,0.0,-1,0,0.090,0.050,7.22
0.0950,-0.4399,-0.0428,-0.6099,8.3807,0.109,0.000,7.6,0.0,-7.6,0.0,0,0,0.100,0.050,8.67
0.1000,-0.4399,-0.0428,-0.6099,8.3807,0.110,0.000,7.7,0.0,-7.7,0.0,0,0,0.100,0.060,5.07
0.1050,-0.4399,-0.0428,-0.6099,8.3807,0.111,0.000,7.8,0.0,-7.8,0.0,-1,0,0.100,0.050,5.08
0.1100,-0.4399,-0.0428,-0.6099,8.3807,0.111,0.000,7.8,0.0,-7.8,0.0,0,0,0.010,0.050,9.49
0.1150,-0.4399,-0.0428,-0.6099,8.3807,0.111,0.000,7.8,0.0,-7.8,0.0,0,0,0.110,0.050,5.07
0.1200,-0.4399,-0.0428,-0.6099,8.3807,0.112,0.000,7.8,0.0,-7.8,0.0,0,0,0.120,0.050,7.27
0.1250,-0.4399,-0.0428,-0.6099,8.3807,0.112,0.000,7.8,0.0,-7.8,0.0,0,0,0.110,0.050,6.26
0.1300,-0.4399,-0.0428,-0.6050,8.3821,0.112,0.000,7.8,0.0,-7.8,0.0,0,0,0.110,0.050,5.07
0.1350,-0.4399,-0.0428,-0.6050,8.3821,0.112,0.000,7.8,0.0,-7.8,0.0,0,0,0.120,0.050,9.11
0.1400,-0.4399,-0.0428,-0.6050,8.3821,0.112,0.000,7.8,0.0,-7.8,0.0,0,0,0.130,0.050,5.08
0.1450,-0.4399,-0.0428,-0.6050,8.3821,0.067,0.000,4.7,0.0,-4.7,0.0,-1,0,0.130,0.050,5.07
0.1500,-0.4399,-0.0428,-0.6050,8.3821,0.040,0.000,2.8,0.0,-2.8,0.0,0,0,0.140,0.050,8.92
0.1550,-0.4399,-0.0428,-0.6050,8.3821,0.024,0.000,1.7,0.0,-1.7,0.0,0,0,0.140,0.050,5.08
0.1600,-0.4399,-0.0428,-0.6050,8.3821,0.014,0.000,1.0,0.0,-1.0,0.0,0,0,0.130,0.050,5.91
0.1650,-0.4399,-0.0428,-0.6130,8.3818,0.009,0.000,0.6,0.0,-0.6,0.0,0,0,0.120,0.050,7.57
0.1700,-0.4399,-0.0428,-0.6130,8.3818,0.005,0.000,0.4,0.0,-0.4,0.0,0,0,0.120,0.050,8.78
0.1750,-0.4399,-0.0428,-0.6130,8.3818,0.003,0.000,0.2,0.0,-0.2,0.0,0,0,0.120,0.050,5.07
0.1800,-0.4399,-0.0428,-0.6130,8.3818,0.091,0.045,6.4,1.8,-6.4,1.8,0,0,0.130,0.050,5.07
0.1850,-0.4399,-0.0428,-0.6130,8.3818,0.144,0.072,10.1,2.9,-10.1,2.9,0,0,0.120,0.050,7.89
0.1900,-0.4412,-0.0359,-0.6130,8.3818,0.176,0.088,12.3,3.5,-12.3,3.5,0,0,0.140,0.040,5.07
0.1950,-0.4412,-0.0359,-0.6130,8.3818,0.195,0.097,13.7,3.9,-13.7,3.9,-3,0,0.150,0.050,5.68
0.2000,-0.4412,-0.0359,-0.6130,8.3818,0.207,0.103,14.5,4.1,-14.5,4.1,-2,0,0.160,0.050,5.07
0.2050,-0.4412,-0.0359,-0.6082,8.4258,0.214,0.107,14.9,4.3,-14.9,4.3,-1,0,0.170,0.050,7.76
0.2100,-0.4412,-0.0359,-0.6082,8.4258,0.218,0.109,15.2,4.4,-15.2,4.4,-3,1,0.180,0.040,8.79
0.2150,-0.4412,-0.0359,-0.6082,8.4258,0.220,0.110,15.4,4.4,-15.4,4.4,-2,0,0.190,0.040,5.08
0.2200,-0.4412,-0.0359,-0.6082,8.4258,0.132,0.066,9.2,2.6,-9.2,2.6,-1,0,0.200,0.040,5.08
0.2250,-0.4412,-0.0359,-0.6082,8.4258,0.079,0.040,5.5,1.6,-5.5,1.6,-2,0,0.200,0.030,8.43
0.2300,-0.4412,-0.0359,-0.6082,8.4258,0.048,0.024,3.3,1.0,-3.3,1.0,-3,0,0.200,0.030,5.07
0.2350,-0.4412,-0.0359,-0.6082,8.4258,0.029,0.014,2.0,0.6,-2.0,0.6,0,0,0.200,0.040,6.43
0.2400,-0.4412,-0.0359,-0.6082,8.4258,0.017,0.009,1.2,0.3,-1.2,0.3,0,0,0.190,0.040,5.07
0.2450,-0.4412,-0.0359,-0.6082,8.4258,0.010,0.005,0.7,0.2,-0.7,0.2,0,0,0.190,0.040,7.18
0.2500,-0.4412,-0.0359,-0.6082,8.4258,0.006,0.003,0.4,0.1,-0.4,0.1,0,0,0.190,0.040,8.77
0.2550,-0.4412,-0.0359,-0.6082,8.4258,0.004,0.002,0.3,0.1,-0.3,0.1,0,0,0.190,0.040,5.07
0.2600,-0.4412,-0.0359,-0.6082,8.4258,0.002,0.001,0.2,0.0,-0.2,0.0,0,0,0.190,0.040,5.07
0.2650,-0.4412,-0.0359,-0.6082,8.4258,0.001,0.001,0.1,0.0,-0.1,0.0,0,0,0.190,0.040,9.22
0.2700,-0.4412,-0.0359,-0.6082,8.4258,0.001,0.000,0.1,0.0,-0.1,0.0,0,0,0.180,0.050,5.07
0.2750,-0.4412,-0.0359,-0.6082,8.4258,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.040,7.22
0.2800,-0.4412,-0.0359,-0.6082,8.4258,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.050,6.33
0.2850,-0.4412,-0.0359,-0.6082,8.4258,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.050,5.07
0.2900,-0.4412,-0.0359,-0.6082,8.4258,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.040,9.08
0.2950,-0.4412,-0.0359,-0.6082,8.4258,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.050,5.07
0.3000,-0.4412,-0.0359,-0.6082,8.4258,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.180,0.040,5.07
0.3050,-0.4412,-0.0359,-0.6082,8.4258,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.040,8.36
0.3100,-0.4412,-0.0359,-0.6082,8.4258,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.180,0.040,5.07
0.3150,-0.4412,-0.0359,-0.6082,8.4258,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.180,0.040,6.61
0.3200,-0.4412,-0.0359,-0.6077,8.4257,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.040,7.59
0.3250,-0.4412,-0.0359,-0.6077,8.4257,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.180,0.040,8.78
0.3300,-0.4412,-0.0359,-0.6077,8.4257,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.050,5.07
0.3350,-0.4412,-0.0359,-0.6077,8.4257,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.050,5.07
0.3400,-0.4412,-0.0359,-0.6077,8.4257,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.050,8.86
0.3450,-0.4412,-0.0359,-0.6077,8.4257,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.040,5.07
0.3500,-0.4412,-0.0359,-0.6077,8.4257,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.200,0.040,6.42
0.3550,-0.4412,-0.0359,-0.6077,8.4257,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.050,5.07
0.3600,-0.4412,-0.0359,-0.6573,8.4280,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.040,7.20
0.3650,-0.4412,-0.0359,-0.6573,8.4280,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.040,8.69
0.3700,-0.4412,-0.0359,-0.6573,8.4280,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.200,0.050,5.07
0.3750,-0.4412,-0.0359,-0.6573,8.4280,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.050,5.07
0.3800,-0.4412,-0.0359,-0.6573,8.4280,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.040,9.81
0.3850,-0.4412,-0.0359,-0.6573,8.4280,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.040,5.07
0.3900,-0.4412,-0.0359,-0.6573,8.4280,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.180,0.040,7.28
0.3950,-0.4412,-0.0359,-0.6573,8.4280,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.180,0.050,7.77
0.4000,-0.4412,-0.0359,-0.6102,8.4243,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.180,0.050,5.07
0.4050,-0.4412,-0.0359,-0.6102,8.4243,0.000,0.000,0.0,0.0,-0.0,0.0,0,0,0.190,0.050,9.01
0.4100,-0.4412,-0.0359,-0.6102,8.4243,0.045,0.000,3.1,0.0,-3.1,0.0,0,0,0.180,0.050,5.07
0.4150,-0.4412,-0.0359,-0.6102,8.4243,0.072,0.000,5.0,0.0,-5.0,0.0,0,0,0.190,0.050,9.13
0.4200,-0.4412,-0.0359,-0.6102,8.4243,0.088,0.000,6.1,0.0,-6.1,0.0,0,0,0.200,0.050,5.07
0.4250,-0.4412,-0.0359,-0.6102,8.4243,0.097,0.000,6.8,0.0,-6.8,0.0,-1,0,0.200,0.050,7.45
0.4300,-0.4412,-0.0359,-0.6102,8.4243,0.103,0.000,7.2,0.0,-7.2,0.0,0,0,0.200,0.040,5.07
0.4350,-0.4412,-0.0359,-0.6069,8.4177,0.107,0.000,7.5,0.0,-7.5,0.0,-1,0,0.210,0.050,10.68
0.4400,-0.4412,-0.0359,-0.6069,8.4177,0.109,0.000,7.6,0.0,-7.6,0.0,0,0,0.220,0.050,5.07
0.4450,-0.4412,-0.0359,-0.6069,8.4177,0.110,0.000,7.7,0.0,-7.7,0.0,0,0,0.220,0.040,5.08
0.4500,-0.4412,-0.0359,-0.6069,8.4177,0.021,-0.045,1.5,-1.8,-1.5,-1.8,-1,0,0.220,0.050,5.08
0.4550,-0.4412,-0.0359,-0.6069,8.4177,-0.032,-0.072,-2.2,-2.9,2.2,-2.9,0,0,0.220,0.050,8.36
0.4600,-0.4343,-0.0347,-0.6069,8.4177,-0.064,-0.088,-4.5,-3.5,4.5,-3.5,0,0,0.220,0.040,5.07
0.4650,-0.4343,-0.0347,-0.6069,8.4177,-0.083,-0.097,-5.8,-3.9,5.8,-3.9,1,0,0.210,0.050,7.30
0.4700,-0.4343,-0.0347,-0.6048,8.4179,-0.095,-0.103,-6.6,-4.1,6.6,-4.1,0,0,0.200,0.050,7.63
0.4750,-0.4343,-0.0347,-0.6048,8.4179,-0.102,-0.107,-7.1,-4.3,7.1,-4.3,0,0,0.190,0.050,8.12
0.4800,-0.4343,-0.0347,-0.6048,8.4179,-0.106,-0.109,-7.4,-4.4,7.4,-4.4,0,0,0.190,0.050,5.07
0.4850,-0.4343,-0.0347,-0.6048,8.4179,-0.108,-0.021,-7.6,-0.8,7.6,-0.8,1,0,0.180,0.050,5.07
0.4900,-0.4343,-0.0347,-0.6048,8.4179,-0.110,0.032,-7.7,1.3,7.7,1.3,1,0,0.180,0.060,7.67
0.4950,-0.4343,-0.0347,-0.6048,8.4179,-0.111,0.064,-7.7,2.6,7.7,2.6,0,0,0.170,0.050,5.08
0.5000,-0.4343,-0.0347,-0.6048,8.4179,-0.111,0.083,-7.8,3.3,7.8,3.3,0,0,0.180,0.050,5.07
0.5050,-0.4343,-0.0347,-0.6048,8.4179,-0.111,0.095,-7.8,3.8,7.8,3.8,0,0,0.170,0.050,6.67
0.5100,-0.4343,-0.0347,-0.6101,8.4160,-0.112,0.102,-7.8,4.1,7.8,4.1,0,0,0.160,0.050,7.57
0.5150,-0.4343,-0.0347,-0.6101,8.4160,-0.112,0.106,-7.8,4.2,7.8,4.2,0,0,0.170,0.040,8.88
0.5200,-0.4343,-0.0347,-0.6101,8.4160,-0.112,0.108,-7.8,4.3,7.8,4.3,0,0,0.150,0.030,5.07
0.5250,-0.4343,-0.0347,-0.6101,8.4160,-0.067,0.110,-4.7,4.4,4.7,4.4,1,0,0.150,0.030,5.07
0.5300,-0.4343,-0.0347,-0.6101,8.4160,-0.040,0.111,-2.8,4.4,2.8,4.4,0,0,0.150,0.030,9.09
0.5350,-0.4343,-0.0347,-0.6101,8.4160,-0.024,0.111,-1.7,4.4,1.7,4.4,1,0,0.160,0.030,5.07
0.5400,-0.4343,-0.0347,-0.6101,8.4160,-0.014,0.111,-1.0,4.5,1.0,4.5,0,0,0.160,0.020,7.30
0.5450,-0.4343,-0.0347,-0.6101,8.4160,-0.009,0.112,-0.6,4.5,0.6,4.5,0,0,0.160,0.020,5.07
0.5500,-0.4343,-0.0347,-0.5652,8.4192,-0.005,0.112,-0.4,4.5,0.4,4.5,0,0,0.160,0.020,5.71
0.5550,-0.4343,-0.0347,-0.5652,8.4192,-0.003,0.112,-0.2,4.5,0.2,4.5,0,0,0.160,0.010,8.65
0.5600,-0.4343,-0.0347,-0.5652,8.4192,-0.002,0.112,-0.1,4.5,0.1,4.5,0,0,0.170,0.020,5.07
0.5650,-0.4343,-0.0347,-0.5652,8.4192,-0.001,0.112,-0.1,4.5,0.1,4.5,0,0,0.170,0.020,5.07
0.5700,-0.4343,-0.0347,-0.5652,8.4192,-0.001,0.112,-0.0,4.5,0.0,4.5,0,0,0.160,0.010,9.11
0.5750,-0.4330,-0.0416,-0.5652,8.4192,-0.000,0.112,-0.0,4.5,0.0,4.5,0,0,0.160,0.010,5.07
0.5800,-0.4330,-0.0416,-0.5652,8.4192,-0.000,0.112,-0.0,4.5,0.0,4.5,0,1,0.170,0.010,7.28
0.5850,-0.4330,-0.0416,-0.5652,8.4192,-0.000,0.112,-0.0,4.5,0.0,4.5,0,0,0.170,0.010,5.57
0.5900,-0.4330,-0.0416,-0.5577,8.3702,-0.000,0.112,-0.0,4.5,0.0,4.5,0,0,0.160,0.000,5.07
0.5950,-0.4330,-0.0416,-0.5577,8.3702,-0.000,0.112,-0.0,4.5,0.0,4.5,0,1,0.170,0.000,9.05
0.6000,-0.4330,-0.0416,-0.5577,8.3702,-0.000,0.112,-0.0,4.5,0.0,4.5,0,0,0.160,0.000,5.07
0.6050,-0.4330,-0.0416,-0.5577,8.3702,-0.000,0.067,-0.0,2.7,0.0,2.7,0,0,0.160,0.000,5.08
0.6100,-0.4330,-0.0416,-0.5577,8.3702,-0.000,0.040,-0.0,1.6,0.0,1.6,0,0,0.160,0.000,8.94
0.6150,-0.4343,-0.0346,-0.5577,8.3702,-0.000,0.024,-0.0,1.0,0.0,1.0,0,0,0.170,0.000,5.07
0.6200,-0.4343,-0.0346,-0.5577,8.3702,-0.000,0.015,-0.0,0.6,0.0,0.6,0,0,0.170,0.000,7.25
0.6250,-0.4343,-0.0346,-0.5645,8.3685,-0.000,0.009,-0.0,0.3,0.0,0.3,0,0,0.160,0.000,7.66
0.6300,-0.4343,-0.0346,-0.5645,8.3685,-0.000,0.005,-0.0,0.2,0.0,0.2,0,0,0.170,0.000,9.42
0.6350,-0.4343,-0.0346,-0.5645,8.3685,-0.000,0.003,-0.0,0.1,0.0,0.1,0,0,0.170,0.000,5.08
0.6400,-0.4343,-0.0346,-0.5645,8.3685,-0.045,0.002,-3.1,0.1,3.1,0.1,0,0,0.160,0.000,5.07
0.6450,-0.4343,-0.0346,-0.5645,8.3685,-0.072,0.001,-5.0,0.0,5.0,0.0,0,0,0.160,0.000,9.05
0.6500,-0.4274,-0.0334,-0.5645,8.3685,-0.088,0.001,-6.1,0.0,6.1,0.0,0,0,0.160,0.000,5.08
0.6550,-0.4274,-0.0334,-0.5645,8.3685,-0.097,0.000,-6.8,0.0,6.8,0.0,1,0,0.150,0.000,7.24
0.6600,-0.4274,-0.0334,-0.5645,8.3685,-0.103,0.000,-7.2,0.0,7.2,0.0,1,0,0.140,0.000,5.07
0.6650,-0.4274,-0.0334,-0.5629,8.3688,-0.107,0.000,-7.5,0.0,7.5,0.0,1,0,0.140,0.000,10.63
0.6700,-0.4274,-0.0334,-0.5629,8.3688,-0.109,0.000,-7.6,0.0,7.6,0.0,0,0,0.130,0.000,5.07
0.6750,-0.4274,-0.0334,-0.5629,8.3688,-0.110,0.000,-7.7,0.0,7.7,0.0,0,0,0.130,0.000,5.08
0.6800,-0.4274,-0.0334,-0.5629,8.3688,-0.021,0.045,-1.5,1.8,1.5,1.8,1,0,0.120,0.000,5.07
