t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,dt_ms
0.260,-0.2027,-0.6,0.4546,-10.3,-0.9249,6.6519,56,-1,14.29,0.00,0.280,0.350,3.47,-1.18,0.0,-9.4,0.6,-0.9,20.07
0.280,-0.0391,-0.6,0.3827,-10.2,-0.9249,6.6519,37,-3,14.29,0.00,0.250,0.350,3.03,-1.16,0.0,-9.3,0.6,-0.9,20.08
0.300,-0.0391,-3.6,0.3827,-9.7,-0.9043,6.6563,27,-4,14.29,0.00,0.230,0.310,2.73,-1.15,0.0,-9.2,3.6,-0.5,20.08
0.320,-0.0391,-3.6,0.3827,-9.6,-0.9043,6.6563,18,-5,14.29,0.00,0.190,0.330,2.51,-1.14,0.0,-9.1,3.6,-0.5,20.09
0.340,0.0216,-4.7,0.3478,-7.1,-0.8970,6.6577,14,-3,14.29,0.00,0.160,0.320,1.66,-0.83,0.0,-6.6,4.7,-0.4,20.08
0.360,0.0216,-4.7,0.3478,-5.3,-0.8970,6.6577,9,-3,14.29,0.00,0.150,0.300,1.06,-0.62,0.0,-4.9,4.7,-0.4,20.06
0.380,-0.0288,-4.7,0.3558,-2.0,-0.8970,6.6577,7,-2,14.29,0.00,0.130,0.320,0.07,-0.20,0.0,-1.6,4.7,-0.4,20.08
0.400,-0.0288,-3.7,0.3558,0.3,-0.9039,6.6563,5,-2,14.29,0.00,0.120,0.300,-0.62,0.10,-0.0,0.8,3.7,-0.5,20.08
0.420,-0.0288,-3.7,0.3558,1.9,-0.9039,6.6563,3,0,14.29,0.00,0.110,0.320,-1.11,0.30,-0.0,2.4,3.7,-0.5,20.08
0.440,-0.1543,0.7,0.4041,4.5,-0.9328,6.6572,-2,0,14.29,0.00,0.110,0.320,-1.68,0.62,-0.0,4.9,-0.7,-0.5,20.08
0.460,-0.1543,0.7,0.4041,6.2,-0.9328,6.6572,-30,0,14.29,0.00,0.210,0.310,-2.08,0.83,-0.0,6.7,-0.7,-0.5,20.06
0.480,-0.2962,0.7,0.4716,6.4,-0.9328,6.6572,-40,0,14.29,0.00,0.340,0.320,-1.93,0.85,-0.0,6.8,-0.7,-0.5,20.07
0.500,-0.2962,2.7,0.4716,6.2,-0.9466,6.6543,-26,0,14.29,0.00,0.410,0.330,-1.82,0.87,-0.0,6.9,-2.7,-0.7,20.09
0.520,-0.2962,2.7,0.4716,6.3,-0.9466,6.6543,-4,0,14.29,0.00,0.390,0.330,-1.74,0.87,-0.0,7.0,-2.7,-0.7,20.07
0.540,-0.3126,2.9,0.4908,3.9,-0.9481,6.6611,0,1,14.29,0.00,0.370,0.360,-0.68,0.51,-0.0,4.1,-2.9,-0.2,20.08
0.560,-0.3126,2.9,0.4908,1.9,-0.9481,6.6611,15,0,14.29,0.00,0.330,0.330,0.06,0.26,0.0,2.1,-2.9,-0.2,20.06
0.580,-0.2035,2.9,0.4616,-1.4,-0.9481,6.6611,26,0,14.29,0.00,0.260,0.350,0.78,-0.16,0.0,-1.2,-2.9,-0.2,20.07
0.600,-0.2035,0.6,0.4616,-4.0,-0.9328,6.6572,34,0,14.29,0.00,0.170,0.330,1.28,-0.44,0.0,-3.6,-0.6,-0.5,20.10
0.620,-0.2035,0.6,0.4616,-5.6,-0.9328,6.6572,15,0,14.29,0.00,0.130,0.370,1.64,-0.65,0.0,-5.2,-0.6,-0.5,20.07
0.640,-0.0910,-1.4,0.4047,-6.5,-0.9191,6.6602,11,-1,14.29,0.00,0.130,0.340,1.55,-0.79,0.0,-6.3,1.4,-0.2,20.08
0.660,-0.0910,-1.4,0.4047,-7.3,-0.9191,6.6602,6,-1,14.29,0.00,0.120,0.350,1.49,-0.89,0.0,-7.1,1.4,-0.2,20.09
0.680,-0.0582,-1.4,0.3664,-5.5,-0.9191,6.6602,3,0,14.29,0.00,0.110,0.320,0.94,-0.66,0.0,-5.2,1.4,-0.2,20.07
0.700,-0.0582,-2.4,0.3664,-4.1,-0.9122,6.6617,3,0,14.29,0.00,0.100,0.310,0.56,-0.49,0.0,-3.9,2.4,-0.1,20.07
0.720,-0.0582,-2.4,0.3664,-3.1,-0.9122,6.6617,2,-1,14.29,0.00,0.090,0.310,0.29,-0.38,0.0,-3.0,2.4,-0.1,20.08
0.740,-0.0937,-1.2,0.3691,0.3,-0.9206,6.6670,0,0,14.29,0.00,0.090,0.310,-0.27,0.00,-0.0,0.0,1.2,0.3,20.07
0.760,-0.0937,-1.2,0.3691,2.5,-0.9206,6.6670,0,0,14.29,0.00,0.090,0.300,-0.66,0.27,-0.0,2.2,1.2,0.3,20.08
0.780,-0.1837,-1.2,0.4147,4.5,-0.9206,6.6670,-11,0,14.29,0.00,0.130,0.300,-0.96,0.53,-0.0,4.2,1.2,0.3,20.09
0.800,-0.1837,1.1,0.4147,6.2,-0.9358,6.6710,-18,0,14.29,0.00,0.170,0.320,-1.18,0.70,-0.0,5.6,-1.1,0.6,20.09
0.820,-0.2520,1.1,0.4558,7.2,-0.9358,6.6710,-19,0,14.29,0.00,0.240,0.340,-1.33,0.83,-0.0,6.6,-1.1,0.6,20.08
0.840,-0.2520,3.4,0.4558,6.3,-0.9511,6.6749,-12,0,14.29,0.00,0.270,0.320,-0.96,0.68,-0.0,5.4,-3.4,0.9,20.09
0.860,-0.2520,3.4,0.4558,5.5,-0.9511,6.6749,-2,0,14.29,0.00,0.270,0.340,-0.71,0.58,-0.0,4.6,-3.4,0.9,20.09
0.880,-0.2320,3.4,0.4652,3.6,-0.9511,6.6749,2,0,14.29,0.00,0.250,0.370,-0.06,0.34,-0.0,2.7,-3.4,0.9,20.07
0.900,-0.2320,2.1,0.4652,1.8,-0.9423,6.6695,10,0,14.29,0.00,0.230,0.360,0.40,0.17,0.0,1.3,-2.1,0.5,20.07
0.920,-0.1507,2.1,0.4327,0.9,-0.9423,6.6695,19,0,14.29,0.00,0.180,0.340,0.71,0.05,0.0,0.4,-2.1,0.5,20.07
0.940,-0.1507,-0.5,0.4327,-4.2,-0.9251,6.6352,22,0,14.29,0.00,0.110,0.340,0.94,-0.27,0.0,-2.1,0.5,-2.1,20.07
0.960,-0.1507,-0.5,0.4327,-6.0,-0.9251,6.6352,8,0,14.29,0.00,0.090,0.350,1.09,-0.49,0.0,-3.9,0.5,-2.1,20.07
0.980,-0.1023,-0.5,0.3822,-6.5,-0.9251,6.6352,6,0,14.29,0.00,0.100,0.380,0.90,-0.54,0.0,-4.3,0.5,-2.1,20.07
1.000,-0.1023,0.5,0.3822,-6.9,-0.9320,6.6337,5,0,14.29,0.00,0.090,0.340,0.76,-0.58,0.0,-4.7,-0.5,-2.2,20.07
1.020,-0.1068,0.5,0.3605,-7.1,-0.9320,6.6337,5,0,14.29,0.00,0.070,0.330,0.67,-0.61,0.0,-4.9,-0.5,-2.2,20.07
1.040,-0.1068,-5.9,0.3605,-5.2,-0.8893,6.6360,4,-1,14.29,0.00,0.070,0.320,0.23,-0.39,0.0,-3.1,5.9,-2.0,20.09
1.060,-0.1068,-5.9,0.3605,-4.0,-0.8893,6.6360,1,-1,14.29,0.00,0.060,0.310,-0.07,-0.24,-0.0,-1.9,5.9,-2.0,20.09
1.080,-0.1509,-5.9,0.3763,-1.2,-0.8893,6.6360,-5,0,14.29,0.00,0.060,0.310,-0.52,0.10,-0.0,0.8,5.9,-2.0,20.07
1.100,-0.1509,-5.9,0.3763,0.7,-0.8893,6.6360,-10,0,14.29,0.00,0.080,0.300,-0.83,0.34,-0.0,2.7,5.9,-2.0,20.07
1.120,-0.2123,-5.9,0.4183,2.0,-0.8893,6.6360,-13,0,14.29,0.00,0.120,0.310,-1.05,0.51,-0.0,4.0,5.9,-2.0,20.07
1.140,-0.2123,-5.9,0.4183,2.7,-0.8893,6.6360,-10,0,14.29,0.00,0.140,0.300,-0.80,0.59,-0.0,4.7,5.9,-2.0,20.07
1.160,-0.2123,-5.8,0.4183,3.2,-0.8893,6.6360,-7,0,14.29,0.00,0.150,0.320,-0.63,0.65,-0.0,5.2,5.8,-2.0,20.07
1.180,-0.2087,-5.8,0.4469,1.6,-0.8893,6.6360,-1,0,14.29,0.00,0.140,0.310,-0.24,0.45,-0.0,3.6,5.8,-2.0,20.09
1.200,-0.2087,-5.8,0.4469,0.5,-0.8893,6.6360,0,0,14.29,0.00,0.120,0.310,0.03,0.32,0.0,2.5,5.8,-2.0,20.07
1.220,-0.1646,-5.8,0.4311,-0.2,-0.8893,6.6360,6,0,14.29,0.00,0.090,0.340,0.22,0.22,0.0,1.8,5.8,-2.0,20.09
1.240,-0.1646,-7.9,0.4311,-2.2,-0.8756,6.6391,7,0,14.29,0.00,0.060,0.340,0.49,-0.05,0.0,-0.4,7.9,-1.8,20.10
1.260,-0.1646,-7.9,0.4311,-3.7,-0.8756,6.6391,6,0,14.29,0.00,0.000,0.320,0.68,-0.23,0.0,-1.9,7.9,-1.8,20.09
1.280,-0.1179,-7.9,0.3944,-4.7,-0.8756,6.6391,3,0,14.29,0.00,0.000,0.310,0.58,-0.36,0.0,-2.9,7.9,-1.8,20.12
1.300,-0.1179,-8.9,0.3944,-5.3,-0.8687,6.6406,0,0,14.29,0.00,0.010,0.310,0.50,-0.46,0.0,-3.7,8.9,-1.7,20.07
1.320,-0.1145,-8.9,0.3666,-5.8,-0.8687,6.6406,0,0,14.29,0.00,0.000,0.310,0.45,-0.52,0.0,-4.2,8.9,-1.7,20.07
1.340,-0.1145,-8.6,0.3666,-3.8,-0.8707,6.6475,0,-1,14.29,0.00,0.010,0.320,0.18,-0.33,0.0,-2.7,8.6,-1.1,20.07
1.360,-0.1145,-8.6,0.3666,-2.7,-0.8707,6.6475,-5,-3,14.29,0.00,0.010,0.290,-0.01,-0.20,-0.0,-1.6,8.6,-1.1,20.08
1.380,-0.1440,-8.6,0.3772,-0.6,-0.8707,6.6475,-6,-1,14.29,0.00,0.010,0.300,-0.24,0.06,-0.0,0.5,8.6,-1.1,20.08
1.400,-0.1440,-7.3,0.3772,1.2,-0.8787,6.6528,-8,0,14.29,0.00,0.000,0.280,-0.40,0.25,-0.0,2.0,7.3,-0.7,20.07
1.420,-0.1828,-7.3,0.4077,2.2,-0.8787,6.6528,-8,0,14.29,0.00,0.000,0.310,-0.52,0.37,-0.0,3.0,7.3,-0.7,20.07
1.440,-0.1828,-6.1,0.4077,3.1,-0.8871,6.6581,-10,0,14.29,0.00,0.030,0.310,-0.46,0.43,-0.0,3.4,6.1,-0.3,20.08
1.460,-0.1828,-6.1,0.4077,3.4,-0.8871,6.6581,-8,0,14.29,0.00,0.030,0.290,-0.42,0.47,-0.0,3.7,6.1,-0.3,20.08
1.480,-0.1923,-6.1,0.4277,2.5,-0.8871,6.6581,-6,0,14.29,0.00,0.040,0.310,-0.20,0.36,-0.0,2.9,6.1,-0.3,20.07
1.500,-0.1923,-6.8,0.4277,2.6,-0.8818,6.6665,-1,0,14.29,0.00,0.030,0.310,-0.04,0.29,-0.0,2.3,6.8,0.3,20.09
1.520,-0.1628,-6.8,0.4172,2.2,-0.8818,6.6665,2,0,14.29,0.00,0.000,0.320,0.08,0.23,0.0,1.9,6.8,0.3,20.06
1.540,-0.1628,-8.1,0.4172,-0.4,-0.8734,6.6612,3,0,14.29,0.00,0.010,0.300,0.25,-0.04,0.0,-0.3,8.1,-0.1,20.09
1.560,-0.1628,-8.1,0.4172,-1.9,-0.8734,6.6612,2,0,14.29,0.00,0.040,0.330,0.38,-0.23,0.0,-1.8,8.1,-0.1,20.07
1.580,-0.1317,-8.1,0.3928,-2.5,-0.8734,6.6612,1,0,14.29,0.00,0.050,0.310,0.37,-0.29,0.0,-2.3,8.1,-0.1,20.09
1.600,-0.1317,-8.9,0.3928,-2.2,-0.8681,6.6696,0,0,14.29,0.00,0.060,0.320,0.36,-0.34,0.0,-2.7,8.9,0.5,20.07
1.620,-0.1370,-8.9,0.3780,-2.5,-0.8681,6.6696,0,0,14.29,0.00,0.030,0.320,0.35,-0.37,0.0,-3.0,8.9,0.5,20.06
1.640,-0.1370,-7.8,0.3780,-1.7,-0.8749,6.6681,-1,0,14.29,0.00,0.080,0.300,0.14,-0.26,0.0,-2.1,7.8,0.4,20.04
1.660,-0.1370,-7.8,0.3780,-1.1,-0.8749,6.6681,-3,0,14.29,0.00,0.090,0.290,0.00,-0.18,0.0,-1.5,7.8,0.4,20.08
1.680,-0.1656,-7.8,0.3816,0.5,-0.8749,6.6681,-4,0,14.29,0.00,0.080,0.290,-0.23,0.01,-0.0,0.1,7.8,0.4,20.06
1.700,-0.1656,-6.5,0.3816,1.9,-0.8833,6.6734,-12,0,14.29,0.00,0.040,0.300,-0.40,0.14,-0.0,1.1,6.5,0.8,20.07
1.720,-0.1890,-6.5,0.4000,2.6,-0.8833,6.6734,-14,0,14.29,0.00,0.010,0.300,-0.51,0.23,-0.0,1.9,6.5,0.8,20.07
1.740,-0.1890,-6.5,0.4000,2.9,-0.8833,6.6734,-11,0,14.29,0.00,0.000,0.310,-0.46,0.26,-0.0,2.1,6.5,0.8,20.07
1.760,-0.1890,-6.5,0.4000,3.1,-0.8833,6.6734,-5,0,14.29,0.00,0.000,0.310,-0.42,0.28,-0.0,2.3,6.5,0.8,20.07
1.780,-0.1915,-6.5,0.4208,2.1,-0.8833,6.6734,-3,0,14.29,0.00,0.010,0.320,-0.16,0.17,-0.0,1.3,6.5,0.8,20.07
1.800,-0.1915,-6.8,0.4208,2.4,-0.8813,6.6863,0,0,14.29,0.00,0.010,0.330,0.02,0.08,0.0,0.7,6.8,1.8,20.09
1.820,-0.1620,-6.8,0.4102,1.9,-0.8813,6.6863,0,0,14.29,0.00,0.040,0.320,0.15,0.02,0.0,0.2,6.8,1.8,20.07
1.840,-0.1620,0.7,0.4102,0.4,-0.9313,6.6839,1,0,14.29,0.00,0.060,0.320,0.27,-0.15,0.0,-1.2,-0.7,1.6,20.09
1.860,-0.1620,0.7,0.4102,-0.6,-0.9313,6.6839,0,0,14.29,0.00,0.080,0.330,0.36,-0.27,0.0,-2.2,-0.7,1.6,20.07
1.880,-0.1457,0.7,0.3911,-0.5,-0.9313,6.6839,2,0,14.29,0.00,0.070,0.340,0.25,-0.26,0.0,-2.1,-0.7,1.6,20.09
1.900,-0.1457,0.7,0.3911,-0.4,-0.9313,6.6839,0,0,14.29,0.00,0.070,0.310,0.18,-0.25,0.0,-2.0,-0.7,1.6,20.07
1.920,-0.1587,0.7,0.3825,-0.4,-0.9313,6.6839,0,0,14.29,0.00,0.070,0.330,0.12,-0.24,0.0,-1.9,-0.7,1.6,20.07
1.940,-0.1587,0.9,0.3825,0.7,-0.9327,6.6908,-1,0,14.29,0.00,0.070,0.330,0.02,-0.17,0.0,-1.3,-0.9,2.1,20.08
1.960,-0.1587,0.9,0.3825,1.1,-0.9327,6.6908,-1,0,14.29,0.00,0.060,0.330,-0.05,-0.12,-0.0,-0.9,-0.9,2.1,20.07
1.980,-0.1743,0.9,0.3947,2.0,-0.9327,6.6908,-1,0,14.29,0.00,0.050,0.340,-0.14,-0.02,-0.0,-0.1,-0.9,2.1,20.08
2.000,-0.1743,1.1,0.3947,5.7,-0.9338,6.7336,-3,0,14.29,0.00,0.050,0.330,-0.20,0.06,-0.0,0.5,-1.1,5.3,20.07
2.020,-0.1837,1.1,0.4147,6.1,-0.9338,6.7336,-2,0,14.29,0.00,0.030,0.340,-0.24,0.11,-0.0,0.9,-1.1,5.3,20.06
2.040,-0.1837,1.1,0.4147,6.7,-0.9338,6.7336,0,0,14.29,0.00,0.030,0.360,-0.13,0.18,-0.0,1.4,-1.1,5.3,20.08
2.060,-0.1837,1.1,0.4147,7.1,-0.9338,6.7336,0,0,14.29,0.00,0.030,0.340,-0.06,0.22,-0.0,1.8,-1.1,5.3,20.08
2.080,-0.1768,1.1,0.4155,6.0,-0.9338,6.7336,0,0,14.29,0.00,0.030,0.350,0.03,0.09,0.0,0.7,-1.1,5.3,20.09
2.100,-0.1768,1.1,0.4155,5.2,-0.9338,6.7336,0,0,14.29,0.00,0.040,0.340,0.08,-0.00,0.0,-0.0,-1.1,5.3,20.09
2.120,-0.1612,1.1,0.4033,4.7,-0.9338,6.7336,0,1,14.29,0.00,0.040,0.370,0.13,-0.07,0.0,-0.6,-1.1,5.3,20.07
2.140,-0.1612,-0.2,0.4033,3.6,-0.9252,6.7280,0,0,14.29,0.00,0.040,0.180,0.16,-0.15,0.0,-1.2,0.2,4.8,20.07
2.160,-0.1612,-0.2,0.4033,3.2,-0.9252,6.7280,0,1,14.29,0.00,0.040,0.320,0.18,-0.21,0.0,-1.6,0.2,4.8,20.08
2.180,-0.1596,-0.2,0.3894,3.7,-0.9252,6.7280,0,0,14.29,0.00,0.040,0.400,0.09,-0.14,0.0,-1.2,0.2,4.8,20.09
2.200,-0.1596,-0.4,0.3894,3.5,-0.9238,6.7211,0,0,14.29,0.00,0.040,0.400,0.03,-0.10,0.0,-0.8,0.4,4.3,20.07
2.220,-0.1612,-0.4,0.4033,3.7,-0.9238,6.7211,0,0,14.29,0.00,0.030,0.400,-0.01,-0.07,-0.0,-0.6,0.4,4.3,20.06
2.240,-0.1612,-0.4,0.4033,4.4,-0.9238,6.7211,0,0,14.29,0.00,0.030,0.390,-0.11,0.02,-0.0,0.1,0.4,4.3,20.07
2.260,-0.1612,-0.4,0.4033,4.9,-0.9238,6.7211,-1,0,14.29,0.00,0.030,0.400,-0.18,0.08,-0.0,0.6,0.4,4.3,20.08
2.280,-0.1760,-0.4,0.4086,5.0,-0.9238,6.7211,0,0,14.29,0.00,0.030,0.420,-0.19,0.09,-0.0,0.7,0.4,4.3,20.09
2.300,-0.1760,0.6,0.4086,4.9,-0.9307,6.7198,0,1,14.29,0.00,0.030,0.440,-0.20,0.10,-0.0,0.8,-0.6,4.2,20.07
2.320,-0.1768,0.6,0.4155,5.0,-0.9307,6.7198,0,0,14.29,0.00,0.030,0.430,-0.21,0.10,-0.0,0.8,-0.6,4.2,20.07
2.340,-0.1768,1.7,0.4155,4.6,-0.9380,6.7185,0,1,14.29,0.00,0.030,0.440,-0.15,0.07,-0.0,0.6,-1.7,4.1,20.07
2.360,-0.1768,1.7,0.4155,4.5,-0.9380,6.7185,0,1,14.29,0.00,0.030,0.450,-0.10,0.05,-0.0,0.4,-1.7,4.1,20.09
2.380,-0.1760,1.7,0.4086,4.1,-0.9380,6.7185,0,0,14.29,0.00,0.030,0.450,0.06,0.00,0.0,0.0,-1.7,4.1,20.07
2.400,-0.1760,0.7,0.4086,3.9,-0.9311,6.7198,0,0,14.29,0.00,0.000,0.450,0.18,-0.03,0.0,-0.3,-0.7,4.2,20.08
2.420,-0.1543,0.7,0.4041,3.7,-0.9311,6.7198,0,0,14.29,0.00,0.030,0.460,0.26,-0.06,0.0,-0.5,-0.7,4.2,20.06
2.440,-0.1543,0.7,0.4041,3.8,-0.9311,6.7198,0,0,14.29,0.00,0.030,0.450,0.21,-0.04,0.0,-0.3,-0.7,4.1,20.07
2.460,-0.1543,0.7,0.4041,3.9,-0.9311,6.7198,1,0,14.29,0.00,0.030,0.470,0.18,-0.03,0.0,-0.2,-0.7,4.1,20.07
2.480,-0.1474,0.7,0.4049,4.3,-0.9311,6.7198,0,0,14.29,0.00,0.030,0.490,0.06,0.01,0.0,0.1,-0.7,4.1,20.08
2.500,-0.1474,-5.5,0.4049,-1.3,-0.8900,6.6428,0,0,14.29,0.00,0.030,0.480,-0.02,0.04,-0.0,0.3,5.5,-1.6,20.07
2.520,-0.1543,-5.5,0.4041,-1.1,-0.8900,6.6428,0,1,14.29,0.00,0.030,0.480,-0.08,0.06,-0.0,0.5,5.5,-1.6,20.07
2.540,-0.1543,-6.2,0.4041,2.3,-0.8856,6.6870,-2,0,14.29,0.00,0.040,0.470,-0.13,0.08,-0.0,0.6,6.2,1.7,20.06
2.560,-0.1543,-6.2,0.4041,2.4,-0.8856,6.6870,-1,0,14.29,0.00,0.050,0.480,-0.16,0.09,-0.0,0.7,6.2,1.7,20.08
2.580,-0.1621,-6.1,0.4102,2.2,-0.8856,6.6870,-1,0,14.29,0.00,0.060,0.450,-0.18,0.06,-0.0,0.5,6.1,1.7,20.09
2.600,-0.1621,-6.1,0.4102,2.0,-0.8856,6.6870,0,0,14.29,0.00,0.060,0.470,-0.19,0.04,-0.0,0.3,6.1,1.7,20.08
2.620,-0.1691,-6.1,0.4094,1.9,-0.8856,6.6870,-1,0,14.29,0.00,0.070,0.480,-0.20,0.03,-0.0,0.2,6.1,1.7,20.06
2.640,-0.1691,-6.1,0.4094,1.8,-0.8856,6.6870,-2,1,14.29,0.00,0.070,0.480,-0.11,0.02,-0.0,0.2,6.1,1.7,20.08
2.660,-0.1691,-6.1,0.4094,1.8,-0.8856,6.6870,0,0,14.29,0.00,0.080,0.480,-0.04,0.01,-0.0,0.1,6.1,1.7,20.07
2.680,-0.1621,-6.1,0.4102,1.8,-0.8856,6.6870,-1,0,14.29,0.00,0.100,0.490,-0.03,0.01,-0.0,0.1,6.1,1.7,20.07
2.700,-0.1621,-6.2,0.4102,1.7,-0.8852,6.6870,0,0,14.29,0.00,0.100,0.490,-0.02,0.01,-0.0,0.1,6.2,1.7,20.07
2.720,-0.1551,-6.2,0.4110,1.7,-0.8852,6.6870,0,0,14.29,0.00,0.110,0.490,-0.01,0.01,-0.0,0.0,6.2,1.7,20.07
2.740,-0.1551,-5.2,0.4110,1.3,-0.8917,6.6854,-1,0,14.29,0.00,0.120,0.500,-0.04,-0.03,-0.0,-0.2,5.2,1.5,20.07
2.760,-0.1551,-5.2,0.4110,1.1,-0.8917,6.6854,-4,0,14.29,0.00,0.110,0.490,-0.06,-0.05,-0.0,-0.4,5.2,1.5,20.08
2.780,-0.1621,-5.2,0.4102,1.2,-0.8917,6.6854,-4,0,14.29,0.00,0.100,0.490,-0.11,-0.04,-0.0,-0.3,5.2,1.5,20.07
2.800,-0.1621,-5.2,0.4102,1.3,-0.8917,6.6854,-5,0,14.29,0.00,0.100,0.510,-0.15,-0.03,-0.0,-0.2,5.2,1.5,20.06
2.820,-0.1699,-5.2,0.4163,1.4,-0.8917,6.6854,-5,0,11.43,0.00,0.090,0.500,-0.17,-0.02,-0.0,-0.1,5.2,1.5,20.08
2.840,-0.1699,-5.2,0.4163,1.4,-0.8917,6.6854,-5,0,11.43,0.00,0.080,0.500,-0.19,-0.01,-0.0,-0.1,5.2,1.5,20.07
2.860,-0.1699,-5.2,0.4163,1.5,-0.8917,6.6854,-4,0,11.43,0.00,0.080,0.500,-0.20,-0.01,-0.0,-0.1,5.2,1.5,20.08
2.880,-0.1768,-5.2,0.4155,1.2,-0.8917,6.6854,-3,0,11.43,0.00,0.080,0.480,-0.14,-0.04,-0.0,-0.3,5.2,1.5,20.07
2.900,-0.1768,-4.1,0.4155,0.9,-0.8985,6.6839,-1,0,11.43,0.00,0.090,0.500,-0.10,-0.06,-0.0,-0.5,4.1,1.4,20.06
2.920,-0.1690,-4.1,0.4094,0.8,-0.8985,6.6839,0,1,11.43,0.00,0.100,0.510,-0.07,-0.08,-0.0,-0.6,4.1,1.4,20.08
2.940,-0.1690,-4.1,0.4094,1.0,-0.8985,6.6839,0,0,11.43,0.00,0.100,0.510,0.02,-0.05,0.0,-0.4,4.1,1.4,20.07
2.960,-0.1690,-4.1,0.4094,1.1,-0.8985,6.6839,-2,0,11.43,0.00,0.100,0.490,0.08,-0.04,0.0,-0.3,4.1,1.4,20.09
2.980,-0.1691,-4.1,0.4094,1.5,-0.8985,6.6839,-3,0,11.43,0.00,0.100,0.490,0.09,0.01,0.0,0.1,4.1,1.4,20.07
3.000,-0.1691,-4.1,0.4094,1.7,-0.8985,6.6839,-2,0,11.43,0.00,0.100,0.500,0.10,0.04,0.0,0.3,4.1,1.4,20.06
3.020,-0.1690,-4.1,0.4094,1.9,-0.8985,6.6839,-1,0,11.43,0.00,0.100,0.510,0.10,0.06,0.0,0.5,4.1,1.4,20.07
3.040,-0.1690,-3.3,0.4094,1.1,-0.9038,6.6755,-2,0,11.43,0.00,0.080,0.510,0.10,0.04,0.0,0.3,3.3,0.8,20.08
3.060,-0.1690,-3.3,0.4094,1.0,-0.9038,6.6755,-2,0,11.43,0.00,0.050,0.500,0.11,0.03,0.0,0.2,3.3,0.8,20.08
3.080,-0.1690,-3.1,0.4094,1.5,-0.9054,6.6824,-2,0,11.43,0.00,0.100,0.510,0.07,0.02,0.0,0.2,3.1,1.3,20.09
3.100,-0.1690,-3.1,0.4094,1.4,-0.9054,6.6824,-2,0,11.43,0.00,0.090,0.520,0.05,0.01,0.0,0.1,3.1,1.3,20.07
3.120,-0.1691,-3.1,0.4094,1.4,-0.9054,6.6824,-2,0,11.43,0.00,0.090,0.500,0.04,0.01,0.0,0.1,3.1,1.3,20.09
