t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,0.4072,0.6657,-0.0031,8.1305,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-162.9,26.6,0,0,0.000,0.000,0.02,
0.0050,0.4275,0.6990,-0.0031,8.1305,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-171.0,28.0,0,0,0.000,0.000,40.44,
0.0100,0.3890,0.6958,-0.0031,8.1305,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-155.6,27.8,-5,2,0.590,0.030,5.08,
0.0150,0.3871,0.6956,-0.0031,8.1305,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-154.8,27.8,-92,6,0.750,0.080,6.27,
0.0200,0.3870,0.6956,-0.0031,8.1305,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-154.8,27.8,-100,2,0.610,0.050,5.90,
0.0250,0.3870,0.6956,-0.7033,6.4564,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-154.8,27.8,-74,3,0.710,0.040,7.68,
0.0300,0.3870,0.6956,-0.7033,6.4564,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-154.8,27.8,-71,4,0.790,0.030,5.08,
0.0350,0.3870,0.6956,-0.7033,6.4564,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-154.8,27.8,-77,4,0.800,0.030,5.06,
0.0400,0.3870,0.6956,-0.7033,6.4564,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-154.8,27.8,-85,4,0.790,0.020,5.07,
0.0450,0.3870,0.6956,-0.7033,6.4564,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-154.8,27.8,-91,6,0.790,0.000,9.06,
0.0500,0.3936,0.6964,-0.7033,6.4564,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,-157.4,27.9,-92,5,0.810,0.000,5.08,
0.0550,0.3939,0.6964,-0.7033,6.4564,-0.034,-0.034,0.000,0.000,-0.3,-0.3,0.0,0.0,-157.2,27.5,-97,6,0.810,0.000,6.98,
0.0600,0.3939,0.6965,-0.6988,6.5003,-0.057,-0.057,0.000,0.000,-0.6,-0.6,0.0,0.0,-157.0,27.3,-110,6,0.780,0.010,5.92,
0.0650,0.3939,0.6965,-0.6988,6.5003,-0.074,-0.074,0.000,0.000,-0.7,-0.7,0.0,0.0,-156.8,27.1,-137,7,0.710,0.020,8.23,
0.0700,0.3939,0.6965,-0.6988,6.5003,-0.085,-0.085,0.000,0.000,-0.9,-0.9,0.0,0.0,-156.7,27.0,-153,7,0.620,0.020,5.07,
0.0750,0.3939,0.6965,-0.6988,6.5003,-0.093,-0.093,0.000,0.000,-0.9,-0.9,0.0,0.0,-156.6,26.9,-171,7,0.550,0.030,5.07,
0.0800,0.3939,0.6965,-0.6988,6.5003,-0.099,-0.099,0.000,0.000,-1.0,-1.0,0.0,0.0,-156.6,26.9,-176,7,0.460,0.030,5.08,
0.0850,0.3939,0.6965,-0.6988,6.5003,-0.103,-0.103,0.000,0.000,-1.0,-1.0,0.0,0.0,-156.5,26.8,-160,6,0.450,0.040,7.25,
0.0900,0.3881,0.6890,-0.6988,6.5003,-0.105,-0.105,0.000,0.000,-1.1,-1.1,0.0,0.0,-154.2,26.5,-153,6,0.450,0.040,5.07,
0.0950,0.3879,0.6887,-0.6988,6.5003,-0.107,-0.107,0.000,0.000,-1.1,-1.1,0.0,0.0,-154.1,26.5,-143,7,0.430,0.060,7.05,
0.1000,0.3878,0.6887,-0.6988,6.5003,-0.042,-0.109,0.000,0.000,-0.4,-1.1,0.0,0.0,-154.7,26.5,-135,7,0.420,0.050,5.07,
0.1050,0.3878,0.6887,-0.6988,6.5003,0.004,-0.110,0.000,0.000,0.0,-1.1,0.0,0.0,-155.2,26.4,-104,7,0.470,0.060,11.25,
0.1100,0.3878,0.6887,-0.6988,6.5003,0.037,-0.110,0.000,0.000,0.4,-1.1,0.0,0.0,-155.5,26.4,-100,7,0.520,0.070,5.08,
0.1150,0.3878,0.6887,-0.6988,6.5003,0.059,-0.111,0.000,0.000,0.6,-1.1,0.0,0.0,-155.7,26.4,-101,8,0.520,0.070,5.07,
0.1200,0.3878,0.6887,-0.6988,6.5003,0.075,-0.111,0.000,0.000,0.8,-1.1,0.0,0.0,-155.9,26.4,-107,8,0.500,0.080,9.00,
0.1250,0.3878,0.6887,-0.6988,6.5003,0.086,-0.111,0.000,0.000,0.9,-1.1,0.0,0.0,-156.0,26.4,-111,8,0.470,0.090,5.08,
0.1300,0.3878,0.6887,-0.6988,6.5003,0.094,-0.112,0.000,0.000,0.9,-1.1,0.0,0.0,-156.1,26.4,-119,8,0.430,0.090,5.07,
0.1350,0.3878,0.6887,-0.6988,6.5003,-0.035,-0.145,0.000,0.000,-0.4,-1.5,0.0,0.0,-154.8,26.1,-129,8,0.370,0.100,6.22,
0.1400,0.3878,0.6887,-0.6973,6.5011,-0.125,-0.169,0.000,0.000,-1.3,-1.7,0.0,0.0,-153.9,25.9,-133,7,0.320,0.100,7.02,
0.1450,0.3878,0.6887,-0.6973,6.5011,-0.188,-0.185,0.000,0.000,-1.9,-1.9,0.0,0.0,-153.3,25.7,-127,9,0.300,0.110,7.74,
0.1500,0.3878,0.6887,-0.6973,6.5011,-0.233,-0.197,0.000,0.000,-2.3,-2.0,0.0,0.0,-152.8,25.6,-124,10,0.310,0.100,5.07,
0.1550,0.3878,0.6887,-0.6973,6.5011,-0.264,-0.205,0.000,0.000,-2.6,-2.0,0.0,0.0,-152.5,25.5,-122,10,0.310,0.110,5.07,
0.1600,0.3878,0.6887,-0.6973,6.5011,-0.285,-0.211,0.000,0.000,-2.9,-2.1,0.0,0.0,-152.3,25.4,-128,11,0.280,0.100,8.57,
0.1650,0.3878,0.6887,-0.6973,6.5011,-0.300,-0.215,0.000,0.000,-3.0,-2.1,0.0,0.0,-152.1,25.4,-132,11,0.230,0.110,5.06,
0.1700,0.3491,0.6772,-0.6973,6.5011,-0.311,-0.217,0.000,0.000,-3.1,-2.2,0.0,0.0,-136.5,24.9,-136,12,0.190,0.110,5.07,
0.1750,0.3471,0.6766,-0.6973,6.5011,-0.654,-0.253,0.000,0.000,-6.5,-2.5,0.0,0.0,-132.3,24.5,-137,12,0.150,0.110,7.34,
0.1800,0.3470,0.6766,-0.7019,6.5574,-0.894,-0.278,0.000,0.000,-8.9,-2.8,0.0,0.0,-129.9,24.3,-129,13,0.120,0.100,6.56,
0.1850,0.3470,0.6766,-0.7019,6.5574,-1.062,-0.295,0.000,0.000,-10.6,-3.0,0.0,0.0,-128.2,24.1,-127,14,0.100,0.100,9.59,
0.1900,0.3470,0.6766,-0.7019,6.5574,-1.180,-0.307,0.000,0.000,-11.8,-3.1,0.0,0.0,-127.0,24.0,-133,15,0.050,0.090,5.07,
0.1950,0.3470,0.6766,-0.7019,6.5574,-1.263,-0.316,0.000,0.000,-12.6,-3.2,0.0,0.0,-126.2,23.9,-138,15,0.010,0.090,5.02,
