t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms
0.1800,0.2784,0.5022,-0.1600,8.7237,0.154,0.358,0.421,-0.000,1.5,-1.8,29.5,-0.0,-31.0,-1.8,-8,0,0.020,0.300,5.07
0.1850,0.2708,0.5086,-0.1600,8.7237,0.148,0.371,0.432,-0.000,1.5,-1.9,30.2,-0.0,-31.7,-1.9,-5,0,0.030,0.290,5.07
0.1900,0.2708,0.5086,-0.1600,8.7237,0.109,0.282,0.438,-0.000,1.1,-1.4,30.7,-0.0,-31.7,-1.4,-5,0,0.050,0.280,5.98
0.1950,0.2708,0.5086,-0.1517,8.7282,0.076,0.206,0.442,-0.000,0.8,-1.0,30.9,-0.0,-31.7,-1.0,-6,0,0.060,0.270,6.96
0.2000,0.2708,0.5086,-0.1517,8.7282,0.047,0.141,0.310,-0.000,0.5,-0.7,21.7,-0.0,-22.2,-0.7,-5,0,0.020,0.280,9.60
0.2050,0.2708,0.5086,-0.1517,8.7282,0.024,0.087,0.231,-0.000,0.2,-0.4,16.1,-0.0,-16.4,-0.4,-6,0,0.090,0.270,9.56
0.2100,0.2708,0.5086,-0.1517,8.7282,0.003,0.040,0.183,-0.000,0.0,-0.2,12.8,-0.0,-12.9,-0.2,-4,0,0.070,0.270,5.01
0.2150,0.2708,0.5086,-0.1517,8.7282,-0.014,0.001,0.155,-0.000,-0.1,-0.0,10.8,-0.0,-10.7,-0.0,-2,0,0.000,0.280,5.00
0.2200,0.2721,0.4946,-0.1517,8.7282,-0.029,-0.033,0.138,-0.000,-0.3,0.2,9.6,-0.0,-9.3,0.2,0,0,0.020,0.280,5.04
0.2250,0.2721,0.4946,-0.1517,8.7282,-0.041,-0.062,0.127,-0.000,-0.4,0.3,8.9,-0.0,-8.5,0.3,0,0,0.090,0.280,6.25
0.2300,0.2721,0.4946,-0.1429,8.7329,-0.035,-0.036,0.121,-0.000,-0.4,0.2,8.5,-0.0,-8.1,0.2,0,0,0.090,0.280,5.07
0.2350,0.2721,0.4946,-0.1429,8.7329,-0.030,-0.014,0.117,-0.000,-0.3,0.1,8.2,-0.0,-7.9,0.1,0,0,0.090,0.300,10.79
0.2400,0.2721,0.4946,-0.1429,8.7329,-0.025,0.005,0.070,-0.000,-0.3,-0.0,4.9,-0.0,-4.7,-0.0,0,0,0.090,0.310,5.07
0.2450,0.2721,0.4946,-0.1429,8.7329,-0.022,0.021,0.042,-0.000,-0.2,-0.1,3.0,-0.0,-2.7,-0.1,0,0,0.090,0.300,7.20
0.2500,0.2721,0.4946,-0.1429,8.7329,-0.018,0.035,0.025,-0.000,-0.2,-0.2,1.8,-0.0,-1.6,-0.2,0,0,0.090,0.290,5.07
0.2550,0.2721,0.4946,-0.1429,8.7329,-0.016,0.046,0.015,-0.000,-0.2,-0.2,1.1,-0.0,-0.9,-0.2,0,0,0.090,0.290,5.66
0.2600,0.2645,0.5010,-0.1429,8.7329,-0.013,0.056,0.009,-0.000,-0.1,-0.3,0.6,-0.0,-0.5,-0.3,0,0,0.090,0.290,5.00
0.2650,0.2645,0.5010,-0.1429,8.7329,-0.011,0.065,0.005,-0.000,-0.1,-0.3,0.4,-0.0,-0.3,-0.3,0,0,0.080,0.320,6.55
0.2700,0.2645,0.5010,-0.1429,8.7329,-0.043,0.088,0.003,-0.000,-0.4,-0.4,0.2,-0.0,0.2,-0.4,0,0,0.080,0.290,5.07
0.2750,0.2645,0.5010,-0.1434,8.7327,-0.070,0.109,0.002,-0.000,-0.7,-0.5,0.1,-0.0,0.6,-0.5,0,0,0.080,0.280,10.50
0.2800,0.2645,0.5010,-0.1434,8.7327,-0.093,0.126,-0.044,-0.090,-0.9,-0.6,-3.1,-3.6,4.0,-4.2,0,0,0.080,0.280,5.07
0.2850,0.2645,0.5010,-0.1434,8.7327,-0.113,0.141,-0.071,-0.143,-1.1,-0.7,-5.0,-5.7,6.1,-6.4,0,0,0.080,0.290,7.19
0.2900,0.2645,0.5010,-0.1434,8.7327,-0.129,0.153,-0.087,-0.175,-1.3,-0.8,-6.1,-7.0,7.4,-7.8,0,0,0.070,0.280,5.07
0.2950,0.2645,0.5010,-0.1434,8.7327,-0.144,0.164,-0.097,-0.195,-1.4,-0.8,-6.8,-7.8,8.2,-8.6,1,-2,0.060,0.270,5.79
0.3000,0.2632,0.5149,-0.1434,8.7327,-0.156,0.173,-0.103,-0.206,-1.6,-0.9,-7.2,-8.3,8.8,-9.1,1,-1,0.060,0.290,5.07
0.3050,0.2632,0.5149,-0.1434,8.7327,-0.166,0.180,-0.107,-0.213,-1.7,-0.9,-7.5,-8.5,9.1,-9.4,0,0,0.060,0.290,6.63
0.3100,0.2632,0.5149,-0.1434,8.7327,-0.124,0.120,-0.109,-0.218,-1.2,-0.6,-7.6,-8.7,8.9,-9.3,0,-1,0.050,0.280,5.07
0.3150,0.2632,0.5149,-0.1434,8.7327,-0.089,0.068,-0.020,-0.086,-0.9,-0.3,-1.4,-3.4,2.3,-3.8,0,0,0.040,0.260,11.48
0.3200,0.2632,0.5149,-0.1434,8.7327,-0.059,0.024,0.032,-0.007,-0.6,-0.1,2.3,-0.3,-1.7,-0.4,0,-1,0.040,0.240,10.33
0.3250,0.2632,0.5149,-0.1434,8.7327,-0.033,-0.013,0.064,0.041,-0.3,0.1,4.5,1.6,-4.2,1.7,0,0,0.050,0.240,5.27
0.3300,0.2632,0.5149,-0.1434,8.7327,-0.011,-0.044,0.083,0.069,-0.1,0.2,5.8,2.8,-5.7,3.0,-1,0,0.070,0.270,5.20
0.3350,0.2575,0.5003,-0.1434,8.7327,0.007,-0.071,0.095,0.086,0.1,0.4,6.6,3.5,-6.7,3.8,0,0,0.070,0.260,5.18
0.3400,0.2575,0.5003,-0.1434,8.7327,0.023,-0.094,0.102,0.097,0.2,0.5,7.1,3.9,-7.3,4.3,0,0,0.070,0.270,5.85
0.3450,0.2575,0.5003,-0.1434,8.7327,0.019,-0.097,0.106,0.103,0.2,0.5,7.4,4.1,-7.6,4.6,-1,0,0.080,0.260,5.07
0.3500,0.2575,0.5003,-0.1522,8.7281,0.017,-0.099,0.108,0.106,0.2,0.5,7.6,4.3,-7.7,4.8,-1,0,0.080,0.280,6.21
0.3550,0.2575,0.5003,-0.1522,8.7281,0.014,-0.101,0.154,0.064,0.1,0.5,10.8,2.6,-11.0,3.1,0,0,0.020,0.270,9.40
0.3600,0.2575,0.5003,-0.1522,8.7281,0.012,-0.103,0.182,0.038,0.1,0.5,12.8,1.5,-12.9,2.0,-1,0,0.090,0.270,9.15
0.3650,0.2575,0.5003,-0.1522,8.7281,0.010,-0.104,0.199,0.023,0.1,0.5,13.9,0.9,-14.0,1.4,0,0,0.100,0.280,5.07
0.3700,0.2575,0.5003,-0.1522,8.7281,0.009,-0.105,0.209,0.014,0.1,0.5,14.6,0.6,-14.7,1.1,-1,0,0.100,0.270,5.07
0.3750,0.2575,0.5004,-0.1522,8.7281,0.007,-0.106,0.215,0.008,0.1,0.5,15.0,0.3,-15.1,0.9,-3,0,0.110,0.250,5.07
0.3800,0.2575,0.5004,-0.1522,8.7281,0.006,-0.107,0.218,0.005,0.1,0.5,15.3,0.2,-15.4,0.7,-3,0,0.110,0.280,6.28
0.3850,0.2575,0.5004,-0.1522,8.7281,0.022,-0.024,0.221,0.003,0.2,0.1,15.4,0.1,-15.7,0.2,-3,0,0.120,0.270,5.07
0.3900,0.2575,0.5004,-0.1434,8.7327,0.036,0.047,0.222,0.002,0.4,-0.2,15.5,0.1,-15.9,-0.2,-3,0,0.130,0.270,10.54
0.3950,0.2575,0.5004,-0.1434,8.7327,0.047,0.107,0.178,-0.044,0.5,-0.5,12.5,-1.7,-12.9,-2.3,-3,0,0.130,0.260,5.07
0.4000,0.2575,0.5004,-0.1434,8.7327,0.057,0.158,0.151,-0.071,0.6,-0.8,10.6,-2.8,-11.2,-3.6,-2,0,0.130,0.270,7.37
0.4050,0.2575,0.5004,-0.1434,8.7327,0.065,0.201,0.136,-0.087,0.7,-1.0,9.5,-3.5,-10.1,-4.5,-2,0,0.130,0.280,5.07
0.4100,0.2575,0.5004,-0.1434,8.7327,0.072,0.238,0.126,-0.097,0.7,-1.2,8.8,-3.9,-9.6,-5.1,-1,0,0.140,0.240,5.68
0.4150,0.2569,0.5073,-0.1434,8.7327,0.078,0.270,0.120,-0.103,0.8,-1.3,8.4,-4.1,-9.2,-5.5,0,0,0.140,0.270,5.07
0.4200,0.2569,0.5073,-0.1434,8.7327,0.083,0.296,0.117,-0.107,0.8,-1.5,8.2,-4.3,-9.0,-5.7,0,0,0.140,0.260,6.31
0.4250,0.2569,0.5073,-0.1434,8.7327,0.121,0.235,0.115,-0.109,1.2,-1.2,8.0,-4.3,-9.3,-5.5,0,0,0.140,0.260,5.07
0.4300,0.2569,0.5073,-0.1434,8.7327,0.153,0.183,-0.021,-0.110,1.5,-0.9,-1.4,-4.4,-0.1,-5.3,-2,-1,0.150,0.260,11.46
0.4350,0.2569,0.5073,-0.1434,8.7327,0.181,0.139,-0.102,-0.111,1.8,-0.7,-7.1,-4.4,5.3,-5.1,0,0,0.160,0.260,8.40
0.4400,0.2569,0.5073,-0.1434,8.7327,0.204,0.101,-0.151,-0.111,2.0,-0.5,-10.5,-4.4,8.5,-5.0,0,0,0.140,0.240,5.07
0.4450,0.2569,0.5073,-0.1434,8.7327,0.224,0.069,-0.180,-0.111,2.2,-0.3,-12.6,-4.5,10.4,-4.8,1,0,0.130,0.240,5.07
0.4500,0.2569,0.5073,-0.1434,8.7327,0.240,0.042,-0.197,-0.112,2.4,-0.2,-13.8,-4.5,11.4,-4.7,2,0,0.120,0.250,5.07
0.4550,0.2645,0.5010,-0.1434,8.7327,0.255,0.019,-0.208,-0.112,2.5,-0.1,-14.6,-4.5,12.0,-4.6,0,0,0.110,0.250,5.07
0.4600,0.2645,0.5010,-0.1434,8.7327,0.217,-0.017,-0.214,-0.112,2.2,0.1,-15.0,-4.5,12.8,-4.4,1,-1,0.110,0.250,7.34
0.4650,0.2645,0.5010,-0.1455,8.7260,0.184,-0.048,-0.218,-0.112,1.8,0.2,-15.3,-4.5,13.4,-4.2,1,0,0.100,0.250,5.58
0.4700,0.2645,0.5010,-0.1455,8.7260,0.156,-0.075,-0.220,-0.112,1.6,0.4,-15.4,-4.5,13.9,-4.1,1,0,0.090,0.240,9.57
0.4750,0.2645,0.5010,-0.1455,8.7260,0.133,-0.097,-0.222,-0.112,1.3,0.5,-15.5,-4.5,14.2,-4.0,1,-1,0.040,0.230,9.11
0.4800,0.2645,0.5010,-0.1455,8.7260,0.113,-0.116,-0.223,-0.112,1.1,0.6,-15.6,-4.5,14.5,-3.9,1,0,0.080,0.240,5.06
0.4850,0.2645,0.5010,-0.1455,8.7260,0.096,-0.132,-0.223,-0.112,1.0,0.7,-15.6,-4.5,14.7,-3.8,1,0,0.070,0.240,5.06
0.4900,0.2651,0.4940,-0.1455,8.7260,0.082,-0.146,-0.223,-0.112,0.8,0.7,-15.6,-4.5,14.8,-3.7,2,-1,0.070,0.240,5.07
0.4950,0.2651,0.4940,-0.1455,8.7260,0.069,-0.158,-0.224,-0.112,0.7,0.8,-15.6,-4.5,15.0,-3.7,0,0,0.070,0.250,5.78
0.5000,0.2651,0.4940,-0.1455,8.7260,0.042,-0.117,-0.224,-0.112,0.4,0.6,-15.7,-4.5,15.2,-3.9,1,0,0.050,0.250,5.16
0.5050,0.2651,0.4940,-0.1585,8.7303,0.019,-0.083,-0.224,-0.112,0.2,0.4,-15.7,-4.5,15.5,-4.1,1,0,0.050,0.230,6.58
0.5100,0.2651,0.4940,-0.1585,8.7303,-0.001,-0.054,-0.224,-0.022,-0.0,0.3,-15.7,-0.9,15.7,-0.6,1,0,0.040,0.240,9.59
0.5150,0.2651,0.4940,-0.1585,8.7303,-0.017,-0.029,-0.224,0.031,-0.2,0.1,-15.7,1.3,15.8,1.4,1,-2,0.030,0.220,9.29
0.5200,0.2651,0.4940,-0.1585,8.7303,-0.031,-0.008,-0.224,0.064,-0.3,0.0,-15.7,2.5,16.0,2.6,1,-1,0.020,0.250,5.11
0.5250,0.2651,0.4940,-0.1585,8.7303,-0.044,0.010,-0.224,0.083,-0.4,-0.1,-15.7,3.3,16.1,3.3,1,0,0.020,0.240,5.57
0.5300,0.2569,0.5073,-0.1585,8.7303,-0.054,0.025,-0.224,0.095,-0.5,-0.1,-15.7,3.8,16.2,3.7,1,0,0.020,0.240,5.07
0.5350,0.2569,0.5073,-0.1585,8.7303,-0.062,0.038,-0.224,0.101,-0.6,-0.2,-15.7,4.1,16.3,3.9,2,0,0.010,0.240,6.26
0.5400,0.2569,0.5073,-0.1512,8.7284,-0.070,0.033,-0.224,0.106,-0.7,-0.2,-15.7,4.2,16.4,4.1,1,0,0.000,0.250,5.07
0.5450,0.2569,0.5073,-0.1512,8.7284,-0.076,0.028,-0.224,0.108,-0.8,-0.1,-15.7,4.3,16.4,4.2,2,0,0.000,0.240,11.44
0.5500,0.2569,0.5073,-0.1512,8.7284,-0.082,0.024,-0.134,0.065,-0.8,-0.1,-9.4,2.6,10.2,2.5,3,0,0.000,0.260,5.07
0.5550,0.2569,0.5073,-0.1512,8.7284,-0.086,0.020,-0.081,0.039,-0.9,-0.1,-5.6,1.6,6.5,1.5,3,0,0.010,0.260,7.44
0.5600,0.2569,0.5073,-0.1512,8.7284,-0.090,0.017,-0.048,0.023,-0.9,-0.1,-3.4,0.9,4.3,0.8,1,0,0.010,0.270,5.06
0.5650,0.2569,0.5073,-0.1512,8.7284,-0.093,0.015,-0.029,0.014,-0.9,-0.1,-2.0,0.6,3.0,0.5,0,0,0.000,0.250,5.06
0.5700,0.2569,0.5073,-0.1512,8.7284,-0.096,0.012,-0.017,0.008,-1.0,-0.1,-1.2,0.3,2.2,0.3,0,0,0.000,0.250,5.06
0.5750,0.2569,0.5073,-0.1512,8.7284,-0.082,-0.023,-0.010,0.005,-0.8,0.1,-0.7,0.2,1.5,0.3,0,0,0.000,0.260,8.58
0.5800,0.2569,0.5073,-0.1505,8.7281,-0.069,-0.053,-0.006,0.003,-0.7,0.3,-0.4,0.1,1.1,0.4,0,0,0.000,0.270,6.40
0.5850,0.2569,0.5073,-0.1505,8.7281,-0.059,-0.079,-0.004,-0.088,-0.6,0.4,-0.3,-3.5,0.9,-3.1,0,0,0.000,0.240,9.63
0.5900,0.2569,0.5073,-0.1505,8.7281,-0.050,-0.101,-0.002,-0.142,-0.5,0.5,-0.2,-5.7,0.7,-5.2,0,0,0.000,0.250,9.24
0.5950,0.2569,0.5073,-0.1505,8.7281,-0.043,-0.119,-0.001,-0.175,-0.4,0.6,-0.1,-7.0,0.5,-6.4,0,0,0.000,0.240,5.21
0.6000,0.2569,0.5073,-0.1505,8.7281,-0.036,-0.135,-0.001,-0.194,-0.4,0.7,-0.1,-7.8,0.4,-7.1,0,0,0.000,0.220,5.58
0.6050,0.2576,0.5003,-0.1505,8.7281,-0.031,-0.148,-0.000,-0.206,-0.3,0.7,-0.0,-8.2,0.3,-7.5,0,0,0.000,0.220,5.07
0.6100,0.2576,0.5003,-0.1505,8.7281,-0.026,-0.159,-0.000,-0.213,-0.3,0.8,-0.0,-8.5,0.3,-7.7,0,-1,0.000,0.210,6.60
0.6150,0.2576,0.5003,-0.1417,8.7327,-0.022,-0.169,-0.000,-0.217,-0.2,0.8,-0.0,-8.7,0.2,-7.9,0,0,0.010,0.210,5.07
0.6200,0.2576,0.5003,-0.1417,8.7327,-0.019,-0.177,-0.000,-0.175,-0.2,0.9,-0.0,-7.0,0.2,-6.1,0,-1,0.000,0.210,11.20
0.6250,0.2576,0.5003,-0.1417,8.7327,-0.016,-0.184,-0.000,-0.150,-0.2,0.9,-0.0,-6.0,0.2,-5.1,0,-2,0.000,0.180,7.77
0.6300,0.2576,0.5003,-0.1417,8.7327,-0.014,-0.190,-0.000,-0.135,-0.1,1.0,-0.0,-5.4,0.1,-4.4,0,-1,0.000,0.220,5.07
0.6350,0.2576,0.5003,-0.1417,8.7327,-0.012,-0.195,-0.000,-0.126,-0.1,1.0,-0.0,-5.0,0.1,-4.0,0,-1,0.000,0.240,5.06
0.6400,0.2576,0.5003,-0.1417,8.7327,-0.010,-0.200,-0.000,-0.120,-0.1,1.0,-0.0,-4.8,0.1,-3.8,0,0,0.000,0.220,5.06
0.6450,0.2500,0.5067,-0.1417,8.7327,-0.008,-0.203,-0.000,-0.117,-0.1,1.0,-0.0,-4.7,0.1,-3.7,0,-1,0.000,0.190,5.06
0.6500,0.2500,0.5067,-0.1417,8.7327,0.026,-0.156,-0.000,-0.115,0.3,0.8,-0.0,-4.6,-0.3,-3.8,0,-1,0.010,0.200,8.02
0.6550,0.2500,0.5067,-0.1422,8.7325,0.056,-0.116,-0.000,-0.114,0.6,0.6,-0.0,-4.5,-0.6,-4.0,0,0,0.000,0.230,6.12
0.6600,0.2500,0.5067,-0.1422,8.7325,0.081,-0.082,-0.090,-0.068,0.8,0.4,-6.3,-2.7,5.5,-2.3,0,-1,0.000,0.220,8.24
0.6650,0.2500,0.5067,-0.1422,8.7325,0.103,-0.053,-0.143,-0.041,1.0,0.3,-10.0,-1.6,9.0,-1.4,0,-1,0.000,0.200,8.41
0.6700,0.2500,0.5067,-0.1422,8.7325,0.121,-0.028,-0.175,-0.025,1.2,0.1,-12.3,-1.0,11.1,-0.8,0,-1,0.000,0.240,5.06
0.6750,0.2500,0.5067,-0.1422,8.7325,0.136,-0.007,-0.195,-0.015,1.4,0.0,-13.6,-0.6,12.3,-0.6,2,0,0.000,0.220,5.07
0.6800,0.2500,0.5067,-0.1422,8.7325,0.149,0.011,-0.206,-0.009,1.5,-0.1,-14.4,-0.4,13.0,-0.4,3,0,0.020,0.220,5.06
0.6850,0.2563,0.5143,-0.1422,8.7325,0.161,0.026,-0.213,-0.005,1.6,-0.1,-14.9,-0.2,13.3,-0.3,3,0,0.020,0.230,5.06
0.6900,0.2563,0.5143,-0.1422,8.7325,0.153,0.005,-0.218,-0.003,1.5,-0.0,-15.2,-0.1,13.7,-0.2,2,0,0.030,0.210,7.23
0.6950,0.2563,0.5143,-0.1422,8.7325,0.147,-0.012,-0.220,-0.002,1.5,0.1,-15.4,-0.1,13.9,-0.0,2,0,0.040,0.210,6.11
0.7000,0.2563,0.5143,-0.1422,8.7325,0.142,-0.027,-0.177,-0.001,1.4,0.1,-12.4,-0.0,11.0,0.1,2,0,0.030,0.230,8.15
0.7050,0.2563,0.5143,-0.1422,8.7325,0.137,-0.040,-0.151,-0.001,1.4,0.2,-10.6,-0.0,9.2,0.2,1,0,0.050,0.220,9.66
0.7100,0.2563,0.5143,-0.1422,8.7325,0.133,-0.051,-0.135,-0.000,1.3,0.3,-9.5,-0.0,8.1,0.2,2,0,0.050,0.200,5.08
0.7150,0.2563,0.5143,-0.1422,8.7325,0.130,-0.060,-0.126,-0.000,1.3,0.3,-8.8,-0.0,7.5,0.3,0,0,0.050,0.210,5.07
0.7200,0.2563,0.5143,-0.1422,8.7325,0.127,-0.068,-0.120,-0.000,1.3,0.3,-8.4,-0.0,7.1,0.3,0,0,0.050,0.220,5.07
0.7250,0.2563,0.5143,-0.1422,8.7325,0.125,-0.074,-0.117,-0.000,1.3,0.4,-8.2,-0.0,6.9,0.4,1,0,0.050,0.200,5.71
0.7300,0.2563,0.5143,-0.1422,8.7325,0.090,-0.097,-0.115,-0.000,0.9,0.5,-8.0,-0.0,7.1,0.5,0,0,0.050,0.210,5.19
0.7350,0.2563,0.5143,-0.1485,8.7348,0.059,-0.116,-0.114,-0.000,0.6,0.6,-8.0,-0.0,7.4,0.6,0,0,0.050,0.200,6.45
0.7400,0.2563,0.5143,-0.1485,8.7348,0.034,-0.132,-0.023,-0.000,0.3,0.7,-1.6,-0.0,1.3,0.7,1,0,0.060,0.220,8.80
0.7450,0.2563,0.5143,-0.1485,8.7348,0.012,-0.146,0.031,-0.000,0.1,0.7,2.1,-0.0,-2.3,0.7,1,0,0.060,0.220,10.34
0.7500,0.2563,0.5143,-0.1485,8.7348,-0.007,-0.157,0.063,-0.000,-0.1,0.8,4.4,-0.0,-4.4,0.8,0,0,0.060,0.220,5.02
0.7550,0.2563,0.5143,-0.1485,8.7348,-0.022,-0.167,0.083,-0.000,-0.2,0.8,5.8,-0.0,-5.6,0.8,0,0,0.050,0.240,5.07
0.7600,0.2500,0.5066,-0.1485,8.7348,-0.036,-0.176,0.094,-0.000,-0.4,0.9,6.6,-0.0,-6.2,0.9,-1,0,0.010,0.220,5.11
