t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,-0.0298,3.6476,-0.4484,7.5190,0.000,0.000,0.112,0.000,0.0,-0.0,0.0,0.0,-0.0,1823.8,0,0,0.000,0.000,0.02,
0.0050,-0.0298,3.6476,-0.4484,7.5190,0.000,0.000,0.168,0.000,0.0,-0.0,0.0,0.0,-0.0,1823.8,0,0,0.000,0.000,43.30,
0.0100,-0.0298,3.6476,-0.4484,7.5190,0.000,0.000,0.196,0.000,0.0,-0.0,0.0,0.0,-0.0,1823.8,-8,163,0.260,1.390,7.33,
0.0150,-0.0289,3.6407,-0.4484,7.5190,0.000,0.000,0.210,0.000,0.0,-0.0,0.0,0.0,-0.0,1820.3,2,968,0.310,3.290,5.09,
0.0200,-0.0289,3.6407,-0.4484,7.5190,0.000,0.000,0.217,0.000,0.0,-0.0,0.0,0.0,-0.0,1820.3,4,1701,0.290,0.840,7.02,
0.0250,-0.0289,3.6407,-0.4484,7.5190,0.000,0.000,0.220,0.000,0.0,-0.0,0.0,0.0,-0.0,1820.3,0,1459,0.310,0.210,5.51,
0.0300,-0.0289,3.6407,-0.4484,7.5190,0.000,0.000,0.110,0.000,0.0,-0.0,0.0,0.0,-0.0,1820.3,0,1397,0.320,1.030,5.07,
0.0350,-0.0289,3.6407,-0.4484,7.5190,0.000,0.000,0.055,0.000,0.0,-0.0,0.0,0.0,-0.0,1820.3,0,1574,0.320,0.730,14.07,
0.0400,-0.0289,3.6407,-0.4484,7.5190,0.000,0.000,0.028,0.000,0.0,-0.0,0.0,0.0,-0.0,1820.3,0,1584,0.310,0.030,5.34,
0.0450,-0.0289,3.6407,-0.4484,7.5190,0.000,0.000,0.014,0.000,0.0,-0.0,0.0,0.0,-0.0,1820.3,0,1581,0.310,0.110,5.87,
0.0500,-0.0210,3.6347,-0.4484,7.5190,0.000,0.000,0.007,0.000,0.0,-0.0,0.0,0.0,-0.0,1817.4,0,1610,0.310,0.460,5.03,
0.0550,-0.0210,3.6347,-0.4484,7.5190,0.000,0.000,0.003,0.000,0.0,-0.0,0.0,0.0,-0.0,1817.4,0,1691,0.310,0.680,7.05,
0.0600,-0.0210,3.6347,-0.4551,7.5213,0.017,-0.168,0.002,0.000,0.2,3.4,0.0,0.0,-0.2,1820.7,0,1685,0.350,0.700,5.07,
0.0650,-0.0210,3.6347,-0.4551,7.5213,0.031,-0.311,0.001,0.000,0.3,6.2,0.0,0.0,-0.3,1823.6,0,1725,0.320,0.420,13.32,
0.0700,-0.0210,3.6347,-0.4551,7.5213,0.043,-0.432,0.000,0.000,0.4,8.6,0.0,0.0,-0.4,1826.0,0,1710,0.300,0.270,10.08,
0.0750,-0.0210,3.6347,-0.4551,7.5213,0.053,-0.535,0.000,0.000,0.5,10.7,0.0,0.0,-0.5,1828.1,0,1740,0.310,0.750,5.08,
0.0800,-0.0210,3.6347,-0.4551,7.5213,0.062,-0.623,0.000,0.000,0.6,12.5,0.0,0.0,-0.6,1829.8,0,1760,0.310,0.820,5.06,
0.0850,-0.0192,3.5713,-0.4551,7.5213,0.070,-0.697,0.000,0.000,0.7,13.9,0.0,0.0,-0.7,1799.6,0,1751,0.320,0.770,5.08,
0.0900,-0.0192,3.5713,-0.4551,7.5213,0.076,-0.760,0.000,0.000,0.8,15.2,0.0,0.0,-0.8,1800.9,0,1760,0.320,0.460,6.67,
0.0950,-0.0192,3.5713,-0.4595,7.5303,0.065,-0.982,0.000,0.000,0.6,19.6,0.0,0.0,-0.6,1805.3,0,1770,0.320,0.110,5.07,
0.1000,-0.0192,3.5713,-0.4595,7.5303,0.055,-1.170,-0.112,0.000,0.5,23.4,0.0,0.0,-0.5,1809.1,0,1764,0.320,0.640,11.85,
0.1050,-0.0192,3.5713,-0.4595,7.5303,0.047,-1.331,-0.168,0.000,0.5,26.6,0.0,0.0,-0.5,1812.3,0,1773,0.320,1.000,9.63,
0.1100,-0.0192,3.5713,-0.4595,7.5303,0.040,-1.467,-0.196,0.000,0.4,29.3,0.0,0.0,-0.4,1815.0,0,1773,0.310,0.630,5.24,
0.1150,-0.0192,3.5713,-0.4595,7.5303,0.034,-1.582,-0.210,0.000,0.3,31.6,0.0,0.0,-0.3,1817.3,0,1771,0.320,0.370,5.22,
0.1200,-0.0136,3.4309,-0.4595,7.5303,0.029,-1.681,-0.217,0.000,0.3,33.6,0.0,0.0,-0.3,1749.0,0,1766,0.300,0.500,5.11,
