t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,-1.1588,0.0847,-0.9880,9.4372,0.000,0.000,0.034,0.000,0.0,-0.0,0.0,0.0,695.3,0.0,0,0,0.000,0.000,0.01,
0.0050,-1.1588,0.0847,-0.9880,9.4372,0.000,0.000,0.057,0.000,0.0,-0.0,0.0,0.0,695.3,0.0,0,0,0.000,0.000,42.75,
0.0100,-1.1588,0.0847,-0.9880,9.4372,0.000,0.000,0.074,0.000,0.0,-0.0,0.0,0.0,695.3,0.0,207,0,1.630,0.040,7.84,
0.0150,-1.1588,0.0847,-0.9880,9.4372,0.000,0.000,0.085,0.000,0.0,-0.0,0.0,0.0,695.3,0.0,562,0,0.670,0.030,5.16,
0.0200,-1.1588,0.0847,-0.9880,9.4372,0.000,0.000,0.093,0.000,0.0,-0.0,0.0,0.0,695.3,0.0,629,0,0.240,0.030,6.99,
0.0250,-1.1588,0.0847,-0.9880,9.4372,0.000,0.000,0.099,0.000,0.0,-0.0,0.0,0.0,695.3,0.0,469,0,0.680,0.030,6.07,
0.0300,-1.1588,0.0847,-0.9856,9.4438,0.000,0.000,0.069,0.000,0.0,-0.0,0.0,0.0,695.3,0.0,448,0,1.290,0.030,9.32,
0.0350,-1.1588,0.0847,-0.9856,9.4438,0.000,0.000,0.048,0.000,0.0,-0.0,0.0,0.0,695.3,0.0,485,0,1.120,0.030,9.86,
0.0400,-1.1588,0.0847,-0.9856,9.4438,0.000,0.000,0.034,0.000,0.0,-0.0,0.0,0.0,695.3,0.0,477,0,1.240,0.030,5.07,
0.0450,-1.1588,0.0847,-0.9856,9.4438,0.000,0.000,0.024,0.000,0.0,-0.0,0.0,0.0,695.3,0.0,500,0,1.320,0.040,5.21,
0.0500,-1.1527,0.0925,-0.9856,9.4438,0.000,0.000,0.017,0.000,0.0,-0.0,0.0,0.0,691.6,0.0,510,0,1.270,0.030,5.21,
0.0550,-1.1527,0.0925,-0.9856,9.4438,0.000,0.000,0.012,0.000,0.0,-0.0,0.0,0.0,691.6,0.0,516,0,1.220,0.040,6.15,
0.0600,-1.1527,0.0925,-0.9856,9.4438,0.353,0.101,0.008,0.000,3.5,-0.5,0.0,0.0,688.1,-0.5,529,0,1.220,0.040,5.07,
0.0650,-1.1527,0.0925,-0.9856,9.4438,0.652,0.186,0.006,0.000,6.5,-0.9,0.0,0.0,685.1,-0.9,546,0,1.260,0.040,6.17,
0.0700,-1.1527,0.0925,-0.9856,9.4438,0.907,0.259,0.004,0.000,9.1,-1.3,0.0,0.0,682.5,-1.3,561,0,1.230,0.040,9.59,
0.0750,-1.1527,0.0925,-0.9856,9.4438,1.123,0.321,0.003,0.000,11.2,-1.6,0.0,0.0,680.4,-1.6,583,0,1.460,0.040,9.05,
0.0800,-1.1527,0.0925,-0.9856,9.4438,1.307,0.374,0.002,0.000,13.1,-1.9,0.0,0.0,678.5,-1.9,585,0,1.510,0.030,5.06,
0.0850,-1.1527,0.0925,-0.9856,9.4438,1.464,0.418,0.001,0.000,14.6,-2.1,0.0,0.0,677.0,-2.1,583,0,1.730,0.040,5.03,
0.0900,-0.9616,0.1438,-0.9856,9.4438,1.597,0.456,0.001,0.000,16.0,-2.3,0.0,0.0,561.0,-2.3,610,0,1.980,0.040,5.12,
0.0950,-0.9616,0.1438,-0.9856,9.4438,1.710,0.488,0.001,0.000,17.1,-2.4,0.0,0.0,559.9,-2.4,609,0,1.900,0.040,6.28,
0.1000,-0.9616,0.1438,-0.9856,9.4438,2.561,0.667,0.000,0.000,25.6,-3.3,0.0,0.0,551.4,-3.3,593,0,1.630,0.030,5.07,
0.1050,-0.9616,0.1438,-0.9856,9.4438,3.285,0.819,0.000,0.000,32.8,-4.1,0.0,0.0,544.1,-4.1,542,0,2.000,0.030,11.50,
0.1100,-0.9616,0.1438,-0.9856,9.4438,3.900,0.948,0.000,0.000,39.0,-4.7,0.0,0.0,538.0,-4.7,564,0,1.860,0.020,7.30,
0.1150,-0.9616,0.1438,-0.9856,9.4438,4.423,1.057,0.000,0.000,44.2,-5.3,0.0,0.0,532.7,-5.3,587,0,1.560,0.020,5.07,
0.1200,-0.9616,0.1438,-0.9856,9.4438,4.867,1.151,0.000,0.000,48.7,-5.8,0.0,0.0,528.3,-5.8,574,0,1.330,0.020,5.08,
0.1250,-0.9616,0.1438,-0.9856,9.4438,5.245,1.230,0.000,0.000,52.5,-6.1,0.0,0.0,524.5,-6.1,552,0,1.340,0.020,5.43,
0.1300,-0.5216,0.2322,-0.9856,9.4438,5.566,1.297,0.000,0.000,55.7,-6.5,0.0,0.0,257.3,-6.5,586,0,1.100,0.020,5.07,
0.1350,-0.5216,0.2322,-0.9856,9.4438,6.276,1.220,0.000,0.000,62.8,-6.1,0.0,0.0,250.2,-6.1,590,-1,0.640,0.010,9.25,
0.1400,-0.5216,0.2322,-0.9856,9.4438,6.878,1.155,0.000,0.000,68.8,-5.8,0.0,0.0,244.2,-5.8,486,0,0.020,0.000,6.57,
0.1450,-0.5216,0.2322,-0.9856,9.4438,7.391,1.099,0.201,0.000,73.9,-5.5,0.0,0.0,239.1,-5.5,360,-1,0.180,0.000,9.10,
0.1500,-0.5216,0.2322,-0.9856,9.4438,7.827,1.052,0.342,0.000,78.3,-5.3,0.0,0.0,234.7,-5.3,428,0,0.070,0.000,9.85,
0.1550,-0.5216,0.2322,-0.9856,9.4438,8.197,1.011,0.441,0.000,82.0,-5.1,0.0,0.0,231.0,-5.1,400,0,0.130,0.000,5.08,
0.1600,-0.5216,0.2322,-0.9856,9.4438,8.512,0.977,0.510,0.000,85.1,-4.9,0.0,0.0,227.8,-4.9,348,0,0.020,0.000,5.06,
0.1650,-0.0212,0.2299,-0.9856,9.4438,8.779,0.948,0.559,0.000,87.8,-4.7,0.0,0.0,-87.8,-4.7,312,0,0.070,0.000,5.07,
0.1700,-0.0212,0.2299,-0.9856,9.4438,8.587,0.520,0.592,0.000,85.9,-2.6,0.0,0.0,-85.9,-2.6,315,0,0.120,0.000,6.65,
0.1750,-0.0212,0.2299,-0.9856,9.4438,8.424,0.157,0.616,0.000,84.2,-0.8,50.0,0.0,-134.2,-0.8,264,0,0.440,0.000,5.67,
0.1800,-0.0212,0.2299,-0.9566,9.4406,8.285,-0.152,0.633,0.000,82.8,0.8,54.0,0.0,-136.8,0.8,131,0,0.040,0.000,5.07,
0.1850,-0.0212,0.2299,-0.9566,9.4406,8.167,-0.414,0.544,0.000,81.7,2.1,54.1,0.0,-135.8,2.1,25,0,0.040,0.000,8.06,
0.1900,-0.0212,0.2299,-0.9566,9.4406,8.066,-0.638,0.481,0.000,80.7,3.2,52.3,0.0,-133.0,3.2,41,0,0.010,0.000,8.00,
0.1950,-0.0212,0.2299,-0.9566,9.4406,7.981,-0.827,0.438,0.000,79.8,4.1,0.0,0.0,-79.8,4.1,36,0,0.260,0.010,5.07,
0.2000,-0.0212,0.2299,-0.9566,9.4406,7.909,-0.989,0.407,0.000,79.1,4.9,0.0,0.0,-79.1,4.9,31,0,0.300,0.010,5.07,
0.2050,0.3022,0.1217,-0.9566,9.4406,7.847,-1.126,0.386,0.000,78.5,5.6,0.0,0.0,-78.5,5.6,41,0,0.130,0.020,5.07,
0.2100,0.3022,0.1217,-0.9566,9.4406,7.795,-1.242,0.371,0.000,77.9,6.2,0.0,0.0,-77.9,6.2,56,0,0.040,0.020,7.74,
0.2150,0.3022,0.1217,-0.9319,9.4466,6.927,-1.375,0.360,0.000,69.3,6.9,0.0,0.0,-69.3,6.9,41,0,0.350,0.020,5.07,
0.2200,0.3022,0.1217,-0.9319,9.4466,6.191,-1.488,0.353,0.034,61.9,7.4,0.0,0.0,-61.9,7.4,7,0,0.310,0.020,10.95,
0.2250,0.3022,0.1217,-0.9319,9.4466,5.564,-1.583,0.348,0.057,55.6,7.9,0.0,0.0,-55.6,7.9,-1,0,0.300,0.030,8.00,
0.2300,0.3022,0.1217,-0.9319,9.4466,5.032,-1.665,0.344,0.074,50.3,8.3,0.0,0.0,-50.3,8.3,-8,0,0.280,0.010,5.08,
0.2350,0.3022,0.1217,-0.9319,9.4466,4.579,-1.734,0.342,0.085,45.8,8.7,0.0,0.0,-45.8,8.7,-15,0,0.260,0.030,5.07,
0.2400,0.3022,0.1217,-0.9319,9.4466,4.194,-1.793,0.340,0.093,41.9,9.0,0.0,0.0,-41.9,9.0,-21,0,0.250,0.040,5.07,
0.2450,0.3072,0.0236,-0.9319,9.4466,3.867,-1.843,0.339,0.099,38.7,9.2,0.0,0.0,-38.7,9.2,-26,0,0.230,0.040,5.08,
0.2500,0.3072,0.0236,-0.9319,9.4466,2.666,-1.684,0.338,0.103,26.7,8.4,0.0,0.0,-26.7,8.4,-30,1,0.200,0.050,6.68,
0.2550,0.3072,0.0236,-0.9385,9.4490,1.645,-1.549,0.337,0.105,16.5,7.7,0.0,0.0,-16.5,7.7,-19,0,0.240,0.050,6.07,
0.2600,0.3072,0.0236,-0.9385,9.4490,0.777,-1.434,0.102,0.074,7.8,7.2,0.0,0.0,-7.8,7.2,-6,0,0.260,0.050,10.02,
0.2650,0.3072,0.0236,-0.9385,9.4490,0.040,-1.336,-0.063,0.052,0.4,6.7,0.0,0.0,-0.4,6.7,-3,0,0.270,0.060,10.32,
0.2700,0.3072,0.0236,-0.9385,9.4490,-0.587,-1.253,-0.178,0.036,-5.9,6.3,0.0,0.0,5.9,6.3,-1,0,0.250,0.070,5.23,
0.2750,0.3072,0.0236,-0.9385,9.4490,-1.120,-1.183,-0.259,0.025,-11.2,5.9,0.0,0.0,11.2,5.9,0,0,0.260,0.060,5.60,
0.2800,0.0452,0.0337,-0.9385,9.4490,-1.573,-1.123,-0.316,0.018,-15.7,5.6,0.0,0.0,15.7,5.6,0,0,0.230,0.070,5.08,
0.2850,0.0452,0.0337,-0.9385,9.4490,-1.958,-1.072,-0.355,0.012,-19.6,5.4,0.0,0.0,19.6,5.4,-26,0,0.100,0.070,6.30,
0.2900,0.0452,0.0337,-0.9645,9.4591,-2.756,-0.626,-0.383,0.009,-27.6,3.1,0.0,0.0,27.6,3.1,-43,0,0.040,0.070,5.08,
0.2950,0.0452,0.0337,-0.9645,9.4591,-3.433,-0.247,-0.436,0.006,-34.3,1.2,0.0,0.0,34.3,1.2,-90,0,0.100,0.070,11.48,
0.3000,0.0452,0.0337,-0.9645,9.4591,-4.010,0.076,-0.473,0.004,-40.1,-0.4,0.0,0.0,40.1,-0.4,-110,0,0.270,0.070,9.09,
0.3050,0.0452,0.0337,-0.9645,9.4591,-4.499,0.350,-0.499,0.003,-45.0,-1.7,0.0,0.0,45.0,-1.7,-118,0,0.400,0.070,5.08,
0.3100,0.0452,0.0337,-0.9645,9.4591,-4.915,0.583,-0.517,0.002,-49.2,-2.9,0.0,0.0,49.2,-2.9,-118,0,0.520,0.070,5.07,
0.3150,0.0452,0.0337,-0.9645,9.4591,-5.269,0.781,-0.530,0.001,-52.7,-3.9,0.0,0.0,52.7,-3.9,-111,0,0.630,0.070,5.07,
0.3200,-0.3153,0.1587,-0.9645,9.4591,-5.570,0.949,-0.539,0.001,-55.7,-4.7,0.0,0.0,55.7,-4.7,-100,0,0.680,0.050,5.07,
0.3250,-0.3153,0.1587,-0.9645,9.4591,-5.473,1.277,-0.545,0.001,-54.7,-6.4,-50.3,0.0,105.1,-6.4,-73,0,0.740,0.060,6.69,
0.3300,-0.3153,0.1587,-0.9959,9.4556,-5.391,1.555,-0.549,0.001,-53.9,-7.8,-51.7,0.0,105.6,-7.8,-52,0,0.680,0.050,7.37,
