t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,0.4907,0.0337,-0.1958,8.2403,0.000,0.000,0.000,0.034,0.0,0.0,0.0,0.0,-73.6,0.0,0,0,0.000,0.000,0.01,
0.0050,0.5152,0.0354,-0.1958,8.2403,0.000,0.000,0.000,0.057,0.0,0.0,0.0,0.0,-77.3,0.0,0,0,0.000,0.000,43.96,
0.0100,0.5165,0.0355,-0.1958,8.2403,0.000,0.000,0.000,0.074,0.0,0.0,0.0,0.0,-77.5,0.0,-2,4,0.160,0.170,5.84,
0.0150,0.5159,0.0421,-0.1958,8.2403,0.000,0.000,0.000,0.085,0.0,0.0,0.0,0.0,-77.4,0.0,-40,0,0.200,0.400,5.32,
0.0200,0.5159,0.0425,-0.1958,8.2403,0.000,0.000,0.000,0.093,0.0,0.0,0.0,0.0,-77.4,0.0,-51,-1,0.230,0.040,6.26,
0.0250,0.5159,0.0425,-0.1958,8.2403,0.000,0.000,0.000,0.099,0.0,0.0,0.0,0.0,-77.4,0.0,-37,0,0.100,0.420,5.06,
0.0300,0.5159,0.0425,-0.2023,8.2431,0.000,0.000,0.000,0.103,0.0,0.0,0.0,0.0,-77.4,0.0,-29,0,0.170,0.330,6.69,
0.0350,0.5159,0.0425,-0.2023,8.2431,0.000,0.000,0.000,0.072,0.0,0.0,0.0,0.0,-77.4,0.0,-36,0,0.150,0.400,9.41,
0.0400,0.5159,0.0425,-0.2023,8.2431,0.000,0.000,0.000,0.050,0.0,0.0,0.0,0.0,-77.4,0.0,-38,0,0.150,0.410,9.34,
0.0450,0.5159,0.0425,-0.2023,8.2431,0.000,0.000,0.000,0.035,0.0,0.0,0.0,0.0,-77.4,0.0,-39,0,0.140,0.420,5.03,
0.0500,0.5159,0.0425,-0.2023,8.2431,0.000,0.000,0.000,0.025,0.0,0.0,0.0,0.0,-77.4,0.0,-39,0,0.150,0.430,5.08,
0.0550,0.5225,0.0431,-0.2023,8.2431,0.000,0.000,0.000,0.017,0.0,0.0,0.0,0.0,-78.4,0.0,-42,0,0.130,0.430,5.08,
