t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms
0.0600,-0.5207,-0.0271,-1.1731,9.0173,0.228,0.000,0.003,0.000,2.3,-0.0,0.2,0.0,309.9,0.0,238,0,1.520,0.130,5.07
0.0650,-0.5207,-0.0271,-1.1731,9.0173,0.244,0.000,0.002,0.000,2.4,-0.0,0.1,0.0,309.8,0.0,243,0,1.490,0.150,6.62
0.0700,-0.5207,-0.0271,-1.1731,9.0173,0.527,0.050,0.001,0.000,5.3,-0.3,0.1,0.0,307.1,-0.3,232,0,1.400,0.140,6.94
0.0750,-0.5207,-0.0271,-1.1731,9.0173,0.766,0.093,0.001,0.000,7.7,-0.5,0.0,0.0,304.7,-0.5,266,0,1.360,0.140,11.27
0.0800,-0.5207,-0.0271,-1.1731,9.0173,0.970,0.130,0.000,0.000,9.7,-0.6,0.0,0.0,302.7,-0.6,279,0,1.120,0.140,5.07
0.0850,-0.5207,-0.0271,-1.1731,9.0173,1.144,0.160,0.000,0.000,11.4,-0.8,0.0,0.0,300.9,-0.8,280,0,1.010,0.140,5.07
0.0900,-0.5207,-0.0271,-1.1731,9.0173,1.291,0.187,0.000,0.000,12.9,-0.9,0.0,0.0,299.5,-0.9,272,0,0.990,0.140,5.07
0.0950,-0.5207,-0.0271,-1.1731,9.0173,1.416,0.209,0.000,0.000,14.2,-1.0,0.0,0.0,298.2,-1.0,267,0,0.960,0.140,5.08
0.1000,-0.3736,-0.0156,-1.1731,9.0173,1.523,0.228,0.000,0.000,15.2,-1.1,0.0,0.0,-15.2,-1.1,269,0,0.910,0.150,5.07
0.1050,-0.3736,-0.0156,-1.1731,9.0173,1.916,0.211,0.000,0.000,19.2,-1.1,0.0,0.0,-19.2,-1.1,293,0,0.770,0.140,11.41
0.1100,-0.3736,-0.0156,-1.1731,9.0173,2.249,0.196,0.000,0.000,22.5,-1.0,0.0,0.0,-22.5,-1.0,61,0,0.090,0.140,11.43
0.1150,-0.3736,-0.0156,-1.1731,9.0173,2.533,0.183,0.000,0.000,25.3,-0.9,0.0,0.0,-25.3,-0.9,74,0,0.260,0.130,5.06
0.1200,-0.3736,-0.0156,-1.1731,9.0173,2.774,0.173,0.000,0.000,27.7,-0.9,0.0,0.0,-27.7,-0.9,95,0,0.040,0.140,5.06
0.1250,-0.3736,-0.0156,-1.1731,9.0173,2.979,0.163,0.000,0.000,29.8,-0.8,0.0,0.0,-29.8,-0.8,104,0,0.060,0.130,5.07
0.1300,-0.3736,-0.0156,-1.1731,9.0173,3.153,0.156,0.000,0.000,31.5,-0.8,0.0,0.0,-31.5,-0.8,100,0,0.080,0.130,5.36
0.1350,-0.1621,-0.0071,-1.1731,9.0173,3.301,0.149,0.000,0.000,33.0,-0.7,0.0,0.0,-33.0,-0.7,93,0,0.130,0.140,5.23
0.1400,-0.1621,-0.0071,-1.1731,9.0173,3.427,0.144,0.000,0.000,34.3,-0.7,0.0,0.0,-34.3,-0.7,93,0,0.180,0.140,5.83
0.1450,-0.1621,-0.0071,-1.1731,9.0173,3.350,0.122,0.000,0.000,33.5,-0.6,0.0,0.0,-33.5,-0.6,86,0,0.250,0.150,9.71
0.1500,-0.1621,-0.0071,-1.1731,9.0173,3.284,0.104,0.000,0.000,32.8,-0.5,0.0,0.0,-32.8,-0.5,52,0,0.280,0.150,11.01
0.1550,-0.1621,-0.0071,-1.1731,9.0173,3.227,0.088,0.000,0.000,32.3,-0.4,0.0,0.0,-32.3,-0.4,40,0,0.220,0.140,5.08
0.1600,-0.1621,-0.0071,-1.1731,9.0173,3.180,0.075,0.000,0.000,31.8,-0.4,0.0,0.0,-31.8,-0.4,31,0,0.240,0.140,5.08
0.1650,-0.1621,-0.0071,-1.1731,9.0173,3.139,0.064,0.000,0.000,31.4,-0.3,0.0,0.0,-31.4,-0.3,24,0,0.230,0.140,5.07
0.1700,-0.1621,-0.0071,-1.1731,9.0173,3.105,0.054,0.000,0.000,31.0,-0.3,0.0,0.0,-31.0,-0.3,18,0,0.220,0.140,5.07
0.1750,-0.0815,-0.0214,-1.1731,9.0173,3.076,0.046,0.000,0.000,30.8,-0.2,0.0,0.0,-30.8,-0.2,13,0,0.240,0.150,5.07
0.1800,-0.0815,-0.0214,-1.1713,9.0104,3.051,0.039,0.000,0.000,30.5,-0.2,0.0,0.0,-30.5,-0.2,6,0,0.210,0.130,6.03
0.1850,-0.0815,-0.0214,-1.1713,9.0104,2.526,-0.034,0.000,0.000,25.3,0.2,0.0,0.0,-25.3,0.2,-2,0,0.210,0.140,7.56
0.1900,-0.0815,-0.0214,-1.1713,9.0104,2.080,-0.096,0.000,0.000,20.8,0.5,0.0,0.0,-20.8,0.5,-13,0,0.190,0.140,10.96
0.1950,-0.0815,-0.0214,-1.1713,9.0104,1.701,-0.149,0.000,0.000,17.0,0.7,0.0,0.0,-17.0,0.7,-16,0,0.150,0.140,5.08
0.2000,-0.0815,-0.0214,-1.1713,9.0104,1.378,-0.194,0.000,0.000,13.8,1.0,0.0,0.0,-13.8,1.0,-18,0,0.160,0.150,5.07
0.2050,-0.0815,-0.0214,-1.1713,9.0104,1.105,-0.232,0.000,0.000,11.0,1.2,0.0,0.0,-11.0,1.2,-20,0,0.150,0.140,5.08
0.2100,-0.0815,-0.0214,-1.1713,9.0104,0.872,-0.264,0.000,0.000,8.7,1.3,0.0,0.0,-8.7,1.3,-25,0,0.140,0.140,5.07
0.2150,-0.1779,-0.0383,-1.1713,9.0104,0.674,-0.292,0.000,0.000,6.7,1.5,0.0,0.0,-6.7,1.5,-32,0,0.080,0.120,5.07
0.2200,-0.1779,-0.0383,-1.1713,9.0104,0.069,-0.265,0.000,0.000,0.7,1.3,0.0,0.0,-0.7,1.3,-44,0,0.030,0.140,13.97
0.2250,-0.1779,-0.0383,-1.1713,9.0104,-0.445,-0.242,0.000,0.000,-4.4,1.2,0.0,0.0,4.4,1.2,-49,0,0.050,0.140,10.43
0.2300,-0.1779,-0.0383,-1.1713,9.0104,-0.882,-0.222,0.000,0.000,-8.8,1.1,0.0,0.0,8.8,1.1,-47,0,0.100,0.150,5.08
0.2350,-0.1779,-0.0383,-1.1713,9.0104,-1.253,-0.206,0.000,0.000,-12.5,1.0,0.0,0.0,12.5,1.0,-41,0,0.100,0.140,5.02
0.2400,-0.1779,-0.0383,-1.1713,9.0104,-1.569,-0.192,0.000,0.000,-15.7,1.0,0.0,0.0,15.7,1.0,-38,0,0.130,0.140,5.08
0.2450,-0.1779,-0.0383,-1.1713,9.0104,-1.837,-0.180,0.000,0.000,-18.4,0.9,0.0,0.0,18.4,0.9,-34,0,0.170,0.140,5.07
0.2500,-0.3193,-0.0417,-1.1781,9.0087,-2.065,-0.170,0.000,0.000,-20.6,0.8,0.0,0.0,20.6,0.8,-29,0,0.170,0.140,5.07
0.2550,-0.3193,-0.0417,-1.1781,9.0087,-1.957,-0.127,0.000,0.000,-19.6,0.6,0.0,0.0,19.6,0.6,-18,0,0.190,0.130,11.61
0.2600,-0.3193,-0.0417,-1.1781,9.0087,-1.865,-0.091,0.000,0.000,-18.6,0.5,0.0,0.0,18.6,0.5,-8,0,0.200,0.150,9.54
0.2650,-0.3193,-0.0417,-1.1781,9.0087,-1.786,-0.061,0.000,0.000,-17.9,0.3,0.0,0.0,17.9,0.3,-6,0,0.160,0.140,5.07
0.2700,-0.3193,-0.0417,-1.1781,9.0087,-1.720,-0.035,0.000,0.000,-17.2,0.2,0.0,0.0,17.2,0.2,-3,0,0.200,0.150,5.06
0.2750,-0.3193,-0.0417,-1.1781,9.0087,-1.663,-0.013,0.000,0.000,-16.6,0.1,0.0,0.0,16.6,0.1,-1,0,0.150,0.140,5.06
0.2800,-0.3193,-0.0417,-1.1781,9.0087,-1.615,0.006,0.000,0.000,-16.2,-0.0,0.0,0.0,16.2,-0.0,0,0,0.180,0.140,5.07
0.2850,-0.3193,-0.0417,-1.1781,9.0087,-1.574,0.022,0.000,0.000,-15.7,-0.1,0.0,0.0,15.7,-0.1,0,0,0.170,0.130,5.07
0.2900,-0.3343,-0.0372,-1.1764,9.0018,-1.540,0.035,0.000,0.000,-15.4,-0.2,0.0,0.0,15.4,-0.2,3,0,0.170,0.140,5.06
0.2950,-0.3343,-0.0372,-1.1764,9.0018,-0.990,0.097,0.134,0.045,-9.9,-0.5,9.4,1.8,0.5,1.3,13,0,0.120,0.140,12.77
0.3000,-0.3343,-0.0372,-1.1764,9.0018,-0.522,0.150,0.215,0.072,-5.2,-0.7,15.0,2.9,-9.8,2.1,22,0,0.090,0.140,11.01
0.3050,-0.3343,-0.0372,-1.1764,9.0018,-0.125,0.194,0.263,0.088,-1.3,-1.0,18.4,3.5,-17.2,2.5,23,0,0.030,0.140,5.08
0.3100,-0.3343,-0.0372,-1.1764,9.0018,0.213,0.232,0.292,0.097,2.1,-1.2,20.5,3.9,-22.6,2.7,19,0,0.000,0.130,5.08
0.3150,-0.3343,-0.0372,-1.1764,9.0018,0.500,0.265,0.310,0.103,5.0,-1.3,21.7,4.1,-26.7,2.8,18,0,0.010,0.120,5.07
0.3200,-0.3343,-0.0372,-1.1764,9.0018,0.744,0.292,0.320,0.107,7.4,-1.5,22.4,4.3,-29.8,2.8,20,0,0.060,0.130,5.07
0.3250,-0.2217,-0.0317,-1.1695,9.0036,0.951,0.315,0.326,0.109,9.5,-1.6,22.8,4.4,-32.4,2.8,23,0,0.080,0.130,5.07
0.3300,-0.2217,-0.0317,-1.1695,9.0036,1.127,0.285,0.285,0.065,11.3,-1.4,20.0,2.6,-31.2,1.2,24,0,0.120,0.130,12.48
0.3350,-0.2217,-0.0317,-1.1695,9.0036,1.277,0.259,0.261,0.039,12.8,-1.3,18.3,1.6,-31.0,0.3,20,0,0.190,0.130,11.33
0.3400,-0.2217,-0.0317,-1.1695,9.0036,1.405,0.237,0.246,0.023,14.0,-1.2,17.2,0.9,-31.3,-0.2,15,0,0.220,0.130,5.06
0.3450,-0.2217,-0.0317,-1.1695,9.0036,1.513,0.218,0.237,0.014,15.1,-1.1,16.6,0.6,-31.7,-0.5,12,0,0.210,0.130,5.07
0.3500,-0.2217,-0.0317,-1.1695,9.0036,1.605,0.202,0.232,0.008,16.0,-1.0,16.2,0.3,-32.3,-0.7,9,0,0.220,0.120,5.13
0.3550,-0.2217,-0.0317,-1.1695,9.0036,1.683,0.189,0.229,0.005,16.8,-0.9,16.0,0.2,-32.8,-0.7,4,0,0.220,0.130,5.04
0.3600,-0.1491,-0.0403,-1.1695,9.0036,1.749,0.177,0.227,0.003,17.5,-0.9,15.9,0.1,-33.4,-0.8,2,0,0.220,0.140,5.07
0.3650,-0.1491,-0.0403,-1.1627,9.0053,1.806,0.167,0.226,0.002,18.1,-0.8,15.8,0.1,-33.8,-0.8,0,0,0.220,0.140,5.82
0.3700,-0.1491,-0.0403,-1.1627,9.0053,1.485,0.075,0.180,0.001,14.8,-0.4,12.6,0.0,-27.5,-0.3,-6,0,0.230,0.130,9.42
0.3750,-0.1491,-0.0403,-1.1627,9.0053,1.212,-0.003,0.153,0.001,12.1,0.0,10.7,0.0,-22.8,0.0,-10,0,0.230,0.130,9.85
0.3800,-0.1491,-0.0403,-1.1627,9.0053,0.980,-0.070,0.136,0.000,9.8,0.3,9.6,0.0,-19.3,0.4,-11,0,0.230,0.130,5.07
0.3850,-0.1491,-0.0403,-1.1627,9.0053,0.782,-0.127,0.127,0.000,7.8,0.6,8.9,0.0,-16.7,0.6,-11,0,0.210,0.140,5.08
0.3900,-0.1491,-0.0403,-1.1627,9.0053,0.615,-0.175,0.121,0.000,6.1,0.9,8.5,0.0,-14.6,0.9,-12,0,0.210,0.140,5.07
0.3950,-0.1491,-0.0403,-1.1627,9.0053,0.472,-0.216,0.117,0.000,4.7,1.1,8.2,0.0,-12.9,1.1,-16,0,0.180,0.130,5.07
0.4000,-0.2031,-0.0569,-1.1627,9.0053,0.351,-0.250,0.115,0.000,3.5,1.3,8.1,0.0,-11.6,1.3,-18,0,0.160,0.130,5.07
0.4050,-0.2031,-0.0569,-1.1609,8.9985,0.248,-0.280,0.114,0.000,2.5,1.4,8.0,0.0,-10.4,1.4,-22,0,0.160,0.130,6.68
0.4100,-0.2031,-0.0569,-1.1609,8.9985,-0.091,-0.238,-0.021,0.000,-0.9,1.2,-1.5,0.0,2.4,1.2,-26,0,0.140,0.130,7.49
0.4150,-0.2031,-0.0569,-1.1609,8.9985,-0.380,-0.202,-0.102,0.000,-3.8,1.0,-7.2,0.0,11.0,1.0,-29,0,0.100,0.130,9.61
0.4200,-0.2031,-0.0569,-1.1609,8.9985,-0.625,-0.172,-0.151,0.000,-6.3,0.9,-10.6,0.0,16.8,0.9,-27,0,0.060,0.110,5.06
0.4250,-0.2031,-0.0569,-1.1609,8.9985,-0.833,-0.146,-0.180,0.000,-8.3,0.7,-12.6,0.0,20.9,0.7,-22,0,0.030,0.120,5.06
0.4300,-0.2031,-0.0569,-1.1609,8.9985,-1.011,-0.124,-0.198,0.000,-10.1,0.6,-13.8,0.0,23.9,0.6,-18,0,0.030,0.130,5.06
0.4350,-0.2031,-0.0569,-1.1609,8.9985,-1.161,-0.106,-0.208,0.000,-11.6,0.5,-14.6,0.0,26.2,0.5,-16,0,0.010,0.130,5.06
0.4400,-0.2938,-0.0656,-1.1609,8.9985,-1.289,-0.090,-0.214,0.000,-12.9,0.4,-15.0,0.0,27.9,0.4,-14,0,0.000,0.130,5.06
0.4450,-0.2938,-0.0656,-1.1660,8.9899,-1.398,-0.076,-0.218,0.000,-14.0,0.4,-15.3,0.0,29.2,0.4,-10,0,0.000,0.140,5.76
0.4500,-0.2938,-0.0656,-1.1660,8.9899,-1.339,-0.031,-0.131,0.045,-13.4,0.2,-9.2,1.8,22.6,1.9,-5,0,0.030,0.140,9.60
0.4550,-0.2938,-0.0656,-1.1660,8.9899,-1.289,0.007,-0.079,0.072,-12.9,-0.0,-5.5,2.9,18.4,2.8,-2,0,0.030,0.140,10.30
0.4600,-0.2938,-0.0656,-1.1660,8.9899,-1.247,0.039,-0.047,0.088,-12.5,-0.2,-3.3,3.5,15.8,3.3,-1,0,0.050,0.130,5.08
0.4650,-0.2938,-0.0656,-1.1660,8.9899,-1.211,0.067,-0.028,0.097,-12.1,-0.3,-2.0,3.9,14.1,3.6,0,0,0.030,0.120,5.11
0.4700,-0.2938,-0.0656,-1.1660,8.9899,-1.181,0.091,-0.017,0.103,-11.8,-0.5,-1.2,4.1,13.0,3.7,0,0,0.020,0.120,5.08
0.4750,-0.2938,-0.0656,-1.1660,8.9899,-1.155,0.111,-0.010,0.107,-11.5,-0.6,-0.7,4.3,12.3,3.7,0,0,0.030,0.120,5.02
0.4800,-0.3019,-0.0599,-1.1660,8.9899,-1.132,0.128,-0.006,0.109,-11.3,-0.6,-0.4,4.4,11.8,3.7,0,0,0.030,0.120,5.08
0.4850,-0.3019,-0.0599,-1.1660,8.9899,-0.761,0.142,-0.138,0.110,-7.6,-0.7,-9.7,4.4,17.3,3.7,6,0,0.010,0.110,11.04
0.4900,-0.3019,-0.0599,-1.1660,8.9899,-0.446,0.154,-0.217,0.111,-4.5,-0.8,-15.2,4.4,19.6,3.7,9,0,0.010,0.110,9.52
0.4950,-0.3019,-0.0599,-1.1660,8.9899,-0.177,0.165,-0.265,0.111,-1.8,-0.8,-18.5,4.4,20.3,3.6,12,0,0.000,0.110,5.07
0.5000,-0.3019,-0.0599,-1.1660,8.9899,0.051,0.174,-0.293,0.111,0.5,-0.9,-20.5,4.5,20.0,3.6,16,0,0.010,0.110,5.07
0.5050,-0.3019,-0.0599,-1.1660,8.9899,0.245,0.181,-0.310,0.112,2.4,-0.9,-21.7,4.5,19.3,3.6,20,0,0.010,0.100,5.08
0.5100,-0.3019,-0.0599,-1.1660,8.9899,0.409,0.188,-0.320,0.112,4.1,-0.9,-22.4,4.5,18.3,3.5,20,1,0.020,0.110,5.08
0.5150,-0.3019,-0.0599,-1.1660,8.9899,0.549,0.193,-0.326,0.112,5.5,-1.0,-22.9,4.5,17.4,3.5,21,0,0.040,0.110,5.07
0.5200,-0.2261,-0.0467,-1.1728,8.9882,0.668,0.198,-0.330,0.112,6.7,-1.0,-23.1,4.5,16.4,3.5,22,0,0.050,0.110,5.07
0.5250,-0.2261,-0.0467,-1.1728,8.9882,0.820,0.168,-0.153,0.067,8.2,-0.8,-10.7,2.7,2.5,1.8,24,0,0.040,0.110,10.87
0.5300,-0.2261,-0.0467,-1.1728,8.9882,0.949,0.143,-0.047,0.040,9.5,-0.7,-3.3,1.6,-6.2,0.9,23,0,0.060,0.090,10.49
0.5350,-0.2261,-0.0467,-1.1728,8.9882,1.058,0.121,0.016,0.024,10.6,-0.6,1.1,1.0,-11.7,0.4,22,0,0.110,0.110,5.07
0.5400,-0.2261,-0.0467,-1.1728,8.9882,1.151,0.103,0.055,0.014,11.5,-0.5,3.8,0.6,-15.3,0.1,13,0,0.090,0.110,5.07
0.5450,-0.2261,-0.0467,-1.1728,8.9882,1.230,0.088,0.078,0.009,12.3,-0.4,5.4,0.3,-17.7,-0.1,6,0,0.080,0.100,5.08
0.5500,-0.2261,-0.0467,-1.1728,8.9882,1.298,0.075,0.091,0.005,13.0,-0.4,6.4,0.2,-19.4,-0.2,3,0,0.090,0.110,5.08
0.5550,-0.1686,-0.0508,-1.1728,8.9882,1.355,0.063,0.100,0.003,13.5,-0.3,7.0,0.1,-20.5,-0.2,1,0,0.100,0.120,5.07
0.5600,-0.1686,-0.0508,-1.1728,8.9882,1.403,0.054,0.104,0.002,14.0,-0.3,7.3,0.1,-21.3,-0.2,0,0,0.090,0.110,5.65
0.5650,-0.1686,-0.0508,-1.1642,8.9831,1.193,-0.005,0.107,0.001,11.9,0.0,7.5,0.0,-19.4,0.1,0,0,0.110,0.100,7.71
0.5700,-0.1686,-0.0508,-1.1642,8.9831,1.014,-0.054,0.109,0.001,10.1,0.3,7.6,0.0,-17.8,0.3,-2,0,0.130,0.100,8.98
0.5750,-0.1686,-0.0508,-1.1642,8.9831,0.862,-0.096,0.110,0.000,8.6,0.5,7.7,0.0,-16.3,0.5,-4,0,0.140,0.100,5.07
0.5800,-0.1686,-0.0508,-1.1642,8.9831,0.733,-0.132,0.111,0.000,7.3,0.7,7.8,0.0,-15.1,0.7,-4,0,0.120,0.090,5.08
0.5850,-0.1686,-0.0508,-1.1642,8.9831,0.623,-0.163,0.111,0.000,6.2,0.8,7.8,0.0,-14.0,0.8,-6,0,0.120,0.100,5.07
0.5900,-0.1686,-0.0508,-1.1642,8.9831,0.529,-0.189,0.112,0.000,5.3,0.9,7.8,0.0,-13.1,0.9,-6,0,0.130,0.110,5.07
0.5950,-0.1686,-0.0508,-1.1642,8.9831,0.450,-0.211,0.112,0.000,4.5,1.1,7.8,0.0,-12.3,1.1,-9,0,0.120,0.100,5.07
0.6000,-0.1950,-0.0625,-1.1642,8.9831,0.382,-0.230,0.112,0.000,3.8,1.1,7.8,0.0,-11.6,1.1,-10,0,0.100,0.100,5.08
0.6050,-0.1950,-0.0625,-1.1642,8.9831,0.124,-0.229,0.157,0.000,1.2,1.1,11.0,0.0,-12.2,1.1,-12,0,0.090,0.100,11.65
0.6100,-0.1950,-0.0625,-1.1642,8.9831,-0.096,-0.228,0.183,0.000,-1.0,1.1,12.8,0.0,-11.9,1.1,-15,0,0.070,0.100,9.53
0.6150,-0.1950,-0.0625,-1.1642,8.9831,-0.283,-0.227,0.200,0.000,-2.8,1.1,14.0,0.0,-11.1,1.1,-15,0,0.070,0.100,5.07
0.6200,-0.1950,-0.0625,-1.1642,8.9831,-0.442,-0.227,0.209,0.000,-4.4,1.1,14.7,0.0,-10.2,1.1,-15,0,0.090,0.100,5.07
0.6250,-0.1950,-0.0625,-1.1642,8.9831,-0.577,-0.226,0.215,0.000,-5.8,1.1,15.1,0.0,-9.3,1.1,-16,0,0.080,0.100,5.07
0.6300,-0.1950,-0.0625,-1.1642,8.9831,-0.692,-0.226,0.219,0.000,-6.9,1.1,15.3,0.0,-8.4,1.1,-16,0,0.060,0.100,5.07
0.6350,-0.1950,-0.0625,-1.1642,8.9831,-0.790,-0.226,0.221,0.000,-7.9,1.1,15.4,0.0,-7.5,1.1,-15,0,0.070,0.090,5.08
0.6400,-0.2582,-0.0665,-1.1574,8.9848,-0.873,-0.225,0.222,0.000,-8.7,1.1,15.5,0.0,-6.8,1.1,-14,0,0.050,0.090,5.07
0.6450,-0.2582,-0.0665,-1.1574,8.9848,-0.876,-0.175,0.133,0.000,-8.8,0.9,9.3,0.0,-0.6,0.9,-11,0,0.050,0.090,11.60
0.6500,-0.2582,-0.0665,-1.1574,8.9848,-0.879,-0.132,0.080,0.000,-8.8,0.7,5.6,0.0,3.2,0.7,-7,0,0.050,0.100,11.36
0.6550,-0.2582,-0.0665,-1.1574,8.9848,-0.881,-0.095,0.048,0.000,-8.8,0.5,3.4,0.0,5.5,0.5,-4,0,0.060,0.080,5.08
0.6600,-0.2582,-0.0665,-1.1574,8.9848,-0.884,-0.064,0.029,0.000,-8.8,0.3,2.0,0.0,6.8,0.3,-2,0,0.050,0.090,5.17
0.6650,-0.2582,-0.0665,-1.1574,8.9848,-0.885,-0.038,0.017,0.000,-8.9,0.2,1.2,0.0,7.6,0.2,-1,0,0.060,0.090,5.08
0.6700,-0.2582,-0.0665,-1.1574,8.9848,-0.887,-0.015,0.010,0.000,-8.9,0.1,0.7,0.0,8.1,0.1,0,0,0.050,0.090,5.06
0.6750,-0.2732,-0.0620,-1.1574,8.9848,-0.888,0.004,0.006,0.000,-8.9,-0.0,0.4,0.0,8.4,-0.0,0,0,0.030,0.100,5.07
0.6800,-0.2732,-0.0620,-1.1665,8.9900,-0.654,0.020,-0.086,0.000,-6.5,-0.1,-6.0,0.0,12.5,-0.1,2,0,0.040,0.100,11.67
0.6850,-0.2732,-0.0620,-1.1665,8.9900,-0.455,0.034,-0.141,0.000,-4.6,-0.2,-9.9,0.0,14.4,-0.2,6,0,0.060,0.100,10.24
0.6900,-0.2732,-0.0620,-1.1665,8.9900,-0.286,0.046,-0.174,0.000,-2.9,-0.2,-12.2,0.0,15.1,-0.2,6,0,0.070,0.100,5.07
0.6950,-0.2732,-0.0620,-1.1665,8.9900,-0.143,0.055,-0.194,0.000,-1.4,-0.3,-13.6,0.0,15.0,-0.3,9,0,0.070,0.090,5.07
0.7000,-0.2732,-0.0620,-1.1665,8.9900,-0.021,0.064,-0.206,0.000,-0.2,-0.3,-14.4,0.0,14.6,-0.3,10,0,0.030,0.090,5.08
0.7050,-0.2732,-0.0620,-1.1665,8.9900,0.083,0.071,-0.213,0.000,0.8,-0.4,-14.9,0.0,14.1,-0.4,10,0,0.040,0.100,5.12
0.7100,-0.2306,-0.0617,-1.1665,8.9900,0.172,0.077,-0.217,0.000,1.7,-0.4,-15.2,0.0,13.5,-0.4,10,0,0.060,0.100,5.41
0.7150,-0.2306,-0.0617,-1.1665,8.9900,0.246,0.082,-0.220,0.000,2.5,-0.4,-15.4,0.0,12.9,-0.4,12,0,0.050,0.100,6.10
0.7200,-0.2306,-0.0617,-1.1665,8.9900,0.377,0.087,-0.087,0.000,3.8,-0.4,-6.1,0.0,2.3,-0.4,10,0,0.040,0.100,10.91
0.7250,-0.2306,-0.0617,-1.1665,8.9900,0.489,0.091,-0.008,0.000,4.9,-0.5,-0.5,0.0,-4.4,-0.5,11,0,0.070,0.090,10.23
0.7300,-0.2306,-0.0617,-1.1665,8.9900,0.583,0.094,0.040,0.000,5.8,-0.5,2.8,0.0,-8.6,-0.5,10,0,0.070,0.090,5.08
0.7350,-0.2306,-0.0617,-1.1665,8.9900,0.664,0.097,0.069,0.000,6.6,-0.5,4.8,0.0,-11.5,-0.5,4,0,0.080,0.090,5.03
0.7400,-0.2306,-0.0617,-1.1665,8.9900,0.732,0.099,0.086,0.000,7.3,-0.5,6.0,0.0,-13.3,-0.5,2,0,0.080,0.100,5.07
0.7450,-0.2306,-0.0617,-1.1665,8.9900,0.790,0.101,0.096,0.000,7.9,-0.5,6.7,0.0,-14.6,-0.5,1,0,0.110,0.100,5.26
0.7500,-0.1881,-0.0613,-1.1665,8.9900,0.839,0.102,0.103,0.000,8.4,-0.5,7.2,0.0,-15.6,-0.5,0,0,0.110,0.100,5.07
0.7550,-0.1881,-0.0613,-1.1541,9.0003,0.697,0.070,0.062,0.000,7.0,-0.4,4.3,0.0,-11.3,-0.4,0,0,0.120,0.090,6.64
0.7600,-0.1881,-0.0613,-1.1541,9.0003,0.575,0.043,0.037,0.000,5.8,-0.2,2.6,0.0,-8.3,-0.2,0,0,0.120,0.100,13.52
0.7650,-0.1881,-0.0613,-1.1541,9.0003,0.472,0.020,0.022,0.000,4.7,-0.1,1.6,0.0,-6.3,-0.1,-1,0,0.120,0.090,5.08
0.7700,-0.1881,-0.0613,-1.1541,9.0003,0.385,-0.000,0.013,0.000,3.8,0.0,0.9,0.0,-4.8,0.0,0,0,0.130,0.090,5.07
