t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,d_roll_erpm,d_pitch_erpm,dt_ms
1.700,0.3683,-0.1,-0.8130,0.0,-0.4631,5.7054,0,0,0.00,0.00,0.050,0.380,0.00,0.00,0.1,0.0,20.07
1.720,0.3683,-0.0,-0.8130,0.0,-0.4631,5.7054,0,0,0.00,0.00,0.050,0.400,0.00,0.00,0.0,0.0,20.07
1.740,0.3683,-0.0,-0.8130,0.0,-0.4700,5.7042,0,0,0.00,0.00,0.040,0.400,0.00,0.00,0.0,0.0,20.07
1.760,0.3683,-0.0,-0.8130,0.0,-0.4700,5.7042,0,0,0.00,0.00,0.050,0.390,0.00,0.00,0.0,0.0,20.07
1.780,0.3741,0.5,-0.8050,0.0,-0.4700,5.7042,0,0,0.00,0.00,0.050,0.390,-0.03,0.00,-0.5,0.0,20.07
1.800,0.3741,0.8,-0.8050,0.0,-0.4688,5.6973,0,0,0.00,0.00,0.050,0.390,-0.06,0.00,-0.8,0.0,20.07
1.820,0.3673,1.1,-0.8061,0.0,-0.4688,5.6973,0,0,0.00,0.00,0.050,0.390,-0.07,0.00,-1.1,0.0,20.07
1.840,0.3673,1.3,-0.8061,-0.3,-0.4688,5.6973,0,0,0.00,0.00,0.050,0.410,-0.08,-0.03,-1.3,-0.3,20.07
1.860,0.3673,1.4,-0.8061,-0.5,-0.4688,5.6973,0,0,0.00,0.00,0.040,0.400,-0.09,-0.06,-1.4,-0.5,20.07
1.880,0.3673,1.0,-0.8061,-0.3,-0.4688,5.6973,0,0,0.00,0.00,0.030,0.390,-0.07,-0.04,-1.0,-0.3,20.09
1.900,0.3673,0.7,-0.8061,-0.2,-0.4688,5.6973,0,0,0.00,0.00,0.030,0.380,-0.05,-0.03,-0.7,-0.2,20.07
1.920,0.3673,0.5,-0.8061,-0.2,-0.4688,5.6973,0,0,0.00,0.00,0.040,0.400,-0.03,-0.02,-0.5,-0.2,20.07
1.940,0.3673,0.3,-0.8061,0.2,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.390,-0.02,0.02,-0.3,0.2,20.08
1.960,0.3673,0.2,-0.8061,0.4,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.400,-0.02,0.05,-0.2,0.4,20.07
1.980,0.3673,-0.3,-0.8061,0.3,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.390,0.02,0.03,0.3,0.3,20.07
2.000,0.3673,-0.7,-0.8061,0.2,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.400,0.05,0.02,0.7,0.2,20.06
2.020,0.3742,-1.0,-0.8050,0.1,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.400,0.07,0.02,1.0,0.1,20.08
2.040,0.3742,-0.7,-0.8050,0.1,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.390,0.05,0.01,0.7,0.1,20.07
2.060,0.3742,-0.5,-0.8050,0.1,-0.4677,5.6904,0,0,0.00,0.00,0.040,0.390,0.03,0.01,0.5,0.1,20.07
2.080,0.3731,-0.4,-0.7981,0.0,-0.4677,5.6904,0,0,0.00,0.00,0.040,0.390,0.02,0.01,0.4,0.0,20.07
2.100,0.3731,-0.2,-0.7981,0.0,-0.4677,5.6904,0,0,0.00,0.00,0.040,0.390,0.02,0.00,0.2,0.0,20.06
2.120,0.3731,-0.2,-0.7981,0.0,-0.4677,5.6904,0,0,0.00,0.00,0.040,0.390,0.01,0.00,0.2,0.0,20.08
2.140,0.3731,0.4,-0.7981,0.0,-0.4677,5.6904,0,0,0.00,0.00,0.040,0.400,-0.03,0.00,-0.4,0.0,20.08
2.160,0.3731,0.8,-0.7981,0.0,-0.4677,5.6904,0,0,0.00,0.00,0.040,0.380,-0.05,0.00,-0.8,0.0,20.06
2.180,0.3662,1.5,-0.7992,0.0,-0.4677,5.6904,0,0,0.00,0.00,0.040,0.390,-0.10,0.00,-1.5,0.0,20.07
2.200,0.3662,2.1,-0.7992,0.0,-0.4688,5.6973,0,0,0.00,0.00,0.040,0.400,-0.14,0.00,-2.1,0.0,20.06
2.220,0.3593,2.5,-0.8002,0.0,-0.4688,5.6973,0,0,0.00,0.00,0.040,0.390,-0.16,0.00,-2.5,0.0,20.07
2.240,0.3593,2.2,-0.8002,-0.3,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.390,-0.15,-0.03,-2.2,-0.3,20.08
2.260,0.3593,2.1,-0.8002,-0.5,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.390,-0.14,-0.06,-2.1,-0.5,20.06
2.280,0.3593,2.0,-0.8002,-0.6,-0.4677,5.6904,0,0,0.00,0.00,0.040,0.390,-0.13,-0.07,-2.0,-0.6,20.07
2.300,0.3593,1.9,-0.8002,-0.7,-0.4677,5.6904,0,0,0.00,0.00,0.040,0.400,-0.12,-0.08,-1.9,-0.7,20.06
2.320,0.3604,1.8,-0.8071,-0.7,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.400,-0.12,-0.09,-1.8,-0.7,20.09
2.340,0.3604,1.3,-0.8071,-0.5,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.390,-0.08,-0.07,-1.3,-0.5,20.08
2.360,0.3604,0.9,-0.8071,-0.4,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.390,-0.06,-0.05,-0.9,-0.4,20.07
2.380,0.3535,0.6,-0.8082,-0.3,-0.4677,5.6904,0,0,0.00,0.00,0.020,0.380,-0.04,-0.03,-0.6,-0.3,20.07
2.400,0.3535,0.4,-0.8082,-0.2,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.390,-0.03,-0.02,-0.4,-0.2,20.07
2.420,0.3604,0.3,-0.8071,-0.1,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.390,-0.02,-0.02,-0.3,-0.1,20.09
2.440,0.3604,-0.3,-0.8071,-0.1,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.390,0.02,-0.01,0.3,-0.1,20.08
2.460,0.3604,-0.7,-0.8071,-0.1,-0.4677,5.6904,0,0,0.00,0.00,0.030,0.400,0.05,-0.01,0.7,-0.1,20.06
2.480,0.3593,0.5,-0.8002,-0.3,-0.4677,5.6904,0,0,0.00,0.00,0.020,0.390,-0.03,-0.04,-0.5,-0.3,20.08
2.500,0.3593,1.4,-0.8002,-0.5,-0.4688,5.6973,0,0,0.00,0.00,0.030,0.400,-0.09,-0.06,-1.4,-0.5,20.06
2.520,0.3535,2.0,-0.8082,-0.6,-0.4688,5.6973,0,0,0.00,0.00,0.030,0.400,-0.13,-0.08,-2.0,-0.6,20.07
2.540,0.3535,1.4,-0.8082,-0.2,-0.4688,5.6973,0,0,0.00,0.00,0.020,0.410,-0.09,-0.02,-1.4,-0.2,20.08
2.560,0.3535,1.0,-0.8082,0.2,-0.4688,5.6973,0,0,0.00,0.00,0.020,0.390,-0.06,0.02,-1.0,0.2,20.07
2.580,0.3466,1.7,-0.8093,0.1,-0.4688,5.6973,0,0,0.00,0.00,0.020,0.400,-0.11,0.01,-1.7,0.1,20.07
2.600,0.3466,2.2,-0.8093,0.1,-0.4688,5.6973,0,0,0.00,0.00,0.020,0.390,-0.15,0.01,-2.2,0.1,20.06
2.620,0.3396,2.5,-0.8104,0.1,-0.4688,5.6973,0,0,0.00,0.00,0.020,0.400,-0.17,0.01,-2.5,0.1,20.07
2.640,0.3396,1.3,-0.8104,0.6,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.400,-0.08,0.07,-1.3,0.6,20.08
2.660,0.3396,0.4,-0.8104,0.9,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.390,-0.03,0.12,-0.4,0.9,20.07
2.680,0.3466,0.3,-0.8093,0.7,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.390,-0.02,0.08,-0.3,0.7,20.08
2.700,0.3466,0.2,-0.8093,0.5,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.390,-0.01,0.06,-0.2,0.5,20.07
2.720,0.3466,0.1,-0.8093,0.3,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.390,-0.01,0.04,-0.1,0.3,20.08
2.740,0.3466,0.6,-0.8093,0.5,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.390,-0.04,0.06,-0.6,0.5,20.08
2.760,0.3466,0.9,-0.8093,0.6,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.400,-0.06,0.08,-0.9,0.6,20.07
2.780,0.3466,0.6,-0.8093,0.7,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.390,-0.04,0.09,-0.6,0.7,20.07
2.800,0.3466,0.5,-0.8093,0.8,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.390,-0.03,0.09,-0.5,0.8,20.08
2.820,0.3466,0.3,-0.8093,0.8,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.390,-0.02,0.10,-0.3,0.8,20.07
2.840,0.3466,0.2,-0.8093,0.3,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.390,-0.01,0.04,-0.2,0.3,20.08
2.860,0.3466,0.2,-0.8093,-0.1,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.400,-0.01,-0.01,-0.2,-0.1,20.07
2.880,0.3546,0.6,-0.8151,-0.0,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.400,-0.04,-0.01,-0.6,-0.0,20.08
2.900,0.3546,0.9,-0.8151,-0.0,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.400,-0.06,-0.00,-0.9,-0.0,20.08
2.920,0.3546,1.2,-0.8151,-0.0,-0.4688,5.6973,0,0,0.00,0.00,0.010,0.390,-0.08,-0.00,-1.2,-0.0,20.07
2.940,0.3546,0.8,-0.8151,-0.0,-0.4619,5.6985,0,0,0.00,0.00,0.010,0.390,-0.05,-0.00,-0.8,-0.0,20.08
2.960,0.3546,0.6,-0.8151,-0.0,-0.4619,5.6985,0,0,0.00,0.00,0.010,0.390,-0.04,-0.00,-0.6,-0.0,20.06
2.980,0.3546,0.4,-0.8151,-0.0,-0.4619,5.6985,0,0,0.00,0.00,0.010,0.400,-0.03,-0.00,-0.4,-0.0,20.07
3.000,0.3546,0.3,-0.8151,-0.0,-0.4619,5.6985,0,0,0.00,0.00,0.010,0.400,-0.02,-0.00,-0.3,-0.0,20.07
3.020,0.3546,0.2,-0.8151,-0.0,-0.4619,5.6985,0,0,0.00,0.00,0.010,0.390,-0.01,-0.00,-0.2,-0.0,20.08
3.040,0.3546,0.1,-0.8151,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,-0.01,-0.00,-0.1,-0.0,20.07
3.060,0.3546,0.1,-0.8151,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,-0.01,-0.00,-0.1,-0.0,20.07
3.080,0.3556,0.1,-0.8221,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,-0.00,-0.00,-0.1,-0.0,20.07
3.100,0.3556,0.0,-0.8221,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,-0.00,-0.00,-0.0,-0.0,20.06
3.120,0.3556,0.0,-0.8221,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,-0.00,-0.00,-0.0,-0.0,20.07
3.140,0.3556,0.0,-0.8221,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.000,0.400,-0.00,-0.00,-0.0,-0.0,20.07
3.160,0.3556,0.0,-0.8221,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.380,-0.00,-0.00,-0.0,-0.0,20.07
3.180,0.3625,0.0,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.400,-0.00,-0.00,-0.0,-0.0,20.07
3.200,0.3625,0.0,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.400,-0.00,-0.00,-0.0,-0.0,20.07
3.220,0.3625,0.0,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.400,-0.00,-0.00,-0.0,-0.0,20.08
3.240,0.3625,0.0,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.400,-0.00,-0.00,-0.0,-0.0,20.07
3.260,0.3625,0.0,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.400,-0.00,-0.00,-0.0,-0.0,20.08
3.280,0.3625,0.0,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.000,0.400,-0.00,-0.00,-0.0,-0.0,20.08
3.300,0.3625,0.0,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.000,0.400,-0.00,-0.00,-0.0,-0.0,20.08
3.320,0.3625,0.0,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,-0.00,-0.00,-0.0,-0.0,20.09
3.340,0.3625,0.0,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,-0.00,-0.00,-0.0,-0.0,20.08
3.360,0.3625,0.0,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,-0.00,-0.00,-0.0,-0.0,20.07
3.380,0.3615,0.0,-0.8141,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,-0.00,-0.00,-0.0,-0.0,20.08
3.400,0.3615,0.0,-0.8141,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.000,0.390,-0.00,-0.00,-0.0,-0.0,20.07
3.420,0.3615,0.0,-0.8141,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.380,-0.00,-0.00,-0.0,-0.0,20.08
3.440,0.3615,0.0,-0.8141,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,-0.00,-0.00,-0.0,-0.0,20.07
3.460,0.3615,0.0,-0.8141,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.000,0.400,-0.00,-0.00,-0.0,-0.0,20.08
3.480,0.3615,-0.5,-0.8141,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.390,0.03,-0.00,0.5,-0.0,20.08
3.500,0.3615,-0.9,-0.8141,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.400,0.06,-0.00,0.9,-0.0,20.06
3.520,0.3625,-1.1,-0.8210,-0.0,-0.4631,5.7054,0,0,0.00,0.00,0.010,0.400,0.07,-0.00,1.1,-0.0,20.07
