t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,dt_ms
0.640,-0.2888,-21.1,-0.6148,-10.5,-0.7917,7.3075,57,-1,34.29,-14.29,0.200,0.510,3.39,-1.17,27.1,-9.4,-6.0,-1.1,20.08
0.660,-0.2126,-32.5,-0.6478,-13.0,-0.7347,7.3050,72,0,37.14,-14.29,0.030,0.530,3.75,-1.46,30.0,-11.7,2.6,-1.3,20.07
0.680,-0.1715,-34.6,-0.6656,-14.6,-0.7347,7.3050,37,-1,37.14,-14.29,0.020,0.550,4.00,-1.66,32.0,-13.3,2.6,-1.3,20.08
0.700,-0.0680,-26.6,-0.7126,-11.2,-0.7362,7.3118,13,0,37.14,-14.29,0.010,0.580,3.03,-1.30,24.3,-10.4,2.3,-0.8,20.08
0.720,-0.0122,-21.2,-0.7380,-9.1,-0.7362,7.3118,0,-6,37.14,-14.29,0.010,0.610,2.36,-1.04,18.9,-8.3,2.3,-0.8,20.09
0.740,0.0151,-17.4,-0.7552,-7.7,-0.7362,7.3118,-1,-5,37.14,-14.29,0.020,0.580,1.89,-0.86,15.1,-6.9,2.3,-0.8,20.07
0.760,0.0298,-6.9,-0.7645,-4.2,-0.7494,7.3022,-1,-3,37.14,-14.29,0.050,0.580,0.82,-0.34,6.5,-2.7,0.3,-1.5,20.09
0.780,0.0377,-0.9,-0.7695,-1.2,-0.7494,7.3022,-34,-4,37.14,-14.29,0.020,0.560,0.07,0.03,0.5,0.3,0.3,-1.5,20.09
0.800,-0.0262,9.6,-0.7368,3.2,-0.7571,7.3008,-47,-1,37.14,-14.29,0.090,0.560,-1.09,0.59,-8.7,4.8,-0.8,-1.6,20.07
0.820,-0.0607,16.1,-0.7191,6.3,-0.7571,7.3008,-64,0,34.29,-14.29,0.230,0.570,-1.91,0.99,-15.3,7.9,-0.8,-1.6,20.09
0.840,-0.1608,20.6,-0.6690,8.5,-0.7571,7.3008,-37,0,34.29,-14.29,0.320,0.560,-2.48,1.26,-19.8,10.1,-0.8,-1.6,20.07
0.860,-0.2149,17.9,-0.6419,8.4,-0.7591,7.3073,-23,0,34.29,-14.29,0.330,0.540,-2.10,1.19,-16.8,9.5,-1.1,-1.1,20.08
0.880,-0.2441,15.8,-0.6273,8.0,-0.7591,7.3073,-1,0,34.29,-14.29,0.340,0.540,-1.84,1.13,-14.7,9.1,-1.1,-1.1,20.09
0.900,-0.2710,7.2,-0.6043,4.8,-0.7527,7.3088,1,0,34.29,-14.29,0.330,0.520,-0.89,0.73,-7.1,5.8,-0.2,-1.0,20.07
0.920,-0.2855,1.9,-0.5919,2.6,-0.7527,7.3088,17,0,34.29,-14.29,0.290,0.510,-0.22,0.44,-1.7,3.5,-0.2,-1.0,20.08
0.940,-0.2530,-1.9,-0.6007,1.0,-0.7527,7.3088,22,0,34.29,-14.29,0.220,0.520,0.25,0.24,2.0,1.9,-0.2,-1.0,20.07
0.960,-0.2354,-7.3,-0.6055,-1.6,-0.7462,7.3103,24,0,34.29,-14.29,0.170,0.530,0.81,-0.10,6.5,-0.8,0.8,-0.8,20.07
0.980,-0.2259,-10.5,-0.6081,-3.5,-0.7462,7.3103,23,0,37.14,-14.29,0.120,0.520,1.21,-0.34,9.7,-2.7,0.8,-0.8,20.07
1.000,-0.1863,-10.3,-0.6320,-4.2,-0.7389,7.3117,11,0,37.14,-14.29,0.110,0.530,1.05,-0.44,8.4,-3.5,1.9,-0.7,20.07
1.020,-0.1649,-9.4,-0.6449,-4.8,-0.7389,7.3117,1,0,37.14,-14.29,0.110,0.530,0.93,-0.51,7.5,-4.1,1.9,-0.7,20.09
1.040,-0.1525,-8.7,-0.6615,-5.2,-0.7389,7.3117,-2,0,37.14,-14.29,0.110,0.520,0.86,-0.56,6.8,-4.5,1.9,-0.7,20.08
1.060,-0.1458,-3.6,-0.6704,-4.4,-0.7434,7.3037,-7,-1,37.14,-14.29,0.120,0.560,0.30,-0.39,2.4,-3.1,1.2,-1.3,20.07
1.080,-0.1422,-0.4,-0.6752,-3.5,-0.7434,7.3037,-13,0,37.14,-14.29,0.130,0.550,-0.09,-0.27,-0.8,-2.2,1.2,-1.3,20.08
1.100,-0.1668,10.3,-0.6707,-0.8,-0.8022,7.2988,-13,0,34.29,-14.29,0.150,0.560,-0.33,0.11,-2.7,0.9,-7.6,-1.7,20.08
1.120,-0.1801,11.6,-0.6683,1.4,-0.8022,7.2988,-9,-1,34.29,-14.29,0.170,0.560,-0.50,0.38,-4.0,3.0,-7.6,-1.7,20.07
1.140,-0.2019,12.5,-0.6490,2.9,-0.8022,7.2988,0,0,34.29,-14.29,0.180,0.540,-0.62,0.57,-5.0,4.5,-7.5,-1.7,20.07
1.160,-0.2137,4.1,-0.6385,6.8,-0.7564,7.3513,0,0,34.29,-14.29,0.190,0.540,-0.43,0.57,-3.5,4.5,-0.6,2.3,20.04
1.180,-0.2201,3.1,-0.6329,6.8,-0.7564,7.3513,1,0,34.29,-14.29,0.200,0.540,-0.30,0.56,-2.4,4.5,-0.6,2.3,20.07
1.200,-0.2107,6.6,-0.6287,5.4,-0.7942,7.3579,2,0,34.29,-14.29,0.210,0.520,-0.05,0.33,-0.4,2.6,-6.3,2.7,20.08
1.220,-0.2056,5.2,-0.6264,4.0,-0.7942,7.3579,3,0,34.29,-14.29,0.190,0.500,0.14,0.16,1.1,1.3,-6.2,2.7,20.07
1.240,-0.1856,4.1,-0.6364,3.1,-0.7942,7.3579,4,1,34.29,-14.29,0.200,0.500,0.26,0.05,2.1,0.4,-6.2,2.7,20.08
1.260,-0.1748,-4.3,-0.6418,0.8,-0.7430,7.3471,5,0,37.14,-14.29,0.200,0.510,0.35,-0.14,2.8,-1.1,1.5,1.9,20.08
1.280,-0.1690,-4.8,-0.6447,-0.2,-0.7430,7.3471,3,0,37.14,-14.29,0.210,0.490,0.41,-0.26,3.3,-2.1,1.4,1.9,20.09
1.300,-0.1518,-3.3,-0.6578,0.4,-0.7445,7.3539,0,0,37.14,-14.29,0.180,0.530,0.26,-0.25,2.1,-2.0,1.2,2.4,20.09
1.320,-0.1425,-2.4,-0.6649,0.4,-0.7445,7.3539,0,0,37.14,-14.29,0.190,0.520,0.15,-0.24,1.2,-1.9,1.2,2.4,20.08
1.340,-0.1404,-1.8,-0.6723,0.5,-0.7445,7.3539,-1,0,37.14,-14.29,0.180,0.510,0.07,-0.24,0.5,-1.9,1.2,2.4,20.08
1.360,-0.1393,-0.1,-0.6762,0.9,-0.7505,7.3493,0,0,37.14,-14.29,0.190,0.510,-0.02,-0.13,-0.2,-1.1,0.3,2.0,20.07
1.380,-0.1386,0.3,-0.6784,1.5,-0.7505,7.3493,0,0,37.14,-14.29,0.170,0.510,-0.08,-0.06,-0.6,-0.5,0.3,2.0,20.09
1.400,-0.1418,1.3,-0.6766,2.8,-0.7545,7.3508,-1,0,37.14,-14.29,0.170,0.500,-0.12,0.09,-1.0,0.7,-0.3,2.1,20.08
1.420,-0.1435,1.5,-0.6757,3.7,-0.7545,7.3508,0,0,37.14,-14.29,0.200,0.520,-0.15,0.20,-1.2,1.6,-0.3,2.1,20.07
1.440,-0.1450,1.7,-0.6688,4.3,-0.7545,7.3508,-1,0,37.14,-14.29,0.190,0.490,-0.17,0.27,-1.4,2.2,-0.3,2.1,20.08
1.460,-0.1458,1.1,-0.6651,4.0,-0.7499,7.3520,-1,0,34.29,-14.29,0.190,0.490,-0.19,0.23,-1.5,1.8,0.4,2.2,20.07
1.480,-0.1463,1.2,-0.6630,3.7,-0.7499,7.3520,0,0,34.29,-14.29,0.200,0.500,-0.20,0.19,-1.6,1.5,0.4,2.1,20.07
1.500,-0.1465,-0.5,-0.6620,2.8,-0.7453,7.3532,0,1,34.29,-14.29,0.200,0.500,-0.07,0.07,-0.6,0.5,1.1,2.2,20.08
1.520,-0.1467,-1.2,-0.6614,2.1,-0.7453,7.3532,0,0,34.29,-14.29,0.190,0.500,0.02,-0.02,0.1,-0.2,1.1,2.2,20.07
1.540,-0.1368,-1.7,-0.6633,1.6,-0.7453,7.3532,0,0,34.29,-14.29,0.190,0.470,0.08,-0.08,0.6,-0.7,1.1,2.2,20.08
1.560,-0.1315,-2.4,-0.6644,-2.5,-0.7448,7.3034,0,0,34.29,-14.29,0.200,0.480,0.16,-0.12,1.2,-1.0,1.1,-1.5,20.07
1.580,-0.1286,-2.8,-0.6649,-2.7,-0.7448,7.3034,1,0,37.14,-14.29,0.190,0.480,0.21,-0.15,1.7,-1.2,1.1,-1.5,20.09
1.600,-0.1165,-1.4,-0.6739,-3.0,-0.7526,7.3020,1,0,37.14,-14.29,0.180,0.490,0.18,-0.17,1.4,-1.4,-0.0,-1.6,20.07
1.620,-0.1100,-1.2,-0.6788,-3.1,-0.7526,7.3020,0,0,37.14,-14.29,0.180,0.500,0.16,-0.19,1.3,-1.5,-0.0,-1.6,20.07
1.640,-0.1030,-0.1,-0.6843,-2.4,-0.7526,7.3020,0,0,37.14,-14.29,0.190,0.500,0.01,-0.10,0.1,-0.8,-0.0,-1.6,20.08
1.660,-0.0992,7.7,-0.6873,-1.5,-0.7986,7.3069,0,0,37.14,-14.29,0.170,0.510,-0.09,-0.04,-0.7,-0.3,-6.9,-1.2,20.07
1.680,-0.0971,8.2,-0.6889,-1.2,-0.7986,7.3069,0,0,37.14,-14.29,0.190,0.520,-0.17,0.01,-1.3,0.1,-6.9,-1.2,20.07
1.700,-0.1027,8.4,-0.6872,3.1,-0.7974,7.3573,-1,0,37.14,-14.29,0.200,0.520,-0.22,0.07,-1.7,0.6,-6.7,2.5,20.07
1.720,-0.1057,8.6,-0.6862,3.5,-0.7974,7.3573,0,0,37.14,-14.29,0.210,0.500,-0.25,0.12,-2.0,0.9,-6.6,2.5,20.08
1.740,-0.1080,7.2,-0.6793,2.9,-0.7974,7.3573,0,0,37.14,-14.29,0.240,0.510,-0.08,0.05,-0.6,0.4,-6.6,2.5,20.09
1.760,-0.1093,6.2,-0.6756,-1.2,-0.7977,7.3076,0,0,37.14,-14.29,0.260,0.500,0.05,0.00,0.4,0.0,-6.6,-1.2,20.08
1.780,-0.1099,5.5,-0.6736,-1.5,-0.7977,7.3076,0,0,37.14,-14.29,0.270,0.510,0.13,-0.03,1.1,-0.3,-6.6,-1.2,20.07
1.800,-0.0972,3.5,-0.6745,-2.3,-0.7917,7.3019,1,0,37.14,-14.29,0.260,0.510,0.26,-0.09,2.1,-0.7,-5.6,-1.6,20.08
1.820,-0.0903,2.8,-0.6750,-2.6,-0.7917,7.3019,2,0,37.14,-14.29,0.280,0.510,0.35,-0.13,2.8,-1.0,-5.6,-1.6,20.08
1.840,-0.0731,2.8,-0.6804,-2.6,-0.7917,7.3019,4,0,37.14,-14.29,0.260,0.530,0.35,-0.12,2.8,-1.0,-5.6,-1.6,20.06
1.860,-0.0639,2.9,-0.6833,-2.5,-0.7926,7.3020,3,-1,37.14,-14.29,0.270,0.510,0.34,-0.12,2.7,-1.0,-5.7,-1.6,20.08
1.880,-0.0588,2.9,-0.6849,-2.5,-0.7926,7.3020,2,0,37.14,-14.29,0.260,0.520,0.34,-0.12,2.7,-0.9,-5.7,-1.6,20.09
1.900,-0.0523,-2.1,-0.6918,-2.1,-0.7503,7.3035,0,0,37.14,-14.29,0.260,0.520,0.17,-0.08,1.4,-0.7,0.7,-1.5,20.07
1.920,-0.0488,-1.1,-0.6956,-1.9,-0.7503,7.3035,0,0,37.14,-14.29,0.280,0.550,0.05,-0.06,0.4,-0.5,0.7,-1.4,20.07
1.940,-0.0504,-0.2,-0.6947,-1.8,-0.7503,7.3035,0,0,37.14,-14.29,0.260,0.540,-0.06,-0.04,-0.5,-0.3,0.7,-1.4,20.06
1.960,-0.0513,0.8,-0.6943,-1.1,-0.7522,7.3104,-1,0,37.14,-14.29,0.270,0.530,-0.15,-0.03,-1.2,-0.2,0.4,-0.9,20.07
1.980,-0.0518,1.2,-0.6940,-1.1,-0.7522,7.3104,0,0,37.14,-14.29,0.280,0.520,-0.20,-0.02,-1.6,-0.2,0.4,-0.9,20.07
2.000,-0.0527,0.2,-0.6875,-0.5,-0.7522,7.3104,0,0,37.14,-14.29,0.270,0.510,-0.07,0.05,-0.6,0.4,0.4,-0.9,20.08
2.020,-0.0531,-0.5,-0.6839,-0.1,-0.7522,7.3104,0,0,37.14,-14.29,0.270,0.520,0.01,0.10,0.1,0.8,0.4,-0.9,20.08
2.040,-0.0438,-1.0,-0.6811,-0.6,-0.7522,7.3104,0,0,37.14,-14.29,0.290,0.530,0.08,0.04,0.6,0.3,0.4,-0.9,20.19
2.060,-0.0387,-1.4,-0.6796,-0.9,-0.7518,7.3103,0,0,37.14,-14.29,0.290,0.530,0.12,-0.01,1.0,-0.0,0.4,-0.9,20.08
2.080,-0.0293,-1.7,-0.6813,-1.2,-0.7518,7.3103,1,0,37.14,-14.29,0.270,0.510,0.15,-0.04,1.2,-0.3,0.4,-0.9,20.07
2.100,-0.0242,-2.0,-0.6823,0.5,-0.7504,7.3465,1,0,37.14,-14.29,0.260,0.530,0.17,-0.16,1.4,-1.3,0.6,1.8,20.08
2.120,-0.0214,-2.1,-0.6828,-0.2,-0.7504,7.3465,0,0,37.14,-14.29,0.260,0.530,0.19,-0.25,1.5,-2.0,0.6,1.8,20.09
2.140,-0.0161,-1.7,-0.6892,0.1,-0.7504,7.3465,0,0,37.14,-14.29,0.260,0.520,0.13,-0.21,1.1,-1.7,0.6,1.8,20.07
2.160,-0.0133,-2.3,-0.6926,1.0,-0.7441,7.3547,0,0,37.14,-14.29,0.260,0.530,0.09,-0.18,0.7,-1.4,1.6,2.4,20.07
2.180,-0.0117,-2.1,-0.6944,1.1,-0.7441,7.3547,0,0,37.14,-14.29,0.260,0.510,0.06,-0.16,0.5,-1.3,1.6,2.4,20.08
2.200,-0.0109,-0.2,-0.6955,1.9,-0.7518,7.3534,0,0,37.14,-14.29,0.250,0.500,-0.02,-0.04,-0.2,-0.3,0.4,2.3,20.08
2.220,-0.0105,0.3,-0.6960,2.6,-0.7518,7.3534,0,0,37.14,-14.29,0.250,0.500,-0.08,0.04,-0.7,0.3,0.4,2.3,20.08
2.240,-0.0140,-0.5,-0.6902,2.8,-0.7459,7.3545,0,0,37.14,-14.29,0.250,0.510,-0.09,0.06,-0.7,0.5,1.3,2.3,20.08
2.260,-0.0160,-0.5,-0.6871,2.9,-0.7459,7.3545,0,0,37.14,-14.29,0.240,0.510,-0.10,0.08,-0.8,0.6,1.3,2.3,20.08
2.280,-0.0141,-0.5,-0.6819,3.0,-0.7459,7.3545,0,0,37.14,-14.29,0.240,0.530,-0.10,0.09,-0.8,0.7,1.3,2.3,20.08
2.300,-0.0131,-7.3,-0.6790,-0.8,-0.7015,7.3069,0,0,37.14,-14.29,0.240,0.500,-0.07,0.06,-0.6,0.5,7.9,-1.3,20.08
2.320,-0.0126,-7.4,-0.6775,-0.9,-0.7015,7.3069,0,0,37.14,-14.29,0.240,0.500,-0.05,0.04,-0.4,0.3,7.8,-1.2,20.08
2.340,-0.0056,-8.6,-0.6793,-1.5,-0.6982,7.3002,0,0,37.14,-14.29,0.220,0.490,0.03,0.03,0.3,0.2,8.3,-1.7,20.08
2.360,-0.0018,-9.0,-0.6802,-1.6,-0.6982,7.3002,0,0,37.14,-14.29,0.220,0.500,0.09,0.02,0.7,0.2,8.3,-1.7,20.08
2.380,0.0002,-9.3,-0.6808,-1.6,-0.6982,7.3002,-1,0,37.14,-14.29,0.210,0.510,0.13,0.01,1.0,0.1,8.2,-1.7,20.08
2.400,0.0013,-15.3,-0.6810,-2.8,-0.6555,7.3021,0,0,37.14,-14.29,0.190,0.520,0.09,-0.16,0.7,-1.3,14.6,-1.6,20.08
2.420,0.0019,-15.0,-0.6812,-3.8,-0.6555,7.3021,0,0,37.14,-14.29,0.160,0.510,0.06,-0.28,0.5,-2.2,14.5,-1.6,20.08
2.440,0.0031,-7.5,-0.6909,1.0,-0.7007,7.3498,0,0,37.14,-14.29,0.130,0.510,-0.02,-0.13,-0.2,-1.0,7.7,2.0,20.08
2.460,0.0037,-7.0,-0.6961,1.8,-0.7007,7.3498,-4,0,37.14,-14.29,0.120,0.520,-0.08,-0.02,-0.7,-0.2,7.6,2.0,20.08
2.480,0.0021,-6.6,-0.6765,2.4,-0.7007,7.3498,-7,0,37.14,-14.29,0.150,0.530,-0.13,0.05,-1.0,0.4,7.6,2.0,20.08
2.500,0.0011,7.7,-0.6659,-9.4,-0.7966,7.1574,-5,0,34.29,-14.29,0.140,0.530,-0.12,0.37,-1.0,3.0,-6.8,-12.4,20.08
2.520,0.0007,7.7,-0.6602,-7.6,-0.7966,7.1574,0,0,34.29,-14.29,0.120,0.520,-0.12,0.60,-0.9,4.8,-6.7,-12.3,20.08
2.540,-0.0006,0.3,-0.6475,-13.3,-0.7510,7.1168,1,-1,34.29,-14.29,0.150,0.560,-0.05,0.25,-0.4,2.0,0.1,-15.3,20.08
2.560,-0.0012,-0.1,-0.6407,-15.2,-0.7510,7.1168,1,0,34.29,-14.29,0.140,0.550,-0.00,0.01,-0.0,0.1,0.1,-15.2,20.08
2.580,-0.0074,-0.4,-0.6440,-16.4,-0.7510,7.1168,0,-2,34.29,-14.29,0.170,0.580,0.03,-0.16,0.3,-1.3,0.1,-15.1,20.08
2.600,-0.0107,-0.8,-0.6458,-9.5,-0.7476,7.2038,-3,-6,34.29,-14.29,0.160,0.600,0.02,-0.11,0.2,-0.9,0.6,-8.6,20.08
2.620,-0.0125,-0.7,-0.6468,-9.2,-0.7476,7.2038,0,-8,34.29,-14.29,0.160,0.260,0.02,-0.08,0.1,-0.6,0.6,-8.5,20.08
2.640,-0.0058,-3.6,-0.6595,0.7,-0.7481,7.3467,3,-3,34.29,-14.29,0.150,0.110,0.38,-0.19,3.0,-1.5,0.5,2.2,20.07
2.660,-0.0022,-5.6,-0.6663,0.0,-0.7481,7.3467,10,-5,37.14,-14.29,0.120,0.630,0.64,-0.27,5.1,-2.1,0.5,2.2,20.08
2.680,0.0073,-7.0,-0.6822,-0.4,-0.7481,7.3467,9,-1,37.14,-14.29,0.090,0.610,0.81,-0.32,6.5,-2.6,0.5,2.2,20.08
2.700,0.0124,-11.1,-0.6908,8.0,-0.7040,7.4496,-1,0,37.14,-14.29,0.100,0.630,0.50,-0.23,4.0,-1.8,7.1,9.8,20.07
2.720,0.0152,-9.4,-0.6954,8.5,-0.7040,7.4496,-6,0,37.14,-14.29,0.100,0.620,0.28,-0.16,2.3,-1.3,7.1,9.8,20.08
2.740,0.0008,-0.2,-0.6995,2.3,-0.7500,7.3473,-7,0,37.14,-14.29,0.100,0.600,-0.00,0.02,-0.0,0.2,0.2,2.1,20.08
2.760,-0.0070,1.4,-0.7017,3.3,-0.7500,7.3473,-2,1,34.29,-14.29,0.080,0.580,-0.20,0.15,-1.6,1.2,0.2,2.1,20.08
2.780,-0.0243,2.6,-0.7009,4.0,-0.7500,7.3473,-1,0,34.29,-14.29,0.110,0.580,-0.34,0.24,-2.7,1.9,0.2,2.1,20.08
2.800,-0.0337,2.0,-0.7005,-6.1,-0.7461,7.2129,-4,0,34.29,-14.29,0.110,0.590,-0.34,0.24,-2.7,1.9,0.7,-8.0,20.08
2.820,-0.0388,2.0,-0.7003,-6.1,-0.7461,7.2129,-4,0,34.29,-14.29,0.120,0.580,-0.34,0.23,-2.7,1.9,0.7,-7.9,20.08
2.840,-0.0505,1.3,-0.7075,2.5,-0.7489,7.3564,-2,0,34.29,-14.29,0.130,0.580,-0.20,-0.04,-1.6,-0.3,0.3,2.8,20.08
2.860,-0.0568,0.5,-0.7114,1.0,-0.7489,7.3564,0,0,34.29,-14.29,0.120,0.590,-0.11,-0.23,-0.9,-1.8,0.3,2.8,20.08
2.880,-0.0514,0.0,-0.7385,-0.1,-0.7489,7.3564,2,0,34.29,-14.29,0.110,0.570,-0.04,-0.36,-0.3,-2.9,0.3,2.8,20.08
2.900,-0.0485,-9.7,-0.7531,3.1,-0.7004,7.4026,5,0,34.29,-14.29,0.110,0.600,0.27,-0.39,2.2,-3.1,7.6,6.2,20.08
2.920,-0.0469,-11.5,-0.7610,2.9,-0.7004,7.4026,3,0,37.14,-14.29,0.100,0.580,0.49,-0.41,3.9,-3.2,7.5,6.2,20.08
2.940,-0.0355,-11.0,-0.7740,5.5,-0.7009,7.4098,0,0,37.14,-14.29,0.070,0.580,0.45,-0.15,3.6,-1.2,7.4,6.7,20.08
2.960,-0.0293,-10.7,-0.7809,6.9,-0.7009,7.4098,0,0,37.14,-14.29,0.050,0.600,0.41,0.03,3.3,0.2,7.4,6.7,20.08
2.980,-0.0323,-10.4,-0.7853,7.9,-0.7009,7.4098,-1,1,37.14,-14.29,0.060,0.590,0.39,0.16,3.1,1.2,7.3,6.6,20.08
3.000,-0.0340,-0.9,-0.7877,4.4,-0.7455,7.3542,-4,0,34.29,-14.29,0.040,0.570,0.04,0.24,0.3,1.9,0.6,2.5,20.08
3.020,-0.0349,1.0,-0.7890,4.9,-0.7455,7.3542,-7,0,34.29,-14.29,0.050,0.550,-0.21,0.30,-1.7,2.4,0.6,2.4,20.08
3.040,-0.0578,2.2,-0.7918,-3.1,-0.7480,7.2540,-8,1,34.29,-14.29,0.060,0.540,-0.31,0.25,-2.5,2.0,0.3,-5.1,20.75
3.060,-0.0701,2.8,-0.7934,-3.4,-0.7480,7.2540,-8,0,34.29,-14.29,0.090,0.510,-0.39,0.21,-3.1,1.6,0.3,-5.0,20.07
