t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu2_roll_rate_dps,imu2_pitch_rate_dps,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms
0.0000,0.3787,-1.3094,-0.4666,7.4997,0.000,0.000,0.0,0.0,-0.0,-392.8,0,0,0.000,0.000,0.01
0.0100,0.3787,-1.3094,-0.4666,7.4997,0.000,0.000,0.0,0.0,-0.0,-392.8,0,0,0.000,0.000,42.66
0.0200,0.3717,-1.3104,-0.4666,7.4997,0.000,0.000,0.0,0.0,-0.0,-393.1,0,-106,0.300,1.080,10.08
0.0300,0.3717,-1.3104,-0.4666,7.4997,0.000,0.000,0.0,0.0,-0.0,-393.1,0,-305,0.310,0.660,10.08
0.0400,0.3717,-1.3104,-0.4652,7.4928,0.000,0.000,0.0,0.0,-0.0,-393.1,0,-299,0.320,0.440,10.08
0.0500,0.3717,-1.3104,-0.4652,7.4928,0.000,0.000,0.0,0.0,-0.0,-393.1,0,-282,0.320,0.450,12.79
0.0600,0.3717,-1.3104,-0.4652,7.4928,0.000,0.000,0.0,0.0,-0.0,-393.1,0,-290,0.330,0.380,10.07
0.0700,0.3707,-1.3035,-0.4652,7.4928,0.000,0.000,0.0,0.0,-0.0,-391.0,0,-349,0.310,0.200,10.08
0.0800,0.3707,-1.3035,-0.4652,7.4928,0.000,0.000,0.0,0.0,-0.0,-391.0,0,-359,0.310,0.090,10.08
0.0900,0.3707,-1.3035,-0.4652,7.4928,0.000,0.000,0.0,0.0,-0.0,-391.0,0,-350,0.320,0.080,12.97
0.1000,0.3707,-1.3035,-0.4652,7.4928,0.000,0.000,0.0,0.0,-0.0,-391.0,0,-379,0.330,0.140,10.08
0.1100,0.3707,-1.3035,-0.4652,7.4928,0.000,0.000,0.0,0.0,-0.0,-391.0,0,-384,0.310,0.130,10.08
0.1200,0.3806,-1.2738,-0.4652,7.4928,0.000,0.000,0.0,0.0,-0.0,-382.1,0,-356,0.300,0.010,10.07
0.1300,0.3806,-1.2738,-0.4652,7.4928,0.000,0.000,0.0,0.0,-0.0,-382.1,0,-378,0.320,0.220,10.08
