t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,d_roll_erpm,d_pitch_erpm,dt_ms
3.420,-1.8156,1227.2,-1.8612,-441.2,-2.0133,1.3085,1161,-490,0.00,100.00,1.210,0.060,-5.51,14.65,-137.8,117.2,20.10
3.440,-1.9355,1260.3,-0.9951,121.0,-2.7664,1.3659,1173,-511,5.71,97.14,1.610,0.460,-3.96,15.12,-99.0,121.0,20.08
3.460,-1.9355,1233.1,-0.9951,123.6,-2.7664,1.3659,1205,-462,17.14,91.43,1.150,0.710,-2.87,15.45,-71.8,123.6,20.09
3.480,-1.8837,1168.7,-0.2099,122.0,-3.6001,1.4521,1237,-269,20.00,91.43,1.500,0.300,-1.54,15.25,-38.5,122.0,20.07
3.500,-1.8837,1145.4,-0.2099,120.8,-3.6001,1.4521,1224,11,28.57,91.43,1.190,0.110,-0.61,15.11,-15.2,120.8,20.08
3.520,-1.8837,1129.1,-0.2099,120.0,-3.6001,1.4521,1174,10,34.29,91.43,1.030,0.180,0.04,15.01,1.1,120.0,20.08
3.540,-1.7682,1050.1,0.4951,114.6,-4.2719,1.4570,1141,30,40.00,91.43,1.470,0.270,0.43,14.33,10.8,114.6,20.09
3.560,-1.7682,1043.3,0.4951,110.9,-4.2719,1.4570,1108,56,48.57,94.29,1.200,0.120,0.71,13.86,17.7,110.9,20.06
3.580,-1.6668,976.0,1.0841,426.5,-4.8006,1.5503,1046,60,51.43,94.29,1.500,0.200,0.96,12.66,24.1,101.2,20.10
3.600,-1.6668,971.5,1.0841,419.7,-4.8006,1.5503,1035,63,60.00,94.29,1.850,0.150,1.15,11.81,28.6,94.5,20.08
3.620,-1.6668,968.3,1.0841,415.0,-4.8006,1.5503,981,399,65.71,97.14,1.360,0.120,1.27,11.22,31.8,89.8,20.09
3.640,-1.5522,892.3,1.5343,539.8,-5.1848,1.6422,971,307,68.57,97.14,1.810,0.030,1.56,9.94,39.0,79.5,20.07
3.660,-1.5522,887.2,1.5343,532.6,-5.1848,1.6422,955,375,77.14,100.00,2.090,0.410,1.76,9.04,44.1,72.3,20.08
3.680,-1.3982,785.4,1.8215,604.8,-5.3910,1.6840,914,435,80.00,102.86,1.420,0.830,2.14,7.30,53.5,58.4,20.08
3.700,-1.3982,778.8,1.8215,595.1,-5.3910,1.6840,884,492,85.71,105.71,1.960,0.670,2.41,6.08,60.1,48.7,20.07
3.720,-1.1967,653.3,1.9119,615.4,-5.3910,1.6840,829,575,91.43,108.57,2.460,0.440,2.59,5.23,64.8,41.9,20.06
3.740,-1.1967,640.0,1.9119,601.5,-5.4985,1.7338,801,559,94.29,111.43,2.130,0.040,3.12,3.49,78.1,28.0,20.07
3.760,-1.1967,630.7,1.9119,591.8,-5.4985,1.7338,681,603,100.00,117.14,1.790,0.190,3.50,2.28,87.4,18.2,20.07
3.780,-0.9454,462.4,1.8345,554.3,-5.4807,1.8384,657,583,102.86,117.14,2.090,0.530,4.19,0.49,104.8,3.9,20.08
3.800,-0.9454,450.2,1.8345,544.2,-5.4807,1.8384,640,585,105.71,122.86,2.400,0.800,4.68,-0.77,117.0,-6.1,20.07
3.820,-0.6256,249.8,1.6000,466.8,-5.4807,1.8384,501,551,108.57,125.71,2.160,0.530,5.02,-1.64,125.5,-13.2,20.07
3.840,-0.6256,237.1,1.6000,456.0,-5.3252,1.9791,462,538,111.43,128.57,1.930,0.140,5.53,-3.00,138.2,-24.0,20.09
3.860,-0.6256,228.2,1.6000,448.4,-5.3252,1.9791,282,480,114.29,131.43,1.610,0.150,5.89,-3.94,147.1,-31.6,20.09
3.880,-0.2561,-160.1,1.2612,338.0,-5.1208,2.0668,270,493,114.29,131.43,1.540,0.300,6.40,-5.04,160.1,-40.4,20.09
3.900,-0.2561,-169.1,1.2612,331.8,-5.1208,2.0668,256,487,117.14,137.14,1.540,0.580,6.76,-5.81,169.1,-46.5,20.07
3.920,0.1119,-175.5,0.8575,-50.8,-5.1208,2.0668,-1,335,117.14,137.14,0.840,0.790,7.02,-6.35,175.5,-50.8,20.08
3.940,0.1119,-165.6,0.8575,-56.0,-4.9249,2.1031,-35,334,117.14,140.00,0.550,0.730,6.62,-7.00,165.6,-56.0,20.06
3.960,0.1119,-158.7,0.8575,-59.6,-4.9249,2.1031,-94,19,114.29,140.00,0.340,0.360,6.35,-7.45,158.7,-59.6,20.09
3.980,0.3684,-130.4,0.4024,-64.3,-4.5887,2.1405,-104,0,114.29,140.00,0.310,0.460,5.22,-8.04,130.4,-64.3,20.07
4.000,0.3684,-110.6,0.4024,-67.6,-4.5887,2.1405,-145,-9,114.29,140.00,0.340,0.390,4.42,-8.44,110.6,-67.6,20.08
4.020,0.5021,-398.0,-0.0848,-69.9,-4.5887,2.1405,-144,-13,114.29,140.00,0.530,0.320,3.87,-8.73,96.7,-69.9,20.07
4.040,0.5021,-391.6,-0.0848,-72.5,-4.2544,2.1828,-128,-21,114.29,140.00,0.660,0.260,3.61,-9.07,90.4,-72.5,20.08
4.060,0.5021,-387.2,-0.0848,-74.4,-4.2544,2.1828,-362,-29,108.57,140.00,0.670,0.110,3.44,-9.30,85.9,-74.4,20.06
4.080,0.6897,-510.1,-0.5969,-76.3,-3.8201,2.1312,-368,-35,108.57,140.00,1.010,0.180,3.85,-9.53,96.2,-76.3,20.08
4.100,0.6897,-517.3,-0.5969,-77.6,-3.8201,2.1312,-366,-41,105.71,140.00,1.070,0.150,4.14,-9.69,103.5,-77.6,20.07
4.120,0.9700,-690.5,-1.1121,-412.1,-3.8201,2.1312,-446,-46,102.86,140.00,0.290,0.160,4.34,-9.81,108.5,-78.5,20.07
4.140,0.9700,-703.3,-1.1121,-410.9,-3.3909,2.0892,-463,-48,102.86,140.00,0.200,0.160,4.85,-9.65,121.3,-77.2,20.07
4.160,0.9700,-712.2,-1.1121,-410.0,-3.3909,2.0892,-591,-334,97.14,137.14,0.010,0.010,5.21,-9.54,130.2,-76.3,20.08
4.180,1.2646,-885.2,-1.5607,-539.4,-2.8137,2.0865,-598,-298,94.29,134.29,0.220,0.090,5.06,-8.90,126.4,-71.2,20.07
4.200,1.2646,-882.5,-1.5607,-535.8,-2.8137,2.0865,-644,-363,88.57,131.43,0.120,0.360,4.95,-8.44,123.7,-67.5,20.08
4.220,1.5093,-1027.4,-1.9056,-636.7,-2.8137,2.0865,-822,-512,85.71,128.57,0.300,0.860,4.87,-8.13,121.9,-65.0,20.07
4.240,1.5093,-1023.6,-1.9056,-627.1,-2.1912,2.0911,-806,-473,82.86,128.57,0.020,0.790,4.72,-6.93,118.0,-55.4,20.06
4.260,1.5093,-1020.9,-1.9056,-620.4,-2.1912,2.0911,-958,-593,74.29,122.86,0.260,0.740,4.61,-6.09,115.4,-48.7,21.18
4.280,1.7125,-1137.7,-2.0453,-643.7,-4.4939,2.4158,-993,-591,71.43,120.00,0.260,0.230,4.41,-3.76,110.1,-30.1,20.08
4.300,1.7125,-1134.0,-2.0453,-630.6,-4.4939,2.4158,-1019,-600,62.86,117.14,0.010,0.250,4.26,-2.13,106.5,-17.0,20.07
4.320,1.9347,-1264.7,-1.8823,-572.6,-4.4939,2.4158,-1092,-639,57.14,114.29,0.310,0.740,4.16,-0.99,103.9,-7.9,20.07
4.340,1.9347,-1276.3,-1.8823,-550.9,-3.5643,2.4192,-1081,-620,51.43,108.57,0.150,0.900,4.62,1.73,115.5,13.8,20.10
4.360,1.9347,-1284.5,-1.8823,-535.7,-3.5643,2.4192,-1217,-587,42.86,105.71,0.270,0.530,4.95,3.63,123.7,29.0,20.09
4.380,2.2134,-1459.9,-1.4246,-380.2,-2.5376,2.4651,-1214,-575,40.00,102.86,0.120,0.140,5.28,5.90,131.9,47.2,20.09
4.400,2.2134,-1465.7,-1.4246,-367.5,-2.5376,2.4651,-1247,-554,28.57,100.00,0.070,0.120,5.51,7.48,137.6,59.9,20.08
4.420,2.5289,-1659.0,-0.8877,68.8,-2.5376,2.4651,-1422,-401,22.86,97.14,0.480,0.310,5.67,8.60,141.7,68.8,20.08
4.440,2.5289,-1672.7,-0.8877,72.8,-1.6920,2.4531,-1428,-394,14.29,94.29,0.060,0.630,6.22,9.11,155.4,72.8,20.07
4.460,2.5289,-1682.3,-0.8877,75.7,-1.6920,2.4531,-1582,-27,2.86,94.29,0.390,0.420,6.60,9.46,165.0,75.7,20.09
4.480,2.9038,-1918.2,-0.3978,75.6,-0.9352,2.4765,-1537,1,-2.86,94.29,0.390,0.610,7.04,9.44,175.9,75.6,20.07
4.500,2.9038,-1925.9,-0.3978,75.4,-0.9352,2.4765,-1581,12,-14.29,94.29,1.240,0.180,7.34,9.43,183.6,75.4,20.08
4.520,3.2269,-2125.1,0.0341,75.4,-0.9352,2.4765,-1785,16,-22.86,94.29,1.460,0.340,7.56,9.42,188.9,75.4,20.07
4.540,3.2269,-2098.6,0.0341,71.3,-0.1838,2.4911,-1822,24,-34.29,94.29,1.520,0.330,6.50,8.91,162.5,71.3,20.09
4.560,3.2269,-2080.1,0.0341,68.4,-0.1838,2.4911,-2056,33,-48.57,94.29,1.480,0.220,5.76,8.55,143.9,68.4,20.07
4.580,3.3822,-2138.5,0.3757,62.1,0.5470,2.5293,-2023,32,-54.29,94.29,1.230,0.150,4.37,7.77,109.2,62.1,20.09
4.600,3.3822,-2114.1,0.3757,57.7,0.5470,2.5293,-2021,39,-71.43,97.14,1.490,0.160,3.39,7.22,84.8,57.7,20.07
4.620,3.3764,-2093.6,0.6304,54.6,0.5470,2.5293,-2080,36,-80.00,97.14,1.940,0.120,2.71,6.83,67.8,54.6,20.09
4.640,3.3764,-2056.5,0.6304,46.6,1.3143,2.5329,-2074,38,-91.43,97.14,1.720,0.100,1.23,5.82,30.6,46.6,20.08
4.660,3.3764,-2030.5,0.6304,40.9,1.3143,2.5329,-2086,32,-108.57,97.14,1.830,0.020,0.19,5.12,4.7,40.9,20.09
4.680,3.1896,-1872.6,0.7507,31.6,2.0746,2.5353,-2059,30,-114.29,97.14,2.020,0.010,-1.65,3.95,-41.2,31.6,20.09
4.700,3.1896,-1840.4,0.7507,25.1,2.0746,2.5353,-2032,20,-128.57,97.14,1.880,0.040,-2.93,3.13,-73.3,25.1,20.18
4.720,2.8455,-1611.5,0.7630,20.5,2.0746,2.5353,-1918,17,-137.14,97.14,1.550,0.070,-3.83,2.56,-95.8,20.5,20.08
4.740,2.8455,-1584.8,0.7630,12.7,2.8131,2.5396,-1857,13,-148.57,97.14,2.190,0.090,-4.90,1.59,-122.5,12.7,20.11
4.760,2.8455,-1566.2,0.7630,7.3,2.8131,2.5396,-1641,12,-162.86,97.14,1.820,0.100,-5.64,0.91,-141.1,7.3,20.07
4.780,2.4390,-1305.9,0.6909,0.8,3.4149,2.6416,-1624,8,-165.71,97.14,1.920,0.110,-6.30,0.10,-157.5,0.8,20.10
4.800,2.4390,-1294.4,0.6909,-3.7,3.4149,2.6416,-1594,5,-180.00,97.14,1.700,0.130,-6.76,-0.47,-169.0,-3.7,20.07
4.820,2.0279,-1039.7,0.5694,-6.9,3.4149,2.6416,-1394,2,-185.71,97.14,1.570,0.120,-7.08,-0.86,-177.1,-6.9,20.09
4.840,2.0279,-1040.7,0.5694,-11.3,3.9119,2.7324,-1337,0,-191.43,97.14,1.380,0.120,-7.04,-1.41,-176.0,-11.3,20.07
4.860,2.0279,-1041.5,0.5694,-14.3,3.9119,2.7324,-1055,0,-200.00,97.14,1.850,0.100,-7.01,-1.79,-175.2,-14.3,20.09
4.880,1.6890,-851.3,0.4043,-19.2,4.1840,2.8011,-1061,-1,-202.86,97.14,1.670,0.090,-6.48,-2.40,-162.1,-19.2,20.08
4.900,1.6890,-860.5,0.4043,-22.6,4.1840,2.8011,-1052,-1,-211.43,97.14,2.130,0.060,-6.12,-2.82,-152.9,-22.6,20.08
4.920,1.3631,-671.4,0.2066,-24.9,4.1840,2.8011,-906,-2,-217.14,97.14,2.340,0.020,-5.86,-3.11,-146.5,-24.9,20.08
4.940,1.3631,-660.0,0.2066,-26.8,4.2412,2.8350,-880,-1,-220.00,97.14,1.820,0.000,-6.32,-3.36,-157.9,-26.8,20.09
4.960,1.3631,-651.9,0.2066,-28.2,4.2412,2.8350,-713,-4,-225.71,97.14,1.870,0.000,-6.64,-3.52,-165.9,-28.2,20.09
4.980,0.9835,-421.1,-0.0067,-28.6,4.0909,2.8008,-719,-4,-228.57,97.14,2.270,0.070,-6.76,-3.57,-169.0,-28.6,20.08
5.000,0.9835,-418.9,-0.0067,-28.9,4.0909,2.8008,-676,-5,-234.29,97.14,2.310,0.120,-6.85,-3.61,-171.2,-28.9,20.08
5.020,0.6057,-190.7,-0.1916,-29.1,4.0909,2.8008,-503,-6,-237.14,97.14,1.810,0.160,-6.91,-3.63,-172.7,-29.1,20.10
5.040,0.6057,-186.3,-0.1916,-27.9,3.7646,2.7784,-449,-7,-237.14,97.14,1.730,0.110,-7.09,-3.48,-177.1,-27.9,20.07
5.060,0.6057,-183.2,-0.1916,-27.0,3.7646,2.7784,-224,-8,-240.00,97.14,1.790,0.250,-7.21,-3.38,-180.2,-27.0,20.09
5.080,0.2011,189.1,-0.3462,-23.8,3.3878,2.7880,-212,-7,-240.00,97.14,2.000,0.290,-7.56,-2.97,-189.1,-23.8,20.07
5.100,0.2011,195.3,-0.3462,-21.5,3.3878,2.7880,-210,-8,-242.86,97.14,2.060,0.320,-7.81,-2.68,-195.3,-21.5,20.08
5.120,-0.2341,199.7,-0.4149,-19.9,3.3878,2.7880,44,-4,-242.86,97.14,1.470,0.360,-7.99,-2.48,-199.7,-19.9,20.08
5.140,-0.2341,200.2,-0.4149,-12.3,2.9543,2.8850,76,-5,-242.86,97.14,1.160,0.400,-8.01,-1.54,-200.2,-12.3,20.10
5.160,-0.2341,200.6,-0.4149,-7.0,2.9543,2.8850,133,-4,-240.00,97.14,0.900,0.280,-8.02,-0.87,-200.6,-7.0,20.09
5.180,-0.6599,595.1,-0.3472,5.0,2.5072,3.0076,156,-2,-240.00,97.14,0.830,0.430,-7.97,0.63,-199.1,5.0,20.09
5.200,-0.6599,594.1,-0.3472,13.5,2.5072,3.0076,160,-3,-240.00,97.14,0.710,0.430,-7.93,1.68,-198.2,13.5,20.08
5.220,-1.0543,830.0,-0.1102,19.4,2.5072,3.0076,499,0,-237.14,97.14,0.170,0.370,-7.90,2.42,-197.5,19.4,20.09
5.240,-1.0543,822.0,-0.1102,28.6,2.0378,3.1311,463,0,-234.29,97.14,0.050,0.360,-7.58,3.57,-189.4,28.6,20.08
5.260,-1.0543,816.3,-0.1102,35.1,2.0378,3.1311,694,0,-228.57,97.14,0.280,0.300,-7.35,4.38,-183.8,35.1,20.09
5.280,-1.3377,947.2,0.1762,36.6,1.5402,3.1897,687,4,-225.71,97.14,0.430,0.010,-5.78,4.58,-144.6,36.6,20.09
5.300,-1.3377,919.8,0.1762,37.7,1.5402,3.1897,772,6,-220.00,97.14,0.050,0.200,-4.69,4.72,-117.2,37.7,20.07
5.320,-1.4161,947.6,0.3948,38.5,1.5402,3.1897,896,5,-217.14,97.14,0.230,0.120,-3.92,4.81,-98.0,38.5,20.08
5.340,-1.4161,914.0,0.3948,35.8,1.0541,3.1997,887,7,-211.43,97.14,0.300,0.010,-2.58,4.48,-64.4,35.8,20.07
5.360,-1.4161,890.5,0.3948,33.9,1.0541,3.1997,941,8,-202.86,97.14,0.240,0.020,-1.63,4.24,-40.9,33.9,20.08
5.380,-1.3309,802.8,0.5382,29.1,0.6201,3.1420,932,8,-202.86,97.14,0.050,0.000,-0.17,3.64,-4.3,29.1,20.09
5.400,-1.3309,777.2,0.5382,25.8,0.6201,3.1420,943,9,-194.29,97.14,0.320,0.040,0.85,3.22,21.4,25.8,20.07
5.420,-1.1542,653.2,0.6146,23.4,0.6201,3.1420,842,7,-191.43,97.14,0.710,0.070,1.57,2.93,39.3,23.4,20.10
5.440,-1.1542,639.0,0.6146,18.5,0.2609,3.0726,835,7,-185.71,97.14,0.380,0.090,2.14,2.32,53.5,18.5,20.08
5.460,-1.1542,629.0,0.6146,15.1,0.2609,3.0726,693,10,-180.00,97.14,0.110,0.120,2.54,1.89,63.5,15.1,20.09
5.480,-1.0020,550.9,0.6370,10.3,0.5269,3.0417,701,8,-177.14,97.14,0.230,0.120,2.01,1.29,50.3,10.3,20.07
5.500,-1.0020,560.1,0.6370,7.0,0.5269,3.0417,639,7,-174.29,97.14,0.250,0.150,1.64,0.87,41.1,7.0,20.09
5.520,-0.9802,553.5,0.5984,4.6,0.2958,3.0161,539,6,-171.43,97.14,0.040,0.150,1.39,0.57,34.6,4.6,20.08
5.540,-0.9802,564.7,0.5984,0.3,0.2958,3.0161,479,4,-168.57,97.14,0.040,0.150,0.94,0.03,23.4,0.3,20.09
5.560,-0.9802,572.6,0.5984,-2.8,0.2958,3.0161,515,3,-165.71,97.14,0.160,0.150,0.62,-0.35,15.5,-2.8,20.09
5.580,-0.9996,593.9,0.5165,-7.8,0.1278,2.9691,524,0,-162.86,97.14,0.120,0.150,0.23,-0.98,5.8,-7.8,20.10
5.600,-0.9996,600.7,0.5165,-11.4,0.1278,2.9691,526,0,-157.14,97.14,0.350,0.150,-0.04,-1.43,-0.9,-11.4,20.06
5.620,-1.0012,606.4,0.3811,-13.9,1.4664,3.0955,547,0,-157.14,97.14,0.090,0.130,-0.23,-1.74,-5.7,-13.9,20.09
5.640,-1.0012,601.4,0.3811,-18.0,1.4664,3.0955,580,-1,-151.43,97.14,0.260,0.120,-0.03,-2.26,-0.6,-18.0,20.08
5.660,-1.0012,597.8,0.3811,-21.0,1.4664,3.0955,579,-1,-148.57,97.14,0.520,0.090,0.12,-2.62,2.9,-21.0,20.07
5.680,-0.9553,556.8,0.1838,-26.5,1.4288,2.8917,574,-2,-145.71,97.14,0.270,0.070,0.65,-3.31,16.3,-26.5,20.07
5.700,-0.9553,547.5,0.1838,-30.4,1.4288,2.8917,573,-2,-142.86,97.14,0.080,0.030,1.03,-3.79,25.7,-30.4,20.08
5.720,-0.8385,470.9,-0.0851,-33.1,1.3579,2.6155,534,-5,-140.00,97.14,0.030,0.010,1.29,-4.13,32.2,-33.1,20.08
5.740,-0.8385,458.7,-0.0851,-38.5,1.3579,2.6155,549,-5,-137.14,97.14,0.250,0.050,1.78,-4.81,44.4,-38.5,20.07
5.760,-0.8385,450.2,-0.0851,-42.2,1.3579,2.6155,468,-8,-134.29,97.14,0.440,0.090,2.12,-5.28,52.9,-42.2,20.09
5.780,-0.6689,336.6,-0.4438,-48.6,1.2786,2.2512,509,-11,-131.43,97.14,0.380,0.140,2.59,-6.08,64.7,-48.6,20.08
5.800,-0.6689,328.3,-0.4438,-53.1,1.2786,2.2512,488,-14,-128.57,97.14,0.050,0.120,2.92,-6.64,73.0,-53.1,20.07
5.820,-0.4943,-78.8,-0.8657,-56.2,1.2010,1.8159,392,-21,-125.71,97.14,0.510,0.280,3.15,-7.03,78.8,-56.2,20.08
5.840,-0.4943,-77.8,-0.8657,-61.1,1.2010,1.8159,373,-23,-122.86,97.14,0.460,0.350,3.11,-7.64,77.8,-61.1,20.08
5.860,-0.4943,-77.1,-0.8657,-64.5,1.2010,1.8159,93,-27,-122.86,97.14,0.860,0.410,3.09,-8.07,77.1,-64.5,20.08
5.880,-0.3957,-48.1,-1.3379,-471.3,1.1576,1.3242,48,-29,-122.86,97.14,0.780,0.480,1.92,-8.74,48.1,-69.9,20.08
5.900,-0.3957,-27.8,-1.3379,-475.0,1.1576,1.3242,1,-36,-122.86,97.14,0.780,0.550,1.11,-9.20,27.8,-73.6,20.07
5.920,-0.4938,-13.6,-1.8627,-635.1,1.1558,0.8062,-11,-438,-122.86,94.29,0.740,1.010,0.54,-9.53,13.6,-76.3,20.07
5.940,-0.4938,19.0,-1.8627,-637.4,1.1558,0.8062,-25,-345,-122.86,91.43,0.690,0.710,-0.76,-9.83,-19.0,-78.6,20.18
5.960,-0.4938,41.9,-1.8627,-639.1,1.1558,0.8062,-39,-577,-122.86,88.57,0.590,0.590,-1.67,-10.04,-41.9,-80.3,20.09
5.980,-0.7079,480.1,-2.3812,-794.7,1.1605,0.2900,-6,-588,-122.86,85.71,0.550,0.150,-2.21,-10.05,-55.3,-80.4,20.08
6.000,-0.7079,489.5,-2.3812,-794.8,1.1605,0.2900,1,-588,-122.86,80.00,0.490,0.160,-2.59,-10.05,-64.7,-80.4,20.07
6.020,-0.8699,593.3,-2.8752,-943.0,1.1507,-0.1647,329,-809,-122.86,77.14,0.210,0.690,-2.85,-10.06,-71.3,-80.5,20.08
6.040,-0.8699,589.5,-2.8752,-940.6,1.1507,-0.1647,375,-750,-120.00,71.43,0.410,0.730,-2.70,-9.76,-67.6,-78.1,20.08
6.060,-0.8699,586.9,-2.8752,-939.0,1.1507,-0.1647,480,-916,-117.14,68.57,0.610,0.300,-2.60,-9.55,-64.9,-76.4,20.07
6.080,-0.9296,594.0,-3.2712,-1043.2,1.1026,-0.5781,511,-867,-114.29,65.71,0.630,0.310,-1.45,-7.73,-36.2,-61.8,20.07
6.100,-0.9296,573.9,-3.2712,-1033.0,1.1026,-0.5781,523,-898,-111.43,57.14,0.260,0.830,-0.64,-6.45,-16.1,-51.6,20.07
6.120,-0.8262,497.8,-3.2870,-1030.5,1.0334,-0.9315,561,-1035,-108.57,51.43,0.020,0.590,-0.08,-5.56,-2.0,-44.4,20.07
6.140,-0.8262,466.1,-3.2870,-1001.1,1.0334,-0.9315,550,-1034,-105.71,45.71,0.170,0.330,1.18,-1.87,29.6,-15.0,20.08
6.160,-0.8262,443.9,-3.2870,-980.5,1.0334,-0.9315,522,-1018,-102.86,40.00,0.450,0.820,2.07,0.70,51.8,5.6,20.07
6.180,-0.5706,258.3,-2.8744,-833.7,0.9352,-1.2196,476,-1025,-100.00,37.14,0.580,0.430,3.36,3.58,84.1,28.6,20.07
6.200,-0.5706,235.6,-2.8744,-817.6,0.9352,-1.2196,460,-1006,-97.14,28.57,0.510,0.270,4.27,5.59,106.7,44.8,20.07
6.220,-0.2497,-122.5,-2.3564,-650.9,0.6306,-1.6613,275,-842,-94.29,22.86,0.050,0.640,4.90,7.00,122.5,56.0,20.07
6.240,-0.2497,-136.1,-2.3564,-644.6,0.6306,-1.6613,287,-851,-94.29,20.00,0.020,0.610,5.45,7.79,136.1,62.3,20.07
6.260,-0.2497,-145.6,-2.3564,-640.2,0.6306,-1.6613,73,-651,-91.43,14.29,0.690,0.010,5.83,8.34,145.6,66.7,20.07
6.280,0.0670,-131.3,-1.8893,-500.2,0.5449,-1.7941,53,-664,-91.43,11.43,0.890,0.500,5.25,8.32,131.3,66.6,20.07
6.300,0.0670,-121.3,-1.8893,-500.3,0.5449,-1.7941,0,-656,-91.43,8.57,1.120,0.820,4.85,8.31,121.3,66.5,20.07
6.320,0.1866,-114.3,-1.5099,-386.6,0.5599,-2.0296,-22,-482,-91.43,5.71,1.330,0.670,4.57,8.30,114.3,66.4,20.07
6.340,0.1866,-66.6,-1.5099,-391.2,0.5599,-2.0296,-59,-517,-91.43,2.86,1.410,0.490,2.66,7.72,66.6,61.8,20.07
6.360,0.1866,-33.2,-1.5099,-394.4,0.5599,-2.0296,-102,-428,-94.29,0.00,1.200,0.000,1.33,7.32,33.2,58.6,20.07
6.380,0.0169,13.7,-1.2223,-314.4,0.5640,-2.0938,-97,-400,-94.29,-2.86,0.870,0.070,-0.55,6.53,-13.7,52.3,20.09
6.400,0.0169,46.5,-1.2223,-318.8,0.5640,-2.0938,-118,-392,-94.29,-5.71,0.480,0.410,-1.86,5.98,-46.5,47.9,20.07
6.420,-0.2221,69.5,-1.0194,-261.0,0.5631,-2.1157,-45,-350,-94.29,-8.57,0.320,0.590,-2.78,5.60,-69.5,44.8,20.09
6.440,-0.2221,78.9,-1.0194,-267.7,0.5631,-2.1157,-2,-336,-94.29,-8.57,0.310,0.810,-3.15,4.76,-78.9,38.1,20.08
6.460,-0.2221,85.4,-1.0194,-272.5,0.5631,-2.1157,2,-262,-94.29,-11.43,0.190,0.630,-3.42,4.17,-85.4,33.4,20.07
6.480,-0.3804,64.8,-0.9006,27.9,0.5525,-1.8937,9,-257,-94.29,-11.43,0.090,0.660,-2.59,3.49,-64.8,27.9,20.09
6.500,-0.3804,50.4,-0.9006,24.1,0.5525,-1.8937,26,-277,-94.29,-14.29,0.010,0.370,-2.02,3.01,-50.4,24.1,20.07
6.520,-0.3801,21.0,-0.7935,24.1,0.5573,-1.5441,29,-15,-94.29,-14.29,0.000,0.000,-0.84,3.02,-21.0,24.1,20.07
6.540,-0.3801,0.4,-0.7935,24.1,0.5573,-1.5441,27,-1,-94.29,-14.29,0.000,0.140,-0.02,3.02,-0.4,24.1,20.07
6.560,-0.3801,-14.0,-0.7935,24.2,0.5573,-1.5441,8,0,-94.29,-14.29,0.030,0.140,0.56,3.02,14.0,24.2,20.07
6.580,-0.2501,-40.8,-0.5830,36.5,0.4967,-1.0891,0,2,-94.29,-14.29,0.050,0.130,1.63,4.56,40.8,36.5,20.07
6.600,-0.2501,-59.6,-0.5830,45.2,0.4967,-1.0891,16,0,-94.29,-14.29,0.100,0.090,2.39,5.65,59.6,45.2,20.07
6.620,-0.0197,-72.8,-0.0822,51.2,0.5123,-0.5402,22,1,-94.29,-14.29,0.330,0.030,2.91,6.40,72.8,51.2,20.07
6.640,-0.0197,-88.7,-0.0822,67.0,0.5123,-0.5402,27,3,-94.29,-14.29,0.520,0.010,3.55,8.38,88.7,67.0,20.07
6.660,-0.0197,-99.9,-0.0822,78.1,0.5123,-0.5402,2,9,-94.29,-14.29,0.670,0.110,4.00,9.76,99.9,78.1,20.08
6.680,0.1553,-76.6,0.5574,83.9,0.5218,-0.0846,-11,22,-94.29,-14.29,0.760,0.160,3.07,10.49,76.6,83.9,20.06
6.700,0.1553,-60.4,0.5574,88.0,0.5218,-0.0846,-50,34,-94.29,-14.29,0.820,0.220,2.41,11.00,60.4,88.0,20.09
6.720,0.1652,-37.2,1.1294,424.9,0.5761,0.4650,-58,43,-94.29,-14.29,0.710,0.190,1.49,10.76,37.2,86.1,20.07
6.740,0.1652,-21.0,1.1294,423.5,0.5761,0.4650,-92,48,-94.29,-14.29,0.540,0.290,0.84,10.58,21.0,84.7,20.08
6.760,0.1652,-9.7,1.1294,422.5,0.5761,0.4650,-81,391,-94.29,-11.43,0.320,0.470,0.39,10.46,9.7,83.7,20.08
6.780,0.1318,-7.6,1.5933,554.3,0.7165,0.8726,-54,339,-94.29,-11.43,0.250,0.060,0.30,9.54,7.6,76.3,20.07
6.800,0.1318,-6.2,1.5933,549.1,0.7165,0.8726,-31,390,-97.14,-8.57,0.220,0.030,0.25,8.89,6.2,71.2,20.07
6.820,0.1698,-20.3,1.9073,633.0,0.7702,1.2032,-23,489,-97.14,-5.71,0.190,0.250,0.81,7.60,20.3,60.8,20.09
6.840,0.1698,-30.1,1.9073,625.8,0.7702,1.2032,-15,510,-97.14,-2.86,0.180,0.480,1.21,6.70,30.1,53.6,20.08
6.860,0.1698,-37.0,1.9073,620.7,0.7702,1.2032,-25,581,-97.14,2.86,0.170,0.860,1.48,6.07,37.0,48.5,20.08
6.880,0.2906,-53.6,2.0878,665.2,0.8138,1.4942,-14,591,-97.14,2.86,0.180,0.650,2.14,4.85,53.6,38.8,20.08
6.900,0.2906,-65.2,2.0878,658.3,0.8138,1.4942,17,588,-97.14,8.57,0.350,0.160,2.61,4.00,65.2,32.0,20.07
