t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,-0.3408,1.0379,0.0074,8.1302,0.000,0.112,0.000,0.000,0.0,0.0,0.0,0.0,136.3,51.9,0,0,0.000,0.000,0.01,
0.0050,-0.3579,1.0898,0.0074,8.1302,0.000,0.112,0.000,0.000,0.0,0.0,0.0,0.0,143.1,54.5,0,0,0.000,0.000,39.16,
0.0100,-0.3218,1.0709,0.0074,8.1302,0.000,0.112,0.000,0.000,0.0,0.0,0.0,0.0,128.7,53.5,8,0,0.120,0.070,5.07,
0.0150,-0.3200,1.0700,0.0074,8.1302,0.112,0.112,0.000,0.000,1.1,0.0,0.0,0.0,126.9,53.5,81,26,0.100,0.000,7.47,
0.0200,-0.3199,1.0699,0.0074,8.1302,0.112,0.112,0.000,0.000,1.1,0.0,0.0,0.0,126.9,53.5,72,22,0.010,0.080,6.88,
0.0250,-0.3199,1.0699,-1.1650,6.5959,0.112,0.112,0.000,0.000,1.1,0.0,0.0,0.0,126.9,53.5,62,18,0.030,0.070,5.07,
0.0300,-0.3199,1.0699,-1.1650,6.5959,0.112,0.112,0.000,0.000,1.1,0.0,0.0,0.0,126.9,53.5,60,19,0.090,0.060,9.80,
0.0350,-0.3199,1.0699,-1.1650,6.5959,0.112,0.112,0.000,0.000,1.1,0.0,0.0,0.0,126.9,53.5,68,23,0.080,0.060,5.66,
0.0400,-0.3199,1.0699,-1.1650,6.5959,0.112,0.112,0.000,0.000,1.1,0.0,0.0,0.0,126.9,53.5,72,24,0.060,0.060,9.20,
0.0450,-0.3200,1.0699,-1.1650,6.5959,0.112,0.112,0.000,0.000,1.1,0.0,0.0,0.0,126.9,53.5,74,24,0.060,0.050,5.06,
0.0500,-0.3200,1.0699,-1.1650,6.5959,0.112,0.112,0.000,0.000,1.1,0.0,0.0,0.0,126.9,53.5,78,27,0.040,0.050,5.46,
0.0550,-0.3200,1.0699,-1.1650,6.5959,-0.224,0.000,0.000,0.000,-2.2,0.0,0.0,0.0,130.2,53.5,81,29,0.050,0.040,5.07,
0.0600,-0.3200,1.0699,-1.1630,6.6016,-0.224,0.000,0.000,0.000,-2.2,0.0,0.0,0.0,130.2,53.5,88,32,0.030,0.060,6.53,
0.0650,-0.3200,1.0699,-1.1630,6.6016,-0.224,0.000,0.000,0.000,-2.2,0.0,0.0,0.0,130.2,53.5,107,37,0.010,0.080,9.48,
0.0700,-0.3200,1.0699,-1.1630,6.6016,-0.224,0.000,0.000,0.000,-2.2,0.0,0.0,0.0,130.2,53.5,120,40,0.090,0.080,5.07,
0.0750,-0.3200,1.0699,-1.1630,6.6016,-0.224,0.000,0.000,0.000,-2.2,0.0,0.0,0.0,130.2,53.5,136,43,0.170,0.090,5.07,
0.0800,-0.3200,1.0699,-1.1630,6.6016,-0.224,0.000,0.000,0.000,-2.2,0.0,0.0,0.0,130.2,53.5,135,50,0.200,0.120,9.06,
0.0850,-0.3200,1.0699,-1.1630,6.6016,-0.224,0.000,0.000,0.000,-2.2,0.0,0.0,0.0,130.2,53.5,121,53,0.180,0.150,5.07,
0.0900,-0.3200,1.0699,-1.1630,6.6016,0.224,-0.112,0.000,0.000,2.2,-0.0,0.0,0.0,125.8,53.5,100,55,0.100,0.170,6.31,
0.0950,-0.3200,1.0699,-1.1630,6.6016,0.224,-0.112,0.000,0.000,2.2,-0.0,0.0,0.0,125.8,53.5,94,54,0.070,0.180,5.06,
0.1000,-0.3200,1.0699,-1.1680,6.6026,0.224,-0.112,0.000,0.000,2.2,-0.0,0.0,0.0,125.8,53.5,90,54,0.050,0.180,5.06,
0.1050,-0.3200,1.0699,-1.1680,6.6026,0.224,-0.112,0.000,0.000,2.2,-0.0,0.0,0.0,125.8,53.5,83,51,0.020,0.180,8.49,
0.1100,-0.3200,1.0699,-1.1680,6.6026,0.224,-0.112,0.000,0.000,2.2,-0.0,0.0,0.0,125.8,53.5,83,49,0.020,0.200,5.08,
0.1150,-0.3200,1.0699,-1.1680,6.6026,0.224,-0.112,0.000,0.000,2.2,-0.0,0.0,0.0,125.8,53.5,85,47,0.050,0.190,5.05,
0.1200,-0.3200,1.0699,-1.1680,6.6026,0.224,-0.112,0.000,0.000,2.2,-0.0,0.0,0.0,125.8,53.5,84,43,0.080,0.180,9.65,
0.1250,-0.3002,1.0728,-1.1680,6.6026,0.224,-0.112,0.000,0.000,2.2,-0.0,0.0,0.0,117.8,53.6,82,42,0.120,0.180,5.08,
