t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms
0.0000,0.1583,-0.7252,0.2190,8.7271,0.000,0.000,0.045,0.045,0.0,-0.0,3.1,1.8,-3.1,1.8,0,0,0.000,0.000,0.02
0.0050,0.1583,-0.7252,0.2190,8.7271,0.000,0.000,0.072,0.072,0.0,-0.0,5.0,2.9,-5.0,2.9,0,0,0.000,0.000,42.53
0.0100,0.1583,-0.7252,0.2190,8.7271,0.000,0.000,0.088,0.088,0.0,-0.0,6.1,3.5,-6.1,3.5,5,0,0.350,0.050,5.07
0.0150,0.1583,-0.7252,0.2190,8.7271,0.000,0.000,0.097,0.097,0.0,-0.0,6.8,3.9,-6.8,3.9,0,0,0.460,0.050,5.07
0.0200,0.1651,-0.7240,0.2190,8.7271,0.000,0.000,0.103,0.103,0.0,-0.0,7.2,4.1,-7.2,4.1,-5,0,0.430,0.050,5.97
0.0250,0.1651,-0.7240,0.2190,8.7271,0.000,0.000,0.107,0.107,0.0,-0.0,7.5,4.3,-7.5,4.3,-1,0,0.460,0.050,5.07
0.0300,0.1651,-0.7240,0.2190,8.7271,0.000,0.000,0.109,0.109,0.0,-0.0,7.6,4.4,-7.6,4.4,-1,0,0.460,0.040,6.48
0.0350,0.1651,-0.7240,0.2190,8.7271,0.000,0.000,0.065,0.065,0.0,-0.0,4.6,2.6,-4.6,2.6,0,0,0.480,0.030,8.80
0.0400,0.1651,-0.7240,0.2190,8.7271,0.000,0.000,0.039,0.039,0.0,-0.0,2.7,1.6,-2.7,1.6,0,0,0.490,0.030,8.97
0.0450,0.1651,-0.7240,0.2190,8.7271,0.000,0.000,0.023,0.023,0.0,-0.0,1.6,0.9,-1.6,0.9,0,0,0.470,0.030,5.06
0.0500,0.1651,-0.7240,0.2190,8.7271,0.000,0.000,0.014,0.014,0.0,-0.0,1.0,0.6,-1.0,0.6,0,0,0.470,0.040,5.08
0.0550,0.1651,-0.7240,0.2190,8.7271,0.000,0.000,0.008,0.008,0.0,-0.0,0.6,0.3,-0.6,0.3,0,0,0.490,0.040,5.08
0.0600,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,0.005,0.005,0.0,-0.0,0.4,0.2,-0.4,0.2,0,0,0.490,0.050,5.07
0.0650,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,0.003,0.003,0.0,-0.0,0.2,0.1,-0.2,0.1,0,0,0.480,0.050,6.55
0.0700,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,0.002,0.002,0.0,-0.0,0.1,0.1,-0.1,0.1,0,0,0.490,0.040,7.13
0.0750,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.044,0.001,0.0,-0.0,-3.1,0.0,3.1,0.0,0,0,0.470,0.040,8.70
0.0800,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.071,0.001,0.0,-0.0,-5.0,0.0,5.0,0.0,0,0,0.470,0.040,8.61
0.0850,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.087,0.000,0.0,-0.0,-6.1,0.0,6.1,0.0,0,0,0.470,0.040,5.07
0.0900,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.097,0.000,0.0,-0.0,-6.8,0.0,6.8,0.0,2,0,0.460,0.040,5.57
0.0950,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.103,0.000,0.0,-0.0,-7.2,0.0,7.2,0.0,1,0,0.480,0.050,5.07
0.1000,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.107,0.000,0.0,-0.0,-7.5,0.0,7.5,0.0,1,0,0.460,0.040,6.30
0.1050,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.109,0.000,0.0,-0.0,-7.6,0.0,7.6,0.0,1,0,0.340,0.040,5.08
0.1100,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.110,0.000,0.0,-0.0,-7.7,0.0,7.7,0.0,1,0,0.420,0.040,11.19
0.1150,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.066,0.000,0.0,-0.0,-4.6,0.0,4.6,0.0,1,0,0.420,0.050,5.07
0.1200,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.040,0.000,0.0,-0.0,-2.8,0.0,2.8,0.0,0,0,0.410,0.040,7.56
0.1250,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.024,0.000,0.0,-0.0,-1.7,0.0,1.7,0.0,0,0,0.430,0.050,5.07
0.1300,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.014,0.000,0.0,-0.0,-1.0,0.0,1.0,0.0,0,0,0.420,0.040,5.81
0.1350,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.009,0.000,0.0,-0.0,-0.6,0.0,0.6,0.0,0,0,0.420,0.040,5.08
0.1400,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.005,0.000,0.0,-0.0,-0.4,0.0,0.4,0.0,0,0,0.430,0.040,6.41
0.1450,0.1640,-0.7171,0.2190,8.7271,0.000,0.000,-0.003,0.000,0.0,-0.0,-0.2,0.0,0.2,0.0,0,0,0.430,0.040,5.06
0.1500,0.1640,-0.7171,0.2211,8.7201,0.000,0.000,-0.002,0.000,0.0,-0.0,-0.1,0.0,0.1,0.0,0,0,0.440,0.040,5.07
0.1550,0.1640,-0.7171,0.2211,8.7201,0.000,0.000,-0.001,0.000,0.0,-0.0,-0.1,0.0,0.1,0.0,0,0,0.430,0.040,8.00
0.1600,0.1640,-0.7171,0.2211,8.7201,0.000,0.000,-0.001,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.420,0.040,9.31
0.1650,0.1640,-0.7171,0.2211,8.7201,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,5.07
0.1700,0.1640,-0.7171,0.2211,8.7201,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,5.65
0.1750,0.1628,-0.7102,0.2211,8.7201,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,5.07
0.1800,0.1628,-0.7102,0.2211,8.7201,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,6.28
0.1850,0.1628,-0.7102,0.2211,8.7201,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,5.08
0.1900,0.1628,-0.7102,0.2280,8.7217,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,10.94
0.1950,0.1628,-0.7102,0.2280,8.7217,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.460,0.040,5.07
0.2000,0.1628,-0.7102,0.2280,8.7217,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.420,0.040,7.21
0.2050,0.1628,-0.7102,0.2280,8.7217,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,5.06
0.2100,0.1628,-0.7102,0.2280,8.7217,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.410,0.040,5.07
0.2150,0.1559,-0.7114,0.2280,8.7217,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,5.08
0.2200,0.1559,-0.7114,0.2280,8.7217,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.440,0.040,7.32
0.2250,0.1559,-0.7114,0.2280,8.7217,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.470,0.040,5.90
0.2300,0.1559,-0.7114,0.2290,8.7149,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.450,0.040,5.07
0.2350,0.1559,-0.7114,0.2290,8.7149,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,7.78
0.2400,0.1559,-0.7114,0.2290,8.7149,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,9.34
0.2450,0.1559,-0.7114,0.2290,8.7149,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.440,0.040,5.08
0.2500,0.1559,-0.7114,0.2290,8.7149,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,5.03
0.2550,0.1559,-0.7114,0.2290,8.7149,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.450,0.040,5.12
0.2600,0.1559,-0.7114,0.2290,8.7149,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.420,0.050,6.71
0.2650,0.1559,-0.7114,0.2290,8.7149,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,6.45
0.2700,0.1559,-0.7114,0.2296,8.7148,0.000,0.000,-0.000,0.000,0.0,-0.0,-0.0,0.0,0.0,0.0,0,0,0.430,0.040,8.71
0.2750,0.1559,-0.7114,0.2296,8.7148,0.000,0.000,0.090,0.045,0.0,-0.0,6.3,1.8,-6.3,1.8,0,0,0.420,0.050,5.07
0.2800,0.1559,-0.7114,0.2296,8.7148,0.000,0.000,0.143,0.072,0.0,-0.0,10.0,2.9,-10.0,2.9,0,0,0.430,0.040,7.28
0.2850,0.1559,-0.7114,0.2296,8.7148,0.000,0.000,0.175,0.088,0.0,-0.0,12.3,3.5,-12.3,3.5,0,0,0.410,0.040,5.09
0.2900,0.1559,-0.7114,0.2296,8.7148,0.000,0.000,0.195,0.097,0.0,-0.0,13.6,3.9,-13.6,3.9,-1,0,0.480,0.030,5.07
