t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,dt_ms
0.000,0.2796,3.7,0.1436,-1.8,-0.6979,6.9210,0,0,0.00,0.00,0.000,0.000,0.00,0.00,0.0,0.0,-3.7,-1.8,0.02
0.020,0.2796,3.7,0.1436,-1.8,-0.6979,6.9210,0,0,0.00,0.00,0.000,0.000,0.00,0.00,0.0,0.0,-3.7,-1.8,20.09
0.040,0.3306,3.7,0.1281,-1.8,-0.6979,6.9210,0,1,0.00,0.00,0.000,0.280,0.00,0.00,0.0,0.0,-3.7,-1.8,20.07
0.060,0.3306,3.6,0.1281,-1.8,-0.6979,6.9210,0,0,0.00,0.00,0.010,0.270,0.00,0.00,0.0,0.0,-3.6,-1.8,20.07
0.080,0.3376,3.6,0.1289,-1.8,-0.6979,6.9210,0,0,0.00,0.00,0.020,0.270,0.00,0.00,0.0,0.0,-3.6,-1.8,20.07
0.100,0.3376,3.6,0.1289,-1.8,-0.6979,6.9210,0,0,0.00,0.00,0.020,0.270,0.00,0.00,0.0,0.0,-3.6,-1.8,20.07
0.120,0.3376,3.6,0.1289,-1.8,-0.6979,6.9210,1,0,0.00,0.00,0.030,0.280,0.00,0.00,0.0,0.0,-3.6,-1.8,20.08
0.140,0.3376,3.6,0.1289,-1.8,-0.6979,6.9210,0,0,0.00,0.00,0.030,0.270,0.00,0.00,0.0,0.0,-3.6,-1.8,20.08
0.160,0.3376,3.5,0.1289,-1.8,-0.6979,6.9210,1,0,0.00,0.00,0.040,0.270,0.00,0.00,0.0,0.0,-3.5,-1.8,20.08
0.180,0.3376,3.5,0.1289,-1.8,-0.6979,6.9210,0,0,0.00,0.00,0.050,0.260,0.00,0.00,0.0,0.0,-3.5,-1.8,20.09
0.200,0.3376,2.5,0.1289,-1.6,-0.6910,6.9225,0,0,0.00,0.00,0.050,0.270,0.00,0.00,0.0,0.0,-2.5,-1.6,20.07
0.220,0.3376,2.5,0.1289,-1.6,-0.6910,6.9225,0,0,0.00,0.00,0.060,0.270,0.00,0.00,0.0,0.0,-2.5,-1.6,20.08
0.240,0.3306,2.5,0.1281,-1.6,-0.6910,6.9225,0,0,0.00,0.00,0.060,0.260,0.00,0.00,0.0,0.0,-2.5,-1.6,20.08
0.260,0.3306,2.4,0.1281,-1.6,-0.6910,6.9225,0,0,0.00,0.00,0.060,0.260,0.00,0.00,0.0,0.0,-2.4,-1.6,20.08
