t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,1.6998,-0.6521,-0.2122,6.5843,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-1019.9,0.0,-61,0,0.000,0.000,0.01,
0.0050,1.7060,-0.6444,-0.2122,6.5843,0.000,0.000,0.000,0.000,0.0,-0.0,0.0,0.0,-1023.6,0.0,-61,0,0.000,0.000,121.39,
0.0100,1.6998,-0.6521,-0.1965,6.5848,-0.554,-0.168,0.000,0.000,-5.5,0.8,0.0,0.0,-1014.3,0.8,-790,0,1.340,0.340,40.94,
0.0150,1.6998,-0.6521,-0.1965,6.5848,-1.025,-0.311,0.000,0.000,-10.2,1.6,0.0,0.0,-1009.6,1.6,-842,0,2.510,0.410,16.48,
0.0200,1.6998,-0.6521,-0.1965,6.5848,-1.425,-0.432,0.302,0.000,-14.2,2.2,0.0,0.0,-1005.6,2.2,-863,0,2.130,0.410,5.07,
0.0250,1.6998,-0.6521,-0.1965,6.5848,-1.765,-0.535,0.514,0.000,-17.7,2.7,0.0,0.0,-1002.2,2.7,-876,0,2.090,0.410,8.68,
0.0300,1.6998,-0.6521,-0.1965,6.5848,-2.054,-0.623,0.662,0.000,-20.5,3.1,0.0,0.0,-999.3,3.1,-894,0,1.710,0.400,5.06,
0.0350,1.4337,-0.7289,-0.1965,6.5848,-2.300,-0.697,0.765,0.000,-23.0,3.5,0.0,0.0,-837.2,3.5,-892,0,1.890,0.410,5.06,
0.0400,1.4337,-0.7289,-0.1965,6.5848,-2.509,-0.760,0.838,0.000,-25.1,3.8,58.4,0.0,-893.5,3.8,-906,0,1.920,0.420,5.40,
0.0450,1.4337,-0.7289,-0.1965,6.5848,-3.627,-0.915,0.889,0.000,-36.3,4.6,67.5,0.0,-891.5,4.6,-874,0,1.620,0.400,5.18,
0.0500,1.4337,-0.7289,-0.1651,6.5858,-4.577,-1.046,0.924,0.000,-45.8,5.2,75.0,0.0,-889.4,5.2,-855,0,2.230,0.420,8.19,
0.0550,1.4337,-0.7289,-0.1651,6.5858,-5.384,-1.158,0.613,0.000,-53.8,5.8,70.9,0.0,-877.3,5.8,-866,0,2.040,0.420,10.26,
0.0600,1.4337,-0.7289,-0.1651,6.5858,-6.070,-1.253,0.396,0.000,-60.7,6.3,61.5,0.0,-861.0,6.3,-902,0,2.000,0.430,9.23,
0.0650,1.4337,-0.7289,-0.1651,6.5858,-6.654,-1.333,0.243,0.000,-66.5,6.7,50.4,0.0,-844.0,6.7,-890,0,1.780,0.450,5.07,
0.0700,1.4337,-0.7289,-0.1651,6.5858,-7.150,-1.402,0.137,0.000,-71.5,7.0,0.0,0.0,-788.7,7.0,-900,0,1.360,0.430,5.07,
0.0750,0.8279,-0.7928,-0.1651,6.5858,-7.571,-1.460,0.062,0.000,-75.7,7.3,0.0,0.0,-421.0,7.3,-886,0,1.100,0.470,5.07,
