t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,dt_ms
0.000,-2.0959,1257.5,1.4367,431.0,-0.0005,8.1284,0,0,0.00,0.00,0.000,0.000,0.04
0.020,-2.0764,1245.9,1.4527,435.8,-0.0005,8.1284,0,0,0.00,0.00,0.000,0.000,34.28
0.040,-2.0764,1245.9,1.4527,435.8,-0.9385,7.1316,106,81,0.00,0.00,0.890,0.900,20.09
0.060,-2.0764,1245.9,1.4527,435.8,-0.9385,7.1316,832,337,8.57,2.86,0.650,0.170,20.09
0.080,-2.0764,1245.9,1.4527,435.8,-0.9368,7.0892,918,334,11.43,5.71,1.520,0.010,20.09
0.100,-2.0764,1245.9,1.4527,435.8,-0.9368,7.0892,1008,388,20.00,8.57,1.650,0.020,20.08
0.120,-1.9346,1160.8,1.3763,412.9,-0.9422,7.0809,1098,381,25.71,8.57,2.050,0.210,20.08
0.140,-1.9346,1160.8,1.3763,412.9,-0.9422,7.0809,1147,392,31.43,11.43,2.090,0.480,20.09
0.160,-1.4444,866.6,1.1165,334.9,-0.9422,7.0809,1091,403,37.14,14.29,1.690,0.700,20.09
0.180,-1.4444,866.6,1.1165,334.9,-0.9307,7.1289,1147,414,45.71,17.14,1.960,0.870,20.08
0.200,-1.4444,866.6,1.1165,334.9,-0.9307,7.1289,981,321,51.43,17.14,1.220,0.540,20.08
0.220,-0.7096,425.8,0.7347,0.0,-0.9311,7.1289,960,374,54.29,20.00,0.730,0.220,20.08
0.240,-0.7096,425.8,0.7347,0.0,-0.9311,7.1289,981,331,62.86,22.86,0.780,0.040,20.07
0.260,-0.0156,-0.0,0.3500,0.0,-0.9311,7.1289,694,122,65.71,22.86,0.050,0.330,20.08
0.280,-0.0156,-0.0,0.3500,0.0,-0.8721,7.1312,542,23,68.57,22.86,0.110,0.040,20.08
0.300,-0.0156,-0.0,0.3500,0.0,-0.8721,7.1312,166,15,68.57,22.86,0.120,0.010,20.07
0.320,0.3990,-0.0,0.0842,0.0,-0.8781,7.1295,165,10,71.43,22.86,0.130,0.020,20.07
0.340,0.3990,-0.0,0.0842,0.0,-0.8781,7.1295,93,5,71.43,22.86,0.470,0.040,20.07
0.360,0.4056,-0.0,0.0216,0.0,-0.8781,7.1295,38,4,71.43,22.86,0.290,0.030,20.09
0.380,0.4056,-0.0,0.0216,0.0,-0.8458,7.1761,-3,0,71.43,22.86,0.110,0.030,20.07
0.400,0.4056,-0.0,0.0216,0.0,-0.8458,7.1761,0,0,71.43,22.86,0.090,0.020,20.07
0.420,0.0934,-0.0,0.1153,0.0,-0.8522,7.1751,-32,0,71.43,22.86,0.070,0.040,20.07
0.440,0.0934,-0.0,0.1153,0.0,-0.8522,7.1751,-134,0,71.43,22.86,0.270,0.030,20.08
0.460,-0.3025,-0.0,0.2708,0.0,-0.8522,7.1751,-123,0,68.57,22.86,0.700,0.020,20.10
0.480,-0.3025,-0.0,0.2708,0.0,-0.9046,7.1716,-63,0,68.57,22.86,0.690,0.030,20.08
0.500,-0.3025,-0.0,0.2708,0.0,-0.9046,7.1716,-43,0,68.57,22.86,0.670,0.030,20.07
0.520,-0.5005,300.3,0.3487,0.0,-0.9527,7.1265,-29,0,68.57,22.86,0.650,0.020,20.07
0.540,-0.5005,300.3,0.3487,0.0,-0.9527,7.1265,-3,0,68.57,22.86,0.600,0.020,20.07
0.560,-0.4420,-0.0,0.3265,0.0,-0.9527,7.1265,231,0,68.57,22.86,1.120,0.040,20.08
0.580,-0.4420,-0.0,0.3265,0.0,-0.9356,7.0838,235,0,71.43,22.86,1.280,0.050,20.08
0.600,-0.4420,-0.0,0.3265,0.0,-0.9356,7.0838,48,0,71.43,22.86,0.740,0.040,20.07
0.620,-0.2196,-0.0,0.2161,0.0,-0.9272,7.0783,45,0,71.43,22.86,0.720,0.040,20.07
0.640,-0.2196,-0.0,0.2161,0.0,-0.9272,7.0783,50,0,71.43,22.86,0.610,0.040,20.07
0.660,-0.0124,-0.0,0.1183,0.0,-0.9272,7.0783,61,0,71.43,22.86,0.480,0.030,20.08
0.680,-0.0124,-0.0,0.1183,0.0,-0.8737,7.1232,58,0,71.43,22.86,0.410,0.030,20.08
0.700,-0.0124,-0.0,0.1183,0.0,-0.8737,7.1232,24,0,71.43,22.86,0.410,0.020,20.07
0.720,0.0623,-0.0,0.0768,0.0,-0.8827,7.1280,5,0,71.43,22.86,0.480,0.010,20.07
0.740,0.0623,-0.0,0.0768,0.0,-0.8827,7.1280,-6,0,71.43,22.86,0.530,0.010,20.07
0.760,-0.0124,-0.0,0.1183,0.0,-0.8827,7.1280,-10,0,71.43,22.86,0.570,0.020,20.08
0.780,-0.0124,-0.0,0.1183,0.0,-0.8981,7.1284,-18,0,71.43,22.86,0.620,0.020,20.08
0.800,-0.0124,-0.0,0.1183,0.0,-0.8981,7.1284,-19,0,71.43,22.86,0.690,0.010,20.09
0.820,-0.1108,-0.0,0.1853,0.0,-0.8981,7.1284,-17,0,71.43,22.86,0.720,0.010,20.08
0.840,-0.1108,-0.0,0.1853,0.0,-0.8981,7.1284,-8,0,71.43,22.86,0.730,0.020,20.07
0.860,-0.1361,-0.0,0.2249,0.0,-0.8981,7.1284,-4,0,71.43,22.86,0.690,0.010,20.09
0.880,-0.1361,-0.0,0.2249,0.0,-0.9465,7.1296,0,0,71.43,22.86,0.670,0.010,20.09
0.900,-0.1361,-0.0,0.2249,0.0,-0.9465,7.1296,4,0,71.43,22.86,0.660,0.000,20.07
0.920,-0.0991,-0.0,0.2076,0.0,-0.9344,7.1752,6,0,71.43,22.86,0.630,0.020,20.07
0.940,-0.0991,-0.0,0.2076,0.0,-0.9344,7.1752,5,0,71.43,22.86,0.620,0.010,20.06
0.960,-0.0614,-0.0,0.1834,0.0,-0.9344,7.1752,5,0,71.43,22.86,0.610,0.030,20.09
0.980,-0.0614,-0.0,0.1834,0.0,-0.8832,7.1788,2,0,71.43,22.86,0.610,0.030,20.07
1.000,-0.0614,-0.0,0.1834,0.0,-0.8832,7.1788,0,0,71.43,22.86,0.620,0.030,20.07
1.020,-0.0676,-0.0,0.1758,0.0,-0.9334,7.1327,0,0,71.43,22.86,0.630,0.020,20.08
1.040,-0.0676,-0.0,0.1758,0.0,-0.9334,7.1327,0,0,71.43,22.86,0.630,0.010,20.07
1.060,-0.0969,-0.0,0.1868,0.0,-0.9334,7.1327,0,1,71.43,22.86,0.630,0.010,20.09
1.080,-0.0969,-0.0,0.1868,0.0,-0.9388,7.1298,-1,0,71.43,22.86,0.630,0.020,20.07
1.100,-0.0969,-0.0,0.1868,0.0,-0.9388,7.1298,0,0,71.43,22.86,0.630,0.030,20.09
1.120,-0.1207,-0.0,0.2124,0.0,-0.8960,7.1312,0,0,71.43,22.86,0.630,0.020,20.07
1.140,-0.1207,-0.0,0.2124,0.0,-0.8960,7.1312,0,0,71.43,22.86,0.630,0.010,20.08
1.160,-0.1145,-0.0,0.2201,0.0,-0.8960,7.1312,0,0,71.43,22.86,0.630,0.030,20.09
1.180,-0.1145,-0.0,0.2201,0.0,-0.8912,7.1315,0,0,71.43,22.86,0.620,0.020,20.07
1.200,-0.1145,-0.0,0.2201,0.0,-0.8912,7.1315,0,0,71.43,22.86,0.620,0.010,20.08
1.220,-0.1061,-0.0,0.2069,0.0,-0.8912,7.1315,0,0,71.43,22.86,0.630,0.030,20.07
1.240,-0.1061,-0.0,0.2069,0.0,-0.8912,7.1315,0,0,71.43,22.86,0.630,0.010,20.07
1.260,-0.0976,-0.0,0.1937,0.0,-0.8912,7.1315,0,0,71.43,22.86,0.630,0.030,20.09
1.280,-0.0976,-0.0,0.1937,0.0,-0.9333,7.0833,0,0,71.43,22.86,0.630,0.020,20.07
1.300,-0.0976,-0.0,0.1937,0.0,-0.9333,7.0833,0,0,71.43,22.86,0.630,0.010,20.10
1.320,-0.0830,-0.0,0.1882,0.0,-0.9398,7.0818,0,0,71.43,22.86,0.630,0.020,20.09
1.340,-0.0830,-0.0,0.1882,0.0,-0.9398,7.0818,0,0,71.43,22.86,0.630,0.030,20.07
1.360,-0.0830,-0.0,0.1882,0.0,-0.9398,7.0818,0,0,71.43,22.86,0.630,0.020,20.07
1.380,-0.0830,-0.0,0.1882,0.0,-0.9388,7.0866,0,0,71.43,22.86,0.620,0.010,20.08
1.400,-0.0830,-0.0,0.1882,0.0,-0.9388,7.0866,0,0,71.43,22.86,0.630,0.030,20.07
1.420,-0.0844,-0.0,0.2021,0.0,-0.9374,7.0797,0,0,71.43,22.86,0.620,0.000,20.07
1.440,-0.0844,-0.0,0.2021,0.0,-0.9374,7.0797,0,0,71.43,22.86,0.630,0.000,20.07
1.460,-0.0837,-0.0,0.1952,0.0,-0.9374,7.0797,-1,0,71.43,22.86,0.630,0.000,20.09
1.480,-0.0837,-0.0,0.1952,0.0,-0.9348,7.0785,0,0,71.43,22.86,0.630,0.010,20.07
1.500,-0.0837,-0.0,0.1952,0.0,-0.9348,7.0785,0,0,71.43,22.86,0.620,0.010,20.08
1.520,-0.0691,-0.0,0.1897,0.0,-0.9348,7.0785,0,0,71.43,22.86,0.630,0.010,20.09
1.540,-0.0691,-0.0,0.1897,0.0,-0.9348,7.0785,0,0,71.43,22.86,0.620,0.000,20.07
1.560,-0.0391,-0.0,0.1717,0.0,-0.9348,7.0785,1,0,71.43,22.86,0.620,0.010,20.08
1.580,-0.0391,-0.0,0.1717,0.0,-0.9348,7.0785,0,0,71.43,22.86,0.620,0.020,20.08
1.600,-0.0391,-0.0,0.1717,0.0,-0.9348,7.0785,0,0,71.43,22.86,0.620,0.030,20.09
1.620,-0.0391,-0.0,0.1717,0.0,-0.9333,7.0716,0,0,71.43,22.86,0.630,0.020,20.08
1.640,-0.0391,-0.0,0.1717,0.0,-0.9333,7.0716,0,0,71.43,22.86,0.620,0.020,20.07
1.660,-0.0537,-0.0,0.1772,0.0,-0.9333,7.0716,0,0,71.43,22.86,0.620,0.020,20.07
1.680,-0.0537,-0.0,0.1772,0.0,-0.9353,7.0707,0,0,71.43,22.86,0.620,0.000,20.08
1.700,-0.0537,-0.0,0.1772,0.0,-0.9353,7.0707,0,0,71.43,22.86,0.630,0.010,20.08
1.720,-0.0544,-0.0,0.1842,0.0,-0.9377,7.1146,0,0,71.43,22.86,0.630,0.010,20.07
1.740,-0.0544,-0.0,0.1842,0.0,-0.9377,7.1146,0,0,71.43,22.86,0.620,0.000,20.07
1.760,-0.0252,-0.0,0.1732,0.0,-0.9377,7.1146,0,0,71.43,22.86,0.630,0.010,20.08
1.780,-0.0252,-0.0,0.1732,0.0,-0.9326,7.1229,0,0,71.43,22.86,0.620,0.020,20.09
1.800,-0.0252,-0.0,0.1732,0.0,-0.9326,7.1229,0,0,71.43,22.86,0.620,0.030,20.07
1.820,-0.0105,-0.0,0.1677,0.0,-0.9331,7.1229,0,0,71.43,22.86,0.620,0.010,20.07
1.840,-0.0105,-0.0,0.1677,0.0,-0.9331,7.1229,0,0,71.43,22.86,0.620,0.020,20.07
1.860,-0.0167,-0.0,0.1600,0.0,-0.9331,7.1229,0,0,71.43,22.86,0.620,0.010,20.08
1.880,-0.0167,-0.0,0.1600,0.0,-0.9365,7.1206,0,0,71.43,22.86,0.620,0.000,20.10
1.900,-0.0167,-0.0,0.1600,0.0,-0.9365,7.1206,0,0,71.43,22.86,0.620,0.010,20.08
1.920,-0.0244,-0.0,0.1662,0.0,-0.9380,7.1274,-1,0,71.43,22.86,0.620,0.000,20.08
1.940,-0.0244,-0.0,0.1662,0.0,-0.9380,7.1274,0,0,71.43,22.86,0.620,0.000,20.07
1.960,-0.0112,-0.0,0.1746,0.0,-0.9380,7.1274,0,0,71.43,22.86,0.620,0.010,20.08
1.980,-0.0112,-0.0,0.1746,0.0,-0.9383,7.1277,0,0,71.43,22.86,0.620,0.000,20.09
2.000,-0.0112,-0.0,0.1746,0.0,-0.9383,7.1277,0,0,71.43,22.86,0.620,0.010,20.08
2.020,0.0027,-0.0,0.1761,0.0,-0.9368,7.1208,0,0,71.43,22.86,0.630,0.010,20.09
2.040,0.0027,-0.0,0.1761,0.0,-0.9368,7.1208,0,0,71.43,22.86,0.620,0.010,20.07
2.060,0.0111,-0.0,0.1629,0.0,-0.9368,7.1208,0,0,71.43,22.86,0.620,0.010,20.08
2.080,0.0111,-0.0,0.1629,0.0,-0.9383,7.1207,0,0,71.43,22.86,0.620,0.010,20.08
