t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,dt_ms
1.200,0.1378,-0.0,0.5573,0.0,-0.3003,5.4807,0,0,0.00,0.00,0.450,0.420,0.00,0.00,20.07
1.220,0.1368,-0.0,0.5642,0.0,-0.3003,5.4807,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.07
1.240,0.1368,-0.0,0.5642,0.0,-0.3003,5.4807,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.07
1.260,0.1368,-0.0,0.5642,0.0,-0.3003,5.4807,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.07
1.280,0.1368,-0.0,0.5642,0.0,-0.3003,5.4807,0,0,0.00,0.00,0.460,0.420,0.00,0.00,20.07
1.300,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.450,0.430,0.00,0.00,20.07
1.320,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.440,0.410,0.00,0.00,20.08
1.340,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.460,0.410,0.00,0.00,20.08
1.360,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.460,0.420,0.00,0.00,20.07
1.380,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.450,0.420,0.00,0.00,20.07
1.400,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.07
1.420,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.480,0.410,0.00,0.00,20.07
1.440,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.08
1.460,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.450,0.420,0.00,0.00,20.07
1.480,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.07
1.500,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.470,0.430,0.00,0.00,20.07
1.520,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.450,0.440,0.00,0.00,20.07
1.540,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.450,0.430,0.00,0.00,20.07
1.560,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.460,0.410,0.00,0.00,20.07
1.580,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.450,0.440,0.00,0.00,20.07
1.600,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.460,0.420,0.00,0.00,20.07
1.620,0.1378,-0.0,0.5573,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.06
1.640,0.1378,-0.0,0.5573,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.450,0.430,0.00,0.00,20.07
1.660,0.1378,-0.0,0.5573,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.460,0.420,0.00,0.00,20.07
1.680,0.1378,-0.0,0.5573,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.480,0.430,0.00,0.00,20.07
1.700,0.1378,-0.0,0.5573,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.470,0.430,0.00,0.00,20.07
1.720,0.1378,-0.0,0.5573,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.460,0.410,0.00,0.00,20.06
1.740,0.1378,-0.0,0.5573,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.07
1.760,0.1378,-0.0,0.5573,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.08
1.780,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.460,0.410,0.00,0.00,20.10
1.800,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.450,0.430,0.00,0.00,20.07
1.820,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.450,0.430,0.00,0.00,20.07
1.840,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.08
1.860,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.450,0.420,0.00,0.00,20.07
1.880,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.470,0.430,0.00,0.00,20.08
1.900,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.08
1.920,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.470,0.430,0.00,0.00,20.07
1.940,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.460,0.410,0.00,0.00,20.07
1.960,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.460,0.440,0.00,0.00,20.07
1.980,0.1368,-0.0,0.5642,0.0,-0.3210,5.4773,0,0,0.00,0.00,0.460,0.440,0.00,0.00,20.07
2.000,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.07
2.020,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.07
2.040,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.09
2.060,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.09
2.080,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.07
2.100,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.470,0.430,0.00,0.00,20.07
2.120,0.1368,-0.0,0.5642,0.0,-0.3141,5.4785,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.08
2.140,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.480,0.410,0.00,0.00,20.08
2.160,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.470,0.430,0.00,0.00,20.08
2.180,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.07
2.200,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.460,0.420,0.00,0.00,20.08
2.220,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.08
2.240,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.460,0.420,0.00,0.00,20.08
2.260,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.460,0.420,0.00,0.00,20.07
2.280,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.470,0.410,0.00,0.00,20.08
2.300,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.470,0.410,0.00,0.00,20.07
2.320,0.1368,-0.0,0.5642,0.0,-0.3072,5.4796,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.08
2.340,0.1368,-0.0,0.5642,0.0,-0.3014,5.4877,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.08
2.360,0.1368,-0.0,0.5642,0.0,-0.3014,5.4877,0,0,0.00,0.00,0.460,0.410,0.00,0.00,20.08
2.380,0.1368,-0.0,0.5642,0.0,-0.3014,5.4877,0,0,0.00,0.00,0.480,0.420,0.00,0.00,20.07
2.400,0.1368,-0.0,0.5642,0.0,-0.3014,5.4877,0,0,0.00,0.00,0.480,0.420,0.00,0.00,20.07
2.420,0.1368,-0.0,0.5642,0.0,-0.3014,5.4877,0,0,0.00,0.00,0.480,0.420,0.00,0.00,20.07
2.440,0.1368,-0.0,0.5642,0.0,-0.3014,5.4877,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.07
2.460,0.1368,-0.0,0.5642,0.0,-0.3014,5.4877,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.07
2.480,0.1368,-0.0,0.5642,0.0,-0.3014,5.4877,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.07
2.500,0.1368,-0.0,0.5642,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.470,0.410,0.00,0.00,20.08
2.520,0.1368,-0.0,0.5642,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.470,0.410,0.00,0.00,20.09
2.540,0.1368,-0.0,0.5642,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.470,0.400,0.00,0.00,20.07
2.560,0.1368,-0.0,0.5642,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.09
2.580,0.1368,-0.0,0.5642,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.450,0.410,0.00,0.00,20.07
2.600,0.1368,-0.0,0.5642,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.450,0.420,0.00,0.00,20.07
2.620,0.1368,-0.0,0.5642,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.06
2.640,0.1368,-0.0,0.5642,0.0,-0.2933,5.4819,0,0,0.00,0.00,0.450,0.430,0.00,0.00,20.07
2.660,0.1368,-0.0,0.5642,0.0,-0.2933,5.4819,0,0,0.00,0.00,0.450,0.430,0.00,0.00,20.07
2.680,0.1368,-0.0,0.5642,0.0,-0.2933,5.4819,0,0,0.00,0.00,0.470,0.430,0.00,0.00,20.07
2.700,0.1368,-0.0,0.5642,0.0,-0.2933,5.4819,0,0,0.00,0.00,0.460,0.430,0.00,0.00,20.07
2.720,0.1368,-0.0,0.5642,0.0,-0.2933,5.4819,0,0,0.00,0.00,0.450,0.430,0.00,0.00,20.07
2.740,0.1368,-0.0,0.5642,0.0,-0.2933,5.4819,0,0,0.00,0.00,0.460,0.420,0.00,0.00,20.07
2.760,0.1368,-0.0,0.5642,0.0,-0.2933,5.4819,0,0,0.00,0.00,0.450,0.430,0.00,0.00,20.07
2.780,0.1368,-0.0,0.5642,0.0,-0.2933,5.4819,0,0,0.00,0.00,0.460,0.420,0.00,0.00,20.06
2.800,0.1368,-0.0,0.5642,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.470,0.410,0.00,0.00,20.07
2.820,0.1299,-0.0,0.5632,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.06
2.840,0.1299,-0.0,0.5632,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.480,0.410,0.00,0.00,20.08
2.860,0.1299,-0.0,0.5632,0.0,-0.2945,5.4888,0,0,0.00,0.00,0.460,0.420,0.00,0.00,20.08
2.880,0.1299,-0.0,0.5632,0.0,-0.2876,5.4899,0,0,0.00,0.00,0.460,0.410,0.00,0.00,20.07
2.900,0.1299,-0.0,0.5632,0.0,-0.2876,5.4899,0,0,0.00,0.00,0.470,0.430,0.00,0.00,20.07
2.920,0.1368,-0.0,0.5642,0.0,-0.2876,5.4899,0,0,0.00,0.00,0.460,0.410,0.00,0.00,20.07
2.940,0.1368,-0.0,0.5642,0.0,-0.2876,5.4899,0,0,0.00,0.00,0.470,0.420,0.00,0.00,20.07
2.960,0.1368,-0.0,0.5642,0.0,-0.2876,5.4899,0,0,0.00,0.00,0.480,0.420,0.00,0.00,20.07
2.980,0.1368,9.0,0.5642,-10.1,-0.2887,5.4969,0,0,0.00,0.00,0.470,0.420,-0.45,-0.67,20.07
3.000,0.1368,9.0,0.5642,-10.1,-0.2887,5.4969,0,0,0.00,0.00,0.480,0.410,-0.45,-0.67,20.07
3.020,0.1132,9.0,0.5325,-10.1,-0.2887,5.4969,1,0,0.00,0.00,0.430,0.470,-0.45,-0.67,20.06
3.040,0.1132,6.7,0.5325,0.0,-0.2887,5.4969,0,0,0.00,0.00,0.410,0.500,-0.34,0.00,20.07
3.060,0.1132,6.7,0.5325,0.0,-0.2887,5.4969,1,-1,0.00,0.00,0.420,0.510,-0.34,0.00,20.07
3.080,0.1032,2.2,0.5522,16.8,-0.2844,5.5119,1,0,0.00,0.00,0.390,0.500,-0.11,1.12,20.07
3.100,0.1032,2.2,0.5522,16.8,-0.2844,5.5119,1,-1,0.00,0.00,0.390,0.500,-0.11,1.12,20.07
3.120,0.1041,2.2,0.5948,16.8,-0.2844,5.5119,0,0,0.00,0.00,0.380,0.400,-0.11,1.12,20.06
3.140,0.1041,-4.5,0.5948,0.0,-0.2855,5.5188,0,0,0.00,0.00,0.390,0.400,0.22,0.00,20.07
3.160,0.1041,-4.5,0.5948,0.0,-0.2855,5.5188,1,2,0.00,0.00,0.390,0.380,0.22,0.00,20.07
3.180,0.1071,-2.2,0.5740,-10.1,-0.2878,5.5327,0,0,0.00,0.00,0.390,0.380,0.11,-0.67,20.07
3.200,0.1071,-2.2,0.5740,-10.1,-0.2878,5.5327,0,0,0.00,0.00,0.410,0.400,0.11,-0.67,20.07
3.220,0.1240,-2.2,0.5553,-10.1,-0.2878,5.5327,0,0,0.00,0.00,0.420,0.300,0.11,-0.67,20.07
3.240,0.1240,-4.5,0.5553,6.7,-0.3082,5.5292,0,-2,0.00,0.00,0.410,0.470,0.22,0.45,20.07
3.260,0.1240,-4.5,0.5553,6.7,-0.3082,5.5292,0,-2,0.00,0.00,0.430,0.480,0.22,0.45,20.07
3.280,0.1358,-4.5,0.5711,-5.0,-0.3048,5.5084,0,0,0.00,0.00,0.420,0.400,0.22,-0.34,20.07
3.300,0.1358,-4.5,0.5711,-5.0,-0.3048,5.5084,0,0,0.00,0.00,0.410,0.410,0.22,-0.34,20.07
3.320,0.1388,-4.5,0.5504,-5.0,-0.3048,5.5084,0,0,0.00,0.00,0.420,0.440,0.22,-0.34,20.06
3.340,0.1388,-0.0,0.5504,-8.4,-0.3074,5.5223,0,0,0.00,0.00,0.430,0.470,0.00,-0.56,20.07
3.360,0.1388,-0.0,0.5504,-8.4,-0.3074,5.5223,0,0,0.00,0.00,0.340,0.480,0.00,-0.56,20.07
3.380,0.1399,2.2,0.5434,13.4,-0.3036,5.5442,0,0,0.00,0.00,0.440,0.500,-0.11,0.90,20.07
3.400,0.1399,2.2,0.5434,13.4,-0.3036,5.5442,0,-1,0.00,0.00,0.430,0.520,-0.11,0.90,20.07
3.420,0.1397,2.2,0.5929,13.4,-0.3036,5.5442,0,0,0.00,0.00,0.430,0.370,-0.11,0.90,20.07
3.440,0.1397,4.5,0.5929,8.4,-0.3151,5.5281,0,0,0.00,0.00,0.420,0.420,-0.22,0.56,20.07
3.460,0.1397,4.5,0.5929,8.4,-0.3151,5.5281,0,0,0.00,0.00,0.420,0.390,-0.22,0.56,20.07
3.480,0.1259,-0.0,0.5909,-16.8,-0.3140,5.5212,0,1,0.00,0.00,0.410,0.390,0.00,-1.12,20.06
3.500,0.1259,-0.0,0.5909,-16.8,-0.3140,5.5212,0,1,0.00,0.00,0.410,0.390,0.00,-1.12,20.07
3.520,0.1181,-0.0,0.5473,-16.8,-0.3140,5.5212,0,-1,0.00,0.00,0.420,0.420,0.00,-1.12,20.07
3.540,0.1181,2.2,0.5473,-3.4,-0.3221,5.5270,0,-1,0.00,0.00,0.400,0.470,-0.11,-0.22,20.07
3.560,0.1181,2.2,0.5473,-3.4,-0.3221,5.5270,0,-2,0.00,0.00,0.420,0.500,-0.11,-0.22,20.07
3.580,0.1160,-2.2,0.5612,16.8,-0.3174,5.5419,0,0,0.00,0.00,0.420,0.490,0.11,1.12,20.06
3.600,0.1160,-2.2,0.5612,16.8,-0.3174,5.5419,0,0,0.00,0.00,0.400,0.490,0.11,1.12,20.07
3.620,0.1239,-2.2,0.6047,16.8,-0.3174,5.5419,0,1,0.00,0.00,0.400,0.400,0.11,1.12,20.07
3.640,0.1239,-9.0,0.6047,-1.7,-0.3159,5.5350,0,0,0.00,0.00,0.420,0.380,0.45,-0.11,20.07
3.660,0.1239,-9.0,0.6047,-1.7,-0.3159,5.5350,-1,2,0.00,0.00,0.420,0.360,0.45,-0.11,20.07
3.680,0.1338,-0.0,0.5849,-13.4,-0.3217,5.5269,-1,0,0.00,0.00,0.070,0.400,0.00,-0.90,20.06
3.700,0.1338,-0.0,0.5849,-13.4,-0.3217,5.5269,0,0,0.00,0.00,0.460,0.410,0.00,-0.90,20.07
3.720,0.1389,-0.0,0.5503,-13.4,-0.3217,5.5269,0,0,0.00,0.00,0.420,0.440,0.00,-0.90,20.07
3.740,0.1389,-2.2,0.5503,1.7,-0.3217,5.5269,0,-1,0.00,0.00,0.430,0.480,0.11,0.11,20.07
3.760,0.1389,-2.2,0.5503,1.7,-0.3217,5.5269,0,-2,0.00,0.00,0.430,0.510,0.11,0.11,20.07
3.780,0.1497,-6.7,0.5731,11.8,-0.3171,5.5419,0,0,0.00,0.00,0.430,0.480,0.34,0.78,20.06
3.800,0.1497,-6.7,0.5731,11.8,-0.3171,5.5419,0,0,0.00,0.00,0.460,0.470,0.34,0.78,20.07
3.820,0.1595,-6.7,0.6028,11.8,-0.3171,5.5419,-2,0,0.00,0.00,0.480,0.400,0.34,0.78,20.07
3.840,0.1595,-0.0,0.6028,1.7,-0.3179,5.5488,0,0,0.00,0.00,0.490,0.400,0.00,0.11,20.07
3.860,0.1595,-0.0,0.6028,1.7,-0.3179,5.5488,0,0,0.00,0.00,0.500,0.390,0.00,0.11,20.09
3.880,0.1605,-0.0,0.5959,-11.8,-0.3225,5.5338,0,0,0.00,0.00,0.490,0.390,0.00,-0.78,20.15
3.900,0.1605,-0.0,0.5959,-11.8,-0.3225,5.5338,0,0,0.00,0.00,0.490,0.400,0.00,-0.78,20.07
3.920,0.1576,-0.0,0.5672,-11.8,-0.3225,5.5338,0,0,0.00,0.00,0.490,0.450,0.00,-0.78,20.07
3.940,0.1576,2.2,0.5672,-8.4,-0.3145,5.5280,0,-1,0.00,0.00,0.480,0.460,-0.11,-0.56,20.08
3.960,0.1576,2.2,0.5672,-8.4,-0.3145,5.5280,0,0,0.00,0.00,0.490,0.500,-0.11,-0.56,20.07
3.980,0.1576,2.2,0.5672,10.1,-0.3237,5.5407,0,-1,0.00,0.00,0.490,0.510,-0.11,0.67,20.06
4.000,0.1576,2.2,0.5672,10.1,-0.3237,5.5407,0,-2,0.00,0.00,0.480,0.510,-0.11,0.67,20.10
4.020,0.1585,2.2,0.6097,10.1,-0.3237,5.5407,0,0,0.00,0.00,0.470,0.450,-0.11,0.67,20.09
4.040,0.1585,-6.7,0.6097,8.4,-0.3248,5.5477,0,0,0.00,0.00,0.460,0.150,0.34,0.56,20.07
4.060,0.1585,-6.7,0.6097,8.4,-0.3248,5.5477,0,0,0.00,0.00,0.460,0.410,0.34,0.56,20.07
4.080,0.1644,-0.0,0.6177,-11.8,-0.3294,5.5327,-1,1,0.00,0.00,0.490,0.410,0.00,-0.78,20.07
4.100,0.1644,-0.0,0.6177,-11.8,-0.3294,5.5327,0,1,0.00,0.00,0.510,0.390,0.00,-0.78,20.07
