t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,d_roll_erpm,d_pitch_erpm,dt_ms
0.000,-0.0895,-0.5,-0.4288,0.0,-0.9304,6.5141,0,0,0.00,0.00,0.000,0.000,0.03,0.00,0.5,0.0,0.01
0.020,-0.0895,-0.4,-0.4288,0.0,-0.9304,6.5141,0,0,0.00,0.00,0.000,0.000,0.02,0.00,0.4,0.0,42.73
0.040,-0.0895,-0.2,-0.4288,0.0,-0.9304,6.5141,3,-1,0.00,0.00,0.350,0.050,0.02,0.00,0.2,0.0,20.09
0.060,-0.0895,-0.2,-0.4288,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.010,0.000,0.01,0.00,0.2,0.0,20.07
0.080,-0.0895,-0.1,-0.4288,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.300,0.040,0.01,0.00,0.1,0.0,20.07
0.100,-0.0895,-0.1,-0.4288,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.310,0.040,0.01,0.00,0.1,0.0,20.09
0.120,-0.0895,-0.1,-0.4288,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.300,0.040,0.00,0.00,0.1,0.0,20.07
0.140,-0.0905,-0.0,-0.4218,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.300,0.040,0.00,0.00,0.0,0.0,20.08
0.160,-0.0905,-0.0,-0.4218,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.300,0.040,0.00,0.00,0.0,0.0,20.09
0.180,-0.0905,-0.0,-0.4218,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.300,0.040,0.00,0.00,0.0,0.0,20.07
0.200,-0.0905,-0.0,-0.4218,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.300,0.040,0.00,0.00,0.0,0.0,20.09
0.220,-0.0905,-0.0,-0.4218,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.310,0.040,0.00,0.00,0.0,0.0,20.07
0.240,-0.0905,-0.0,-0.4218,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.310,0.040,0.00,0.00,0.0,0.0,20.08
0.260,-0.0905,-0.0,-0.4218,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.310,0.040,0.00,0.00,0.0,0.0,20.07
0.280,-0.0905,-0.0,-0.4218,0.0,-0.9292,6.5071,0,0,0.00,0.00,0.300,0.040,0.00,0.00,0.0,0.0,20.07
