t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms
0.0000,-1.2657,8.4397,0.1877,8.0169,0.017,-0.050,0.134,0.000,0.2,0.3,9.4,0.0,749.9,2110.2,0,0,0.000,0.000,0.01
0.0050,-1.2657,8.4397,0.1877,8.0169,0.014,-0.043,0.215,0.000,0.1,0.2,15.0,0.0,744.2,2110.1,0,0,0.000,0.000,40.85
0.0100,-1.2657,8.4397,0.1877,8.0169,0.012,-0.036,0.263,0.000,0.1,0.2,18.4,0.0,740.9,2110.1,197,162,1.120,1.660,7.55
0.0150,-1.2652,8.4328,0.1877,8.0169,0.010,-0.031,0.292,0.000,0.1,0.2,20.5,0.0,738.5,2108.3,623,982,0.110,3.900,5.08
0.0200,-1.2652,8.4328,0.1877,8.0169,0.009,-0.026,0.310,0.000,0.1,0.1,21.7,0.0,737.3,2108.3,636,1842,0.630,0.450,8.83
0.0250,-1.2652,8.4328,0.1786,8.0117,0.007,-0.022,0.320,0.000,0.1,0.1,22.4,0.0,736.6,2108.3,513,1701,0.040,0.650,8.12
0.0300,-1.2652,8.4328,0.1786,8.0117,0.006,-0.019,0.103,-0.090,0.1,0.1,7.2,-3.6,751.9,2104.7,588,1752,0.260,1.480,9.23
0.0350,-1.2652,8.4328,0.1786,8.0117,0.005,-0.016,-0.028,-0.143,0.1,0.1,-2.0,-5.7,761.0,2102.5,593,1872,0.440,0.600,9.30
0.0400,-1.2652,8.4328,0.1786,8.0117,0.005,-0.014,-0.106,-0.175,0.0,0.1,-7.4,-7.0,766.5,2101.2,570,1877,0.820,0.200,5.08
0.0450,-1.2652,8.4328,0.1786,8.0117,0.004,-0.012,-0.153,-0.195,0.0,0.1,-10.7,-7.8,769.8,2100.5,571,1866,0.990,0.590,5.07
0.0500,-1.2369,8.2954,0.1786,8.0117,0.003,-0.010,-0.182,-0.206,0.0,0.0,-12.7,-8.3,754.8,2065.6,580,1904,1.220,0.930,5.07
0.0550,-1.2369,8.2954,0.1786,8.0117,0.372,-1.553,-0.198,-0.213,3.7,7.8,-13.9,-8.5,752.3,2073.1,599,1962,1.310,0.800,8.19
0.0600,-1.2369,8.2954,0.1735,8.0203,0.686,-2.864,-0.209,-0.218,6.9,14.3,-14.6,-8.7,749.9,2079.5,578,1953,1.390,0.180,8.09
0.0650,-1.2369,8.2954,0.1735,8.0203,0.952,-3.979,-0.483,-0.041,9.5,19.9,-33.8,-1.6,766.4,2092.1,598,1968,1.560,0.230,9.30
0.0700,-1.2369,8.2954,0.1735,8.0203,1.179,-4.926,-0.648,0.065,11.8,24.6,-45.4,2.6,775.7,2101.1,617,2000,1.280,0.650,9.22
0.0750,-1.2369,8.2954,0.1735,8.0203,1.371,-5.732,-0.747,0.128,13.7,28.7,-52.3,5.1,780.7,2107.6,626,2000,1.300,0.540,5.07
0.0800,-1.2369,8.2954,0.1735,8.0203,1.535,-6.416,-0.806,0.167,15.3,32.1,-56.4,6.7,783.2,2112.6,676,2016,1.140,0.160,5.07
0.0850,-1.0469,7.6077,0.1735,8.0203,1.674,-6.998,-0.842,0.189,16.7,35.0,-58.9,7.6,670.3,1944.5,684,2020,0.910,0.010,5.07
0.0900,-1.0469,7.6077,0.1735,8.0203,2.665,-8.970,-0.863,0.203,26.6,44.8,-60.4,8.1,661.9,1954.9,673,2053,1.320,0.400,8.15
0.0950,-1.0469,7.6077,0.1513,8.0188,3.507,-10.646,-0.876,0.211,35.1,53.2,-61.3,8.5,654.4,1963.6,627,2006,1.000,0.380,8.05
0.1000,-1.0469,7.6077,0.1513,8.0188,4.223,-12.070,-0.570,0.037,42.2,60.4,-39.9,1.5,625.8,1963.8,634,1916,1.420,0.250,8.93
0.1050,-1.0469,7.6077,0.1513,8.0188,4.832,-13.281,-0.387,-0.067,48.3,66.4,-27.1,-2.7,606.9,1965.7,663,1928,1.290,0.150,9.25
0.1100,-1.0469,7.6077,0.1513,8.0188,5.349,-14.311,-0.277,-0.130,53.5,71.6,-19.4,-5.2,594.0,1968.3,643,1943,1.290,0.520,5.07
0.1150,-1.0469,7.6077,0.1513,8.0188,5.789,-15.185,-0.211,-0.167,57.9,75.9,-14.8,-6.7,585.0,1971.2,642,1959,1.330,0.680,5.15
