t_s,imu1_roll_deg,imu1_pitch_deg,imu2_roll_deg,imu2_pitch_deg,imu1_roll_rate_dps,imu1_pitch_rate_dps,imu2_roll_rate_dps,imu2_pitch_rate_dps,i_roll_erpm,i_pitch_erpm,d_roll_erpm,d_pitch_erpm,ff_roll_erpm,ff_pitch_erpm,cmd_roll_erpm,cmd_pitch_erpm,motor_roll_erpm,motor_pitch_erpm,motor_roll_amps,motor_pitch_amps,dt_ms,gain_event
0.0000,0.9891,0.3165,0.0086,-0.0049,-0.017,0.017,-0.045,0.000,0.0,0.0,-0.2,0.2,0.0,0.0,-593.3,0.2,0,0,0.000,0.000,0.01,
0.0050,1.0089,0.3265,-0.0022,0.1951,-0.014,0.014,-0.072,0.000,0.1,0.0,-0.1,0.1,0.0,0.0,-605.3,0.1,0,0,0.000,0.000,40.62,
0.0100,1.0089,0.3265,-0.0022,0.1951,-0.012,0.012,-0.088,0.000,0.2,0.0,-0.1,0.1,0.0,0.0,-605.4,0.1,-457,0,0.340,0.000,12.76,
0.0150,1.0089,0.3265,-0.0022,0.1951,-0.010,0.010,-0.097,0.000,0.2,0.0,-0.1,0.1,0.0,0.0,-605.4,0.1,-473,0,0.160,0.000,5.07,
0.0200,1.0089,0.3265,-0.0022,0.1951,-0.009,0.009,-0.058,0.000,0.2,0.0,-0.1,0.1,0.0,0.0,-605.5,0.1,-407,0,0.120,0.000,5.07,
0.0250,1.0089,0.3265,-0.0022,0.1951,-0.007,0.007,-0.035,0.000,0.2,0.0,-0.1,0.1,0.0,0.0,-605.5,0.1,-362,0,0.690,0.000,7.73,
0.0300,1.0089,0.3265,-0.0022,0.1951,-0.006,0.006,-0.021,0.000,0.2,0.0,-0.1,0.1,0.0,0.0,-605.5,0.1,-387,0,0.910,0.000,5.07,
0.0350,1.0089,0.3265,-0.0022,0.1951,-0.005,0.005,-0.013,0.000,0.2,0.0,-0.1,0.1,0.0,0.0,-605.5,0.1,-402,0,1.010,0.000,5.08,
0.0400,1.0089,0.3265,-0.0022,0.1951,-0.005,0.005,-0.008,0.000,0.3,0.0,-0.0,0.0,0.0,0.0,-605.6,0.0,-416,0,1.190,0.000,5.53,
0.0450,1.0089,0.3265,-0.0022,0.1951,-0.189,-0.130,-0.005,0.000,0.3,0.0,-1.9,-1.3,0.0,0.0,-603.7,-1.3,-422,0,1.340,0.000,5.08,
0.0500,1.0089,0.3265,-0.0004,0.1883,-0.345,-0.245,-0.003,0.000,0.3,0.0,-3.4,-2.5,0.0,0.0,-602.2,-2.5,-444,0,1.540,0.000,5.72,
0.0550,1.0089,0.3265,-0.0004,0.1883,-0.478,-0.343,-0.002,0.000,0.3,0.0,-4.8,-3.4,0.0,0.0,-600.9,-3.4,-470,0,1.580,0.000,8.14,
0.0600,1.0089,0.3265,-0.0004,0.1883,-0.591,-0.426,-0.001,0.000,0.3,0.0,-5.9,-4.3,0.0,0.0,-599.8,-4.3,-469,0,1.620,0.000,5.07,
0.0650,1.0089,0.3265,-0.0004,0.1883,-0.687,-0.496,-0.001,0.000,0.4,0.0,-6.9,-5.0,0.0,0.0,-598.8,-5.0,-470,0,1.770,0.000,5.07,
0.0700,1.0089,0.3265,-0.0004,0.1883,-0.768,-0.556,-0.000,0.000,0.4,0.0,-7.7,-5.6,0.0,0.0,-598.0,-5.6,-479,0,1.770,0.000,9.64,
0.0750,0.8951,0.2820,-0.0004,0.1883,-0.838,-0.607,-0.000,0.000,0.4,0.0,-8.4,-6.1,0.0,0.0,-529.1,-6.1,-469,0,1.900,0.000,5.08,
0.0800,0.8951,0.2820,-0.0004,0.1883,-0.897,-0.650,-0.000,0.000,0.4,0.0,-9.0,-6.5,0.0,0.0,-528.5,-6.5,-531,0,1.750,0.000,5.92,
0.0850,0.8951,0.2820,-0.0004,0.1883,-1.484,-0.720,-0.000,0.000,0.4,0.0,-14.8,-7.2,0.0,0.0,-522.7,-7.2,-535,0,0.980,0.000,5.07,
0.0900,0.8951,0.2820,-0.0004,0.1883,-1.983,-0.780,-0.000,0.000,0.5,0.0,-19.8,-7.8,0.0,0.0,-517.7,-7.8,-485,0,1.180,0.000,11.95,
0.0950,0.8951,0.2820,-0.0004,0.1883,-2.408,-0.831,-0.000,0.000,0.5,0.0,-24.1,-8.3,0.0,0.0,-513.5,-8.3,-511,0,0.880,0.000,5.08,
0.1000,0.8951,0.2820,-0.0004,0.1883,-2.768,-0.874,-0.000,0.000,0.5,0.0,-27.7,-8.7,0.0,0.0,-509.9,-8.7,-517,0,0.640,0.000,5.08,
0.1050,0.8951,0.2820,-0.0004,0.1883,-3.075,-0.911,-0.000,0.000,0.5,0.0,-30.7,-9.1,0.0,0.0,-506.8,-9.1,-504,0,0.650,0.000,7.00,
0.1100,0.8951,0.2820,-0.0004,0.1883,-3.335,-0.942,-0.000,0.000,0.5,0.0,-33.4,-9.4,0.0,0.0,-504.2,-9.4,-513,0,0.580,0.000,5.07,
0.1150,0.5687,0.2425,-0.0004,0.1883,-3.557,-0.969,-0.000,0.000,0.5,0.0,-35.6,-9.7,0.0,0.0,-306.2,-9.7,-525,0,0.510,0.000,5.06,
0.1200,0.5687,0.2425,-0.0004,0.1883,-3.745,-0.991,-0.000,0.000,0.5,0.0,-37.5,-9.9,0.0,0.0,-304.3,-9.9,-531,0,0.480,0.000,6.34,
0.1250,0.5687,0.2425,-0.0004,0.1883,-4.375,-0.809,-0.000,0.000,0.5,0.0,-43.8,-8.1,0.0,0.0,-298.0,-8.1,-502,0,0.220,0.000,5.08,
0.1300,0.5687,0.2425,-0.0004,0.1883,-4.911,-0.654,-0.000,0.000,0.6,0.0,-49.1,-6.5,0.0,0.0,-292.7,-6.5,-366,0,0.580,0.000,10.53,
0.1350,0.5687,0.2425,-0.0004,0.1883,-5.366,-0.522,-0.000,0.000,0.6,0.0,-53.7,-5.2,0.0,0.0,-288.1,-5.2,-396,0,0.580,0.000,5.07,
